feature,variant,amp_mode,loo_improvement_pct,loo_rmse_log,loo_pearson_C,loo_spearman_C,full_improvement_pct,full_pearson_C
norm_rawS_amp_logMstar_S_std,norm_rawS,amp_logMstar,2.0923436048651975,0.5015568619595252,0.21784004672876106,0.216586475373983,4.627865559517795,0.3005215719112659
rawL_rawS_amp_logMstar_S_std,rawL_rawS,amp_logMstar,2.0923436048651975,0.5015568619595252,0.21784004672876106,0.216586475373983,4.627865559517795,0.3005215719112659
norm_rawS_amp_logMstar_grad_rms,norm_rawS,amp_logMstar,1.957836812702025,0.5022459071994331,0.2175391336549551,0.19688566179686814,4.367962777658744,0.2921444931124015
rawL_rawS_amp_sqrtMstar_force_mid_minus_outer,rawL_rawS,amp_sqrtMstar,1.9548669108983674,0.5022611212764911,0.22347467500862447,0.21791619280902808,4.577668205407793,0.2989236853169655
rawL_rawS_amp_sqrtMstar_force_outer_mean,rawL_rawS,amp_sqrtMstar,1.945428988366957,0.5023094694341589,0.2230350025551636,0.21728632665558567,4.565180971378163,0.29852473101344207
rawL_rawS_amp_sqrtMstar_force_inner_minus_outer,rawL_rawS,amp_sqrtMstar,1.9453865156517198,0.502309687011441,0.22303300586093577,0.21728632665558567,4.565124382468533,0.2985229217234105
rawL_rawS_amp_sqrtMstar_grad_rms,rawL_rawS,amp_sqrtMstar,1.9431194802803824,0.5023213004765025,0.22292723988752083,0.21886099203919168,4.562124774269893,0.29842699945371665
rawL_rawS_amp_sqrtMstar_force_mid_mean,rawL_rawS,amp_sqrtMstar,1.9326770887900597,0.5023747942817888,0.22243936355066984,0.21669145306622342,4.548308304700372,0.2979847350572263
norm_rawS_amp_logMstar_force_mid_minus_outer,norm_rawS,amp_logMstar,1.5767811342951001,0.5041979617917962,0.1990343114294702,0.16241798617793718,3.9219296242316464,0.27712187930512927
rawL_rawS_shape_norm_phi_mid_mean,rawL_rawS,shape_norm,1.5426770287673943,0.5043726687430011,0.19317045760660337,0.1603184323331292,3.7096976092682405,0.2696542299143725
rawL_rawS_shape_norm_phi_inner_minus_outer,rawL_rawS,shape_norm,1.4969751786562806,0.504606788089449,0.19095020327436893,0.15730907182223777,3.66260711653878,0.2679668044752671
rawL_rawS_amp_sqrtMstar_phi_mid_mean,rawL_rawS,amp_sqrtMstar,-0.4804025443190401,0.5147364082045666,0.0805163094949876,0.09901146006473624,2.164722177875772,0.20668358096834258
rawL_rawS_amp_sqrtMstar_phi_inner_minus_outer,rawL_rawS,amp_sqrtMstar,-0.48707965456618885,0.5147706133993983,0.08000344220304995,0.09813664596273292,2.157752535240358,0.2063533548279518
rawL_zS_shape_norm_phi_mid_mean,rawL_zS,shape_norm,-1.9265652256728294,0.5221447442126872,-0.07695044732906933,-0.02951622780159216,0.8715672008823917,0.13131936430310223
rawL_zS_shape_norm_phi_inner_minus_outer,rawL_zS,shape_norm,-1.9271600801570548,0.5221477915060186,-0.07702380075198009,-0.02951622780159216,0.8713063648019719,0.13129967097338957
norm_rawS_amp_sqrtMstar_force_outer_mean,norm_rawS,amp_sqrtMstar,-2.0274582710578937,0.5226615944887539,-0.11260739845117174,-0.14464176362522965,0.7693394172916694,0.12335625703025899
norm_zS_shape_norm_phi_mid_mean,norm_zS,shape_norm,-2.3009192781515795,0.5240624680224096,-0.12493901544682814,-0.059504855218266116,0.7157297461855712,0.11896392034686683
norm_zS_amp_logMstar_phi_mid_mean,norm_zS,amp_logMstar,-2.300919278151623,0.5240624680224099,-0.124939015446836,-0.059504855218266116,0.7157297461855278,0.11896392034686383
norm_zS_amp_Mstar_phi_mid_mean,norm_zS,amp_Mstar,-2.300919278151623,0.5240624680224099,-0.12493901544684592,-0.059504855218266116,0.7157297461854845,0.1189639203468598
norm_zS_amp_sqrtMstar_phi_mid_mean,norm_zS,amp_sqrtMstar,-2.3009192781516443,0.52406246802241,-0.12493901544685783,-0.059504855218266116,0.7157297461854412,0.11896392034685513
norm_zS_amp_logMstar_phi_inner_minus_outer,norm_zS,amp_logMstar,-2.3320657886743077,0.5242220239412616,-0.13036866893969393,-0.07091243110838946,0.6962327321680042,0.11732511831525276
norm_zS_amp_Mstar_phi_inner_minus_outer,norm_zS,amp_Mstar,-2.3320657886743943,0.524222023941262,-0.1303686689397012,-0.07091243110838946,0.6962327321680042,0.11732511831525057
norm_zS_shape_norm_phi_inner_minus_outer,norm_zS,shape_norm,-2.332065788674416,0.5242220239412622,-0.13036866893971705,-0.07091243110838946,0.6962327321679175,0.1173251183152451
norm_zS_amp_sqrtMstar_phi_inner_minus_outer,norm_zS,amp_sqrtMstar,-2.332065788674416,0.5242220239412622,-0.1303686689397145,-0.07091243110838946,0.6962327321679391,0.1173251183152464
norm_rawS_amp_sqrtMstar_force_mid_mean,norm_rawS,amp_sqrtMstar,-2.3590128347714145,0.5243600670359201,-0.19575636564731705,-0.19030705974980314,0.5184061604883761,0.10114273860334691
norm_rawS_amp_sqrtMstar_force_inner_mean,norm_rawS,amp_sqrtMstar,-2.4697613538761036,0.5249274044817746,-0.23650695498026417,-0.23950660484647013,0.4303141203710214,0.09206613313133896
norm_rawS_amp_sqrtMstar_force_inner_minus_outer,norm_rawS,amp_sqrtMstar,-2.474203341361151,0.5249501596919991,-0.2381855257684859,-0.23964657510279067,0.4270325026431973,0.09171049289877144
norm_zS_amp_sqrtMstar_S_std,norm_zS,amp_sqrtMstar,-2.5309655827778386,0.5252409387049074,-0.16831026444620653,-0.10552007698364096,0.5742382724605338,0.10649187926144434
rawL_zS_amp_sqrtMstar_S_std,rawL_zS,amp_sqrtMstar,-2.5309655827778386,0.5252409387049074,-0.16831026444620653,-0.10552007698364096,0.5742382724605338,0.10649187926144434
rawL_zS_amp_Mstar_S_std,rawL_zS,amp_Mstar,-2.53096558277786,0.5252409387049075,-0.16831026444621106,-0.10552007698364096,0.5742382724605122,0.10649187926144271
norm_zS_amp_Mstar_S_std,norm_zS,amp_Mstar,-2.53096558277786,0.5252409387049075,-0.16831026444621106,-0.10552007698364096,0.5742382724605122,0.10649187926144271
norm_zS_shape_norm_S_std,norm_zS,shape_norm,-2.530965582777947,0.525240938704908,-0.16831026444622432,-0.10552007698364096,0.5742382724604689,0.10649187926143946
rawL_zS_shape_norm_S_std,rawL_zS,shape_norm,-2.530965582777947,0.525240938704908,-0.16831026444622432,-0.10552007698364096,0.5742382724604689,0.10649187926143946
norm_zS_amp_logMstar_S_std,norm_zS,amp_logMstar,-2.5309655827779682,0.5252409387049081,-0.16831026444622846,-0.10552007698364096,0.5742382724604689,0.10649187926143883
rawL_zS_amp_logMstar_S_std,rawL_zS,amp_logMstar,-2.5309655827779682,0.5252409387049081,-0.16831026444622846,-0.10552007698364096,0.5742382724604689,0.10649187926143883
norm_rawS_amp_sqrtMstar_grad_rms,norm_rawS,amp_sqrtMstar,-2.593739523171019,0.5255625141742392,-0.28783370470451114,-0.28821625404601525,0.3414440415936591,0.08188669381697064
rawL_zS_amp_Mstar_force_mid_mean,rawL_zS,amp_Mstar,-2.6094044747921115,0.5256427618715808,0.2698216731237399,0.35144781733881547,7.072469964472609,0.3692563004325431
