G_proxy,T_proxy,n_files,pearson_mean,pearson_median,pearson_frac_pos,spearman_mean,spearman_median,spearman_frac_pos,score
minus_R_edge,T_grad2_minus_lap,8,0.4369962368055129,0.4019126679236278,1.0,0.026995664596163163,-0.16411770505660023,0.375,0.17544671606717593
minus_R_edge,T_grad2_plus_abslap,8,0.43699623680544997,0.4019126679236278,1.0,-0.08416270101934287,-0.09729383748350245,0.375,0.1643630915565581
minus_R_edge,T_grad2_only,8,0.43699623680543287,0.4019126679236278,1.0,-0.1401646859945133,-0.08904593203346098,0.125,0.1524245716752716
minus_R_edge,T_abs_grad_plus_abslap,8,0.43699604847094065,0.40191264118441594,1.0,-0.1612089291041858,-0.10998403877864008,0.25,0.14192893044313268
G_kappa_minus_halfR,T_abs_lap_only,8,0.12071512415058597,0.08701713394022743,1.0,0.17436825671151576,0.1298768197598761,1.0,0.12799433364055132
minus_R_edge,T_grad2_plus_lap,8,0.4369962368053528,0.4019126679236278,1.0,-0.20536048314846594,-0.12278796991754176,0.25,0.12769011291574323
kappa,T_abs_lap_only,8,0.11144878977536302,0.07997634710168433,1.0,0.09547727702120568,0.09346067455128912,0.875,0.09509077211238554
G_minus_kappa_minus_halfR,T_lap_only,8,0.04584388469755063,0.06050670772830233,0.75,0.04628201067020682,0.06811968245343218,0.5,0.055188071387372986
G_kappa_plus_halfR,T_minus_lap_only,8,0.04584388469755063,0.06050670772830233,0.75,0.04628201067020682,0.06811968245343218,0.5,0.055188071387372986
kappa,T_minus_lap_only,8,0.042471704888220094,0.05690056171354285,0.75,0.04916109321551708,0.06600003710057235,0.625,0.0536333492294631
minus_kappa,T_lap_only,8,0.042471704888220094,0.05690056171354285,0.75,0.04916109321551708,0.06600003710057235,0.625,0.0536333492294631
minus_R_edge,T_lap_only,8,0.06826142356671841,0.119603406718233,0.75,-0.047788574600513584,0.06867398858419672,0.5,0.05218756106715863
R_edge,T_minus_lap_only,8,0.06826142356671841,0.119603406718233,0.75,-0.047788574600513584,0.06867398858419672,0.5,0.05218756106715863
minus_R_edge,T_abs_lap_only,8,0.05300957151106715,-0.009469479333952351,0.375,0.027075410136490976,0.019243406067841896,0.625,0.022464727095361917
G_minus_kappa_plus_halfR,T_minus_lap_only,8,-0.038801919037904115,-0.05239608678950629,0.125,0.06137099151307855,0.08805737275561298,0.625,0.014557589610320283
G_kappa_minus_halfR,T_lap_only,8,-0.038801919037904115,-0.05239608678950629,0.125,0.06137099151307855,0.08805737275561298,0.625,0.014557589610320283
G_kappa_plus_halfR,T_abs_lap_only,8,0.10191268539174339,0.07281197491976549,1.0,-0.08212057589316203,-0.07469860214313997,0.125,0.004476370568801718
G_minus_kappa_minus_halfR,T_abs_lap_only,8,-0.10191268539174339,-0.07281197491976549,0.0,0.08212057589316203,0.07469860214313997,0.875,-0.004476370568801718
G_minus_kappa_plus_halfR,T_lap_only,8,0.038801919037904115,0.05239608678950629,0.875,-0.06137099151307855,-0.08805737275561298,0.375,-0.014557589610320283
G_kappa_minus_halfR,T_minus_lap_only,8,0.038801919037904115,0.05239608678950629,0.875,-0.06137099151307855,-0.08805737275561298,0.375,-0.014557589610320283
R_edge,T_abs_lap_only,8,-0.05300957151106715,0.009469479333952351,0.625,-0.027075410136490976,-0.019243406067841896,0.375,-0.022464727095361917
R_edge,T_lap_only,8,-0.06826142356671841,-0.119603406718233,0.25,0.047788574600513584,-0.06867398858419672,0.5,-0.05218756106715863
minus_R_edge,T_minus_lap_only,8,-0.06826142356671841,-0.119603406718233,0.25,0.047788574600513584,-0.06867398858419672,0.5,-0.05218756106715863
minus_kappa,T_minus_lap_only,8,-0.042471704888220094,-0.05690056171354285,0.25,-0.04916109321551708,-0.06600003710057235,0.375,-0.0536333492294631
kappa,T_lap_only,8,-0.042471704888220094,-0.05690056171354285,0.25,-0.04916109321551708,-0.06600003710057235,0.375,-0.0536333492294631
G_kappa_plus_halfR,T_lap_only,8,-0.04584388469755063,-0.06050670772830233,0.25,-0.04628201067020682,-0.06811968245343218,0.5,-0.055188071387372986
G_minus_kappa_minus_halfR,T_minus_lap_only,8,-0.04584388469755063,-0.06050670772830233,0.25,-0.04628201067020682,-0.06811968245343218,0.5,-0.055188071387372986
minus_kappa,T_abs_lap_only,8,-0.11144878977536302,-0.07997634710168433,0.0,-0.09547727702120568,-0.09346067455128912,0.125,-0.09509077211238554
R_edge,T_grad2_plus_lap,8,-0.4369962368053528,-0.4019126679236278,0.0,0.20536048314846594,0.12278796991754176,0.75,-0.12769011291574323
G_minus_kappa_plus_halfR,T_abs_lap_only,8,-0.12071512415058597,-0.08701713394022743,0.0,-0.17436825671151576,-0.1298768197598761,0.0,-0.12799433364055132
R_edge,T_abs_grad_plus_abslap,8,-0.43699604847094065,-0.40191264118441594,0.0,0.1612089291041858,0.10998403877864008,0.75,-0.14192893044313268
R_edge,T_grad2_only,8,-0.43699623680543287,-0.4019126679236278,0.0,0.1401646859945133,0.08904593203346098,0.875,-0.1524245716752716
R_edge,T_grad2_plus_abslap,8,-0.43699623680544997,-0.4019126679236278,0.0,0.08416270101934287,0.09729383748350245,0.625,-0.1643630915565581
R_edge,T_grad2_minus_lap,8,-0.4369962368055129,-0.4019126679236278,0.0,-0.026995664596163163,0.16411770505660023,0.625,-0.17544671606717593
G_kappa_plus_halfR,T_grad2_minus_lap,8,-0.9960688422094925,-0.9962948254674663,0.0,-0.06301627823913628,-0.017875314265553107,0.5,-0.5183138150454121
G_kappa_plus_halfR,T_grad2_only,8,-0.9960688422094834,-0.9962948254674663,0.0,-0.016900360218450955,-0.07168350492537512,0.375,-0.5202368832051939
G_kappa_plus_halfR,T_grad2_plus_lap,8,-0.9960688422094743,-0.9962948254674663,0.0,-0.022009914254025466,-0.0997323959373512,0.375,-0.5285264944670793
G_kappa_plus_halfR,T_abs_grad_plus_abslap,8,-0.9960688211477702,-0.9962948229560318,0.0,-0.01721109477891851,-0.146528197930581,0.375,-0.5390257342033253
G_kappa_plus_halfR,T_grad2_plus_abslap,8,-0.9960688422094854,-0.9962948254674663,0.0,-0.11107939020237426,-0.1285717162877538,0.125,-0.5580036935417699
kappa,T_grad2_minus_lap,8,-0.9999999999999957,-0.9999999999999949,0.0,-0.3283739078502076,-0.380913827168186,0.0,-0.677321933754596
kappa,T_grad2_plus_abslap,8,-0.9999999999999957,-0.9999999999999949,0.0,-0.35501257748736914,-0.3598507321204381,0.0,-0.6787158274019495
G_kappa_minus_halfR,T_grad2_plus_lap,8,-0.995236598656217,-0.9956664375556277,0.0,-0.363925925059603,-0.3861012363524067,0.0,-0.6852325494059636
kappa,T_grad2_only,8,-0.9999999999999957,-0.9999999999999949,0.0,-0.32427287740334754,-0.4239224501856814,0.25,-0.6870488318972549
G_kappa_minus_halfR,T_grad2_plus_abslap,8,-0.9952365986562046,-0.9956664375556277,0.0,-0.3612640885016475,-0.41579700294489125,0.0,-0.6919910319145928
kappa,T_abs_grad_plus_abslap,8,-0.9999999999995984,-0.9999999999999949,0.0,-0.324194386148954,-0.4475679722236051,0.25,-0.6929405895930381
G_kappa_minus_halfR,T_grad2_only,8,-0.9952365986562068,-0.9956664375556277,0.0,-0.37585439756951516,-0.4062884934049816,0.0,-0.6932614817965829
G_kappa_minus_halfR,T_abs_grad_plus_abslap,8,-0.995236622344866,-0.9956664402712725,0.0,-0.3900214232911622,-0.44162656945756174,0.0,-0.7056377638412156
kappa,T_grad2_plus_lap,8,-0.9999999999999957,-0.9999999999999949,0.0,-0.331194061674678,-0.4950205776973906,0.25,-0.7065536598430149
G_kappa_minus_halfR,T_grad2_minus_lap,8,-0.9952365986561966,-0.9956664375556277,0.0,-0.417342856374228,-0.4592710874984568,0.0,-0.7168792450211272
