G_proxy,T_proxy,n,pearson_r,pearson_p,spearman_r,spearman_p,score_mean_r,abs_pearson,abs_spearman
minus_kappa,T_grad2_plus_lap,666,0.0808595644799472,0.036957075760205585,0.40112659195693506,3.888595827037267e-27,0.24099307821844113,0.0808595644799472,0.40112659195693506
G_minus_kappa_plus_halfR,T_grad2_minus_lap,666,0.08785162655498405,0.023371230414947545,0.3804017102398152,2.3393197025306588e-24,0.23412666839739965,0.08785162655498405,0.3804017102398152
minus_kappa,T_grad2_only,666,0.0808595644799472,0.036957075760205585,0.3692456148646443,6.092052507905739e-23,0.22505258967229574,0.0808595644799472,0.3692456148646443
minus_kappa,T_abs_grad_plus_abslap,666,0.08399740788670026,0.030198380659803802,0.3633857928777671,3.2100297590078145e-22,0.22369160038223368,0.08399740788670026,0.3633857928777671
G_minus_kappa_plus_halfR,T_grad2_plus_lap,666,0.08785162655498405,0.023371230414947545,0.35536212762990377,2.956970143638458e-21,0.22160687709244392,0.08785162655498405,0.35536212762990377
G_minus_kappa_plus_halfR,T_grad2_only,666,0.08785162655498405,0.023371230414947545,0.35407296912953695,4.1998971986892595e-21,0.2209622978422605,0.08785162655498405,0.35407296912953695
G_minus_kappa_plus_halfR,T_abs_grad_plus_abslap,666,0.0911666420427869,0.018611726950067894,0.34876896411339586,1.7493948105602087e-20,0.21996780307809138,0.0911666420427869,0.34876896411339586
minus_kappa,T_grad2_plus_abslap,666,0.0808595644799472,0.036957075760205585,0.3509485830538825,9.765050412061528e-21,0.21590407376691484,0.0808595644799472,0.3509485830538825
G_minus_kappa_plus_halfR,T_grad2_plus_abslap,666,0.08785162655498405,0.023371230414947545,0.33559360525063664,5.392435033934556e-19,0.21172261590281033,0.08785162655498405,0.33559360525063664
minus_kappa,T_grad2_minus_lap,666,0.0808595644799472,0.036957075760205585,0.27711466665433543,3.3104556478539447e-13,0.1789871155671413,0.0808595644799472,0.27711466665433543
G_kappa_minus_halfR,T_abs_lap_only,666,0.08756039273103651,0.023835794713368035,0.20002618899715163,1.9392775543662343e-07,0.14379329086409406,0.08756039273103651,0.20002618899715163
G_minus_kappa_minus_halfR,T_grad2_plus_abslap,666,0.07371744623665756,0.057244625996032084,0.09193875133731291,0.01763317408916541,0.08282809878698524,0.07371744623665756,0.09193875133731291
G_minus_kappa_minus_halfR,T_grad2_plus_lap,666,0.07371744623665756,0.057244625996032084,0.08720703888972615,0.024410162882233678,0.08046224256319186,0.07371744623665756,0.08720703888972615
G_minus_kappa_minus_halfR,T_abs_grad_plus_abslap,666,0.07666070027332646,0.04797663856986102,0.0647804586662194,0.09483983241883963,0.07072057946977292,0.07666070027332646,0.0647804586662194
G_minus_kappa_minus_halfR,T_grad2_only,666,0.07371744623665756,0.057244625996032084,0.061550132860807925,0.11252537538078,0.06763378954873274,0.07371744623665756,0.061550132860807925
kappa,T_abs_lap_only,666,0.09345345741675942,0.01584344138174101,0.036146037648885965,0.3516611752614661,0.0647997475328227,0.09345345741675942,0.036146037648885965
minus_kappa,T_lap_only,666,0.0025008622312531863,0.9486369567364716,0.11561800123260575,0.0028065103496949556,0.05905943173192947,0.0025008622312531863,0.11561800123260575
kappa,T_minus_lap_only,666,0.0025008622312531863,0.9486369567364716,0.11561800123260575,0.0028065103496949556,0.05905943173192947,0.0025008622312531863,0.11561800123260575
G_kappa_plus_halfR,T_minus_lap_only,666,-0.002966599323827342,0.9390886902981052,0.11526348763879883,0.0028923944236866187,0.056148444157485745,0.002966599323827342,0.11526348763879883
G_minus_kappa_minus_halfR,T_lap_only,666,-0.002966599323827342,0.9390886902981052,0.11526348763879883,0.0028923944236866187,0.056148444157485745,0.002966599323827342,0.11526348763879883
R_edge,T_abs_grad_plus_abslap,666,0.013181942627869068,0.734186558406476,0.09841054453882389,0.011051115061662467,0.05579624358334648,0.013181942627869068,0.09841054453882389
