
defect_radius,defect_strength,mode,metric,n,mean,std,median,q25,q75,min,max,positive_frac,negative_frac,nonzero_frac,t_stat,t_pvalue,sign_pvalue
1,0.4,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,0.4,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,0.4,frozen_baseline,support_jaccard,20,0.687995772636978,0.06019948404755571,0.6843971631205674,0.6326530612244898,0.7113783533765032,0.6,0.8181818181818182,1.0,0.0,1.0,51.11024920524171,8.220195154987705e-22,1.9073486328125e-06
1,0.6,frozen_baseline,delta_edge_mean,20,0.07575910021117535,0.029627853622270606,0.06878612596276379,0.05195286627686071,0.09382945444901974,0.033212665917237094,0.12508753060749955,1.0,0.0,1.0,11.435354052044502,5.821675058874263e-10,1.9073486328125e-06
1,0.6,frozen_baseline,delta_node_mean,20,0.07514554699746738,0.033519972948435096,0.06400423335743612,0.04996982844900716,0.09341045830988104,0.03284994953004719,0.145305493853512,1.0,0.0,1.0,10.025697308958415,5.049798683783275e-09,1.9073486328125e-06
1,0.6,frozen_baseline,delta_near_edge_mean,20,0.09795350594514236,0.033960980080411186,0.0917539924973017,0.07650315116480541,0.11959381426544627,0.039438660078565446,0.17395863293707492,1.0,0.0,1.0,12.898962127073936,7.576848062290653e-11,1.9073486328125e-06
1,0.6,frozen_baseline,delta_far_edge_mean,20,0.005225770849740092,0.07173912753358315,0.0033576936206265173,-0.025688225670312426,0.03298538434763735,-0.1554372440317463,0.18635309167512773,0.5,0.5,1.0,0.3257686357946162,0.7481598911180986,1.0
1,0.6,frozen_baseline,delta_near_minus_far,20,0.09272773509540226,0.07985752427929509,0.08865851630350344,0.04505314029207356,0.1341461488495833,-0.09357610190880089,0.23020816358148521,0.95,0.05,1.0,5.192886229423757,5.176811741284089e-05,4.00543212890625e-05
1,0.6,frozen_baseline,common_edge_delta_mean,20,0.07575910021117535,0.029627853622270592,0.06878612596276379,0.051952866276860715,0.09382945444901974,0.03321266591723709,0.12508753060749953,1.0,0.0,1.0,11.435354052044508,5.821675058874216e-10,1.9073486328125e-06
1,0.6,frozen_baseline,common_edge_delta_mean_near,20,0.09795350594514236,0.033960980080411186,0.0917539924973017,0.07650315116480538,0.11959381426544632,0.039438660078565495,0.17395863293707495,1.0,0.0,1.0,12.898962127073936,7.576848062290653e-11,1.9073486328125e-06
1,0.6,frozen_baseline,common_edge_delta_mean_far,20,0.005225770849740088,0.07173912753358315,0.0033576936206264943,-0.02568822567031243,0.03298538434763734,-0.1554372440317463,0.18635309167512779,0.5,0.5,1.0,0.32576863579461596,0.7481598911180987,1.0
1,0.6,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,0.6,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,0.6,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,0.6,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,0.6,frozen_baseline,support_jaccard,20,0.5686696445966625,0.07237124266977862,0.5535444947209653,0.5094339622641509,0.6081632653061224,0.48148148148148145,0.7021276595744681,1.0,0.0,1.0,35.140587204253755,9.43278343282338e-19,1.9073486328125e-06
1,0.8,frozen_baseline,delta_edge_mean,20,0.09582239969227772,0.033946949593932484,0.09046770693862458,0.07976450177414286,0.11716827370328535,0.0364323076553012,0.18063284041336922,1.0,0.0,1.0,12.62354361980051,1.0961040830146277e-10,1.9073486328125e-06
1,0.8,frozen_baseline,delta_node_mean,20,0.09404465226685635,0.03757741621600642,0.08522816833945131,0.07333099261853707,0.11513050696080117,0.041858202901839836,0.18704712011697783,1.0,0.0,1.0,11.192373322327871,8.326029149997096e-10,1.9073486328125e-06
1,0.8,frozen_baseline,delta_near_edge_mean,20,0.12072970537099703,0.03359726957201965,0.11856042187756352,0.10219659941865775,0.13915233239018615,0.054196548557158636,0.19429116131097718,1.0,0.0,1.0,16.070343307772706,1.627601851440448e-12,1.9073486328125e-06
1,0.8,frozen_baseline,delta_far_edge_mean,20,0.021383506173310196,0.10969833056470397,0.015554852047878098,-0.028448319133469922,0.061262508114605055,-0.20516162692823292,0.31230687378495237,0.55,0.45,1.0,0.871753893694946,0.3942253371408724,0.8238029479980469
1,0.8,frozen_baseline,delta_near_minus_far,20,0.09934619919768684,0.11379868926541915,0.09837979079453796,0.0323137828674476,0.160289600452297,-0.17556537782877757,0.3071127685115394,0.85,0.15,1.0,3.904172467121159,0.0009536778435742245,0.0025768280029296875
1,0.8,frozen_baseline,common_edge_delta_mean,20,0.09582239969227774,0.03394694959393248,0.0904677069386246,0.07976450177414288,0.11716827370328538,0.036432307655301185,0.18063284041336916,1.0,0.0,1.0,12.623543619800513,1.0961040830146225e-10,1.9073486328125e-06
1,0.8,frozen_baseline,common_edge_delta_mean_near,20,0.12072970537099703,0.033597269572019674,0.11856042187756352,0.10219659941865775,0.13915233239018615,0.054196548557158615,0.19429116131097723,1.0,0.0,1.0,16.0703433077727,1.6276018514404596e-12,1.9073486328125e-06
1,0.8,frozen_baseline,common_edge_delta_mean_far,20,0.021383506173310196,0.10969833056470399,0.015554852047878074,-0.028448319133469926,0.06126250811460505,-0.20516162692823292,0.3123068737849524,0.55,0.45,1.0,0.8717538936949459,0.3942253371408724,0.8238029479980469
1,0.8,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,0.8,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,0.8,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,0.8,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,0.8,frozen_baseline,support_jaccard,20,0.5128565861866051,0.07487617104563239,0.5094339622641509,0.45454545454545453,0.5686274509803921,0.40350877192982454,0.7021276595744681,1.0,0.0,1.0,30.63143249466739,1.227596469486134e-17,1.9073486328125e-06
1,1,frozen_baseline,delta_edge_mean,20,0.10871860867501956,0.049249815421613406,0.09727842074245993,0.08151068445859508,0.12689905881706362,0.045144581275056606,0.21059273544961196,1.0,0.0,1.0,9.87220753358828,6.4719963850635985e-09,1.9073486328125e-06
1,1,frozen_baseline,delta_node_mean,20,0.10688519127910842,0.05371226651295833,0.09111352504966343,0.07232165392200635,0.13437001477495586,0.03214606994534258,0.21388004578513453,1.0,0.0,1.0,8.899365787533604,3.3255198539035574e-08,1.9073486328125e-06
1,1,frozen_baseline,delta_near_edge_mean,20,0.1342414539024434,0.05658173456512799,0.1333458162297566,0.08774576009600288,0.14892887999143153,0.06386871536176392,0.27211786337434196,1.0,0.0,1.0,10.610244405948917,2.0101454680471788e-09,1.9073486328125e-06
1,1,frozen_baseline,delta_far_edge_mean,20,0.03960671928999122,0.12374209606032685,0.02300438482663144,-0.014858475859751582,0.05703952035320209,-0.15459380042667603,0.38242651395958394,0.65,0.35,1.0,1.4314177554418686,0.1685548567658116,0.26317596435546875
1,1,frozen_baseline,delta_near_minus_far,20,0.09463473461245218,0.13565459157050455,0.1083031712768591,0.030536498411757006,0.16690013354209382,-0.22911170467996272,0.3631380185940185,0.85,0.15,1.0,3.1198309939419064,0.005640070998246794,0.0025768280029296875
1,1,frozen_baseline,common_edge_delta_mean,20,0.10871860867501956,0.04924981542161341,0.09727842074245993,0.08151068445859508,0.12689905881706362,0.04514458127505659,0.210592735449612,1.0,0.0,1.0,9.872207533588279,6.47199638506362e-09,1.9073486328125e-06
1,1,frozen_baseline,common_edge_delta_mean_near,20,0.1342414539024434,0.05658173456512801,0.1333458162297566,0.08774576009600286,0.14892887999143156,0.0638687153617639,0.272117863374342,1.0,0.0,1.0,10.610244405948913,2.010145468047189e-09,1.9073486328125e-06
1,1,frozen_baseline,common_edge_delta_mean_far,20,0.0396067192899912,0.12374209606032684,0.023004384826631457,-0.01485847585975158,0.05703952035320204,-0.15459380042667603,0.38242651395958394,0.65,0.35,1.0,1.4314177554418681,0.1685548567658118,0.26317596435546875
1,1,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,1,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,1,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
1,1,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
1,1,frozen_baseline,support_jaccard,20,0.4573576497176985,0.06597944792599283,0.45454545454545453,0.4223057644110275,0.4884696016771488,0.3559322033898305,0.6,1.0,0.0,1.0,31.00004098080432,9.821901984528611e-18,1.9073486328125e-06
2,0,frozen_baseline,delta_edge_mean,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,delta_node_mean,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,delta_near_edge_mean,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,delta_far_edge_mean,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,delta_near_minus_far,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,common_edge_delta_mean,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,common_edge_delta_mean_near,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,common_edge_delta_mean_far,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0,frozen_baseline,support_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.2,frozen_baseline,delta_edge_mean,20,0.015862752588514335,0.023348149531041435,0.01684879540410128,0.0023203404612582475,0.024608504747686437,-0.03685719212133512,0.05843859100036705,0.75,0.25,1.0,3.038372959794615,0.006761311683599047,0.04138946533203125
2,0.2,frozen_baseline,delta_node_mean,20,0.016213615175879593,0.023538468889530498,0.018039533530575372,-0.0007367660229189929,0.02654793110900564,-0.03547166580125252,0.05946347316860512,0.7,0.3,1.0,3.080467626372628,0.0061572759567568285,0.11531829833984375
2,0.2,frozen_baseline,delta_near_edge_mean,20,0.02026946557067404,0.02405799945428968,0.0247659609148924,0.00989666633292411,0.029980554912181406,-0.031318431606502994,0.06000269927390389,0.85,0.15,1.0,3.767886267495713,0.0013017604983153435,0.0025768280029296875
2,0.2,frozen_baseline,delta_far_edge_mean,20,0.007260608221709194,0.04869568546400866,-0.0015498413959668944,-0.02255591667249904,0.023534177938003158,-0.09461691528980527,0.101319016802148,0.5,0.5,1.0,0.6668029574708498,0.512914879222944,1.0
2,0.2,frozen_baseline,delta_near_minus_far,20,0.013008857348964852,0.04667422930239279,0.012662949413327677,-0.022460201824485247,0.036644532341439745,-0.059709017169732814,0.13570427070359492,0.65,0.35,1.0,1.2464561183613099,0.22774625799584103,0.26317596435546875
2,0.2,frozen_baseline,common_edge_delta_mean,20,0.015862752588514342,0.023348149531041435,0.016848795404101294,0.0023203404612582466,0.024608504747686433,-0.036857192121335126,0.05843859100036701,0.75,0.25,1.0,3.0383729597946165,0.0067613116835990045,0.04138946533203125
2,0.2,frozen_baseline,common_edge_delta_mean_near,20,0.020269465570674043,0.024057999454289675,0.0247659609148924,0.009896666332924131,0.0299805549121814,-0.031318431606502946,0.0600026992739039,0.85,0.15,1.0,3.7678862674957143,0.0013017604983153411,0.0025768280029296875
2,0.2,frozen_baseline,common_edge_delta_mean_far,20,0.007260608221709199,0.04869568546400867,-0.0015498413959668961,-0.022555916672499055,0.02353417793800318,-0.09461691528980527,0.10131901680214801,0.5,0.5,1.0,0.66680295747085,0.5129148792229438,1.0
2,0.2,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.2,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0.2,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0.2,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.2,frozen_baseline,support_jaccard,20,0.7990716896639494,0.05003506839399502,0.797979797979798,0.7777777777777778,0.8181818181818182,0.7021276595744681,0.9047619047619048,1.0,0.0,1.0,71.42105224737328,1.4713067359181626e-24,1.9073486328125e-06
2,0.4,frozen_baseline,delta_edge_mean,20,0.045183082650253,0.03527072840918367,0.0500753409709972,0.03449630668272534,0.06198985827417942,-0.05486980859333884,0.09935999549880961,0.9,0.1,1.0,5.728968399339923,1.6035076843196463e-05,0.0004024505615234375
2,0.4,frozen_baseline,delta_node_mean,20,0.04583903188614208,0.03398147984413741,0.05115455286353452,0.0348911647505493,0.06127457463816032,-0.051036025106356964,0.09656838054062775,0.9,0.1,1.0,6.032650243033933,8.378538710385239e-06,0.0004024505615234375
2,0.4,frozen_baseline,delta_near_edge_mean,20,0.059572589295200304,0.037989852607681195,0.0658180431222514,0.042253230933701036,0.09091915829265698,-0.04308414057136703,0.10154289640253963,0.9,0.1,1.0,7.012838961781636,1.1182168399488598e-06,0.0004024505615234375
2,0.4,frozen_baseline,delta_far_edge_mean,20,0.015075859664135513,0.07564991538060588,-0.004390789140600815,-0.029583331547768692,0.0628263977153778,-0.11239546530257334,0.14566843995312895,0.45,0.55,1.0,0.8912276202465242,0.3839545769141711,0.8238029479980469
2,0.4,frozen_baseline,delta_near_minus_far,20,0.044496729631064796,0.07622155709189349,0.044533140622074384,0.0007477514652462006,0.09466713579254893,-0.08286521038047884,0.21060177902081664,0.75,0.25,1.0,2.6107499250253983,0.017186195974322156,0.04138946533203125
2,0.4,frozen_baseline,common_edge_delta_mean,20,0.04518308265025299,0.03527072840918366,0.050075340970997195,0.03449630668272533,0.06198985827417944,-0.05486980859333882,0.09935999549880958,0.9,0.1,1.0,5.728968399339925,1.603507684319639e-05,0.0004024505615234375
2,0.4,frozen_baseline,common_edge_delta_mean_near,20,0.059572589295200304,0.03798985260768119,0.0658180431222514,0.042253230933701064,0.09091915829265697,-0.043084140571367,0.10154289640253965,0.9,0.1,1.0,7.012838961781638,1.1182168399488558e-06,0.0004024505615234375
2,0.4,frozen_baseline,common_edge_delta_mean_far,20,0.015075859664135511,0.07564991538060588,-0.004390789140600806,-0.029583331547768696,0.06282639771537782,-0.11239546530257334,0.145668439953129,0.45,0.55,1.0,0.8912276202465241,0.38395457691417123,0.8238029479980469
2,0.4,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.4,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0.4,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0.4,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.4,frozen_baseline,support_jaccard,20,0.6490407122570774,0.07240771970059487,0.6326530612244898,0.6,0.675531914893617,0.5384615384615384,0.8181818181818182,1.0,0.0,1.0,40.086862527167334,7.975979020363102e-20,1.9073486328125e-06
2,0.6,frozen_baseline,delta_edge_mean,20,0.07876670285468056,0.043671771458055196,0.07158302967809028,0.055810863815676605,0.10631410838016789,-0.036949029301196396,0.16052238463204307,0.95,0.05,1.0,8.06597470477035,1.4831682395205422e-07,4.00543212890625e-05
2,0.6,frozen_baseline,delta_node_mean,20,0.07845484857560202,0.04435664213971362,0.07421862746227595,0.0551282162585632,0.10800554268512763,-0.032461307057866595,0.16825259087639488,0.95,0.05,1.0,7.909993458338517,1.9818399525879403e-07,4.00543212890625e-05
2,0.6,frozen_baseline,delta_near_edge_mean,20,0.09827998654920896,0.04036027218443818,0.10854588464970158,0.07579970429628306,0.12876660791119368,-0.020233101856255487,0.15239377156843062,0.95,0.05,1.0,10.889952859957667,1.3104303560467187e-09,4.00543212890625e-05
2,0.6,frozen_baseline,delta_far_edge_mean,20,0.03455217656843788,0.09578007430365318,0.01512795433688316,-0.014416709654062377,0.05037128548194094,-0.08138450827765446,0.27266430428180133,0.65,0.35,1.0,1.6133003892367133,0.1231652113929379,0.26317596435546875
2,0.6,frozen_baseline,delta_near_minus_far,20,0.06372780998077107,0.0894061150797543,0.06661642824499012,0.035157092695450635,0.12225618249936426,-0.14240600889087715,0.1903727291653643,0.85,0.15,1.0,3.1876950485339286,0.004845993387888019,0.0025768280029296875
2,0.6,frozen_baseline,common_edge_delta_mean,20,0.07876670285468056,0.04367177145805519,0.07158302967809027,0.055810863815676605,0.10631410838016783,-0.0369490293011964,0.16052238463204302,0.95,0.05,1.0,8.06597470477035,1.4831682395205422e-07,4.00543212890625e-05
2,0.6,frozen_baseline,common_edge_delta_mean_near,20,0.09827998654920894,0.04036027218443819,0.10854588464970158,0.07579970429628301,0.12876660791119368,-0.020233101856255483,0.15239377156843062,0.95,0.05,1.0,10.889952859957665,1.3104303560467212e-09,4.00543212890625e-05
2,0.6,frozen_baseline,common_edge_delta_mean_far,20,0.03455217656843788,0.09578007430365318,0.015127954336883173,-0.014416709654062375,0.05037128548194101,-0.08138450827765446,0.27266430428180133,0.65,0.35,1.0,1.6133003892367135,0.12316521139293789,0.26317596435546875
2,0.6,frozen_baseline,edge_jaccard,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.6,frozen_baseline,edges_only_baseline,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0.6,frozen_baseline,edges_only_perturbed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,
2,0.6,frozen_baseline,n_common_edges,20,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,1.0,inf,0.0,1.9073486328125e-06
2,0.6,frozen_baseline,support_jaccard,20,0.5491945143570321,0.07354669563502306,0.5384615384615384,0.48148148148148145,0.6081632653061224,0.42857142857142855,0.6666666666666666,1.0,0.0,1.0,33.394736673594764,2.4476262890866572e-18,1.9073486328125e-06
