G_proxy,T_proxy,n_files,pearson_mean,pearson_median,pearson_frac_pos,spearman_mean,spearman_median,spearman_frac_pos,score
G_minus_kappa_plus_halfR,T_grad2_plus_abslap,8,0.5575401566550009,0.9946803435849025,0.625,0.5657755969524716,0.5873056334925586,1.0,0.6763254326712334
G_minus_kappa_plus_halfR,T_grad2_plus_lap,8,0.6146429274985616,0.9946803435849025,0.75,0.4867640211353725,0.4937749158615763,1.0,0.6474655520201031
minus_kappa,T_grad2_plus_lap,8,0.6057176739529249,0.9999999999999967,0.75,0.40496069473094043,0.56574002365119,0.875,0.644104598083763
G_minus_kappa_plus_halfR,T_grad2_minus_lap,8,0.6008631866416939,0.9946803435849025,0.625,0.41723965861362394,0.545605636022717,1.0,0.6395972062157345
G_minus_kappa_plus_halfR,T_abs_grad_plus_abslap,8,0.5503381706874817,0.9946803492260881,0.625,0.3965858277063651,0.44578393522631643,1.0,0.5968470707115628
minus_kappa,T_grad2_only,8,0.583733575067925,0.9999999999999967,0.625,0.29554712670570815,0.4679015253358412,0.625,0.5867955567773677
G_minus_kappa_plus_halfR,T_grad2_only,8,0.5955889791845979,0.9946803435849025,0.625,0.3126904960205922,0.44240553194823967,0.625,0.5863413376845831
minus_kappa,T_abs_grad_plus_abslap,8,0.5357491956819043,0.9999999999999944,0.625,0.31555399740920537,0.45167238963975853,0.625,0.5757438956827157
minus_kappa,T_grad2_plus_abslap,8,0.5415434636382639,0.9999999999999967,0.625,0.365448152579372,0.35198412746223595,1.0,0.5647439359199671
minus_kappa,T_grad2_minus_lap,8,0.5989398956077664,0.9999999999999967,0.625,0.32887817927919777,0.30610864225946666,1.0,0.5584816792866069
G_minus_kappa_minus_halfR,T_grad2_only,8,0.5688808637074865,0.9956868664787488,0.625,-0.02634970621065183,0.11852532821358241,0.625,0.4141858380472915
G_minus_kappa_minus_halfR,T_grad2_minus_lap,8,0.5922502606780572,0.9956868664787488,0.625,-0.006793806962409232,-0.036330746885615016,0.375,0.38620314332719546
G_minus_kappa_minus_halfR,T_abs_grad_plus_abslap,8,0.5192556943628548,0.9956868613979171,0.625,-0.07322320969561748,0.09574627909597547,0.625,0.38436640629028246
G_minus_kappa_minus_halfR,T_grad2_plus_lap,8,0.5930311574277591,0.9956868664787488,0.75,-0.05426957285309131,-0.06721905228901591,0.125,0.3668073496911002
G_minus_kappa_minus_halfR,T_grad2_plus_abslap,8,0.5237830073136565,0.9956868664787488,0.625,-0.06953498201164394,-0.06849059832103377,0.25,0.3453610733649319
kappa,T_abs_lap_only,8,0.23649784922546763,0.2638995795754943,1.0,0.09907500235146176,0.0958240207182735,0.625,0.1738241129676743
R_edge,T_abs_lap_only,8,0.17736178515935486,0.17562248847955253,1.0,0.15426890017247588,0.16227992722432757,1.0,0.1673832752589277
G_kappa_plus_halfR,T_abs_lap_only,8,0.24294387137670082,0.2680928081477312,1.0,0.0428422725722713,0.06654189857827154,0.625,0.15510521266874372
minus_R_edge,T_grad2_minus_lap,8,0.25076971417993354,0.47371970790065415,0.625,-0.08994798606643943,-0.04902816415321245,0.375,0.14637831796523398
minus_R_edge,T_grad2_only,8,0.18186981959130924,0.47371970790065415,0.625,-0.057062732513467926,-0.08076278503677034,0.125,0.12944100248543128
G_kappa_minus_halfR,T_abs_lap_only,8,0.2262105871388846,0.2565762650907416,1.0,-0.018882788938197538,0.012600221427410668,0.5,0.11912607117970983
minus_R_edge,T_abs_grad_plus_abslap,8,0.14008570360128852,0.47371965967167734,0.625,-0.14972489431910202,-0.10213524446274647,0.125,0.09048630612277934
minus_R_edge,T_grad2_plus_lap,8,0.2113136393710031,0.4737197079006542,0.625,-0.22206883342840494,-0.2200301310779158,0.125,0.060733595691334144
