geometry,N_input,N_actual,target_dim,expected_curvature,k,kernel_factor,epsilon,density,alpha_idleness,i,j,edge_weight,intrinsic_edge_length,graph_distance,kappa_OR
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,158,166,0.6736384553447259,0.1963495408493623,0.1963495408493623,4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,131,133,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,103,108,0.8569968914352787,0.12271846303085132,0.12271846303085132,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,59,60,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.9984014443252818e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,98,100,0.9756109800648457,0.049087385212340795,0.049087385212340795,1.5543122344752192e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,80,83,0.9459594689067652,0.07363107781851097,0.07363107781851097,8.881784197001252e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,26,33,0.7389912962803087,0.17180584824319178,0.17180584824319178,-2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,234,235,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.7763568394002505e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,33,40,0.7389912962803087,0.17180584824319178,0.17180584824319178,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,241,243,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.1102230246251565e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,122,128,0.8007374029168081,0.1472621556370215,0.1472621556370215,-4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,201,209,0.6736384553447259,0.1963495408493623,0.1963495408493623,4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,88,92,0.9059551911095093,0.09817477042468115,0.09817477042468115,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,166,167,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.1102230246251565e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,136,143,0.738991296280309,0.17180584824319167,0.17180584824319167,-2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,124,125,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,195,198,0.9459594689067645,0.07363107781851141,0.07363107781851141,3.552713678800501e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,224,231,0.7389912962803078,0.17180584824319212,0.17180584824319212,6.661338147750939e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,72,79,0.7389912962803084,0.1718058482431919,0.1718058482431919,0.0
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,128,131,0.9459594689067652,0.07363107781851097,0.07363107781851097,8.881784197001252e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,16,17,0.9938461733264412,0.024543692606170286,0.024543692606170286,6.661338147750939e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,206,209,0.9459594689067645,0.07363107781851141,0.07363107781851141,3.4416913763379853e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,77,80,0.9459594689067654,0.07363107781851075,0.07363107781851075,-6.661338147750939e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,11,17,0.8007374029168078,0.1472621556370216,0.1472621556370216,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,4,12,0.6736384553447265,0.19634954084936207,0.19634954084936207,-2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,120,122,0.9756109800648457,0.049087385212340795,0.049087385212340795,2.4424906541753444e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,77,79,0.9756109800648459,0.04908738521234057,0.04908738521234057,-2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,107,110,0.9459594689067652,0.07363107781851097,0.07363107781851097,1.1102230246251565e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,105,106,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.7763568394002505e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,89,92,0.9459594689067657,0.07363107781851053,0.07363107781851053,-1.5543122344752192e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,32,38,0.8007374029168081,0.1472621556370215,0.1472621556370215,2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,161,167,0.800737402916807,0.14726215563702194,0.14726215563702194,8.881784197001252e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,21,24,0.9459594689067654,0.07363107781851075,0.07363107781851075,-4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,143,148,0.8569968914352787,0.12271846303085132,0.12271846303085132,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,121,122,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.7763568394002505e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,124,128,0.9059551911095093,0.09817477042468115,0.09817477042468115,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,218,222,0.9059551911095085,0.09817477042468159,0.09817477042468159,2.1094237467877974e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,73,75,0.9756109800648459,0.04908738521234057,0.04908738521234057,1.2212453270876722e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,114,115,0.993846173326441,0.02454369260617062,0.02454369260617062,7.438494264988549e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,143,151,0.6736384553447271,0.19634954084936185,0.19634954084936185,-4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,224,232,0.6736384553447259,0.1963495408493623,0.1963495408493623,4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,25,31,0.8007374029168081,0.1472621556370215,0.1472621556370215,-4.440892098500626e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,109,114,0.8569968914352787,0.12271846303085132,0.12271846303085132,2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,91,93,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.1102230246251565e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,83,85,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,156,162,0.8007374029168081,0.1472621556370215,0.1472621556370215,2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,114,116,0.9756109800648457,0.049087385212340795,0.049087385212340795,1.887379141862766e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,59,67,0.6736384553447265,0.19634954084936207,0.19634954084936207,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,134,136,0.9756109800648457,0.049087385212340795,0.049087385212340795,2.1094237467877974e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,212,219,0.7389912962803078,0.17180584824319212,0.17180584824319212,7.771561172376096e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,227,229,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,67,71,0.9059551911095093,0.09817477042468115,0.09817477042468115,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,201,208,0.7389912962803078,0.17180584824319212,0.17180584824319212,6.661338147750939e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,9,12,0.9459594689067654,0.07363107781851078,0.07363107781851078,-6.661338147750939e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,108,116,0.6736384553447259,0.1963495408493623,0.1963495408493623,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,132,136,0.9059551911095093,0.09817477042468115,0.09817477042468115,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,84,91,0.738991296280309,0.17180584824319167,0.17180584824319167,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,141,149,0.6736384553447259,0.1963495408493623,0.1963495408493623,5.551115123125783e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,238,239,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.1102230246251565e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,136,141,0.8569968914352797,0.12271846303085088,0.12271846303085088,-1.5543122344752192e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,1,250,0.7389912962803078,0.17180584824319212,0.17180584824319212,1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,15,16,0.9938461733264412,0.024543692606170286,0.024543692606170286,6.661338147750939e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,86,93,0.738991296280309,0.17180584824319167,0.17180584824319167,0.0
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,202,210,0.6736384553447259,0.1963495408493623,0.1963495408493623,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,205,209,0.9059551911095085,0.09817477042468159,0.09817477042468159,2.220446049250313e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,198,201,0.9459594689067657,0.07363107781851053,0.07363107781851053,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,163,168,0.8569968914352778,0.12271846303085177,0.12271846303085177,1.4432899320127035e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,241,244,0.9459594689067657,0.07363107781851053,0.07363107781851053,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,35,37,0.9756109800648459,0.04908738521234057,0.04908738521234057,5.551115123125783e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,152,159,0.7389912962803078,0.17180584824319212,0.17180584824319212,7.771561172376096e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,220,228,0.6736384553447283,0.1963495408493614,0.1963495408493614,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,171,174,0.9459594689067657,0.07363107781851053,0.07363107781851053,-1.5543122344752192e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,97,100,0.9459594689067652,0.07363107781851097,0.07363107781851097,8.881784197001252e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,173,175,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,86,90,0.9059551911095093,0.09817477042468115,0.09817477042468115,3.3306690738754696e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,239,245,0.800737402916807,0.14726215563702194,0.14726215563702194,8.881784197001252e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,217,225,0.6736384553447259,0.1963495408493623,0.1963495408493623,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,199,204,0.8569968914352797,0.12271846303085088,0.12271846303085088,-1.5543122344752192e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,140,145,0.8569968914352787,0.12271846303085132,0.12271846303085132,2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,151,159,0.6736384553447259,0.1963495408493623,0.1963495408493623,5.551115123125783e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,54,59,0.8569968914352787,0.12271846303085132,0.12271846303085132,2.220446049250313e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,159,165,0.8007374029168092,0.14726215563702105,0.14726215563702105,-1.7763568394002505e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,95,97,0.9756109800648461,0.04908738521234035,0.04908738521234035,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,106,112,0.8007374029168081,0.1472621556370215,0.1472621556370215,0.0
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,69,77,0.6736384553447265,0.19634954084936207,0.19634954084936207,0.0
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,189,190,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.9984014443252818e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,111,112,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.5543122344752192e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,23,28,0.8569968914352787,0.12271846303085132,0.12271846303085132,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,17,25,0.6736384553447265,0.19634954084936207,0.19634954084936207,1.1102230246251565e-16
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,40,42,0.9756109800648459,0.04908738521234057,0.04908738521234057,0.0
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,221,228,0.7389912962803101,0.17180584824319123,0.17180584824319123,-1.3322676295501878e-15
circle,256,256,1,compact_1d_geodesic,16,0.5,0.024396910293220136,0.06274509803921569,0.5,37,38,0.9938461733264412,0.024543692606170175,0.024543692606170175,-1.5543122344752192e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,250,254,0.945959468906765,0.049087385212340795,0.049087385212340795,2.1094237467877974e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,391,401,0.7066482778577184,0.12271846303085088,0.12271846303085088,0.037274195422417056
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,478,483,0.9168553557320285,0.06135923151542588,0.06135923151542588,0.03727419542241983
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,345,353,0.8007374029168097,0.0981747704246807,0.0981747704246807,-8.881784197001252e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,127,128,0.9965337989703691,0.012271846303085088,0.012271846303085088,-2.220446049250313e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,397,407,0.7066482778577149,0.12271846303085177,0.12271846303085177,-0.037274195422416945
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,375,378,0.9692332344763436,0.03681553890925571,0.03681553890925571,-0.12424731807472367
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,79,90,0.6569555696492692,0.1349903093339364,0.1349903093339364,2.220446049250313e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,312,322,0.7066482778577167,0.12271846303085132,0.12271846303085132,0.01863709771120947
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,4,509,0.8435476490642343,0.08590292412159606,0.08590292412159606,-0.026624425301726262
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,84,90,0.8824969025845958,0.07363107781851075,0.07363107781851075,-0.03106182951868197
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,21,29,0.8007374029168085,0.09817477042468103,0.09817477042468103,-4.440892098500626e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,449,454,0.9168553557320308,0.061359231515424995,0.061359231515424995,0.03727419542241517
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,13,14,0.9965337989703691,0.012271846303085115,0.012271846303085115,-6.661338147750939e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,495,496,0.9965337989703694,0.012271846303084644,0.012271846303084644,0.37274195422418244
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,209,212,0.9692332344763444,0.03681553890925526,0.03681553890925526,0.12424731807472655
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,503,509,0.8824969025845965,0.07363107781851053,0.07363107781851053,-8.881784197001252e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,431,435,0.945959468906766,0.04908738521234035,0.04908738521234035,-1.5543122344752192e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,299,303,0.945959468906766,0.04908738521234035,0.04908738521234035,0.04659274427802129
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,191,203,0.6065306597126343,0.1472621556370215,0.1472621556370215,0.015530914759340764
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,435,437,0.9862071167439164,0.024543692606170175,0.024543692606170175,-2.220446049250313e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,69,76,0.8435476490642351,0.08590292412159584,0.08590292412159584,0.026624425301726817
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,379,382,0.9692332344763436,0.03681553890925571,0.03681553890925571,-0.12424731807472345
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,490,495,0.9168553557320285,0.06135923151542588,0.06135923151542588,-0.07454839084483411
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,458,469,0.6569555696492692,0.1349903093339364,0.1349903093339364,0.016942816101099156
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,78,83,0.9168553557320288,0.06135923151542577,0.06135923151542577,-0.07454839084483544
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,138,141,0.9692332344763444,0.03681553890925526,0.03681553890925526,0.06212365903736283
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,161,171,0.7066482778577167,0.12271846303085132,0.12271846303085132,0.03727419542241828
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,230,238,0.8007374029168097,0.0981747704246807,0.0981747704246807,0.023296372139010035
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,273,285,0.6065306597126343,0.1472621556370215,0.1472621556370215,0.015530914759340764
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,413,422,0.7548396019890076,0.11044661672776623,0.11044661672776623,2.220446049250313e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,140,152,0.6065306597126343,0.1472621556370215,0.1472621556370215,0.0
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,216,222,0.882496902584595,0.07363107781851097,0.07363107781851097,-0.06212365903736217
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,331,342,0.6569555696492692,0.1349903093339364,0.1349903093339364,-0.03388563220219876
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,312,317,0.9168553557320285,0.06135923151542588,0.06135923151542588,0.03727419542242005
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,110,122,0.6065306597126343,0.1472621556370215,0.1472621556370215,0.015530914759340764
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,455,462,0.8435476490642343,0.08590292412159606,0.08590292412159606,-2.220446049250313e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,381,387,0.8824969025845938,0.07363107781851141,0.07363107781851141,-0.062123659037359946
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,503,504,0.9965337989703689,0.012271846303085532,0.012271846303085532,-0.37274195422415923
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,52,64,0.6065306597126343,0.1472621556370215,0.1472621556370215,0.015530914759340542
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,342,343,0.9965337989703689,0.012271846303085532,0.012271846303085532,1.3100631690576847e-14
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,432,439,0.8435476490642343,0.08590292412159606,0.08590292412159606,7.771561172376096e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,497,504,0.8435476490642343,0.08590292412159606,0.08590292412159606,3.3306690738754696e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,201,204,0.9692332344763444,0.03681553890925526,0.03681553890925526,-1.1102230246251565e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,397,398,0.9965337989703689,0.012271846303085532,0.012271846303085532,-0.37274195422415746
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,385,396,0.6569555696492692,0.1349903093339364,0.1349903093339364,0.0
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,112,118,0.8824969025845958,0.07363107781851075,0.07363107781851075,-6.661338147750939e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,222,234,0.6065306597126343,0.1472621556370215,0.1472621556370215,0.015530914759340542
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,450,456,0.8824969025845965,0.07363107781851053,0.07363107781851053,-1.1102230246251565e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,501,506,0.9168553557320285,0.06135923151542588,0.06135923151542588,-0.07454839084483389
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,218,225,0.8435476490642343,0.08590292412159606,0.08590292412159606,-0.026624425301726262
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,149,157,0.8007374029168088,0.09817477042468092,0.09817477042468092,-4.440892098500626e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,290,296,0.882496902584595,0.07363107781851097,0.07363107781851097,0.031061829518683304
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,434,437,0.9692332344763436,0.03681553890925571,0.03681553890925571,-0.12424731807472367
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,392,401,0.7548396019890076,0.11044661672776623,0.11044661672776623,0.02070788634578835
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,370,379,0.7548396019890076,0.11044661672776623,0.11044661672776623,3.3306690738754696e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,380,386,0.8824969025845965,0.07363107781851053,0.07363107781851053,0.06212365903736283
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,345,349,0.945959468906766,0.04908738521234035,0.04908738521234035,-1.3322676295501878e-15
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,151,158,0.8435476490642343,0.08590292412159606,0.08590292412159606,7.771561172376096e-16
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,445,451,0.8824969025845938,0.07363107781851141,0.07363107781851141,-0.062123659037359946
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,438,444,0.8824969025845965,0.07363107781851053,0.07363107781851053,-0.03106182951868308
circle,512,512,1,compact_1d_geodesic,23,0.5,0.010843071241431204,0.04556782045009785,0.5,325,333,0.8007374029168081,0.09817477042468115,0.09817477042468115,0.04659274427802329
