geometry,N_input,N_actual,target_dim,expected_curvature,k,kernel_factor,epsilon,density,alpha_idleness,i,j,edge_weight,intrinsic_edge_length,graph_distance,kappa_OR
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,72,77,0.7066482778577161,0.24543692606170264,0.24543692606170264,0.03933985417821795
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,43,46,0.8824969025845955,0.1472621556370215,0.1472621556370215,0.06556642363036291
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,44,45,0.986207116743916,0.049087385212340795,0.049087385212340795,-0.3933985417821739
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,121,127,0.6065306597126336,0.294524311274043,0.294524311274043,-2.220446049250313e-16
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,122,125,0.8824969025845961,0.14726215563702105,0.14726215563702105,0.06556642363036214
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,35,41,0.6065306597126336,0.294524311274043,0.294524311274043,0.0327832118151814
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,49,50,0.986207116743916,0.049087385212340795,0.049087385212340795,-0.3933985417821748
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,51,54,0.8824969025845955,0.1472621556370215,0.1472621556370215,-0.06556642363036347
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,15,20,0.7066482778577161,0.24543692606170264,0.24543692606170264,0.0
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,112,116,0.8007374029168077,0.1963495408493623,0.1963495408493623,5.551115123125783e-16
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,111,116,0.7066482778577161,0.24543692606170264,0.24543692606170264,-0.039339854178217504
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,73,74,0.986207116743916,0.049087385212340795,0.049087385212340795,-0.1966992708910864
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,88,90,0.9459594689067649,0.09817477042468159,0.09817477042468159,-0.09834963544554198
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,12,13,0.9862071167439161,0.04908738521234057,0.04908738521234057,-0.3933985417821779
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,65,70,0.7066482778577161,0.24543692606170264,0.24543692606170264,0.0
circle,128,128,1,compact_1d_geodesic,11,0.5,0.04337228496572472,0.0890748031496063,0.5,83,86,0.8824969025845961,0.14726215563702105,0.14726215563702105,-8.881784197001252e-16
