eta_edge,eta_delta,c_edge,sqrt_eta,frac_speed_error,abs_frac_speed_error,lvk_bound,eta_lvk_window_approx,derivative_dc_over_deta_near1,c2,c2_minus_eta,slope_c2_from_dispersion,meff2,R2_disp,plus_corr,cross_corr,mean_corr
0.999,-0.0010000000000000009,0.9995199098363802,0.999499874937461,-0.0004800901636198285,0.0004800901636198285,5e-16,1e-15,0.48009016361982804,0.9990400501593255,4.0050159325510926e-05,0.9990400501593255,0.0023632620768475705,0.9999999955887136,0.9998734583158462,0.9998442549466762,0.9998588566312612
0.9995,-0.0004999999999999449,0.999769998633374,0.9997499687421851,-0.00023000136662598702,0.00023000136662598702,5e-16,1e-15,0.46000273325202473,0.9995400501673767,4.0050167376626256e-05,0.9995400501673767,0.0023632621868459195,0.9999999955931265,0.9998736568343176,0.9998444557406418,0.9998590562874797
0.9999,-9.999999999998899e-05,0.999970024637644,0.9999499987499375,-2.9975362356049473e-05,2.9975362356049473e-05,5e-16,1e-15,0.29975362356052776,0.9999400501738103,4.005017381025766e-05,0.9999400501738102,0.0023632622747874923,0.999999995596652,0.9998738155275853,0.9998446231716337,0.9998592193496094
1.0,0.0,1.000020024887211,1.0,2.0024887211089748e-05,2.0024887211089748e-05,5e-16,1e-15,,1.0000400501754183,4.005017541830469e-05,1.0000400501754183,0.0023632622967577296,0.9999999955975327,0.9998738552011801,0.999844665008764,0.9998592601049721
1.0001,9.999999999998899e-05,1.0000700226369268,1.0000499987500624,7.0022636926792e-05,7.0022636926792e-05,5e-16,1e-15,0.7002263692679972,1.0001400501770232,4.0050177023243094e-05,1.0001400501770235,0.002363262318751216,0.9999999955984131,0.9998738948748751,0.999844706833698,0.9998593008542865
1.0005,0.0004999999999999449,1.000269988644791,1.0002499687578101,0.00026998864479099716,0.00026998864479099716,5e-16,1e-15,0.5399772895820538,1.0005400501834503,4.0050183450324184e-05,1.0005400501834505,0.0023632624065621907,0.9999999956019323,0.9998740535705258,0.9998448740114314,0.9998594637909786
1.001,0.0009999999999998899,1.0005198899529568,1.000499875062461,0.0005198899529568202,0.0005198899529568202,5e-16,1e-15,0.5198899529568775,1.001040050191477,4.005019147701461e-05,1.001040050191477,0.0023632625162485024,0.9999999956063255,0.9998742519416204,0.9998450827088277,0.999859667325224
