ring_id,R_mean,n_cells,sigma_target_mean,sigma_coupling_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.5737534207374327,0.5737534207374327,0.06451781212878276,0.258071248515131
1,5.0,4,0.18887560283756183,0.18887560283756183,0.05846601437377315,0.2338640574950926
2,8.333333333333334,4,0.06217652402211629,0.06217652402211629,0.060750473345577524,0.2430018933823101
