n,hilbert_dim,subsystem_size,d_A,topology,seed,eta_zz,hx,hz,hz_random,j_disorder,j,A_sites,n_edges_input,ground_energy,mean_hz_random,std_hz_random,mean_single_entropy,mean_MI,max_MI,K_gap_ratio,candidate_L,g2_plateau,C_modular,t_dip,g2_dip,t_ramp,g2_ramp,slope_ramp,log_t_dip,log_t_ramp,delta3_proxy,family,spearman_lambda_kappa,fit_ok,r2,A_fit,beta,B_fit
9,512,4,16,chain,1,0.5,0.4,0.0,0.2,0.2,1.0,"0,3,6,8",8,-12.388284841761106,-0.04591845113290821,0.08028422955595402,0.10240952120475717,0.024247335830158652,0.22520649624737327,0.4194580118941874,schur,0.05690508716567237,0.910481394650758,86.09970674486804,8.064846748010342e-06,87.15542521994135,0.08012033739882016,0.0758841248340467,4.4555060054449465,4.4676930215481905,0.003378373680028963,pos,1.0,1,0.9285346594484631,28.808610850661083,0.43379586942929227,0.3655054097210035
9,512,4,16,chain,1,0.5,0.4,0.0,0.2,0.2,1.0,"0,3,6,8",8,-12.388284841761106,-0.04591845113290821,0.08028422955595402,0.10240952120475717,0.024247335830158652,0.22520649624737327,0.4194580118941874,schur,0.05690508716567237,0.910481394650758,86.09970674486804,8.064846748010342e-06,87.15542521994135,0.08012033739882016,0.0758841248340467,4.4555060054449465,4.4676930215481905,0.003378373680028963,neg,1.0,1,0.0,0.1390877426398309,1.838338239155519e-16,7.605093746519457
9,512,4,16,chain,1,0.5,0.4,0.0,0.2,0.2,1.0,"0,3,6,8",8,-12.388284841761106,-0.04591845113290821,0.08028422955595402,0.10240952120475717,0.024247335830158652,0.22520649624737327,0.4194580118941874,input_induced,0.05690508716567237,0.910481394650758,86.09970674486804,8.064846748010342e-06,87.15542521994135,0.08012033739882016,0.0758841248340467,4.4555060054449465,4.4676930215481905,0.003378373680028963,pos,,1,0.0,2.222436578408627,1.026359254372878,7.74417994977239
9,512,4,16,chain,1,0.5,0.4,0.0,0.2,0.2,1.0,"0,3,6,8",8,-12.388284841761106,-0.04591845113290821,0.08028422955595402,0.10240952120475717,0.024247335830158652,0.22520649624737327,0.4194580118941874,input_induced,0.05690508716567237,0.910481394650758,86.09970674486804,8.064846748010342e-06,87.15542521994135,0.08012033739882016,0.0758841248340467,4.4555060054449465,4.4676930215481905,0.003378373680028963,neg,,1,0.0,6.67870898042063,0.4644861256249106,-4079.284172022189
9,512,4,16,chain,1,0.5,0.4,0.0,0.2,0.2,1.0,"0,3,6,8",8,-12.388284841761106,-0.04591845113290821,0.08028422955595402,0.10240952120475717,0.024247335830158652,0.22520649624737327,0.4194580118941874,mi_normalized,0.05690508716567237,0.910481394650758,86.09970674486804,8.064846748010342e-06,87.15542521994135,0.08012033739882016,0.0758841248340467,4.4555060054449465,4.4676930215481905,0.003378373680028963,pos,1.0,1,0.8683682751594282,9.208048799619133,0.25315073918912756,0.0006119296663594169
9,512,4,16,chain,1,0.5,0.4,0.0,0.2,0.2,1.0,"0,3,6,8",8,-12.388284841761106,-0.04591845113290821,0.08028422955595402,0.10240952120475717,0.024247335830158652,0.22520649624737327,0.4194580118941874,mi_normalized,0.05690508716567237,0.910481394650758,86.09970674486804,8.064846748010342e-06,87.15542521994135,0.08012033739882016,0.0758841248340467,4.4555060054449465,4.4676930215481905,0.003378373680028963,neg,1.0,1,0.0,0.07142419579913045,3.2333881270296766e-23,7.672757293357221
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,induced,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,pos,1.0,1,0.9637315518378937,67.91427456121714,0.39942993472525384,0.05602536745473723
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,induced,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,neg,1.0,1,1.1102230246251565e-16,0.17934480188418858,3.1161186144579667e-19,6.961093090421677
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,schur,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,pos,1.0,1,0.9273326384392985,26.330662312622522,0.40096024452847745,0.2600254985363779
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,schur,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,neg,1.0,1,1.1102230246251565e-16,0.13423786761442102,3.140874994886288e-16,7.006200024677285
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,input_induced,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,pos,,1,1.1102230246251565e-16,50.69285720786692,1.000081205542362,7.14038722421233
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,input_induced,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,neg,,1,3.3306690738754696e-16,6.150328580967276,0.467032433986834,-3891.2936352277065
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,mi_normalized,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,pos,1.0,1,0.9258520165507045,7.636955189286698,0.4507419556918669,0.34403398182673994
9,512,4,16,chain,2,0.5,0.4,0.0,0.2,0.2,1.0,"1,3,5,7",8,-12.117846706186775,-0.01669086332771392,0.11692510351272631,0.10720135270193239,0.025527371808410977,0.22171111751303904,0.47523540234548145,mi_normalized,0.06251970620051919,1.000315299208307,64.39882697947215,7.676633535570369e-05,68.1524926686217,0.0633348118240086,0.016852338680961452,4.165095418339965,4.221747733682346,0.0032608974224427323,neg,1.0,1,-9.103828801926284e-15,0.06415987280803154,9.382638743885704e-14,7.076278019868136
9,512,4,16,chain,3,0.5,0.4,0.0,0.2,0.2,1.0,"0,1,4,5",8,-11.39879649088348,-0.030437274928817967,0.11215110281549298,0.13074289269750503,0.031574352127842875,0.46262801856654046,0.5109595187870516,induced,0.04856598915516798,0.7770558264826877,5.747800586510264,7.889232022374018e-06,11.026392961876834,0.05856405404490446,0.011093140111773772,1.74881727494122,2.400291759100514,0.0017473358907601595,pos,1.0,1,0.9452462402255348,25.38146942245062,0.18232607305750184,1.503683727590798
9,512,4,16,chain,3,0.5,0.4,0.0,0.2,0.2,1.0,"0,1,4,5",8,-11.39879649088348,-0.030437274928817967,0.11215110281549298,0.13074289269750503,0.031574352127842875,0.46262801856654046,0.5109595187870516,induced,0.04856598915516798,0.7770558264826877,5.747800586510264,7.889232022374018e-06,11.026392961876834,0.05856405404490446,0.011093140111773772,1.74881727494122,2.400291759100514,0.0017473358907601595,neg,1.0,1,0.0,0.16310323409370503,4.2534799367501036e-19,14.804843147575939
