sigma,chi,omega,normalize_components,T00_sum,Taa_sum,Tgrad_sum,Taa_over_T00,Tgrad_over_T00,center,pearson_full_abs_delta_R,pearson_full_abs_delta_R_p,spearman_full_abs_delta_R,spearman_full_abs_delta_R_p,pearson_full_delta_R,pearson_full_delta_R_p,spearman_full_delta_R,spearman_full_delta_R_p,spearman_fluid_abs_delta_R,spearman_fluid_abs_delta_R_p,spearman_fluid_delta_R,spearman_fluid_delta_R_p,spearman_grad_abs_delta_R,spearman_grad_abs_delta_R_p,spearman_grad_delta_R,spearman_grad_delta_R_p
0.1,0.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,0.013099877074307507,0.9562864534249116,0.23192797386243622,0.32514942119779083,-0.053187256045494215,0.8237674801391413,-0.12048206434412272,0.6128790859825822,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,0.5,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,0.5152665610533254,0.020067211225768766,0.5105427476582199,0.021438975940794785,-0.3386319853802978,0.14416526181952005,-0.33885580596784515,0.14388343315365795,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,1.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,0.7533636114089111,0.00012569317140853306,0.5963862185034075,0.005511843007538204,-0.44740843569402,0.047928492337139555,-0.352410038206559,0.12752803435341348,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,3.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,0.615707406328435,0.0038506513346717747,0.5948801926991059,0.005662870208500721,-0.3388512898525151,0.1438891159033348,-0.013554232238713805,0.9547717562676657,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,5.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,0.5735378223061647,0.008195320353549996,0.5903621152862013,0.00613651062464983,-0.31057406327275516,0.18261797703682284,-0.018072309651618407,0.9397186402054868,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,10.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,0.5428877564139485,0.013380947930387025,0.5060246702453154,0.02281972004657646,-0.2903621020263089,0.2142745899728419,0.1024097546925043,0.6674624033707837,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.15,-10.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,-0.10100263243205429,0.6717850770021866,0.09924812030075188,0.6771888443218218,-0.005648892634127101,0.9811429434532,-0.15037593984962402,0.5268549482529814,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,-5.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,-0.08313291809879729,0.7275045819127998,0.09924812030075188,0.6771888443218218,-0.02387646197257689,0.9204101707572014,-0.15037593984962402,0.5268549482529814,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,-3.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,-0.06211756685254323,0.7947389713523093,0.09924812030075188,0.6771888443218218,-0.045190692302404925,0.8499503007766809,-0.15037593984962402,0.5268549482529814,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,-1.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.01012908879636791,0.966193586108728,0.09924812030075188,0.6771888443218218,-0.11747704366382813,0.6218298063930453,-0.15037593984962402,0.5268549482529814,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,-0.5,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.06627875910793456,0.7812985846827861,0.0781954887218045,0.7431490742332264,-0.17260802463997027,0.4667896871919515,-0.12030075187969923,0.6134176645307824,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,0.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.19531330965026,0.409247985543746,0.4270676691729323,0.06037604759529396,-0.29568873135533236,0.20560317952321608,-0.41654135338345866,0.0677080032438911,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,0.5,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.534134687203621,0.015268721000592735,0.6120300751879698,0.004129875210325547,-0.5818029559584186,0.007123015467584703,-0.5593984962406015,0.010333258461010715,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,1.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.49020239913165026,0.02821938524011646,0.2706766917293233,0.24839056913669727,-0.4231446036430785,0.06303471200472618,-0.2827067669172932,0.2271532851047362,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,3.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.20713260626361324,0.3809004372150846,-0.13984962406015036,0.5564935505662204,-0.10466476666906725,0.6605560453767434,0.1819548872180451,0.4426210667757499,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,5.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.16857632061263944,0.4774169967296976,-0.13984962406015036,0.5564935505662204,-0.06416689549788718,0.788112562087651,0.1819548872180451,0.4426210667757499,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
0.15,10.0,-0.5,True,0.01943723484290863,0.021248553502924903,4.3556334597110314e-06,1.093188083318194,0.0002240870934015656,12,0.14339036115285922,0.5464416576661363,-0.10225563909774435,0.6679353573533201,-0.03797740859963917,0.8736997014427861,0.15939849624060148,0.5020524593517315,0.4270676691729323,0.06037604759529396,-0.41654135338345866,0.0677080032438911,-0.10534239249977986,0.6584858218358101,0.1580135887496698,0.5058224152498562
