sigma,chi,omega,normalize_components,T00_sum,Taa_sum,Tgrad_sum,Taa_over_T00,Tgrad_over_T00,center,pearson_full_abs_delta_R,pearson_full_abs_delta_R_p,spearman_full_abs_delta_R,spearman_full_abs_delta_R_p,pearson_full_delta_R,pearson_full_delta_R_p,spearman_full_delta_R,spearman_full_delta_R_p,spearman_fluid_abs_delta_R,spearman_fluid_abs_delta_R_p,spearman_fluid_delta_R,spearman_fluid_delta_R_p,spearman_grad_abs_delta_R,spearman_grad_abs_delta_R_p,spearman_grad_delta_R,spearman_grad_delta_R_p
0.05,0.5,-0.5,True,0.003612486370379981,0.004217469494250693,9.596176239237324e-07,1.1674700086984902,0.0002656390988190205,12,0.20488236850101033,0.38621058556462373,0.1919459258890834,0.41752877676260464,0.0836489822099876,0.7258752638214774,0.07150926650769775,0.76448911389023,0.1497930951055984,0.5284765504910204,0.3726009149611618,0.10568201640204218,0.09272522332285794,0.6974105643041063,-0.19374294629247554,0.4130985237287876
0.05,1.0,-0.5,True,0.003612486370379981,0.004217469494250693,9.596176239237324e-07,1.1674700086984902,0.0002656390988190205,12,0.2009057938242482,0.3956948171616026,0.15581492807466768,0.5118353731508527,-0.0751883307718319,0.7527255582465436,-0.04290555990461864,0.8574615091184726,0.1497930951055984,0.5284765504910204,0.3726009149611618,0.10568201640204218,0.09272522332285794,0.6974105643041063,-0.19374294629247554,0.4130985237287876
0.05,3.0,-0.5,True,0.003612486370379981,0.004217469494250693,9.596176239237324e-07,1.1674700086984902,0.0002656390988190205,12,0.18754305901009843,0.42849067769221144,0.1121566390489154,0.6378025218371356,-0.23635429095959176,0.31573708326922145,-0.17388042698187553,0.4634608157639248,0.1497930951055984,0.5284765504910204,0.3726009149611618,0.10568201640204218,0.09272522332285794,0.6974105643041063,-0.19374294629247554,0.4130985237287876
0.05,5.0,-0.5,True,0.003612486370379981,0.004217469494250693,9.596176239237324e-07,1.1674700086984902,0.0002656390988190205,12,0.18289810671596587,0.44021909523077296,0.1121566390489154,0.6378025218371356,-0.27441840354389985,0.24165386524842114,-0.17388042698187553,0.4634608157639248,0.1497930951055984,0.5284765504910204,0.3726009149611618,0.10568201640204218,0.09272522332285794,0.6974105643041063,-0.19374294629247554,0.4130985237287876
0.05,10.0,-0.5,True,0.003612486370379981,0.004217469494250693,9.596176239237324e-07,1.1674700086984902,0.0002656390988190205,12,0.1788494142747929,0.4505775321701422,0.1121566390489154,0.6378025218371356,-0.304043672655973,0.19247704018986586,-0.17388042698187553,0.4634608157639248,0.1497930951055984,0.5284765504910204,0.3726009149611618,0.10568201640204218,0.09272522332285794,0.6974105643041063,-0.19374294629247554,0.4130985237287876
0.08,-10.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,-0.6507428581974878,0.0018892773487320365,-0.14446956685684095,0.5433943143477856,0.43327088593860286,0.05634645889549584,0.32505652542789215,0.1619888519815651,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,-5.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,-0.630618614736034,0.002873380076549768,-0.0902934792855256,0.7050006600130182,0.42000885510269576,0.0652225959440269,0.26486087257087515,0.2590975158489965,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,-3.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,-0.6034930410745984,0.004843171188504927,-0.1640331540353715,0.4895357372500832,0.402112689638505,0.07881959540076164,0.21519945896383602,0.36220398884499655,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,-1.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,-0.4837190746275382,0.030702516042453092,-0.19563587178530548,0.4084594853090843,0.32293253800208915,0.1649089109329775,0.10233260985692902,0.667699132391324,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,-0.5,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,-0.36975075287741227,0.10858871139433747,-0.1708051649817859,0.47152701594357993,0.24745398371754018,0.2928626060023919,0.05342364191060264,0.822996074707493,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,0.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,-0.09896947665157099,0.678048453227797,0.1008277185355036,0.6723231089316334,0.06782443355206964,0.7763211074812275,-0.05116630492846451,0.8303687982898019,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,0.5,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,0.38522362296405604,0.09348399746452063,0.30398804692793624,0.19256252343081348,-0.2541600103454511,0.27954935586785096,-0.2799097857851294,0.23198173549852916,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,1.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,0.6606168188723168,0.0015211293350583849,0.43641848321337373,0.054381667773179605,-0.43802447225162927,0.05339950842800517,-0.4409331571776501,0.05165517368725007,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,3.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,0.7189931513920246,0.00035397360600767383,0.27088043785657684,0.24802068018836002,-0.47799360468035307,0.03303491148321021,-0.32505652542789215,0.1619888519815651,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,5.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,0.7034637733300402,0.0005391053629802978,0.20466521971385804,0.3867251911618619,-0.467893538479218,0.03748463416769752,-0.35515435185640076,0.12438459182115413,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.08,10.0,-0.5,True,0.009155715161822611,0.010271661818310827,3.405852829245241e-06,1.121885252737162,0.0003719920037974668,12,0.6879275179245343,0.0008007927716392598,0.20617011103528346,0.3831667149184564,-0.4577198228518866,0.04242404111520679,-0.3416103299635718,0.14044656274197892,0.1008277185355036,0.6723231089316334,-0.05116630492846451,0.8303687982898019,0.15981917492810052,0.5009099968281696,-0.36487019181698427,0.11369951286877786
0.1,-10.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,-0.4860428591740891,0.02979355755717157,-0.4804222315721893,0.03202922147395088,0.2534493215724459,0.2809421478981383,-0.08885552245379051,0.7095016039344986,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,-5.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,-0.46023196211030737,0.04116013316043557,-0.4804222315721893,0.03202922147395088,0.23689063430362567,0.31460780108074543,-0.08885552245379051,0.7095016039344986,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,-3.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,-0.4286007152158014,0.05936049610699301,-0.4804222315721893,0.03202922147395088,0.21674366142159668,0.3586860083961764,-0.08885552245379051,0.7095016039344986,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,-1.0,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,-0.3111545931396094,0.1817584254029279,-0.2891569544258945,0.21626939841221798,0.14310194864298242,0.547257353242427,-0.05120487734625215,0.8302426998351623,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
0.1,-0.5,-0.5,True,0.012364033102832203,0.013714319084525441,4.598407125246965e-06,1.1092108028555772,0.0003719180535187679,12,-0.21363565916159696,0.36578665957424367,-0.19879540616780247,0.4007798676618557,0.08309542424375574,0.727623001521367,-0.04819282573764909,0.8401012991044763,0.23192797386243622,0.32514942119779083,-0.12048206434412272,0.6128790859825822,0.4824465154995583,0.031209411706066344,0.09135528697252983,0.70168313620558
