geometry,N_input,N_actual,dim,ricci_target,k,epsilon,density,alpha_idleness,i,j,edge_length,edge_length2,edge_weight,kappa_OR,kappa_over_l2,kappa_over_epsilon
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,106,117,0.09090909090909094,0.00826446280991736,0.8824969025845955,1.1102230246251565e-16,1.3433698597964385e-14,6.716849298982192e-15
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,106,118,0.12856486930664504,0.01652892561983472,0.7788007830714049,0.02098680179652679,1.2697015086898698,1.2697015086898698
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,107,108,0.09090909090909094,0.00826446280991736,0.8824969025845955,0.0,0.0,0.0
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,107,109,0.18181818181818188,0.03305785123966944,0.6065306597126334,0.016715624138597618,0.5056476301925776,1.0112952603851553
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,107,117,0.12856486930664504,0.01652892561983472,0.7788007830714049,-0.05066662152801049,-3.0653306024446327,-3.0653306024446327
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,107,118,0.09090909090909094,0.00826446280991736,0.8824969025845955,1.1102230246251565e-16,1.3433698597964385e-14,6.716849298982192e-15
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,107,119,0.12856486930664504,0.01652892561983472,0.7788007830714049,2.220446049250313e-16,1.3433698597964385e-14,1.3433698597964385e-14
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,108,109,0.09090909090909094,0.00826446280991736,0.8824969025845955,1.1102230246251565e-16,1.3433698597964385e-14,6.716849298982192e-15
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,108,118,0.12856486930664504,0.01652892561983472,0.7788007830714049,0.0,0.0,0.0
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,108,119,0.09090909090909094,0.00826446280991736,0.8824969025845955,0.0,0.0,0.0
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,108,120,0.12856486930664504,0.01652892561983472,0.7788007830714049,-0.05066662152801049,-3.0653306024446327,-3.0653306024446327
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,109,110,0.12856486930664496,0.016528925619834697,0.7788007830714051,-0.050666621528010714,-3.0653306024446505,-3.065330602444646
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,109,119,0.12856486930664504,0.01652892561983472,0.7788007830714049,2.220446049250313e-16,1.3433698597964385e-14,1.3433698597964385e-14
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,109,120,0.09090909090909094,0.00826446280991736,0.8824969025845955,-0.08360595096889156,-10.116320067235872,-5.058160033617936
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,110,111,0.09090909090909091,0.008264462809917356,0.8824969025845955,-0.029679819731483814,-3.5912581875095415,-1.7956290937547696
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,110,112,0.18181818181818182,0.03305785123966942,0.6065306597126336,0.017913355831134514,0.541879013891819,1.0837580277836374
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,110,119,0.18181818181818177,0.0330578512396694,0.6065306597126338,0.0018757142728553777,0.05674035675387521,0.11348071350775028
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,110,120,0.09090909090909083,0.00826446280991734,0.8824969025845957,-2.220446049250313e-16,-2.686739719592884e-14,-1.3433698597964385e-14
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,111,112,0.09090909090909091,0.008264462809917356,0.8824969025845955,-0.029679819731483814,-3.5912581875095415,-1.7956290937547696
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,111,113,0.1818181818181818,0.033057851239669415,0.6065306597126336,0.016715624138597285,0.505647630192568,1.011295260385135
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,111,120,0.18181818181818177,0.0330578512396694,0.6065306597126338,0.0018757142728554888,0.05674035675387857,0.113480713507757
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,112,113,0.09090909090909088,0.00826446280991735,0.8824969025845956,-0.029679819731484036,-3.5912581875095704,-1.795629093754783
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,112,114,0.18181818181818182,0.03305785123966942,0.6065306597126336,0.01791335583113418,0.5418790138918089,1.0837580277836172
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,113,114,0.09090909090909094,0.00826446280991736,0.8824969025845955,-0.02967981973148337,-3.5912581875094856,-1.7956290937547428
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,113,115,0.18181818181818188,0.03305785123966944,0.6065306597126334,0.016715624138597618,0.5056476301925776,1.0112952603851553
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,114,115,0.09090909090909094,0.00826446280991736,0.8824969025845955,-0.029679819731483814,-3.5912581875095393,-1.7956290937547696
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,114,116,0.18181818181818177,0.0330578512396694,0.6065306597126338,0.0018757142728553777,0.05674035675387521,0.11348071350775028
flat_torus2d,128,121,2,0.0,11,0.01652892561983472,0.0943526170798898,0.5,115,116,0.09090909090909083,0.00826446280991734,0.8824969025845957,-2.220446049250313e-16,-2.686739719592884e-14,-1.3433698597964385e-14
