name,theta_E_obs_arcsec,theta_E_BuP_arcsec,log_residual_BuP,Re_arcsec,sersic_n,logMs,Mstar_rel,J_spectral_over_h0,density_pearson,density_rmse,theta_E_baryon_arcsec,log_residual_baryon,name_key,sersic_n_measured,sersic_n_final,n_source,delta_kOR,C_obs,Re_arcsec_used,sersic_n_used,q_used,xi_used,S1_sum,S1_std,S1_phi_rms,S1_phi_abs_mean,S1_phi_std,S1_phi_inner_mean,S1_phi_mid_mean,S1_phi_outer_mean,S1_phi_inner_minus_outer,S1_grad_rms,S1_grad_abs_mean,S1_force_inner_mean,S1_force_outer_mean,S1_force_inner_minus_outer,S2_sum,S2_std,S2_phi_rms,S2_phi_abs_mean,S2_phi_std,S2_phi_inner_mean,S2_phi_mid_mean,S2_phi_outer_mean,S2_phi_inner_minus_outer,S2_grad_rms,S2_grad_abs_mean,S2_force_inner_mean,S2_force_outer_mean,S2_force_inner_minus_outer,S3_sum,S3_std,S3_phi_rms,S3_phi_abs_mean,S3_phi_std,S3_phi_inner_mean,S3_phi_mid_mean,S3_phi_outer_mean,S3_phi_inner_minus_outer,S3_grad_rms,S3_grad_abs_mean,S3_force_inner_mean,S3_force_outer_mean,S3_force_inner_minus_outer
J0819+4534,8.795,9.504888129156264,0.0776228279978816,6.379,4.0,11.399999618530272,2.511884225153631,1.789213112714907,0.9999966581273916,0.0017882201169331,9.500781009690517,0.0771906285841512,J0819+4534,,4.0,default_4,0.009080097432055,-0.07719062858415984,6.379,4.0,1.0,2.2326499999999996,0.0008738617770436589,9.869365646423365e-06,8.852081399848666e-06,4.994765024573168e-06,8.852081399848666e-06,1.8408350224401763e-06,-4.424320980489592e-06,-2.9390191092711097e-06,4.779854131711286e-06,9.861167080167376e-05,4.0853422987462456e-05,6.115654635865552e-05,1.988882045486129e-07,6.095765815410691e-05,0.6555757613038121,0.004628722841400635,0.0037161728062440978,0.0029053980582376166,0.0037161728062440978,0.0014538454970716506,-0.0034509858477811575,-0.002364396140505449,0.0038182416375770996,0.008708853023421082,0.005004153800083724,0.007406828060176524,0.0001488627439062121,0.007257965316270312,1.1555757613038125,0.007209376260668349,0.005811484505784314,0.004635469446211879,0.005811484505784314,0.002687706140235774,-0.006318516136188203,-0.004432308424754896,0.00712001456499067,0.013669635363422073,0.007779979873165351,0.011489608334840971,0.00026183464962508014,0.011227773685215891
J0822+2652,16.934,13.27234315362485,-0.2436410272092062,6.926,4.0,11.6899995803833,4.897783461428336,1.7892131127149076,0.999996658127392,0.0017882201169334,13.26801455856834,-0.2439672168666202,J0822+2652,3.85,3.85,measured,0.009010033581788,0.24396721686663672,6.926,3.85,1.0,2.4240999999999997,0.0008227034555148145,9.18282777016704e-06,8.256178031986704e-06,4.692345771675284e-06,8.256178031986704e-06,1.7492378597872336e-06,-4.208645608643068e-06,-2.7883058305058682e-06,4.537543690293101e-06,8.422817107649586e-05,3.4920098686272896e-05,5.227318724704084e-05,1.727422999195076e-07,5.2100444947121336e-05,0.5863087972841946,0.004098861806065337,0.003308441310630005,0.002596737457578207,0.003308441310630005,0.0013087900005550842,-0.003112040485958384,-0.002123119516261953,0.0034319095168170374,0.007027819584668156,0.004051835819196689,0.005995894608432306,0.00012286834708957699,0.0058730262613427295,1.0863087972841943,0.006672015045997672,0.005415079793551598,0.004356353013911002,0.005415079793551598,0.002546398348611606,-0.005994750475022933,-0.004190842919423487,0.006737241268035093,0.01155015955257134,0.006573968224742443,0.009704638821145568,0.00022714180950313516,0.009477497011642433
J0841+3824,6.218,12.675044145686796,0.7121867207289594,8.844,4.0,11.649999618530272,4.466831997992276,1.7892131127149071,0.999996658127392,0.001788220116933,12.669370534721166,0.7117389999090513,J0841+3824,4.05,4.05,measured,0.0091004436738303,-0.7117389999091329,8.844,4.05,1.0,3.0953999999999997,0.0008906195156112847,1.0095728233227062e-05,9.048095829593349e-06,5.093751488483391e-06,9.048095829593349e-06,1.8704838452780245e-06,-4.493969139341063e-06,-2.9879662417710353e-06,4.85845008704906e-06,7.283184838377798e-05,3.0166642088489425e-05,4.51590523721935e-05,1.4612409062617996e-07,4.5012928281567325e-05,0.4775676305245489,0.0033827300456374,0.0027111806423117586,0.0021165945051079948,0.0027111806423117586,0.001056815503760625,-0.002507169596657681,-0.0017200924183848193,0.0027769079221454445,0.004618609004099883,0.002650334383189608,0.003923268712483051,7.816589926319776e-05,0.003845102813219853,0.9775676305245489,0.005980447256498912,0.004823903477805565,0.0038907358965302335,0.004823903477805566,0.0022894606972519616,-0.0053698139847641055,-0.003788028804243739,0.006077489501495701,0.008271490432869635,0.004661131574864512,0.006881043157355757,0.00015959391773369137,0.006721449239622065
J0903+4116,40.562,15.774254236515423,-0.9444525354449178,9.986,4.0,11.84000015258789,6.918312139914402,1.7892131127149076,0.9999966581273918,0.0017882201169334,15.767724165688126,-0.9448665913317952,J0903+4116,,4.0,default_4,0.0090800974320563,0.9448665913318339,9.986,4.0,1.0,3.4951,0.00087386177704366,9.86936564642339e-06,8.852081399848702e-06,4.994765024573178e-06,8.852081399848702e-06,1.8408350224401713e-06,-4.4243209804895796e-06,-2.9390191092711034e-06,4.779854131711274e-06,6.299257440855991e-05,2.609693423162666e-05,3.906645395772729e-05,1.2704865379687526e-07,3.893940530393042e-05,0.41909371127446543,0.0029593816431456583,0.002375954313736935,0.0018571482760565154,0.002375954313736935,0.0009293731541904645,-0.0022060682203857928,-0.0015114243963760664,0.002440797550566531,0.0035704004101660895,0.0020507897383797518,0.003035594031665414,6.079055001602709e-05,0.0029748034816493873,0.9190937112744656,0.005558746671678029,0.004498145842126838,0.003649801128807756,0.004498145842126838,0.0021632337973545067,-0.005073598508792687,-0.0035793366806253436,0.005742570477979851,0.0068106162659566155,0.0038239716450680326,0.005643650848417543,0.00013295636080920333,0.005510694487608339
J0912+0029,12.89,18.11130150197408,0.3400843188431066,11.286,4.0,11.960000038146973,9.120109194638909,1.7892131127149076,0.9999966581273916,0.001788220116933,18.10393876936026,0.3396777092135639,J0912+0029,4.966666666666666,4.966666666666666,measured,0.0091229702730837,-0.33967770921358653,11.286,4.966666666666666,1.0,3.9500999999999995,0.0011708023683458233,1.3975323201090336e-05,1.2372763657591142e-05,6.769309266350789e-06,1.2372763657591142e-05,2.341494603014241e-06,-5.589928874468998e-06,-3.7760495375879666e-06,6.117544140602208e-06,8.004842166090262e-05,3.313302115730936e-05,4.960475821930265e-05,1.4908848416759023e-07,4.945566973513506e-05,0.4314124597748386,0.003197699428195507,0.002495724253701335,0.001936749255407588,0.002495724253701335,0.000923206825113845,-0.0021705185625408,-0.0015223087379145788,0.002445515563028424,0.00359395818790562,0.0020322652374141735,0.003011308382545008,5.475413127580888e-05,0.002956554251269199,0.9314124597748388,0.005864345650182801,0.00459396171509956,0.003650218175363429,0.00459396171509956,0.0021362611349461927,-0.0049565533154685305,-0.0035884912243162375,0.00572475235926243,0.006692422806926263,0.0037097178898889203,0.005481393939481294,0.0001178736536617029,0.005363520285819591
J0935-0003,20.926,18.11126926009622,-0.144458049373878,10.561,4.0,11.960000038146973,9.120109194638909,1.789213112714907,0.999996658127392,0.0017882201169329,18.10440432934307,-0.1448371631748912,J0935-0003,3.35,3.35,measured,0.0085885603812804,0.14483716317489878,10.561,3.35,1.0,3.69635,0.0006434854976667175,6.836561626998267e-06,6.203116577846638e-06,3.6324962956631274e-06,6.203116577846638e-06,1.4148933205821028e-06,-3.4145789569599583e-06,-2.244994325368452e-06,3.6598876459505546e-06,4.054612236155703e-05,1.687334044201799e-05,2.5255354921125575e-05,8.904956695777653e-08,2.51663053541678e-05,0.34294430589361213,0.0023031734356163927,0.0018974770804444036,0.0015093640431806047,0.0018974770804444032,0.0007844365885637412,-0.0018770406033830022,-0.0012607057508719622,0.0020451423394357033,0.002474688414748965,0.0014463090429456974,0.0021380464958781526,4.748252377689209e-05,0.0020905639721012603,0.8429443058936121,0.004854335897417282,0.004052621519239341,0.0033577791013492675,0.004052621519239342,0.002035695219638294,-0.0048167225669849874,-0.0033260583115681842,0.0053617535312064785,0.005339020218181491,0.0030143862758788323,0.004441624786412583,0.0001164194208937949,0.004325205365518788
J0936+0913,10.933,13.120446372218384,0.1823860667575783,6.687,4.0,11.68000030517578,4.786304286528679,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.116307414594004,0.18207055839154,J0936+0913,4.300000000000001,4.300000000000001,measured,0.0091387687815895,-0.18207055839155523,6.687,4.300000000000001,1.0,2.34045,0.0009721344650993747,1.1206652002667298e-05,1.0006789601802176e-05,5.574462887085455e-06,1.0006789601802176e-05,2.0122609897325065e-06,-4.8259321499327996e-06,-3.2231118089972273e-06,5.235372798729734e-06,0.00010740995050858933,4.447246593091578e-05,6.657701761918127e-05,2.1036782387891986e-07,6.636664979530234e-05,0.6597498601883222,0.004740831922936982,0.003768958339722006,0.0029311361285501198,0.003768958339722006,0.001445342675136001,-0.003419684564643877,-0.0023616861359001236,0.0038070288110361246,0.008674878009803058,0.004954413249501714,0.007336118611981315,0.00014236819616664684,0.007193750415814669,1.159749860188322,0.007343936194699109,0.005855093377489247,0.0046321274261518506,0.005855093377489247,0.002672153855387154,-0.006259112534679351,-0.004429502886869263,0.007101656742256417,0.013541479126003345,0.007667819818013263,0.011328794673706382,0.00024970853014598296,0.0110790861435604
J0946+1006,17.706,11.829080313405298,-0.4033426321136346,8.406,4.0,11.59000015258789,3.890452816839944,1.7892131127149065,0.9999966581273918,0.001788220116933,11.823682944946782,-0.4037990158767699,J0946+1006,3.65,3.65,measured,0.0088811327771859,0.40379901587679823,8.406,3.65,1.0,2.9421,0.0007525145929972625,8.25253660971486e-06,7.445261903700144e-06,4.277125158793101e-06,7.445261903700144e-06,1.6208462134040915e-06,-3.90502096006806e-06,-2.5783638935483047e-06,4.199210106952397e-06,6.205578661409752e-05,2.575878039334521e-05,3.855773713797235e-05,1.3046561673361779e-07,3.842727152123873e-05,0.4630263405015945,0.003190107593636203,0.0025947413506845186,0.0020473677338354213,0.0025947413506845186,0.0010432091741705409,-0.002486551876674576,-0.0016862848200075884,0.002729493994178129,0.004436662345155129,0.0025705081131906886,0.003802502550147458,8.017638357544483e-05,0.0037223261665720133,0.9630263405015949,0.00575615110501645,0.004721959989534299,0.0038510561791767306,0.004721959989534299,0.002286058842777069,-0.0053908036647185905,-0.0037534317063896935,0.006039490549166762,0.008121914416871297,0.0046079869478360186,0.0067975087114567935,0.00016635326060985872,0.006631155450846935
J0955+0101,3.7,6.136895563285108,0.505986186060156,2.972,4.0,11.020000457763672,1.047129651766654,1.7892131127149071,0.9999966581273918,0.0017882201169327,6.141180765435188,0.5066842110942646,J0955+0101,3.95,3.95,measured,0.0090629906528052,-0.5066842110943721,2.972,3.95,1.0,1.0402,0.0008569552968633914,9.641722482566413e-06,8.654726651215333e-06,4.894857733244517e-06,8.654726651215333e-06,1.8107463275832697e-06,-4.353558307998941e-06,-2.889427002334141e-06,4.700173329917411e-06,0.00020655682604927804,8.559326885546153e-05,0.00012812993806734325,4.18859750771598e-07,0.00012771107831657165,1.392661526051419,0.009800312138428838,0.007881926829573756,0.006171657777725922,0.007881926829573756,0.003095213977041742,-0.00735120441765106,-0.005029651490515912,0.008124865467557654,0.03929454705930651,0.022611718927118246,0.033464362217181645,0.0006792052836759575,0.032785156933505685,1.892661526051419,0.012351013486695182,0.009941375899025755,0.007876362516439422,0.009941375899025757,0.004330306815938714,-0.010223706171338217,-0.007097521092416629,0.011427827908355344,0.049549580735921,0.02854341054398408,0.04218821590900729,0.0009218550787133674,0.04126636083029392
J0956+5100,19.217,15.238727800587103,-0.231955234827994,8.334,4.0,11.8100004196167,6.456548528681109,1.7892131127149071,0.9999966581273918,0.0017882201169332,15.23341520531518,-0.2323039202043206,J0956+5100,4.666666666666667,4.666666666666667,measured,0.0091643463168532,0.23230392020433446,8.334,4.666666666666667,1.0,2.9168999999999996,0.0010847431192040305,1.2766113800052097e-05,1.1343482538798652e-05,6.248135591980696e-06,1.1343482538798652e-05,2.201644473172293e-06,-5.266583202099895e-06,-3.539994690589274e-06,5.7416391637615666e-06,9.869364465538345e-05,4.0854855661720574e-05,6.116381448191e-05,1.8761681536624783e-07,6.097619766654375e-05,0.5605115314698396,0.004101728284677369,0.003226317267034681,0.002506757799272353,0.003226317267034681,0.001211514508401349,-0.0028560791748719104,-0.001989978858733482,0.003201493367134831,0.00614584712403811,0.003488634240476482,0.00516776810043233,9.664103550621628e-05,0.005071127064926113,1.06051153146984,0.006737331531981496,0.0053134593566224395,0.004196329294563677,0.0053134593566224395,0.002430455948409223,-0.005664749941761941,-0.00405707385187495,0.006487529800284173,0.010200775810005742,0.005721360017734687,0.008454555813965802,0.00018239345897517334,0.008272162354990628
J0959+4416,13.567,13.738734193593542,0.0125787833989887,7.441,4.0,11.720000267028809,5.248077829311783,1.7892131127149071,0.9999966581273918,0.001788220116933,13.734021912067178,0.012235732155462,J0959+4416,3.45,3.45,measured,0.0087105748452182,-0.012235732155462956,7.441,3.45,1.0,2.6043499999999997,0.0006802730104801495,7.31015157550839e-06,6.619651354197169e-06,3.84986012580949e-06,6.619651354197169e-06,1.4852952364523212e-06,-3.582722672345013e-06,-2.3584582734642724e-06,3.843753509916594e-06,6.17358514314273e-05,2.566641781655575e-05,3.84176020061093e-05,1.3349882921220744e-07,3.828410317689709e-05,0.49895482821994924,0.0033812279286705663,0.0027732315521667977,0.0022003271682312395,0.0027732315521667977,0.0011353724809422543,-0.0027131483396600573,-0.0018283415841089596,0.0029637140650512137,0.005200881637311273,0.003030960343309991,0.004481584885700768,9.789607521424243e-05,0.004383688810486526,0.9989548282199492,0.005926592605220283,0.004903699963315224,0.004011513572806377,0.004903699963315224,0.0023837536647387885,-0.005640575383599961,-0.0038944392753551935,0.006278192940093982,0.009245130453328292,0.005282955919894483,0.007790596702291179,0.00019556865390380125,0.007595028048387378
J0959+0410,5.054,7.127653798835318,0.3438021108359625,2.91,4.0,11.149999618530272,1.412536303897626,1.7892131127149071,0.999996658127392,0.001788220116933,7.1327790263265305,0.3445209147845838,J0959+0410,2.75,2.75,measured,0.0074795686488241,-0.3445209147846414,2.91,2.75,1.0,1.0185,0.0004180828792452212,4.040382394514166e-06,3.7197337891958757e-06,2.310266807399796e-06,3.7197337891958757e-06,9.614687927659337e-07,-2.316730425802362e-06,-1.5291447452613716e-06,2.490613538027305e-06,8.472249686956174e-05,3.576232474319034e-05,5.3512042341417e-05,2.099021196860035e-07,5.3302140221730995e-05,1.0338895849611347,0.006473015353560042,0.005506140023009369,0.004447354019421587,0.005506140023009369,0.00245016418880768,-0.005914697368404661,-0.003885959386826057,0.006336123575633737,0.02272100589864762,0.013629237901757388,0.020097784757546394,0.0005248637759530151,0.01957292098159338,1.5338895849611347,0.008928568507700907,0.007642061523914805,0.006289511868676966,0.007642061523914805,0.003720248957244855,-0.008938892175652196,-0.005942103653327219,0.009662352610572075,0.03163973763831286,0.01885011717992766,0.027754734508323792,0.0007780591649489195,0.026976675343374872
J1016+3859,8.984,10.421898259797375,0.1484639769419398,4.191,4.0,11.479999542236328,3.0199485372543653,1.7892131127149071,0.9999966581273916,0.0017882201169331,10.429375942377712,0.1491812168408923,J1016+3859,4.25,4.25,measured,0.0091283829740362,-0.1491812168409076,4.191,4.25,1.0,1.4668499999999998,0.0009561374937975827,1.09873916510501e-05,9.81800436681583e-06,5.480246512149219e-06,9.81800436681583e-06,1.9847537410984174e-06,-4.7616651869913184e-06,-3.177349777402352e-06,5.16210351850077e-06,0.00016788538580890427,6.951492495179885e-05,0.00010406587846316091,3.303115787291536e-07,0.00010373556688443175,1.0432632940755842,0.0074755095435307065,0.005952297633232599,0.00463022382728952,0.005952297633232599,0.00229006180127514,-0.005421088506397213,-0.003739158698703345,0.006029220499978485,0.02170321962563129,0.01241001086229808,0.018374088252320418,0.0003594231005459541,0.018014665151774464,1.5432632940755848,0.010057793247864289,0.008014803799496905,0.0063323163371343,0.008014803799496905,0.003518008120887728,-0.00826500442219345,-0.0058070280613574665,0.009325036182245195,0.029274827662595142,0.016722842983045116,0.02471983689468725,0.0005308002076104805,0.02418903668707677
J1020+1122,21.84,15.06426378096754,-0.371417848989565,6.782,4.0,11.800000190734863,6.309576215861531,1.7892131127149065,0.9999966581273916,0.0017882201169333,15.074920558051543,-0.3707106780583116,J1020+1122,4.05,4.05,measured,0.0091004436738286,0.37071067805833274,6.782,4.05,1.0,2.3737,0.0008906195156112842,1.009572823322705e-05,9.048095829593344e-06,5.093751488483393e-06,9.048095829593344e-06,1.8704838452780317e-06,-4.493969139341069e-06,-2.9879662417710556e-06,4.858450087049087e-06,9.49756512984566e-05,3.9338511151666256e-05,5.888921544967258e-05,1.9055167465318986e-07,5.869866377501939e-05,0.6224965595573463,0.004408993794245477,0.003533696235706852,0.0027590966516046443,0.003533696235706852,0.0013775610996122145,-0.00326808336014085,-0.0022421610383080073,0.003619722137920222,0.007832877696555182,0.00449577858011618,0.006654880856256195,0.0001328647864445916,0.006522016069811603,1.1224965595573464,0.006995634633109078,0.005630461766583242,0.004494173797465132,0.005630461766583242,0.002610206293103599,-0.006130727748247359,-0.004310097424167042,0.006920303717270641,0.012534072413765921,0.007117938763420809,0.01051193735735512,0.00023905018829552683,0.010272887169059594
J1023+4230,14.32,11.559690776324896,-0.2141330480988883,5.632,4.0,11.56999969482422,3.71534968021985,1.7892131127149071,0.9999966581273916,0.0017882201169333,11.567795508573568,-0.2134321736086297,J1023+4230,3.75,3.75,measured,0.0089574523705613,0.21343217360864644,5.632,3.75,1.0,1.9711999999999998,0.0007878819495301648,8.719562831975173e-06,7.852859745115168e-06,4.486369613141946e-06,7.852859745115168e-06,1.6859405896023323e-06,-4.059153028838317e-06,-2.6846093295710137e-06,4.370549919173346e-06,9.811778597275176e-05,4.070162388233051e-05,6.0926613473540175e-05,2.0366133046507606e-07,6.0722952143075096e-05,0.7059677521367802,0.0049002751107973565,0.003970172999271732,0.0031247051165779176,0.003970172999271732,0.0015831197895755584,-0.003768819241947223,-0.002563659916355015,0.004146779705930573,0.010234232212335919,0.005915764077290733,0.008752441278187983,0.00018219074339271388,0.008570250534795269,1.20596775213678,0.007457887724026746,0.0060698792587147105,0.0048637947832899315,0.0060698792587147105,0.0028233132162001143,-0.006662106232235774,-0.004631146632564686,0.0074544598487648,0.015684547517577647,0.008987689532742758,0.01326886541428093,0.0003106140089154313,0.012958251405365499
J1029+0420,3.666,8.374269081873141,0.8260626506786912,2.979,4.0,11.289999961853027,1.949844428490234,1.789213112714908,0.9999966581273918,0.0017882201169331,8.380405346163293,0.8267951345703795,J1029+0420,3.25,3.25,measured,0.0084633731612585,-0.826795134570533,2.979,3.25,1.0,1.04265,0.0006063284652261489,6.362773954413315e-06,5.78528349526833e-06,3.413192072205073e-06,5.785283495268329e-06,1.3428110359846902e-06,-3.241856304791061e-06,-2.129387839147703e-06,3.472198875132393e-06,0.0001333068108614913,5.553905191245036e-05,8.31259479628907e-05,2.9768055480123033e-07,8.282826740808946e-05,1.1822130380532077,0.00786155570427414,0.006507071171099824,0.005192259406993094,0.006507071171099824,0.0027189251168849996,-0.006514838762255511,-0.004360861705284493,0.0070797868221694924,0.029364051757767306,0.017233762064389806,0.02546646730475825,0.0005812184064175612,0.02488524889834069,1.6822130380532083,0.010358829841129867,0.0086050306048349,0.00690507602314951,0.0086050306048349,0.003973136552833554,-0.009467252541789746,-0.006425293669544473,0.010398430222378026,0.0387991644990736,0.02272404357994336,0.03353006168296413,0.0008260505080325939,0.03270401117493153
J1032+5322,5.765,7.210190714604466,0.2236902486274201,1.914,4.0,11.15999984741211,1.4454392628956645,1.7892131127149076,0.9999966581273916,0.0017882201169331,7.2157917724988225,0.2244667722618845,J1032+5322,,4.0,default_4,0.0090800974320569,-0.22446677226191958,1.914,4.0,1.0,0.6698999999999999,0.0008738617770436587,9.869365646423358e-06,8.852081399848665e-06,4.9947650245731645e-06,8.852081399848665e-06,1.8408350224401708e-06,-4.424320980489584e-06,-2.939019109271103e-06,4.779854131711274e-06,0.00032865404808979967,0.000136156732098758,0.00020382320231027338,6.628567694961358e-07,0.00020316034554077725,2.182871467357636,0.015410011086573505,0.012371858029154519,0.009675414602826829,0.012371858029154519,0.004841097752061053,-0.01149116203229785,-0.007873228975946363,0.012714326728007416,0.09617515360778459,0.055287627260372056,0.08182827419132324,0.001651965704151515,0.08017630848717172,2.6828714673576366,0.017953347258498304,0.014413251846202324,0.011380623731072589,0.014413251846202324,0.006074958395225668,-0.014358692320705772,-0.009941141260196903,0.01601609965542257,0.11195216217570979,0.06453893056245057,0.09543540865948946,0.002028479699230216,0.09340692896025925
