name,theta_E_obs_arcsec,theta_E_BuP_arcsec,log_residual_BuP,Re_arcsec,sersic_n,logMs,Mstar_rel,J_spectral_over_h0,density_pearson,density_rmse,theta_E_baryon_arcsec,log_residual_baryon,name_key,sersic_n_measured,sersic_n_final,n_source,delta_kOR,C_obs,Re_arcsec_used,sersic_n_used,q_used,xi_used,S1_sum,S1_std,S1_phi_rms,S1_phi_abs_mean,S1_phi_std,S1_phi_inner_mean,S1_phi_mid_mean,S1_phi_outer_mean,S1_phi_inner_minus_outer,S1_grad_rms,S1_grad_abs_mean,S1_force_inner_mean,S1_force_outer_mean,S1_force_inner_minus_outer,S2_sum,S2_std,S2_phi_rms,S2_phi_abs_mean,S2_phi_std,S2_phi_inner_mean,S2_phi_mid_mean,S2_phi_outer_mean,S2_phi_inner_minus_outer,S2_grad_rms,S2_grad_abs_mean,S2_force_inner_mean,S2_force_outer_mean,S2_force_inner_minus_outer,S3_sum,S3_std,S3_phi_rms,S3_phi_abs_mean,S3_phi_std,S3_phi_inner_mean,S3_phi_mid_mean,S3_phi_outer_mean,S3_phi_inner_minus_outer,S3_grad_rms,S3_grad_abs_mean,S3_force_inner_mean,S3_force_outer_mean,S3_force_inner_minus_outer
J1218+0830,8.303,11.828951699995631,0.3539331650895727,6.461,4.0,11.59000015258789,3.890452816839944,1.7892131127149071,0.9999966581273916,0.0017882201169331,11.824850494862288,0.353586395877532,J1218+0830,4.6,4.6,measured,0.0091646506801271,-0.3535863958775679,6.461,4.6,1.0,2.2613499999999997,0.0010648824154668344,1.2489119542783785e-05,1.1106823135642263e-05,6.127715534437128e-06,1.1106823135642263e-05,2.1687760176097147e-06,-5.190334052197431e-06,-3.484770018241431e-06,5.653546035851146e-06,0.0001244362415087994,5.1512596400517436e-05,7.711900896647508e-05,2.3773832473538137e-07,7.68812706417397e-05,0.7157037775960461,0.005220995888763887,0.0041142490562229225,0.0031976952422021316,0.0041142490562229225,0.001550607495409315,-0.0036577683157531927,-0.0025446616658840685,0.0040952691612933835,0.010038712949436073,0.005704315375004228,0.008449137944792889,0.00015928803518297166,0.008289849909609917,1.2157037775960462,0.007841908611346165,0.006187875245464543,0.0048792739963543184,0.006187875245464543,0.002770922432404158,-0.0064717642515842964,-0.004611925478032332,0.00738284791043649,0.015181288520641408,0.008572562482992124,0.012671184137377316,0.0002699831213956851,0.012401201015981632
J1250+0523,15.46,14.55282263159587,-0.06047107305774,4.882,4.0,11.770000457763672,5.888442760205689,1.789213112714907,0.9999966581273918,0.0017882201169334,14.563625387888994,-0.0597290349642487,J1250+0523,3.35,3.35,measured,0.0085885603812877,0.05972903496425258,4.882,3.35,1.0,1.7086999999999999,0.0006434854976667175,6.836561626998271e-06,6.203116577846634e-06,3.632496295663123e-06,6.203116577846634e-06,1.4148933205820956e-06,-3.4145789569599337e-06,-2.2449943253684498e-06,3.6598876459505453e-06,8.771151131921421e-05,3.650130037037115e-05,5.463371637075116e-05,1.9263672196662553e-07,5.444107964878454e-05,0.7411266817700097,0.004976624936328388,0.004099989038172687,0.0032623650909911228,0.004099989038172687,0.0016952887408140215,-0.004056541257359939,-0.0027246137058961496,0.004419902446710171,0.011506053676284834,0.006728604006768537,0.00994602226805723,0.00022197810197836614,0.009724044166078864,1.2411266817700097,0.007497970095869601,0.006213885705167212,0.005037194480384001,0.006213885705167212,0.0029465473718887085,-0.006996223220962156,-0.004789966266592676,0.0077365136384813845,0.017469244574152658,0.010120751417051948,0.014929244375048056,0.000371106035294957,0.014558138339753099
J1251-0208,10.913,10.664635998279763,-0.0230215182842568,9.4,4.0,11.5,3.1622776601683795,1.7892131127149076,0.9999966581273918,0.0017882201169333,10.659084723830071,-0.0235421848834347,J1251-0208,3.1500000000000004,3.1500000000000004,measured,0.0083253380787355,0.023542184883437296,9.4,3.1500000000000004,1.0,3.29,0.0005688735922178141,5.890025940793848e-06,5.367216152967305e-06,3.1924513741962515e-06,5.367216152967305e-06,1.2691336921012214e-06,-3.0646838986544184e-06,-2.0118508697504675e-06,3.280984561851689e-06,3.8958416282554626e-05,1.6252811503311133e-05,2.432485930662136e-05,8.855955157301114e-08,2.4236299755048348e-05,0.3646666347716842,0.0024002822655977657,0.0019965104624300864,0.001596843484104311,0.001996510462430086,0.0008433504164912944,-0.0020236222973798977,-0.0013497793685852794,0.002193129785076574,0.0028184705326803608,0.0016591638969762456,0.002451167620440089,5.691121830872846e-05,0.0023942564021313603,0.864666634771684,0.004929782124124676,0.004156461239832375,0.0034550359435073924,0.004156461239832375,0.0021005901255820294,-0.0049892707484560685,-0.0034130897538720453,0.005513679879454074,0.005933811311893031,0.003376393726957034,0.0049726402296432475,0.00013464754165141074,0.004837992687991836
J1306+0600,11.376,9.838895165584168,-0.1451624482208795,3.674,4.0,11.43000030517578,2.691536695250786,1.7892131127149065,0.9999966581273918,0.0017882201169335,9.846076949810955,-0.1444327764181121,J1306+0600,,4.0,default_4,0.0090800974320567,0.14443277641812605,3.674,4.0,1.0,1.2858999999999998,0.0008738617770436598,9.869365646423382e-06,8.85208139984868e-06,4.994765024573171e-06,8.852081399848678e-06,1.8408350224401732e-06,-4.424320980489601e-06,-2.9390191092710936e-06,4.779854131711267e-06,0.00017121498313660234,7.093195025504162e-05,0.00010618334491613052,3.4532059249199925e-07,0.00010583802432363852,1.137603153307053,0.008031387221204138,0.006447978750207316,0.00504207231579762,0.006447978750207316,0.0025228908456952515,-0.005988533188553014,-0.00410303019422799,0.006625921039923242,0.026161446775959697,0.015036649661579094,0.022255475208007785,0.0004485044963189257,0.02180697071168886,1.6376031533070532,0.010592076107951053,0.008514479463911435,0.006747281444044974,0.008514479463911435,0.0037567514888595306,-0.008856063476960337,-0.006170942478477779,0.009927693967337309,0.03456474864115134,0.019856190902783434,0.029344221906995264,0.0006446525057311883,0.028699569401264075
J1313+4615,13.185,11.693566219397464,-0.1200410250276577,4.933,4.0,11.579999923706056,3.801893295314423,1.789213112714908,0.9999966581273916,0.0017882201169332,11.70193006240468,-0.1193260290076727,J1313+4615,,4.0,default_4,0.0090800974320587,0.11932602900768242,4.933,4.0,1.0,1.7265499999999998,0.0008738617770436598,9.869365646423378e-06,8.85208139984867e-06,4.9947650245731645e-06,8.85208139984867e-06,1.8408350224401713e-06,-4.42432098048958e-06,-2.9390191092711064e-06,4.779854131711278e-06,0.00012751750416458075,5.282870164950797e-05,7.908323722316307e-05,2.57187889076748e-07,7.882604933408633e-05,0.8474871634355184,0.005983438284817084,0.004803796763624909,0.0037560803212578573,0.004803796763624909,0.0018794685948464618,-0.004461269238771159,-0.003056605140614688,0.0049360737354611495,0.014535441113969623,0.008353381950573361,0.01236390068537391,0.0002488498846943345,0.012115050800679575,1.3474871634355186,0.008554246087092366,0.00688491363297477,0.00546128944950565,0.00688491363297477,0.0031133292380106435,-0.007328799527178302,-0.005124517424864271,0.008237846662874915,0.02087352888506031,0.011942880130217895,0.0176434578254677,0.0003949370094826284,0.01724852081598507
J1318-0313,22.8,12.970294614029036,-0.5640988228530577,9.522,4.0,11.670000076293944,4.677352234557798,1.7892131127149071,0.9999966581273916,0.0017882201169331,12.96426069313054,-0.5645641418790373,J1318-0313,,4.0,default_4,0.0090800974320527,0.5645641418790703,9.522,4.0,1.0,3.3327,0.0008738617770436587,9.869365646423361e-06,8.852081399848665e-06,4.994765024573166e-06,8.852081399848665e-06,1.8408350224401679e-06,-4.424320980489577e-06,-2.9390191092710932e-06,4.779854131711261e-06,6.606215585421943e-05,2.7368618487400048e-05,4.0970133293621504e-05,1.3323964049733228e-07,4.083689365312417e-05,0.4394732544551844,0.0031032419598036117,0.0024914514782681195,0.001947484315081414,0.0024914514782681195,0.0009745711163931486,-0.0023133526952150386,-0.0015849317703575574,0.002559502886750706,0.0039244801103097224,0.0022542807655182794,0.0033367823255760812,6.685296383802411e-05,0.003269929361738057,0.9394732544551844,0.0057005654338724,0.004610717528582053,0.0037347440241941566,0.004610717528582053,0.002208431759557197,-0.0051808829836219455,-0.0036528440546068435,0.005861275814164041,0.007314495531709917,0.004113868511809917,0.006071927817288586,0.00014253536108447,0.0059293924562041165
J1330-0148,2.016,4.101537893997885,0.7102466492669784,1.466,4.0,10.670000076293944,0.4677352234557798,1.7892131127149071,0.9999966581273918,0.0017882201169332,4.104551610964752,0.7109811567569432,J1330-0148,2.85,2.85,measured,0.0077416824833212,-0.7109811567571959,1.466,2.85,1.0,0.5131,0.00045567637014949804,4.49300330565708e-06,4.12470264441945e-06,2.527965154377943e-06,4.124702644419449e-06,1.0399139962196606e-06,-2.508848497472416e-06,-1.6508074874062286e-06,2.690721483625889e-06,0.00018800139096657387,7.902768671786172e-05,0.00011825937349252409,4.5468987153931605e-07,0.00011780468362098477,2.1252802733081553,0.013492289012700422,0.01140740907454468,0.009195110006973276,0.01140740907454468,0.005004415412725511,-0.012061751729021079,-0.007955909921880968,0.01296032533460648,0.09588929430953572,0.057231638177514345,0.08443800162671804,0.002137799974549019,0.08230020165216902,2.6252802733081557,0.01594026286866191,0.013513235565446069,0.010910780503519573,0.013513235565446069,0.006271183759953374,-0.015070406340608217,-0.010014328699205287,0.01628551245915866,0.11345423917965732,0.06776717954635116,0.09989449692792254,0.0026392873140889937,0.09725520961383355
J1402+6321,15.239,14.891793159318208,-0.0230476647760489,7.704,4.0,11.789999961853027,6.165949477018448,1.789213112714907,0.9999966581273916,0.0017882201169331,14.887005285501743,-0.0233692273714365,J1402+6321,3.95,3.95,measured,0.0090629906527992,0.023369227371438362,7.704,3.95,1.0,2.6963999999999997,0.0008569552968633903,9.641722482566393e-06,8.65472665121531e-06,4.894857733244509e-06,8.65472665121531e-06,1.810746327583268e-06,-4.353558307998924e-06,-2.889427002334148e-06,4.700173329917416e-06,7.968417536584273e-05,3.3019625524199234e-05,4.9429150562843074e-05,1.6158504404116961e-07,4.926756551880191e-05,0.5377784485837971,0.0037849836375264817,0.0030441033889082388,0.002382855975571972,0.0030441033889082388,0.0011951641214161702,-0.002838574839975642,-0.0019420816456890402,0.0031372457671052104,0.0058836349549467575,0.003384048917096767,0.005008563561124731,0.00010117945563855942,0.004907384105486171,1.0377784485837969,0.00636976642422627,0.005152605398084873,0.004147507769964194,0.005152605398084873,0.002430256960312862,-0.0057110765936623014,-0.004009951247589147,0.006440208207902009,0.010010283777297482,0.005672339089128252,0.008373996215864333,0.0001947873464551727,0.008179208869409161
J1403+0006,8.268,9.9528290133296,0.185464191886548,3.598,4.0,11.4399995803833,2.7542260421949853,1.7892131127149076,0.9999966581273918,0.0017882201169334,9.960127050236572,0.1861971857434552,J1403+0006,3.45,3.45,measured,0.0087105748452234,-0.1861971857434759,3.598,3.45,1.0,1.2592999999999999,0.0006802730104801488,7.310151575508378e-06,6.6196513541971535e-06,3.849860125809485e-06,6.6196513541971535e-06,1.4852952364523244e-06,-3.5827226723450064e-06,-2.3584582734642894e-06,3.8437535099166135e-06,0.00012767550597588914,5.308054890855775e-05,7.945118858461881e-05,2.760880456275799e-07,7.917510053899124e-05,1.031158584659635,0.006987073597754583,0.005730670473005117,0.004547777697693906,0.005730670473005117,0.0023464698835735536,-0.005607217451967942,-0.0037786620823262724,0.006125131965899826,0.022144617278900623,0.012910504199621768,0.019088549294086116,0.0004184076293074795,0.018670141664778636,1.5311585846596354,0.009505985183088983,0.007824136969424097,0.00625285181289327,0.007824136969424097,0.0035948510673702735,-0.008534644495908163,-0.005844759773572926,0.0094396108409432,0.030225634573542843,0.017567841355086232,0.025931894743570008,0.0006204036432121486,0.02531149110035786
J1416+5136,27.02,12.529880184396902,-0.7684611259684826,4.355,4.0,11.640000343322754,4.365161773191001,1.7892131127149071,0.9999966581273916,0.0017882201169331,12.539130251952496,-0.7677231576311305,J1416+5136,4.25,4.25,measured,0.0091283829740272,0.7677231576311735,4.355,4.25,1.0,1.52425,0.0009561374937975818,1.0987391651050077e-05,9.8180043668158e-06,5.480246512149207e-06,9.8180043668158e-06,1.984753741098413e-06,-4.761665186991322e-06,-3.177349777402331e-06,5.162103518500744e-06,0.00016156318069463058,6.68971413256001e-05,0.00010014697971047221,3.178727500468176e-07,9.982910696042539e-05,1.0040122323811154,0.007194297419724504,0.0057283868437351506,0.004455996068200217,0.0057283868437351506,0.0022038977057996893,-0.005217121203995735,-0.003598469619203022,0.0058023673250027115,0.02010384313654297,0.011495291204516695,0.017019805289269153,0.0003328745613050747,0.016686930727964077,1.5040122323811156,0.009777894895965082,0.007792811131793592,0.006158287837159184,0.007792811131793591,0.003431844025412263,-0.00806103711979195,-0.005666338981857108,0.00909818300726937,0.027402094942656965,0.01564571127754794,0.0231265865889614,0.0004977979724893313,0.02262878861647207
J1420+6019,1.528,7.293691701944933,1.563050133397781,2.729,4.0,11.170000076293944,1.4791086480080775,1.7892131127149071,0.9999966581273918,0.0017882201169334,7.299000302797708,1.5637777032094689,J1420+6019,3.1500000000000004,3.1500000000000004,measured,0.0083253380787309,-1.5637777032099867,2.729,3.1500000000000004,1.0,0.9551499999999999,0.0005688735922178136,5.89002594079384e-06,5.367216152967302e-06,3.192451374196252e-06,5.367216152967302e-06,1.2691336921012269e-06,-3.0646838986544315e-06,-2.011850869750476e-06,3.280984561851703e-06,0.00013419168671894942,5.598256802166523e-05,8.378661688612695e-05,3.0504206111627904e-07,8.348157482501068e-05,1.2546982085453082,0.00825741158730566,0.006868336095024581,0.005495227846611181,0.006868336095024581,0.0029018056153016477,-0.006962845397245584,-0.004644377063961001,0.007546182679262649,0.03320042578716893,0.01955757547712475,0.028890974884643573,0.0006744762275438033,0.02821649865709977,1.754698208545308,0.01074412316567114,0.00896975275392059,0.0072177429452682795,0.00896975275392059,0.0041590453243927,-0.009928493848322312,-0.006707687449248491,0.010866732773641192,0.04331946199608525,0.02547254814176807,0.0375761498668707,0.000942237839643917,0.03663391202722679
J1430+4105,28.064,17.496440217354646,-0.4724901721033174,10.959,4.0,11.93000030517578,8.511386362914989,1.7892131127149076,0.999996658127392,0.0017882201169328,17.48928686873557,-0.4728991016477089,J1430+4105,5.2,5.2,measured,0.0090710645644678,0.47289910164773014,10.959,5.2,1.0,3.83565,0.0012340863479524324,1.4873211509259881e-05,1.3133010258814402e-05,7.151693520344486e-06,1.3133010258814402e-05,2.4417169976437294e-06,-5.820555692119488e-06,-3.946312298455434e-06,6.388029296099163e-06,8.79186764325163e-05,3.638802308839563e-05,5.4478880098830174e-05,1.614809676569547e-07,5.4317399131173216e-05,0.45717349905620114,0.003418467787531749,0.0026532166171688116,0.0020571870749389754,0.0026532166171688116,0.0009713653001340374,-0.00227922888064359,-0.0016062323198925582,0.0025775976200265957,0.003987542340657257,0.002249366921087507,0.0033335347893761547,5.9619159731854154e-05,0.0032739156296443007,0.9571734990562012,0.006096684208151843,0.004743376384974144,0.0037429484665432405,0.004743376384974144,0.0021801516805351135,-0.005049032639033309,-0.0036715740831071413,0.005851725763642255,0.0072162015247497985,0.003997490600333946,0.0059081886834085355,0.0001244722203532637,0.005783716463055272
J1432+6317,6.143,13.58146401874111,0.7933927011144337,6.718,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169327,13.577360541141855,0.7930905173714347,J1432+6317,3.65,3.65,measured,0.0088811327771843,-0.7930905173715238,6.718,3.65,1.0,2.3512999999999997,0.0007525145929972623,8.25253660971485e-06,7.44526190370013e-06,4.2771251587930965e-06,7.44526190370013e-06,1.620846213404089e-06,-3.905020960068053e-06,-2.5783638935483005e-06,4.19921010695239e-06,7.764824981811594e-05,3.223106698220593e-05,4.824595688922225e-05,1.632470935193191e-07,4.808270979570293e-05,0.5791796924119419,0.003990174325522667,0.0032454859618652587,0.0025610902817811664,0.0032454859618652587,0.0013049241336215137,-0.003110354778199739,-0.0021093417562863133,0.0034142658899078268,0.006932036155279469,0.0040169882771973866,0.005942120995249534,0.00012548831879617006,0.005816632676453364,1.0791796924119423,0.006547122752458927,0.005359875745545399,0.004338553145211329,0.005359875745545399,0.0025477738022280797,-0.006014606566243816,-0.0041764886426685,0.00672426244489658,0.011491884342053938,0.006566414755915426,0.009689668150945425,0.0002333184510306559,0.00945634969991477
J1436-0000,20.629,13.272295175448455,-0.4410190597052441,7.005,4.0,11.6899995803833,4.897783461428336,1.7892131127149071,0.9999966581273916,0.0017882201169333,13.267883189828042,-0.4413515356668096,J1436-0000,2.95,2.95,measured,0.0079411447588098,0.44135153566683627,7.005,2.95,1.0,2.4517499999999997,0.0004934336734785587,4.953452115176843e-06,4.535435580730756e-06,2.7491067885594476e-06,4.535435580730756e-06,1.1175044459120184e-06,-2.6978545255870355e-06,-1.772163258061038e-06,2.889667703973056e-06,4.358793308164255e-05,1.825040293583925e-05,2.7311995592996733e-05,1.0310018416322143e-07,2.7208895408833513e-05,0.4601703053870491,0.002959561269868621,0.0024879204641448573,0.002000282427110483,0.0024879204641448578,0.0010768412470924117,-0.0025914708314574873,-0.0017158941569121635,0.002792735404004575,0.004505764939842914,0.002675190618037513,0.003949018155206504,9.669983265525565e-05,0.0038523183225512487,0.9601703053870488,0.0054605872979357414,0.004645805884946727,0.0038626473709432152,0.004645805884946727,0.0023403611639078075,-0.00558520941242862,-0.0037762352432026067,0.006116596407110414,0.008504420326974708,0.004914612090285952,0.007235433354244399,0.00020142941501664026,0.0070340039392277585
J1443+0304,4.589,6.656,0.3718565681061432,1.664,4.0,11.119999885559082,1.3182563911826832,1.7892131127149076,0.9999966581273916,0.0017882201169332,6.656,0.3718565681061432,J1443+0304,4.15,4.15,measured,0.0091153906227638,-0.37185656810621087,1.664,4.15,1.0,0.5823999999999999,0.0009236831501179587,1.054440680120131e-05,9.435946969160532e-06,5.288909616119648e-06,9.435946969160532e-06,1.9284758523074318e-06,-4.629970389054437e-06,-3.0839330201752873e-06,5.0124088724827195e-06,0.0004050733465113988,0.00016774130863718024,0.00025111017425637997,8.045775018837927e-07,0.00025030559675449617,2.580851937788939,0.01838648388233954,0.014687113477368839,0.011442354628435547,0.014687113477368839,0.005688095621671628,-0.013479285985947234,-0.009273096500739274,0.014961192122410902,0.1332693151182308,0.07637270991687779,0.11305828899767593,0.0022422353569834914,0.11081605364069244,3.08085193778894,0.020937623805034826,0.01671812960117204,0.013148928805256824,0.01671812960117204,0.006918359251808772,-0.016332407042864233,-0.01134102996437086,0.01825938921617963,0.15160559222452533,0.0871492085872722,0.12891225338126955,0.002674434116832129,0.12623781926443742
J1451-0239,5.221,9.39609856836934,0.5876056027739056,3.451,4.0,11.390000343322754,2.454710856206481,1.7892131127149076,0.999996658127392,0.001788220116933,9.402939590355771,0.5883334083382803,J1451-0239,3.35,3.35,measured,0.0085885603812816,-0.5883334083383654,3.451,3.35,1.0,1.2078499999999999,0.0006434854976667175,6.836561626998273e-06,6.203116577846637e-06,3.6324962956631236e-06,6.203116577846637e-06,1.4148933205820964e-06,-3.4145789569599287e-06,-2.244994325368457e-06,3.6598876459505534e-06,0.0001240821785744434,5.1637017794306603e-05,7.72882652338474e-05,2.7251593064070124e-07,7.70157493032067e-05,1.0481772334552377,0.007038206143392784,0.005798414673465766,0.004614157564603987,0.005798414673465766,0.0023976745639850182,-0.005737220560980518,-0.0038534776949595536,0.006251152258944572,0.022989203989961186,0.013445764857911545,0.019874762653615218,0.0004441250592471044,0.019430637594368114,1.5481772334552377,0.00954790385508861,0.007896085681982697,0.006332242804675838,0.007896085681982697,0.0036489331950598086,-0.008676902524582912,-0.005918830255656324,0.009567763450716133,0.03129392922577849,0.01824450831111387,0.026924339682396898,0.0006550907417888564,0.02626924894060804
J1525+3327,32.832,19.406563791146137,-0.525792300953186,12.13,4.0,12.020000457763672,10.47129651766654,1.7892131127149071,0.9999966581273916,0.0017882201169331,19.39869556889201,-0.5261978244565313,J1525+3327,4.55,4.55,measured,0.0091634329840212,0.5261978244565526,12.13,4.55,1.0,4.2455,0.0010498087203268892,1.2279430811097083e-05,1.0927449137346681e-05,6.036293135376612e-06,1.0927449137346681e-05,2.1436789630225e-06,-5.132048551042831e-06,-3.4426673010471704e-06,5.5863462640696705e-06,6.512425439987966e-05,2.695994396694805e-05,4.0361261300148296e-05,1.2490310393423636e-07,4.023635819621406e-05,0.3788774487465298,0.0027579521287985085,0.0021764032869843663,0.0016910760606996791,0.0021764032869843663,0.0008222566168760786,-0.001940613120299305,-0.0013484133472050103,0.002170669964081089,0.0028359744152770053,0.0016116965888859087,0.0023872874558924654,4.493999045019172e-05,0.0023423474654422735,0.8788774487465298,0.005402882777344325,0.004291545631833047,0.003455715664475461,0.004291545631833047,0.002043617964331097,-0.004758677836919911,-0.003415794020404483,0.00545941198473558,0.0056518530838305225,0.00313460987718558,0.0046288880815885305,0.00010393536694188375,0.004524952714646647
J1531-0105,12.99,13.120414364120492,0.0099895349658485,5.433,4.0,11.68000030517578,4.786304286528679,1.7892131127149071,0.999996658127392,0.0017882201169334,13.12976819927659,0.0107022031943002,J1531-0105,3.85,3.85,measured,0.0090100335817804,-0.010702203194300867,5.433,3.85,1.0,1.9015499999999999,0.0008227034555148147,9.18282777016704e-06,8.256178031986704e-06,4.69234577167528e-06,8.256178031986704e-06,1.7492378597872266e-06,-4.208645608643047e-06,-2.788305830505858e-06,4.5375436902930845e-06,0.00010737425232391138,4.451621636317434e-05,6.663797071102613e-05,2.202122527595277e-07,6.641775845826661e-05,0.7472016259398576,0.005223414259355596,0.004216127653858675,0.0033094724224301975,0.004216127653858675,0.0016679675928068863,-0.003966079311219207,-0.002705791060008341,0.004373758652815227,0.0113994690751252,0.006573293697531054,0.00972694708334566,0.00019961535285103224,0.009527331730494628,1.2472016259398575,0.007787038149599432,0.006309140617915177,0.0050290248367278615,0.006309140617915177,0.002905575940863458,-0.006848789300283837,-0.004773514463169993,0.007679090404033451,0.017097408296511657,0.00978851347312627,0.014454862124253155,0.0003325433853701383,0.014122318738883017
J1538+5817,6.28,8.278392513805192,0.2762788282244659,2.512,4.0,11.279999732971191,1.9054595463785964,1.7892131127149076,0.9999966581273918,0.0017882201169333,8.28466846407646,0.2770366531917232,J1538+5817,4.05,4.05,measured,0.0091004436738233,-0.2770366531917618,2.512,4.05,1.0,0.8792,0.0008906195156112843,1.0095728233227053e-05,9.048095829593342e-06,5.0937514884833895e-06,9.048095829593342e-06,1.8704838452780202e-06,-4.493969139341054e-06,-2.987966241771027e-06,4.858450087049047e-06,0.00025641913499447927,0.00010620771601536635,0.00015899150445050912,5.144591789402589e-07,0.00015847704527156888,1.6791276757907085,0.011891167880617608,0.00953040862943742,0.00744337717976236,0.00953040862943742,0.0037160160874007324,-0.008815665645004044,-0.006048398704598892,0.009764414791999625,0.05677666366893905,0.03260176141439609,0.04825600520070844,0.0009675955510751485,0.047288409649633295,2.179127675790708,0.01444444185405395,0.011578884586357774,0.00914906526676454,0.011578884586357774,0.004948661280892452,-0.011678310033111147,-0.00811633509045866,0.013064996371351112,0.06895437112582933,0.039681176367885575,0.05866944357270015,0.0012542792275691864,0.05741516434513096
J1614+4522,7.64,10.302708127808554,0.2990091825283558,7.761,4.0,11.470000267028809,2.951211041237279,1.7892131127149076,0.9999966581273918,0.0017882201169329,10.297792906348125,0.2985319881586115,J1614+4522,,4.0,default_4,0.0090800974320499,-0.2985319881586456,7.761,4.0,1.0,2.71635,0.000873861777043659,9.869365646423367e-06,8.85208139984868e-06,4.994765024573173e-06,8.85208139984868e-06,1.8408350224401747e-06,-4.42432098048959e-06,-2.9390191092711106e-06,4.779854131711285e-06,8.105190671870609e-05,3.357866064128635e-05,5.026641015614793e-05,1.6347221451044871e-07,5.010293794163749e-05,0.5389931011896525,0.0038057584299796996,0.0030554616613734727,0.0023886241717815597,0.0030554616613734727,0.0011952872645047113,-0.002837257200694625,-0.0019438918573242208,0.003139179121828932,0.005894001260911179,0.0033862366426774975,0.005012183514196949,0.00010059619337282258,0.004911587320824126,1.0389931011896527,0.006394422537572218,0.005162298441409567,0.004149547430486118,0.005162298441409567,0.002429147907668794,-0.005704787489101592,-0.004011804141573584,0.006440952049242378,0.01001088193640906,0.005667771821158167,0.008367943773452931,0.000193451210326908,0.008174492563126023
J1621+3931,19.146,13.426026491269225,-0.3548987178776008,5.817,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.999996658127392,0.001788220116933,13.435580218778714,-0.3541873882825062,J1621+3931,4.35,4.35,measured,0.0091467975678433,0.3541873882825284,5.817,4.35,1.0,2.03595,0.0009879774559245266,1.1424379918451075e-05,1.0194047756324907e-05,5.667704122168531e-06,1.0194047756324907e-05,2.03935349819269e-06,-4.889164665425808e-06,-3.2682493273449544e-06,5.307602825537644e-06,0.0001259748611401177,5.2157086084196434e-05,7.808168285828709e-05,2.4563873321911443e-07,7.783604412506797e-05,0.7645629519916852,0.005508520359683302,0.004372546619395738,0.0034004909247076793,0.004372546619395738,0.0016717596851366467,-0.003953337780059374,-0.0027337009604872136,0.00440546064562386,0.011608352274191394,0.006624284230425483,0.009809178907949896,0.00018954718321879553,0.0096196317247311,1.264562951991685,0.008109378702635651,0.00644874454121598,0.005096880214410558,0.00644874454121598,0.0028974510931310295,-0.006788351826394409,-0.004801452546129709,0.007698903639260738,0.017187986291428765,0.009755230570369504,0.014416547740236731,0.0003128643408543279,0.014103683399382403
J1627-0053,14.221,13.4260513833606,-0.0575227927279895,6.736,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.421917924817532,-0.0578307086473115,J1627-0053,3.65,3.65,measured,0.0088811327771943,0.05783070864731561,6.736,3.65,1.0,2.3575999999999997,0.0007525145929972625,8.25253660971486e-06,7.445261903700127e-06,4.277125158793092e-06,7.445261903700127e-06,1.62084621340409e-06,-3.905020960068058e-06,-2.5783638935482996e-06,4.19921010695239e-06,7.744075746408882e-05,3.2144938834094304e-05,4.8117033607748624e-05,1.6281086316252733e-07,4.79542227445861e-05,0.577634014086416,0.003979527657978207,0.003236826356254511,0.0025542540622951657,0.0032368263562545106,0.001301441434813119,-0.003102053695119235,-0.002103712044133244,0.003405153478946363,0.006895189386790115,0.003995628742432,0.005910526347901272,0.00012481898789908053,0.005785707360002191,1.077634014086416,0.0065365825825997185,0.005351366576123374,0.0043320659153400715,0.005351366576123374,0.0025442911034196836,-0.0060063054831633106,-0.004170858930515428,0.006715150033935111,0.01144345520438434,0.006538242620702156,0.009648059274261865,0.00023236097548092117,0.009415698298780945
J1630+4520,26.86,16.141633907960248,-0.5092362999222382,6.414,4.0,11.859999656677246,7.244353873869618,1.789213112714908,0.999996658127392,0.0017882201169332,16.153235445836,-0.5085178242877517,J1630+4520,4.6,4.6,measured,0.0091646506801271,0.5085178242877763,6.414,4.6,1.0,2.2449,0.0010648824154668374,1.2489119542783848e-05,1.1106823135642323e-05,6.127715534437158e-06,1.1106823135642323e-05,2.168776017609728e-06,-5.1903340521974395e-06,-3.484770018241467e-06,5.653546035851195e-06,0.0001253480755204796,5.189006631489624e-05,7.76841155179915e-05,2.394804047576066e-07,7.74446351132339e-05,0.7209404517577991,0.005259187474928993,0.004144344443188414,0.003221097203068804,0.004144344443188414,0.0015619540217285278,-0.003684533386713583,-0.002563282700200524,0.004125236721929052,0.010185702191671671,0.0057878675089462215,0.008572888445153703,0.00016162926982351395,0.008411259175330189,1.2209404517577989,0.007879807374601498,0.006217538346993042,0.004902470939267261,0.006217538346993042,0.0027822689587233725,-0.00649852932254469,-0.004630546512348799,0.007412815471072171,0.01536417287242823,0.008677127840792448,0.012825865878255639,0.0002731354987010219,0.012552730379554617
