model,galaxy,true_f_lambda_opt,pred_f_lambda,exact_factor_match,abs_factor_error,best_possible_error,best_possible_verdict,bridge_error_pred,bridge_verdict_pred,beta_grav_pred,beta_mod_bridge_pred,beta_mod_ML_pred
rf_regressor,F583-1,3.0,2.0,False,1.0,0.2365428962443859,moderate_bridge,0.2599845116236062,moderate_bridge,0.745357963390409,1.817487844811846,2.4560132502083767
rf_regressor,F583-4,1.0,1.0,True,0.0,0.1915310130719069,strong_bridge,0.1915310130719069,strong_bridge,0.8279262141143349,1.960000645561342,2.424336217284818
rf_regressor,IC2574,1.0,1.0,True,0.0,0.168878578499504,strong_bridge,0.168878578499504,strong_bridge,0.8341698629381109,1.97077718343118,2.3712265530025247
rf_regressor,IC4202,2.0,1.5,False,0.5,0.0013180183106114,strong_bridge,0.1068949087073678,strong_bridge,0.4469988790748533,1.302520065283197,1.458417467308354
rf_regressor,KK98-251,0.5,0.5,True,0.0,0.1090688597278308,strong_bridge,0.1090688597278308,strong_bridge,0.810438222288731,1.9298163716703496,2.16606680857604
rf_regressor,NGC0024,0.5,0.5,True,0.0,0.1056032598902375,strong_bridge,0.1056032598902375,strong_bridge,0.4480902830125886,1.304403828479728,1.458417467308354
rf_regressor,NGC0055,1.0,1.0,True,0.0,0.1075708906335833,strong_bridge,0.1075708906335833,strong_bridge,0.6495967605902391,1.6522040087787526,1.4917365766390025
rf_regressor,NGC0100,0.5,0.5,True,0.0,0.0019715793444442,strong_bridge,0.0019715793444442,strong_bridge,0.564002706455998,1.5044686713430526,1.501508328536998
rf_regressor,NGC0247,0.5,0.5,True,0.0,0.0500606238544846,strong_bridge,0.0500606238544846,strong_bridge,0.5966622028106268,1.5608389620511418,1.4864274753220723
rf_regressor,NGC0289,2.0,2.0,True,0.0,0.0770296422682353,strong_bridge,0.0770296422682353,strong_bridge,0.5142474803937143,1.4185911511595508,1.5369845188157434
rf_regressor,NGC0300,0.5,0.5,True,0.0,0.0488514185793131,strong_bridge,0.0488514185793131,strong_bridge,0.4825280703016614,1.3638434493406677,1.433891061797682
rf_regressor,NGC0801,2.0,2.0,True,0.0,0.0839878800940183,strong_bridge,0.0839878800940183,strong_bridge,0.4696025682682316,1.341534032830968,1.4645374266103175
rf_regressor,NGC0891,3.0,1.5,False,1.5,0.2390280384644019,moderate_bridge,0.2656466759427565,moderate_bridge,0.7012271734010449,1.7413181012902037,2.3712265530025247
rf_regressor,NGC1003,1.0,1.0,True,0.0,0.1059868775489814,strong_bridge,0.1059868775489814,strong_bridge,0.491583955005602,1.379473906339669,1.5430130405219509
rf_regressor,NGC1090,1.5,1.5,True,0.0,0.099514679675443,strong_bridge,0.099514679675443,strong_bridge,0.503570242976731,1.400162239377838,1.554897351211883
rf_regressor,NGC1705,1.0,1.5,False,0.5,0.2337031184381571,moderate_bridge,0.2672134370985327,moderate_bridge,0.6102796486750495,1.5843426736131354,2.162079319986345
rf_regressor,NGC2366,0.5,0.5,True,0.0,0.0206096034702696,strong_bridge,0.0206096034702696,strong_bridge,0.5384019677499152,1.4602817963363537,1.4910109405917842
rf_regressor,NGC2403,1.0,1.5,False,0.5,0.0842131031311052,strong_bridge,0.2451094650264189,moderate_bridge,0.6441816971691834,1.6428576093140106,2.176285876165484
rf_regressor,NGC2683,1.5,1.5,True,0.0,0.2091532182836483,moderate_bridge,0.2091532182836483,moderate_bridge,0.6808275069985958,1.7061082770795766,2.15731835359671
rf_regressor,NGC2841,1.0,0.5,False,0.5,0.2434667842298832,moderate_bridge,0.2948092967348371,moderate_bridge,0.3735006672970322,1.1756621517546777,1.667154921797955
rf_regressor,NGC2903,1.5,2.0,False,0.5,0.0503265221449583,strong_bridge,0.2773293594921645,moderate_bridge,0.6050657003172377,1.5753433987475525,2.179891240137452
rf_regressor,NGC2915,2.0,2.0,True,0.0,0.1332466164770046,strong_bridge,0.1332466164770046,strong_bridge,0.4194660664376943,1.2549984306714603,1.4479302354383767
rf_regressor,NGC2955,1.5,2.0,False,0.5,0.1070594346336096,strong_bridge,0.2955359225630696,moderate_bridge,0.5841076848016349,1.5391698639676217,2.184880554261365
rf_regressor,NGC2976,1.0,1.0,True,0.0,0.2615785265761,moderate_bridge,0.2615785265761,moderate_bridge,0.8163047974544586,1.939942080406396,2.6271474357473728
rf_regressor,NGC2998,1.0,1.0,True,0.0,0.1052291062786754,strong_bridge,0.1052291062786754,strong_bridge,0.4545673441133138,1.3155832359395796,1.4703017779982868
rf_regressor,NGC3109,1.0,1.0,True,0.0,0.1928336409645031,strong_bridge,0.1928336409645031,strong_bridge,0.8260965455293601,1.956842637583676,2.424336217284818
rf_regressor,NGC3198,1.5,2.0,False,0.5,0.1111222311760338,strong_bridge,0.2821478341457149,moderate_bridge,0.6038473378651719,1.573240505155287,2.191594007776017
rf_regressor,NGC3521,1.0,1.0,True,0.0,0.1293712126469722,strong_bridge,0.1293712126469722,strong_bridge,0.4227171176428146,1.260609745051498,1.4479302354383767
rf_regressor,NGC3726,0.5,1.0,False,0.5,0.2106405027504003,moderate_bridge,0.2360218744519816,moderate_bridge,0.6446871024125169,1.6437299387640043,2.1515405792344127
rf_regressor,NGC3741,1.0,1.5,False,0.5,0.2260617321859485,moderate_bridge,0.3777601752793684,failed_bridge,0.2070657375696976,0.8883954630452982,1.4277380324285145
rf_regressor,NGC3769,1.5,1.0,False,0.5,0.0401536599701975,strong_bridge,0.1446885997373388,strong_bridge,0.4301071563296299,1.2733649518249412,1.488773505689154
rf_regressor,NGC3877,2.0,1.5,False,0.5,0.2635325715025675,moderate_bridge,0.2810623863411117,moderate_bridge,0.7860727075196108,1.887761493178848,2.625765375623437
rf_regressor,NGC3893,1.5,1.5,True,0.0,0.2128564217774712,moderate_bridge,0.2128564217774712,moderate_bridge,0.6785483001633184,1.702174366081887,2.1624699904503006
rf_regressor,NGC3917,0.5,1.0,False,0.5,0.2147022894124207,moderate_bridge,0.3068244339219742,moderate_bridge,0.7126770712393848,1.7610806249591784,2.54059824255396
rf_regressor,NGC3949,0.5,0.5,True,0.0,0.011720739266903,strong_bridge,0.011720739266903,strong_bridge,0.5441053312833293,1.4701258017950265,1.487561117800347
rf_regressor,NGC3953,0.5,0.5,True,0.0,0.0178903607343216,strong_bridge,0.0178903607343216,strong_bridge,0.6327086242528965,1.6230550854604997,1.6526210726065726
rf_regressor,NGC3972,2.0,1.5,False,0.5,0.2712922170539061,moderate_bridge,0.2871579844414124,moderate_bridge,0.7767994685651001,1.871755882743363,2.625765375623437
rf_regressor,NGC3992,0.5,1.0,False,0.5,0.0885746003902886,strong_bridge,0.1583099088617129,strong_bridge,0.689342090748037,1.720804448631112,1.485616617337039
rf_regressor,NGC4010,0.5,0.5,True,0.0,0.2356759233265851,moderate_bridge,0.2356759233265851,moderate_bridge,0.6450593293349636,1.644372402432147,2.151407305640543
rf_regressor,NGC4013,1.0,1.0,True,0.0,0.0057494150674973,strong_bridge,0.0057494150674973,strong_bridge,0.568797744037767,1.5127449062091858,1.504097226949581
rf_regressor,NGC4051,2.0,1.5,False,0.5,0.2422056294072057,moderate_bridge,0.258827078359204,moderate_bridge,0.8198993018505591,1.946146194994065,2.625765375623437
rf_regressor,NGC4068,0.5,1.0,False,0.5,0.2491220177932661,moderate_bridge,0.2732589967722111,moderate_bridge,0.7681319468742709,1.8567957403049915,2.554962128265934
rf_regressor,NGC4085,0.5,0.5,True,0.0,0.0362500739341339,strong_bridge,0.0362500739341339,strong_bridge,0.5890382143115498,1.5476799579017348,1.4935390566737932
rf_regressor,NGC4088,2.0,1.0,False,1.0,0.2056412017052782,moderate_bridge,0.2155989891593417,moderate_bridge,0.7699840701665064,1.8599925051073904,2.3712265530025247
rf_regressor,NGC4100,0.5,0.5,True,0.0,0.0175108651516683,strong_bridge,0.0175108651516683,strong_bridge,0.5712270909051362,1.5169379589022651,1.490832197331036
rf_regressor,NGC4138,1.0,1.0,True,0.0,0.008596493635206,strong_bridge,0.008596493635206,strong_bridge,0.5554697054636066,1.489740711630185,1.5026583041779402
rf_regressor,NGC4157,0.5,0.5,True,0.0,0.065573361585843,strong_bridge,0.065573361585843,strong_bridge,0.5259330696111979,1.4387604781489276,1.539725451952751
rf_regressor,NGC4183,0.5,0.5,True,0.0,0.0715023480513289,strong_bridge,0.0715023480513289,strong_bridge,0.4637105932962542,1.3313644840293346,1.433891061797682
rf_regressor,NGC4214,1.0,1.5,False,0.5,0.2591012677653656,moderate_bridge,0.2900934981884046,moderate_bridge,0.6910038354829942,1.723672620043648,2.428027656663299
rf_regressor,NGC4217,1.0,2.0,False,1.0,0.2742383783865946,moderate_bridge,0.3172891821336887,moderate_bridge,0.7021339613642126,1.7428832173146311,2.5528864809286254
rf_regressor,NGC4389,0.5,0.5,True,0.0,0.0489131274046016,strong_bridge,0.0489131274046016,strong_bridge,0.6277410141683646,1.6144809904545974,1.6975115911850185
rf_regressor,NGC4559,0.5,0.5,True,0.0,0.1449942366179899,strong_bridge,0.1449942366179899,strong_bridge,0.4321922613208278,1.2769638430397487,1.49351489513786
rf_regressor,NGC5005,2.0,2.0,True,0.0,0.0890620940901948,strong_bridge,0.0890620940901948,strong_bridge,0.4620670646652107,1.3285277536121538,1.458417467308354
rf_regressor,NGC5033,3.0,2.0,False,1.0,0.0006773456954546,strong_bridge,0.1209238742746003,strong_bridge,0.4514305919032608,1.3101692016250284,1.4903933382833
rf_regressor,NGC5055,2.0,2.0,True,0.0,0.0742838614423799,strong_bridge,0.0742838614423799,strong_bridge,0.4778365766713888,1.355745931334817,1.4645374266103175
rf_regressor,NGC5371,0.5,1.5,False,1.0,0.1757005985757199,strong_bridge,0.2749589583578053,moderate_bridge,0.6884337021776252,1.7192365699585812,2.3712265530025247
rf_regressor,NGC5585,1.0,1.5,False,0.5,0.1511133549515187,strong_bridge,0.2776149368578851,moderate_bridge,0.6041477058545319,1.573758940304922,2.1785596361304003
rf_regressor,NGC5907,0.5,0.5,True,0.0,0.1382483503792292,strong_bridge,0.1382483503792292,strong_bridge,0.4175347547784804,1.2516649867476572,1.452466017672812
rf_regressor,NGC5985,0.5,0.5,True,0.0,0.0795669424849281,strong_bridge,0.0795669424849281,strong_bridge,0.6181545519885061,1.5979347567321611,1.4801627336365666
