model,galaxy,true_f_lambda_opt,pred_f_lambda,exact_factor_match,abs_factor_error,best_possible_error,best_possible_verdict,bridge_error_pred,bridge_verdict_pred,beta_grav_pred,beta_mod_bridge_pred,beta_mod_ML_pred
fixed_f_0.5,UGC07690,1.0,0.5,False,0.5,0.0555111203760661,strong_bridge,0.2864789239184936,moderate_bridge,0.3130760550998124,1.0713692711022762,1.5015243515804604
fixed_f_0.5,UGC07866,0.5,0.5,True,0.0,0.0169288850935809,strong_bridge,0.0169288850935809,strong_bridge,0.5619624906228977,1.5009472588151214,1.4759608865638618
fixed_f_0.5,UGC08286,0.5,0.5,True,0.0,0.0222977389288246,strong_bridge,0.0222977389288246,strong_bridge,0.5799486157913512,1.5319913108558725,1.4985764445308374
fixed_f_0.5,UGC08490,1.0,0.5,False,0.5,0.2700364434045174,moderate_bridge,0.2822750748990787,moderate_bridge,0.4244784421811678,1.2636497912046956,1.7606324470715715
fixed_f_0.5,UGC08550,0.5,0.5,True,0.0,0.0470722724791204,strong_bridge,0.0470722724791204,strong_bridge,0.521428811734312,1.4309861290534225,1.501673303993632
fixed_f_0.5,UGC08699,1.5,0.5,False,1.0,0.2899511409083681,moderate_bridge,0.3532780505814724,failed_bridge,0.2229037490775416,0.9157318709078368,1.4159591641062717
fixed_f_0.5,UGC08837,2.0,0.5,False,1.5,0.2633728349541495,moderate_bridge,0.2645646950474222,moderate_bridge,0.682457657121466,1.7089219161916502,2.3236876237561708
fixed_f_0.5,UGC09037,1.5,0.5,False,1.0,0.199074030206982,strong_bridge,0.3098448698471693,moderate_bridge,0.3147814656377474,1.0743128096907522,1.5566251162298137
fixed_f_0.5,UGC09133,0.5,0.5,True,0.0,0.0070018115159482,strong_bridge,0.0070018115159482,strong_bridge,0.5353228890830284,1.454967306557307,1.4652265466652206
fixed_f_0.5,UGC09992,1.0,0.5,False,0.5,0.0054379643788625,strong_bridge,0.2249535751791145,moderate_bridge,0.3383442268023839,1.1149821354609148,1.438600449926066
fixed_f_0.5,UGC10310,0.5,0.5,True,0.0,0.0534014910385659,strong_bridge,0.0534014910385659,strong_bridge,0.6270429314492239,1.6132760996813604,1.531492136099793
fixed_f_0.5,UGC11455,0.5,0.5,True,0.0,0.0654735673330558,strong_bridge,0.0654735673330558,strong_bridge,0.524484948015485,1.436261020274727,1.5368864593545382
fixed_f_0.5,UGC11557,0.5,0.5,True,0.0,0.0450402197050814,strong_bridge,0.0450402197050814,strong_bridge,0.5982208931438966,1.5635292615663654,1.4961426671287403
fixed_f_0.5,UGC11820,1.0,0.5,False,0.5,0.105020505024414,strong_bridge,0.3818143512190876,failed_bridge,0.3051387607963021,1.0576695011344173,1.7109253558703363
fixed_f_0.5,UGC11914,1.5,0.5,False,1.0,0.0098515970855769,strong_bridge,0.3655651638620465,failed_bridge,0.2218360247500823,0.9138889787186422,1.440477298317716
fixed_f_0.5,UGC12506,0.5,0.5,True,0.0,0.0422409313997342,strong_bridge,0.0422409313997342,strong_bridge,0.4846201501442579,1.3674543791489893,1.4277644806302696
fixed_f_0.5,UGC12632,0.5,0.5,True,0.0,0.0221798642422657,strong_bridge,0.0221798642422657,strong_bridge,0.5271795797348915,1.4409119546224227,1.473596116432833
fixed_f_0.5,UGC12732,0.5,0.5,True,0.0,0.1286854776416823,strong_bridge,0.1286854776416823,strong_bridge,0.4123168005676392,1.2426587977797454,1.4261885529192602
fixed_f_0.5,UGCA281,0.5,0.5,True,0.0,0.2525930431519521,moderate_bridge,0.2525930431519521,moderate_bridge,0.7072337960136399,1.7516855319195423,2.3436837399891504
fixed_f_0.5,UGCA442,0.5,0.5,True,0.0,0.0184973454553465,strong_bridge,0.0184973454553465,strong_bridge,0.5690014954357623,1.5130965811221255,1.485616617337039
fixed_f_0.5,UGCA444,0.5,0.5,True,0.0,0.1802315183922434,strong_bridge,0.1802315183922434,strong_bridge,0.723241095557666,1.7793141309325318,2.170508101803186
fixed_f_1.0,CamB,0.5,1.0,False,0.5,0.2695487548098539,moderate_bridge,0.2841962492322699,moderate_bridge,0.7484027359290586,1.8227431222135555,2.546428571041414
fixed_f_1.0,D512-2,0.5,1.0,False,0.5,0.0265997680315731,strong_bridge,0.2256199748236601,moderate_bridge,0.7420775060178282,1.811825775386772,2.339711403292185
fixed_f_1.0,D564-8,0.5,1.0,False,0.5,0.0069178942165734,strong_bridge,0.1435717170972212,strong_bridge,0.770576269166523,1.8610146405814183,2.1729953082279043
fixed_f_1.0,D631-7,0.5,1.0,False,0.5,0.0401301671543648,strong_bridge,0.2689162534995102,moderate_bridge,0.6967353372946281,1.733565192170528,2.3712265530025247
fixed_f_1.0,DDO064,0.5,1.0,False,0.5,0.1549283765475171,strong_bridge,0.1839099185064917,strong_bridge,0.8536083739928682,2.0043280535116903,2.4560132502083767
fixed_f_1.0,DDO154,1.0,1.0,True,0.0,0.2228406513929126,moderate_bridge,0.2228406513929126,moderate_bridge,0.6617902897565795,1.6732500401198562,2.153033407008284
fixed_f_1.0,DDO161,0.5,1.0,False,0.5,0.0861308843612431,strong_bridge,0.2795583697257285,moderate_bridge,0.6839399306300189,1.7114803202674125,2.3755988665117167
fixed_f_1.0,DDO168,0.5,1.0,False,0.5,0.1196613689534188,strong_bridge,0.1844644957333582,strong_bridge,0.8127574986288324,1.9338194426333648,2.3712265530025247
fixed_f_1.0,DDO170,1.5,1.0,False,0.5,0.1383421897866469,strong_bridge,0.205984500374293,moderate_bridge,0.6827739673140467,1.709467867584045,2.1529401735732807
fixed_f_1.0,ESO079-G014,1.0,1.0,True,0.0,0.0360317949995929,strong_bridge,0.0360317949995929,strong_bridge,0.5962373333105795,1.5601056372940605,1.5058472576072564
fixed_f_1.0,ESO116-G012,0.5,1.0,False,0.5,0.0582929365245487,strong_bridge,0.2579263613617055,moderate_bridge,0.7118335551693651,1.7596247162223242,2.3712265530025247
fixed_f_1.0,ESO444-G084,0.5,1.0,False,0.5,0.1382267810830451,strong_bridge,0.2268794642610888,moderate_bridge,0.6609791179236701,1.6718499575362546,2.1624699904503006
fixed_f_1.0,ESO563-G021,1.0,1.0,True,0.0,0.0692329191269053,strong_bridge,0.0692329191269053,strong_bridge,0.5318160849878484,1.4489145626890263,1.5566886630002963
fixed_f_1.0,F561-1,0.5,1.0,False,0.5,0.0703859295313319,strong_bridge,0.2687092538990773,moderate_bridge,0.6884864240085284,1.7193275678387203,2.3510861815301056
fixed_f_1.0,F563-1,1.0,1.0,True,0.0,0.0488522289673015,strong_bridge,0.0488522289673015,strong_bridge,0.482527397064064,1.3638422873325746,1.433891061797682
fixed_f_1.0,F563-V1,2.0,1.0,False,1.0,0.2285129626403231,moderate_bridge,0.2555735129553389,moderate_bridge,0.792289726709607,1.898492068300781,2.550274743497787
fixed_f_1.0,F563-V2,0.5,1.0,False,0.5,0.2304293295177996,moderate_bridge,0.2803502404839968,moderate_bridge,0.7373894973403092,1.8037342724093737,2.506405718279495
fixed_f_1.0,F565-V2,0.5,1.0,False,0.5,0.0336834135194078,strong_bridge,0.2409380760373045,moderate_bridge,0.7109744568253342,1.7581419124805269,2.316203536204421
fixed_f_1.0,F567-2,0.5,1.0,False,0.5,0.0767029850347504,strong_bridge,0.2366487011125693,moderate_bridge,0.7271273109645553,1.7860217387248225,2.339711403292185
fixed_f_1.0,F568-1,1.0,1.0,True,0.0,0.0710361440313594,strong_bridge,0.0710361440313594,strong_bridge,0.6155828385684323,1.593495979369114,1.4878078468680114
fixed_f_1.0,F568-3,0.5,1.0,False,0.5,0.0410342126483761,strong_bridge,0.2498079098864776,moderate_bridge,0.7226310501864743,1.7782611926218546,2.3704078142876184
fixed_f_1.0,F568-V1,3.0,1.0,False,2.0,0.2336924861939182,moderate_bridge,0.2826915335762694,moderate_bridge,0.5970207913995584,1.561457885955638,2.176829019934151
fixed_f_1.0,F571-8,2.0,1.0,False,1.0,0.0106469819354486,strong_bridge,0.2624438964189173,moderate_bridge,0.3094854903351982,1.0651719563185522,1.4441910942730791
fixed_f_1.0,F571-V1,0.5,1.0,False,0.5,0.0511370071332746,strong_bridge,0.1644066076985182,strong_bridge,0.7443456089555958,1.8157405210573585,2.1729953082279043
fixed_f_1.0,F574-1,0.5,1.0,False,0.5,0.1837503507612235,strong_bridge,0.2781925001362047,moderate_bridge,0.6658212194204851,1.6802074247197574,2.3277777316484127
fixed_f_1.0,F574-2,0.5,1.0,False,0.5,0.046482722658153,strong_bridge,0.2338041009493147,moderate_bridge,0.7320874678605489,1.7945829695273074,2.342198609716903
fixed_f_1.0,F579-V1,0.5,1.0,False,0.5,0.0737966946280181,strong_bridge,0.1926629519938163,strong_bridge,0.6965148369713043,1.7331846086124711,2.146791867030976
fixed_f_1.0,F583-1,3.0,1.0,False,2.0,0.2365428962443859,moderate_bridge,0.2846852947945673,moderate_bridge,0.5954956781980894,1.5588255405699023,2.1792164053473777
fixed_f_1.0,F583-4,1.0,1.0,True,0.0,0.1915310130719069,strong_bridge,0.1915310130719069,strong_bridge,0.8279262141143349,1.960000645561342,2.424336217284818
fixed_f_1.0,IC2574,1.0,1.0,True,0.0,0.168878578499504,strong_bridge,0.168878578499504,strong_bridge,0.8341698629381109,1.97077718343118,2.3712265530025247
fixed_f_1.0,IC4202,2.0,1.0,False,1.0,0.0013180183106114,strong_bridge,0.2940313205580038,moderate_bridge,0.3257527019085804,1.09324916349421,1.5485802633033572
fixed_f_1.0,KK98-251,0.5,1.0,False,0.5,0.1090688597278308,strong_bridge,0.1769088262457255,strong_bridge,0.8635705845133623,2.021522828870064,2.4560132502083767
fixed_f_1.0,NGC0024,0.5,1.0,False,0.5,0.1056032598902375,strong_bridge,0.2216624142327686,moderate_bridge,0.6701148800718428,1.6876182830040007,2.1682343418382697
fixed_f_1.0,NGC0055,1.0,1.0,True,0.0,0.1075708906335833,strong_bridge,0.1075708906335833,strong_bridge,0.6495967605902391,1.6522040087787526,1.4917365766390025
fixed_f_1.0,NGC0100,0.5,1.0,False,0.5,0.0019715793444442,strong_bridge,0.2539803289061371,moderate_bridge,0.7144739493009955,1.7641820364935183,2.3647929201474795
fixed_f_1.0,NGC0247,0.5,1.0,False,0.5,0.0500606238544846,strong_bridge,0.2775584314708478,moderate_bridge,0.7320616800480719,1.7945384597629723,2.483991146047348
fixed_f_1.0,NGC0289,2.0,1.0,False,1.0,0.0770296422682353,strong_bridge,0.272774741403388,moderate_bridge,0.4181024328734821,1.25264479913963,1.722499025345963
fixed_f_1.0,NGC0300,0.5,1.0,False,0.5,0.0488514185793131,strong_bridge,0.1875814132780609,strong_bridge,0.7129280878784594,1.7615138796782208,2.1682343418382697
fixed_f_1.0,NGC0801,2.0,1.0,False,1.0,0.0839878800940183,strong_bridge,0.3906838067073894,failed_bridge,0.2856077548865601,1.0239589849342028,1.68050512395043
fixed_f_1.0,NGC0891,3.0,1.0,False,2.0,0.2390280384644019,moderate_bridge,0.2649083222079063,moderate_bridge,0.605566050356293,1.5762070029149615,2.144231870029089
fixed_f_1.0,NGC1003,1.0,1.0,True,0.0,0.1059868775489814,strong_bridge,0.1059868775489814,strong_bridge,0.491583955005602,1.379473906339669,1.5430130405219509
fixed_f_1.0,NGC1090,1.5,1.0,False,0.5,0.099514679675443,strong_bridge,0.2438263268743419,moderate_bridge,0.3730927668036363,1.1749581155030764,1.5538204479486373
fixed_f_1.0,NGC1705,1.0,1.0,True,0.0,0.2337031184381571,moderate_bridge,0.2337031184381571,moderate_bridge,0.4811209129154026,1.3614146956919848,1.7766152106963962
fixed_f_1.0,NGC2366,0.5,1.0,False,0.5,0.0206096034702696,strong_bridge,0.2779185327754457,moderate_bridge,0.7065864732460296,1.7505682528226472,2.424336217284818
fixed_f_1.0,NGC2403,1.0,1.0,True,0.0,0.0842131031311052,strong_bridge,0.0842131031311052,strong_bridge,0.511472136431335,1.4138009074804845,1.5438099325446952
fixed_f_1.0,NGC2683,1.5,1.0,False,0.5,0.2091532182836483,moderate_bridge,0.2886280533927921,moderate_bridge,0.5940749384646606,1.5563733437900042,2.187847512420072
fixed_f_1.0,NGC2841,1.0,1.0,True,0.0,0.2434667842298832,moderate_bridge,0.2434667842298832,moderate_bridge,0.6379391607684894,1.632082991486413,2.15731835359671
fixed_f_1.0,NGC2903,1.5,1.0,False,0.5,0.0503265221449583,strong_bridge,0.2446847586294983,moderate_bridge,0.4479220871976603,1.3041135225031617,1.7265817649023982
fixed_f_1.0,NGC2915,2.0,1.0,False,1.0,0.1332466164770046,strong_bridge,0.4442775660935202,failed_bridge,0.2564914597508987,0.9737042595300512,1.752141357125618
fixed_f_1.0,NGC2955,1.5,1.0,False,0.5,0.1070594346336096,strong_bridge,0.3034392794829472,moderate_bridge,0.3201245490440554,1.0835349716500398,1.5555499179536545
fixed_f_1.0,NGC2976,1.0,1.0,True,0.0,0.2615785265761,moderate_bridge,0.2615785265761,moderate_bridge,0.8163047974544586,1.939942080406396,2.6271474357473728
fixed_f_1.0,NGC2998,1.0,1.0,True,0.0,0.1052291062786754,strong_bridge,0.1052291062786754,strong_bridge,0.4545673441133138,1.3155832359395796,1.4703017779982868
fixed_f_1.0,NGC3109,1.0,1.0,True,0.0,0.1928336409645031,strong_bridge,0.1928336409645031,strong_bridge,0.8260965455293601,1.956842637583676,2.424336217284818
fixed_f_1.0,NGC3198,1.5,1.0,False,0.5,0.1111222311760338,strong_bridge,0.2136760713871188,moderate_bridge,0.4818589582886277,1.3626885620061713,1.7329862572159405
fixed_f_1.0,NGC3521,1.0,1.0,True,0.0,0.1293712126469722,strong_bridge,0.1293712126469722,strong_bridge,0.4227171176428146,1.260609745051498,1.4479302354383767
fixed_f_1.0,NGC3726,0.5,1.0,False,0.5,0.2106405027504003,moderate_bridge,0.2360218744519816,moderate_bridge,0.6446871024125169,1.6437299387640043,2.1515405792344127
fixed_f_1.0,NGC3741,1.0,1.0,True,0.0,0.2260617321859485,moderate_bridge,0.2260617321859485,moderate_bridge,0.1426967133806198,0.7772945272949499,1.0043365984348829
fixed_f_1.0,NGC3769,1.5,1.0,False,0.5,0.0401536599701975,strong_bridge,0.1446885997373388,strong_bridge,0.4301071563296299,1.2733649518249412,1.488773505689154
fixed_f_1.0,NGC3877,2.0,1.0,False,1.0,0.2635325715025675,moderate_bridge,0.2837162547222978,moderate_bridge,0.7491108887298328,1.8239653939476912,2.546428571041414
fixed_f_1.0,NGC3893,1.5,1.0,False,0.5,0.2128564217774712,moderate_bridge,0.3066976980190569,moderate_bridge,0.5585473551619407,1.4950527350095095,2.1564225745937367
fixed_f_1.0,NGC3917,0.5,1.0,False,0.5,0.2147022894124207,moderate_bridge,0.3068244339219742,moderate_bridge,0.7126770712393848,1.7610806249591784,2.54059824255396
fixed_f_1.0,NGC3949,0.5,1.0,False,0.5,0.011720739266903,strong_bridge,0.242486701995571,moderate_bridge,0.7124272586191971,1.7606494483767343,2.3242488983558944
fixed_f_1.0,NGC3953,0.5,1.0,False,0.5,0.0178903607343216,strong_bridge,0.2319388993302964,moderate_bridge,0.7348181123257227,1.799296061874197,2.3426470372022723
fixed_f_1.0,NGC3972,2.0,1.0,False,1.0,0.2712922170539061,moderate_bridge,0.2861022100672696,moderate_bridge,0.7455908048018691,1.817889729088026,2.546428571041414
fixed_f_1.0,NGC3992,0.5,1.0,False,0.5,0.0885746003902886,strong_bridge,0.1583099088617129,strong_bridge,0.689342090748037,1.720804448631112,1.485616617337039
fixed_f_1.0,NGC4010,0.5,1.0,False,0.5,0.2356759233265851,moderate_bridge,0.2883837790925999,moderate_bridge,0.7403115350001586,1.8087777094102733,2.541788194630885
fixed_f_1.0,NGC4013,1.0,1.0,True,0.0,0.0057494150674973,strong_bridge,0.0057494150674973,strong_bridge,0.568797744037767,1.5127449062091858,1.504097226949581
fixed_f_1.0,NGC4051,2.0,1.0,False,1.0,0.2422056294072057,moderate_bridge,0.2620883142847382,moderate_bridge,0.7826636935176761,1.881877535011509,2.550274743497787
fixed_f_1.0,NGC4068,0.5,1.0,False,0.5,0.2491220177932661,moderate_bridge,0.2732589967722111,moderate_bridge,0.7681319468742709,1.8567957403049915,2.554962128265934
fixed_f_1.0,NGC4085,0.5,1.0,False,0.5,0.0362500739341339,strong_bridge,0.2319563722448029,moderate_bridge,0.7190479195747219,1.7720767091859702,2.3072604799356453
fixed_f_1.0,NGC4088,2.0,1.0,False,1.0,0.2056412017052782,moderate_bridge,0.2155989891593417,moderate_bridge,0.7699840701665064,1.8599925051073904,2.3712265530025247
fixed_f_1.0,NGC4100,0.5,1.0,False,0.5,0.0175108651516683,strong_bridge,0.2098237325020519,moderate_bridge,0.7307455446968509,1.792266810146765,2.268186079318586
fixed_f_1.0,NGC4138,1.0,1.0,True,0.0,0.008596493635206,strong_bridge,0.008596493635206,strong_bridge,0.5554697054636066,1.489740711630185,1.5026583041779402
fixed_f_1.0,NGC4157,0.5,1.0,False,0.5,0.065573361585843,strong_bridge,0.2873229906961904,moderate_bridge,0.681978717441559,1.7080952663041309,2.39673125975077
fixed_f_1.0,NGC4183,0.5,1.0,False,0.5,0.0715023480513289,strong_bridge,0.2700303637193504,moderate_bridge,0.6952047418506786,1.7309233844342713,2.3712265530025247
fixed_f_1.0,NGC4214,1.0,1.0,True,0.0,0.2591012677653656,moderate_bridge,0.2591012677653656,moderate_bridge,0.6173040636060878,1.5964668137841076,2.1547706107810214
fixed_f_1.0,NGC4217,1.0,1.0,True,0.0,0.2742383783865946,moderate_bridge,0.2742383783865946,moderate_bridge,0.6004339944159951,1.5673490743620078,2.1595921135616267
fixed_f_1.0,NGC4389,0.5,1.0,False,0.5,0.0489131274046016,strong_bridge,0.2332866893404232,moderate_bridge,0.7322741397006158,1.794905165123263,2.341038221417036
fixed_f_1.0,NGC4559,0.5,1.0,False,0.5,0.1449942366179899,strong_bridge,0.236580325165223,moderate_bridge,0.6549359536093693,1.6614194559297712,2.176285876165484
fixed_f_1.0,NGC5005,2.0,1.0,False,1.0,0.0890620940901948,strong_bridge,0.4272455073747877,failed_bridge,0.2706790403031385,0.9981920235632172,1.742792132433598
fixed_f_1.0,NGC5033,3.0,1.0,False,2.0,0.0006773456954546,strong_bridge,0.3278331250414598,moderate_bridge,0.3612640778272782,1.1545417983298822,1.7176416174943094
fixed_f_1.0,NGC5055,2.0,1.0,False,1.0,0.0742838614423799,strong_bridge,0.3650723473856124,failed_bridge,0.3223036539437842,1.0872961067069715,1.712472440332225
fixed_f_1.0,NGC5371,0.5,1.0,False,0.5,0.1757005985757199,strong_bridge,0.2596709604078973,moderate_bridge,0.6186609243011345,1.5988087553437582,2.1595921135616267
fixed_f_1.0,NGC5585,1.0,1.0,True,0.0,0.1511133549515187,strong_bridge,0.1511133549515187,strong_bridge,0.4014645810502428,1.2239278668927192,1.4418036542709642
fixed_f_1.0,NGC5907,0.5,1.0,False,0.5,0.1382483503792292,strong_bridge,0.2225519554285808,moderate_bridge,0.6625983139705651,1.6746446899131953,2.154027785659131
fixed_f_1.0,NGC5985,0.5,1.0,False,0.5,0.0795669424849281,strong_bridge,0.2860736802115792,moderate_bridge,0.7248873572216312,1.782155578564535,2.496273815892787
fixed_f_1.0,NGC6015,0.5,1.0,False,0.5,0.1844965471070082,strong_bridge,0.2437801093002201,moderate_bridge,0.6458578606056413,1.6457506674053368,2.176285876165484
fixed_f_1.0,NGC6195,2.0,1.0,False,1.0,0.0195604417407559,strong_bridge,0.30301395155041,moderate_bridge,0.3189982120137686,1.081590913935765,1.551811426271313
fixed_f_1.0,NGC6503,1.0,1.0,True,0.0,0.0589696727216884,strong_bridge,0.0589696727216884,strong_bridge,0.5132612023865479,1.4168888353191815,1.5056781851198873
fixed_f_1.0,NGC6674,0.5,1.0,False,0.5,0.2368010122459769,moderate_bridge,0.2411518855040622,moderate_bridge,0.6366662434909243,1.6298859362653353,2.147842111129157
fixed_f_1.0,NGC6789,2.0,1.0,False,1.0,0.2426066952012918,moderate_bridge,0.2726024336022812,moderate_bridge,0.7682912271800393,1.857070658112748,2.5530339169396643
fixed_f_1.0,NGC6946,3.0,1.0,False,2.0,0.1131037374538088,strong_bridge,0.3991337292911159,failed_bridge,0.2902002210053889,1.0318855814553012,1.7173298481838786
fixed_f_1.0,NGC7331,1.0,1.0,True,0.0,0.1614786671750333,strong_bridge,0.1614786671750333,strong_bridge,0.3979859449721772,1.217923741021978,1.452466017672812
fixed_f_1.0,NGC7793,1.0,1.0,True,0.0,0.0689749510974511,strong_bridge,0.0689749510974511,strong_bridge,0.4936381734100534,1.3830194873057522,1.4854804271227655
fixed_f_1.0,NGC7814,2.0,1.0,False,1.0,0.0644552170614978,strong_bridge,0.361513597799485,failed_bridge,0.3340640892749742,1.1075946180886054,1.7347191956967758
fixed_f_1.0,PGC51017,0.5,1.0,False,0.5,0.0548601665547268,strong_bridge,0.1802374659383625,strong_bridge,0.722153695541603,1.7774372785048067,2.1682343418382697
fixed_f_1.0,UGC00128,1.0,1.0,True,0.0,0.0972052060851172,strong_bridge,0.0972052060851172,strong_bridge,0.4551863828739924,1.3166516968405109,1.458417467308354
fixed_f_1.0,UGC00191,0.5,1.0,False,0.5,0.1407297574407844,strong_bridge,0.2163217015995167,moderate_bridge,0.6789856695158041,1.7029292655842778,2.1729953082279043
fixed_f_1.0,UGC00634,2.0,1.0,False,1.0,0.1029040877828663,strong_bridge,0.1581787901250546,strong_bridge,0.6821287932201043,1.7083542970979,1.4750350392044738
fixed_f_1.0,UGC00731,0.5,1.0,False,0.5,0.1329156430380909,strong_bridge,0.2021333637985898,moderate_bridge,0.6956987242373209,1.731775998033616,2.170508101803186
fixed_f_1.0,UGC00891,1.5,1.0,False,0.5,0.1335414543643895,strong_bridge,0.1628771573614792,strong_bridge,0.6891455200495757,1.7204651676055676,1.4794900361696266
fixed_f_1.0,UGC01230,1.0,1.0,True,0.0,0.0692444639834719,strong_bridge,0.0692444639834719,strong_bridge,0.4969197459974137,1.388683481591536,1.4919959407760923
fixed_f_1.0,UGC01281,0.5,1.0,False,0.5,0.2518397939067665,moderate_bridge,0.2783309099959745,moderate_bridge,0.7559220764283952,1.8357215039154104,2.543716405957155
fixed_f_1.0,UGC02023,0.5,1.0,False,0.5,0.0339452447731206,strong_bridge,0.2632868116435907,moderate_bridge,0.770982839789113,1.861716381476009,2.5270572196887864
fixed_f_1.0,UGC02259,0.5,1.0,False,0.5,0.0144718546939287,strong_bridge,0.1314144679048089,strong_bridge,0.7834860831475434,1.88329697951266,2.1682343418382697
fixed_f_1.0,UGC02455,0.5,1.0,False,0.5,0.0238804245266532,strong_bridge,0.2221007575234151,moderate_bridge,0.7319520655007987,1.7943492650543784,2.3066602550501765
fixed_f_1.0,UGC02487,1.5,1.0,False,0.5,0.2011772028715429,moderate_bridge,0.2821365579288504,moderate_bridge,0.5931806397205115,1.5548297841576026,2.1659130316925914
fixed_f_1.0,UGC02885,2.0,1.0,False,1.0,0.1381803432100891,strong_bridge,0.4341943685890013,failed_bridge,0.2596329554663144,0.9791264811348586,1.7304997101091513
fixed_f_1.0,UGC02916,3.0,1.0,False,2.0,0.0025125424878091,strong_bridge,0.3682992654534807,failed_bridge,0.3018624693997935,1.0520146221840436,1.6653686859162131
fixed_f_1.0,UGC02953,0.5,1.0,False,0.5,0.0029791832574005,strong_bridge,0.398708033928556,failed_bridge,0.169193460706778,0.8230279131798988,1.3687658568884131
fixed_f_1.0,UGC03205,3.0,1.0,False,2.0,0.052911589111756,strong_bridge,0.2748206629135925,moderate_bridge,0.4160606612586144,1.2491207013323686,1.722499025345963
fixed_f_1.0,UGC03546,2.0,1.0,False,1.0,0.1073612702987559,strong_bridge,0.4128342696156333,failed_bridge,0.2862614768208287,1.0250873089927504,1.7458227821329326
fixed_f_1.0,UGC03580,3.0,1.0,False,2.0,0.1729658467105876,strong_bridge,0.3334520428062094,moderate_bridge,0.3551822401222053,1.1440445464509263,1.7163724441785506
fixed_f_1.0,UGC04278,0.5,1.0,False,0.5,0.0029674735786408,strong_bridge,0.2928626096795779,moderate_bridge,0.7150686858027968,1.7652085516956273,2.496273815892787
fixed_f_1.0,UGC04305,1.0,1.0,True,0.0,0.1994349499025243,strong_bridge,0.1994349499025243,strong_bridge,0.7921906745057536,1.8983211041969308,2.3712265530025247
fixed_f_1.0,UGC04325,0.5,1.0,False,0.5,0.2727181775671535,moderate_bridge,0.2924660272554504,moderate_bridge,0.7369492242576605,1.8029743610687217,2.548251293255813
fixed_f_1.0,UGC04483,0.5,1.0,False,0.5,0.076672156016291,strong_bridge,0.2496127632450482,moderate_bridge,0.7232550062731944,1.7793381408275335,2.3712265530025247
fixed_f_1.0,UGC04499,1.5,1.0,False,0.5,0.1343833779007635,strong_bridge,0.2044291310053503,moderate_bridge,0.6928117130425773,1.7267930167114884,2.170508101803186
fixed_f_1.0,UGC05005,0.5,1.0,False,0.5,0.117137750817056,strong_bridge,0.2231998683340915,moderate_bridge,0.6681835007082921,1.6842847222225124,2.1682343418382697
fixed_f_1.0,UGC05253,0.5,1.0,False,0.5,0.0045642533310297,strong_bridge,0.2812585436280369,moderate_bridge,0.2768122497433594,1.0087779430570385,1.4035338216736666
fixed_f_1.0,UGC05414,0.5,1.0,False,0.5,0.0602756876988976,strong_bridge,0.2352278908235598,moderate_bridge,0.7301553712997229,1.7912481708633217,2.342198609716903
fixed_f_1.0,UGC05716,3.0,1.0,False,2.0,0.243865067627534,moderate_bridge,0.2607248827031646,moderate_bridge,0.6173422439551519,1.5965327130665925,2.1595921135616267
fixed_f_1.0,UGC05721,1.5,1.0,False,0.5,0.0513874099983161,strong_bridge,0.1835494108024004,strong_bridge,0.3743693180977874,1.177161443036781,1.4418036542709642
fixed_f_1.0,UGC05750,2.0,1.0,False,1.0,0.2108156599951271,moderate_bridge,0.2388953092632381,moderate_bridge,0.7613984165112933,1.8451736668984924,2.424336217284818
fixed_f_1.0,UGC05764,0.5,1.0,False,0.5,0.0554388700827062,strong_bridge,0.2342473608902232,moderate_bridge,0.7133362511124304,1.7622183694200548,2.301289319053103
fixed_f_1.0,UGC05829,2.0,1.0,False,1.0,0.2610321624327157,moderate_bridge,0.2795621153481401,moderate_bridge,0.7552396368123606,1.8345436131381343,2.546428571041414
fixed_f_1.0,UGC05918,1.0,1.0,True,0.0,0.1610496707873508,strong_bridge,0.1610496707873508,strong_bridge,0.8449254329543705,1.989341297279244,2.3712265530025247
fixed_f_1.0,UGC05986,1.0,1.0,True,0.0,0.1747769885685193,strong_bridge,0.1747769885685193,strong_bridge,0.8260664639948048,1.956790716855033,2.3712265530025247
fixed_f_1.0,UGC05999,0.5,1.0,False,0.5,0.0517236828454416,strong_bridge,0.1601122109879673,strong_bridge,0.751617678221161,1.828292112609724,2.176829019934151
fixed_f_1.0,UGC06399,0.5,1.0,False,0.5,0.1428491464158061,strong_bridge,0.1759041625630643,strong_bridge,0.8245179211757323,1.9541179319493136,2.3712265530025247
fixed_f_1.0,UGC06446,1.0,1.0,True,0.0,0.0043482132181647,strong_bridge,0.0043482132181647,strong_bridge,0.5559856405764849,1.490631215635013,1.4841776945653984
fixed_f_1.0,UGC06614,1.0,1.0,True,0.0,0.090967291201185,strong_bridge,0.090967291201185,strong_bridge,0.4604572310931751,1.3257491808668205,1.458417467308354
fixed_f_1.0,UGC06628,0.5,1.0,False,0.5,0.0488340667834896,strong_bridge,0.2357810069652569,moderate_bridge,0.729404787372669,1.7899526630052267,2.342198609716903
fixed_f_1.0,UGC06667,2.0,1.0,False,1.0,0.2313851845421675,moderate_bridge,0.2709704115300259,moderate_bridge,0.7695398300912863,1.85922574673756,2.550274743497787
fixed_f_1.0,UGC06786,0.5,1.0,False,0.5,0.1313932628418167,strong_bridge,0.3327552703674266,moderate_bridge,0.3582435668941706,1.1493283964593384,1.722499025345963
