N,seed,lambda,k,edges,mean_degree,min_degree,max_degree,d_s,d_w,beta_msd,walk_r2,walk_pvalue,n_centers,alpha_simple_ds_minus_2,alpha_standard_dw_over_2,alpha_bup_effective,lambda_2,lambda_max_used,eig_count
3000,0,0.3,24,39393,19.418585981828773,16.195935938056728,27.213948679654468,2.7988616810013127,3.7114612902739035,0.538871307978104,0.8866341909862043,4.736935359665897e-05,25,0.7988616810013127,1.4824721026597558,1.2196875451648754,1.0123215250901116,17.191812273221686,500
