name,theta_E_obs_arcsec,theta_E_BuP_arcsec,log_residual_BuP,Re_arcsec,sersic_n,logMs,Mstar_rel,J_spectral_over_h0,density_pearson,density_rmse,theta_E_baryon_arcsec,log_residual_baryon,name_key,sersic_n_measured,sersic_n_final,n_source,delta_kOR,C_obs,ds_mean,ds_slope,ds_fit_r2,ds_nfit,sersic_n_used,sersic_n_source,q_used,xi_used,amp_used,dw_discrete_fixed,dw_discrete_fixed_slope,dw_discrete_fixed_r2,dw_discrete_fixed_nfit,dw_discrete_adaptive,dw_discrete_adaptive_slope,dw_discrete_adaptive_r2,dw_discrete_adaptive_nfit,dw_discrete_adaptive_method,dw_heat_norm_adaptive,dw_heat_norm_slope,dw_heat_norm_r2,dw_heat_norm_nfit,dw_heat_norm_method,dw_heat_raw_adaptive,dw_heat_raw_slope,dw_heat_raw_r2,dw_heat_raw_nfit,dw_heat_raw_method,alpha_eff_dw_discrete_fixed,alpha_eff_dw_discrete_adaptive,alpha_eff_dw_heat_norm_adaptive,alpha_eff_dw_heat_raw_adaptive
J1204+0358,10.357,10.068081927913177,-0.0282924049101658,3.068,4.0,11.449999809265137,2.818381693478142,1.7892131127149071,0.9999966581273918,0.0017882201169334,10.075694839400816,-0.0275365474621778,J1204+0358,2.95,2.95,measured,0.0079411447588113,0.0275365474621778,1.688729347385958,-0.844364673692979,0.8884197158213187,39,2.95,sersic_n_final,1.0,1.0737999999999999,1.0,4.7559553608590575,0.42052539358543195,0.7470515327748374,25,2.159004316908609,0.9263529416484536,0.9943805680061586,6,best_contiguous,2.149183247689412,0.9305860736399286,0.9993564522770104,33,fraction_window,2.658858360234722,0.7522025354609116,0.9896162399912839,41,fraction_window,1.4661089343278073,-0.27663628449233535,-0.2793087394861704,-0.07087514295430974
J1205+4910,14.904,13.738786075654424,-0.0814067000693894,6.248,4.0,11.720000267028809,5.248077829311783,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.748472142645085,-0.0807019322591804,J1205+4910,4.45,4.45,measured,0.0091575699982273,0.0807019322591804,1.6880929804089606,-0.8440464902044803,0.8884806210539379,39,4.45,sersic_n_final,1.0,2.1868,1.0,4.776974931664734,0.4186750042883347,0.7471178157928289,25,2.1686428652599496,0.9222357595335391,0.9946331038886176,6,best_contiguous,2.1349584996569937,0.9367863592296166,0.9993136232030458,33,fraction_window,2.686478668031373,0.744468967425519,0.9897547132606479,41,fraction_window,1.4837372674765632,-0.2745374227893569,-0.2836590231846232,-0.056788493925301164
J1213+6708,6.917,10.542582467578384,0.421440379382503,3.315,4.0,11.489999771118164,3.09029380386682,1.7892131127149071,0.9999966581273916,0.0017882201169332,10.55049378316763,0.4221905133000192,J1213+6708,3.75,3.75,measured,0.0089574523705583,-0.4221905133000192,1.688306011365568,-0.844153005682784,0.8884603344580723,39,3.75,sersic_n_final,1.0,1.16025,1.0,4.7678235185698865,0.4194786137134333,0.7471941150378953,25,2.164913006973821,0.9238246495620898,0.9945484554301687,6,best_contiguous,2.140773535331807,0.9342417434593389,0.9993262947915408,33,fraction_window,2.656177856449334,0.7529616268518687,0.9900127503117244,41,fraction_window,1.476031783741571,-0.27538828372281365,-0.2819405131171422,-0.07259250260905858
J1218+0830,8.303,11.828951699995631,0.3539331650895727,6.461,4.0,11.59000015258789,3.890452816839944,1.7892131127149071,0.9999966581273916,0.0017882201169331,11.824850494862288,0.353586395877532,J1218+0830,4.6,4.6,measured,0.0091646506801271,-0.353586395877532,1.6880583690924784,-0.8440291845462392,0.8884839016994932,39,4.6,sersic_n_final,1.0,2.2613499999999997,1.0,4.778766988100573,0.4185179995132896,0.7470914920711107,25,2.169322435181031,0.9219468565691108,0.9946468914657882,6,best_contiguous,2.133863464513783,0.9372670900739731,0.999311871870478,33,fraction_window,2.669986107597966,0.749067567920526,0.9896956163881891,42,fraction_window,1.4852497997948237,-0.2743774577289786,-0.28397498001189314,-0.06554411535804183
J1250+0523,15.46,14.55282263159587,-0.06047107305774,4.882,4.0,11.770000457763672,5.888442760205689,1.789213112714907,0.9999966581273918,0.0017882201169334,14.563625387888994,-0.0597290349642487,J1250+0523,3.35,3.35,measured,0.0085885603812877,0.0597290349642487,1.6884840082946166,-0.8442420041473083,0.8884432931372854,39,3.35,sersic_n_final,1.0,1.7086999999999999,1.0,4.762034011041729,0.4199886005355274,0.7471719649221216,25,2.162240306297793,0.924966570170185,0.9944778855264176,6,best_contiguous,2.1447102511313902,0.9325268991207313,0.9993384716150819,33,fraction_window,2.662060624936825,0.7512976906930748,0.989356887319305,42,fraction_window,1.4711780467120033,-0.27596843176272934,-0.2807329923986881,-0.06938523885924308
J1251-0208,10.913,10.664635998279763,-0.0230215182842568,9.4,4.0,11.5,3.1622776601683795,1.7892131127149076,0.9999966581273918,0.0017882201169333,10.659084723830071,-0.0235421848834347,J1251-0208,3.1500000000000004,3.1500000000000004,measured,0.0083253380787355,0.0235421848834347,1.688596310598841,-0.8442981552994205,0.8884325113667036,39,3.1500000000000004,sersic_n_final,1.0,3.29,1.0,4.759018290356992,0.42025474120419326,0.7471279902231243,25,2.160704509629515,0.925624022667926,0.9944333637638767,6,best_contiguous,2.146875062594478,0.9315865812810825,0.9993465804968897,33,fraction_window,2.650171121584645,0.7546682490465442,0.989484371046528,42,fraction_window,1.4686588958660636,-0.27629018069176725,-0.2800512732508986,-0.07549885734927342
J1330-0148,2.016,4.101537893997885,0.7102466492669784,1.466,4.0,10.670000076293944,0.4677352234557798,1.7892131127149071,0.9999966581273918,0.0017882201169332,4.104551610964752,0.7109811567569432,J1330-0148,2.85,2.85,measured,0.0077416824833212,-0.7109811567569432,1.6888052991008708,-0.8444026495504354,0.8884124014000484,39,2.85,sersic_n_final,1.0,0.5131,1.0,4.75441923156825,0.4206612632559745,0.7469976027166564,25,2.1580829632282157,0.9267484309353223,0.994350381244546,6,best_contiguous,2.1503938759877803,0.9300621724851699,0.9993621758328842,33,fraction_window,2.65184524485636,0.7541918231764434,0.9896939613732162,41,fraction_window,1.4648342020814065,-0.2768193756747941,-0.2789121986259966,-0.07447160762471583
J1402+6321,15.239,14.891793159318208,-0.0230476647760489,7.704,4.0,11.789999961853027,6.165949477018448,1.789213112714907,0.9999966581273916,0.0017882201169331,14.887005285501743,-0.0233692273714365,J1402+6321,3.95,3.95,measured,0.0090629906527992,0.0233692273714365,1.6882347165751495,-0.8441173582875747,0.8884671394158118,39,3.95,sersic_n_final,1.0,2.6963999999999997,1.0,4.770571050416679,0.4192370219127777,0.7471830492298368,25,2.16608559185137,0.9233245479882375,0.9945767507156885,6,best_contiguous,2.1389832411333183,0.935023688610258,0.9993217584583727,33,fraction_window,2.665582438830417,0.7503050631131649,0.9899273020141504,41,fraction_window,1.4783415452834072,-0.27512585156882974,-0.282477306934692,-0.06772650559982951
J1403+0006,8.268,9.9528290133296,0.185464191886548,3.598,4.0,11.4399995803833,2.7542260421949853,1.7892131127149076,0.9999966581273918,0.0017882201169334,9.960127050236572,0.1861971857434552,J1403+0006,3.45,3.45,measured,0.0087105748452234,-0.1861971857434552,1.6884342949576072,-0.8442171474788036,0.8884480591497522,39,3.45,sersic_n_final,1.0,1.2592999999999999,1.0,4.7635149892108215,0.4198580259598056,0.7471845221986049,25,2.162954538804482,0.9246611355527837,0.9944975903507168,6,best_contiguous,2.14367871214062,0.9329756314102003,0.9993349725482892,33,fraction_window,2.6676762447309192,0.7497161636275448,0.9892993946634,42,fraction_window,1.4724176792545585,-0.27581588871375295,-0.28105323542667016,-0.06647727311628504
J1416+5136,27.02,12.529880184396902,-0.7684611259684826,4.355,4.0,11.640000343322754,4.365161773191001,1.7892131127149071,0.9999966581273916,0.0017882201169331,12.539130251952496,-0.7677231576311305,J1416+5136,4.25,4.25,measured,0.0091283829740272,0.7677231576311305,1.6881443128854567,-0.8440721564427284,0.8884757465563843,39,4.25,sersic_n_final,1.0,1.52425,1.0,4.774493478890969,0.41889260271113926,0.7471488478737114,25,2.167677630503251,0.9226464174636878,0.9946126758494449,6,best_contiguous,2.1364960358067004,0.9361121979544594,0.9993164080343194,33,fraction_window,2.6785339130473687,0.7466771244738879,0.9898175273764105,41,fraction_window,1.4816446438675657,-0.2747620670512836,-0.2832114809937738,-0.06096734571037121
J1420+6019,1.528,7.293691701944933,1.563050133397781,2.729,4.0,11.170000076293944,1.4791086480080775,1.7892131127149071,0.9999966581273918,0.0017882201169334,7.299000302797708,1.5637777032094689,J1420+6019,3.1500000000000004,3.1500000000000004,measured,0.0083253380787309,-1.5637777032094689,1.688596310598841,-0.8442981552994205,0.8884325113667036,39,3.1500000000000004,sersic_n_final,1.0,0.9551499999999999,1.0,4.759018290356989,0.4202547412041935,0.7471279902231243,25,2.1607045096295145,0.9256240226679262,0.9944333637638767,6,best_contiguous,2.1468750625944804,0.9315865812810816,0.9993465804968898,33,fraction_window,2.6501711215865402,0.7546682490460044,0.9894843710465808,42,fraction_window,1.468658895866061,-0.27629018069176725,-0.28005127325089774,-0.07549885734828932
J1430+4105,28.064,17.496440217354646,-0.4724901721033174,10.959,4.0,11.93000030517578,8.511386362914989,1.7892131127149076,0.999996658127392,0.0017882201169328,17.48928686873557,-0.4728991016477089,J1430+4105,5.2,5.2,measured,0.0090710645644678,0.4728991016477089,1.68794593209648,-0.84397296604824,0.888494519054797,39,5.2,sersic_n_final,1.0,3.83565,1.0,4.785371759530706,0.41794036085424985,0.746970654866549,25,2.1717202106246063,0.9209289438922623,0.9946917649071447,6,best_contiguous,2.1299241747188367,0.9390005633717042,0.9993070784990904,33,fraction_window,2.689583241147626,0.7436096304446833,0.9895463047677293,42,fraction_window,1.4908324914935722,-0.27380152478254205,-0.2850936441015923,-0.05524390807550361
J1432+6317,6.143,13.58146401874111,0.7933927011144337,6.718,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169327,13.577360541141855,0.7930905173714347,J1432+6317,3.65,3.65,measured,0.0088811327771843,-0.7930905173714347,1.6883456413316302,-0.8441728206658151,0.8884565462257694,39,3.65,sersic_n_final,1.0,2.3512999999999997,1.0,4.76641131520012,0.4196028978074103,0.7471949376841234,25,2.1642886842641955,0.9240911411408828,0.9945327371334325,6,best_contiguous,2.141711509034565,0.9338325874251638,0.9993289130936359,33,fraction_window,2.6512211910428314,0.7543693475131436,0.9900597275032725,41,fraction_window,1.474846038803383,-0.27552606539742275,-0.28165631225272136,-0.07514260912916715
J1436-0000,20.629,13.272295175448455,-0.4410190597052441,7.005,4.0,11.6899995803833,4.897783461428336,1.7892131127149071,0.9999966581273916,0.0017882201169333,13.267883189828042,-0.4413515356668096,J1436-0000,2.95,2.95,measured,0.0079411447588098,0.4413515356668096,1.6887293473859577,-0.8443646736929789,0.8884197158213187,39,2.95,sersic_n_final,1.0,2.4517499999999997,1.0,4.7559553608590575,0.42052539358543195,0.7470515327748368,25,2.159004316908608,0.9263529416484538,0.9943805680061586,6,best_contiguous,2.1491832476894106,0.9305860736399292,0.9993564522770104,33,fraction_window,2.6588583602319713,0.7522025354616899,0.9896162399912106,41,fraction_window,1.4661089343278064,-0.27663628449233624,-0.2793087394861713,-0.07087514295574637
J1443+0304,4.589,6.656,0.3718565681061432,1.664,4.0,11.119999885559082,1.3182563911826832,1.7892131127149076,0.9999966581273916,0.0017882201169332,6.656,0.3718565681061432,J1443+0304,4.15,4.15,measured,0.0091153906227638,-0.3718565681061432,1.688172500963182,-0.844086250481591,0.8884730657111632,39,4.15,sersic_n_final,1.0,0.5823999999999999,1.0,4.773212771721784,0.419004996351454,0.7471621538890438,25,2.167167355662716,0.9228636610707915,0.9946014678022802,6,best_contiguous,2.137300029318883,0.935760058281271,0.9993180206787016,33,fraction_window,2.6743611870449606,0.7478421425229788,0.9898518956898075,41,fraction_window,1.480565484328487,-0.27487958957936787,-0.28297557279097063,-0.06315227288635805
J1451-0239,5.221,9.39609856836934,0.5876056027739056,3.451,4.0,11.390000343322754,2.454710856206481,1.7892131127149076,0.999996658127392,0.001788220116933,9.402939590355771,0.5883334083382803,J1451-0239,3.35,3.35,measured,0.0085885603812816,-0.5883334083382803,1.6884840082946173,-0.8442420041473087,0.8884432931372853,39,3.35,sersic_n_final,1.0,1.2078499999999999,1.0,4.762034011041729,0.4199886005355274,0.7471719649221217,25,2.162240306297793,0.924966570170185,0.9944778855264176,6,best_contiguous,2.1447102511314164,0.9325268991207197,0.9993384716150822,33,fraction_window,2.6620606249346253,0.7512976906936956,0.9893568873192476,42,fraction_window,1.4711780467120033,-0.27596843176272845,-0.2807329923986801,-0.06938523886039416
J1525+3327,32.832,19.406563791146137,-0.525792300953186,12.13,4.0,12.020000457763672,10.47129651766654,1.7892131127149071,0.9999966581273916,0.0017882201169331,19.39869556889201,-0.5261978244565313,J1525+3327,4.55,4.55,measured,0.0091634329840212,0.5261978244565313,1.6880695658659959,-0.8440347829329979,0.8884828409748524,39,4.55,sersic_n_final,1.0,4.2455,1.0,4.778176131541271,0.4185697523366244,0.7471005117986685,25,2.1690998999791185,0.9220414421757401,0.994642429904724,6,best_contiguous,2.134223156267812,0.9371091275653983,0.9993124262869366,33,fraction_window,2.668184831329759,0.7495732591370922,0.9897104305930983,42,fraction_window,1.4847509916527946,-0.27443000301682297,-0.28387144559380406,-0.06648336253393028
J1531-0105,12.99,13.120414364120492,0.0099895349658485,5.433,4.0,11.68000030517578,4.786304286528679,1.7892131127149071,0.999996658127392,0.0017882201169334,13.12976819927659,0.0107022031943002,J1531-0105,3.85,3.85,measured,0.0090100335817804,-0.0107022031943002,1.6882691204028875,-0.8441345602014437,0.8884638573474815,39,3.85,sersic_n_final,1.0,1.9015499999999999,1.0,4.769210322132237,0.4193566366152274,0.7471900008853993,25,2.1655114082022755,0.9235693667669584,0.9945630933146171,6,best_contiguous,2.139864476897169,0.934638628564004,0.999323917217238,33,fraction_window,2.6609621989910655,0.7516078209447407,0.9899686774804144,41,fraction_window,1.4771971821657397,-0.2752549493350198,-0.2822139877625185,-0.07012152625462642
J1538+5817,6.28,8.278392513805192,0.2762788282244659,2.512,4.0,11.279999732971191,1.9054595463785964,1.7892131127149076,0.9999966581273918,0.0017882201169333,8.28466846407646,0.2770366531917232,J1538+5817,4.05,4.05,measured,0.0091004436738233,-0.2770366531917232,1.6882025763851611,-0.8441012881925806,0.8884702024188353,39,4.05,sersic_n_final,1.0,0.8792,1.0,4.771905275460236,0.419119803212587,0.747173653192798,25,2.1666371048248623,0.9230895176429039,0.994589516050448,6,best_contiguous,2.138128767430249,0.9353973579447874,0.9993197988423471,33,fraction_window,2.6700463298261825,0.7490506728885855,0.9898884332874593,41,fraction_window,1.4794644070577672,-0.2750007932562517,-0.2827310029434882,-0.0654043943602689
J1621+3931,19.146,13.426026491269225,-0.3548987178776008,5.817,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.999996658127392,0.001788220116933,13.435580218778714,-0.3541873882825062,J1621+3931,4.35,4.35,measured,0.0091467975678433,0.3541873882825062,1.6881178534608834,-0.8440589267304417,0.888478260391615,39,4.35,sersic_n_final,1.0,2.03595,1.0,4.775747471141619,0.41878261195454497,0.7471339934145234,25,2.1681691068151983,0.9224372737870893,0.9946232025885423,6,best_contiguous,2.1357158320722887,0.9364541714612831,0.9993149465369346,33,fraction_window,2.682571022943047,0.7455534197956859,0.9897851791210122,41,fraction_window,1.4827018751010677,-0.27464806260703156,-0.2834391621360002,-0.05884693839103905
J1627-0053,14.221,13.4260513833606,-0.0575227927279895,6.736,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.421917924817532,-0.0578307086473115,J1627-0053,3.65,3.65,measured,0.0088811327771943,0.0578307086473115,1.6883456413316305,-0.8441728206658152,0.8884565462257694,39,3.65,sersic_n_final,1.0,2.3575999999999997,1.0,4.766411315200115,0.4196028978074107,0.7471949376841238,25,2.1642886842641955,0.9240911411408828,0.9945327371334325,6,best_contiguous,2.1417115090345855,0.933832587425155,0.999328913093636,33,fraction_window,2.6512211910441605,0.7543693475127653,0.9900597275033051,41,fraction_window,1.4748460388033777,-0.27552606539742275,-0.28165631225271515,-0.07514260912847615
J1630+4520,26.86,16.141633907960248,-0.5092362999222382,6.414,4.0,11.859999656677246,7.244353873869618,1.789213112714908,0.999996658127392,0.0017882201169332,16.153235445836,-0.5085178242877517,J1630+4520,4.6,4.6,measured,0.0091646506801271,0.5085178242877517,1.6880583690924782,-0.8440291845462391,0.8884839016994932,39,4.6,sersic_n_final,1.0,2.2449,1.0,4.778766988100571,0.4185179995132898,0.7470914920711111,25,2.169322435181033,0.9219468565691098,0.9946468914657882,6,best_contiguous,2.1338634645138224,0.9372670900739557,0.9993118718704782,33,fraction_window,2.6699861075964115,0.7490675679209621,0.9896956163881501,42,fraction_window,1.485249799794822,-0.2743774577289786,-0.2839749800118829,-0.06554411535886029
J1636+4707,14.455,12.386456200042662,-0.1544367417202705,6.132,4.0,11.630000114440918,4.265796312095559,1.789213112714907,0.999996658127392,0.0017882201169335,12.38274359768,-0.1547365174434096,J1636+4707,3.1500000000000004,3.1500000000000004,measured,0.0083253380787222,0.1547365174434096,1.688596310598841,-0.8442981552994205,0.8884325113667036,39,3.1500000000000004,sersic_n_final,1.0,2.1462,1.0,4.759018290356994,0.4202547412041931,0.7471279902231238,25,2.1607045096295137,0.9256240226679264,0.9944333637638766,6,best_contiguous,2.1468750625944653,0.9315865812810881,0.9993465804968896,33,fraction_window,2.650171121588481,0.7546682490454518,0.9894843710466287,42,fraction_window,1.4686588958660654,-0.2762901806917677,-0.2800512732509022,-0.07549885734728168
J2238-0754,7.462,10.068080908748328,0.2995466386702574,4.41,4.0,11.449999809265137,2.818381693478142,1.7892131127149071,0.9999966581273918,0.0017882201169332,10.075245963448234,0.3002580459812298,J2238-0754,2.85,2.85,measured,0.0077416824833195,-0.3002580459812298,1.688805299100871,-0.8444026495504355,0.8884124014000484,39,2.85,sersic_n_final,1.0,1.5434999999999999,1.0,4.754419231568249,0.42066126325597464,0.7469976027166566,25,2.1580829632282157,0.9267484309353224,0.994350381244546,6,best_contiguous,2.1503938759878114,0.9300621724851564,0.9993621758328846,33,fraction_window,2.651845244857248,0.7541918231761908,0.9896939613732382,41,fraction_window,1.4648342020814056,-0.2768193756747941,-0.2789121986259877,-0.07447160762425398
J2300+0022,16.462,12.674988101556666,-0.2614240838068293,5.548,4.0,11.649999618530272,4.466831997992276,1.789213112714907,0.9999966581273916,0.0017882201169331,12.683990499772442,-0.2607140868676407,J2300+0022,4.05,4.05,measured,0.0091004436738294,0.2607140868676407,1.6882025763851614,-0.8441012881925807,0.8884702024188355,39,4.05,sersic_n_final,1.0,1.9418,1.0,4.77190527546024,0.4191198032125867,0.747173653192797,25,2.166637104824861,0.9230895176429046,0.9945895160504479,6,best_contiguous,2.1381287674302865,0.9353973579447711,0.9993197988423475,33,fraction_window,2.6700463298280117,0.7490506728880723,0.9898884332875056,41,fraction_window,1.4794644070577707,-0.27500079325625215,-0.28273100294347797,-0.06540439435930612
J2303+1422,11.687,13.581482000560516,0.1502301343415366,7.899,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169332,13.576389459052969,0.1498551018891731,J2303+1422,3.55,3.55,measured,0.0088128866711814,-0.1498551018891731,1.6883882949627884,-0.8441941474813942,0.8884524649318266,39,3.55,sersic_n_final,1.0,2.76465,1.0,4.764974689794979,0.4197294068074165,0.7471919433222558,25,2.16363655732232,0.9243696651507709,0.9945158251000461,6,best_contiguous,2.1426795194024484,0.9334107046292024,0.9993317965713916,33,fraction_window,2.646083487649411,0.7558340503370342,0.9901098338833159,41,fraction_window,1.4736409073002958,-0.27566851981844565,-0.2813607725086378,-0.07777514882722514
J2321-0939,3.814,11.96594941939619,1.1433865607536065,6.346,4.0,11.600000381469728,3.981075202376568,1.7892131127149076,0.999996658127392,0.0017882201169333,11.96196053716278,1.143053152421863,J2321-0939,4.25,4.25,measured,0.0091283829740377,-1.143053152421863,1.6881443128854567,-0.8440721564427284,0.8884757465563842,39,4.25,sersic_n_final,1.0,2.2211,1.0,4.774493478890969,0.41889260271113926,0.7471488478737109,25,2.1676776305032486,0.9226464174636887,0.9946126758494448,6,best_contiguous,2.1364960358067457,0.9361121979544397,0.9993164080343198,33,fraction_window,2.678533913047822,0.7466771244737614,0.9898175273764152,41,fraction_window,1.4816446438675657,-0.2747620670512845,-0.2832114809937618,-0.060967345710131404
J2341+0000,14.021,13.897876068759452,-0.0088201780862533,7.353,4.0,11.729999542236328,5.3703123031766005,1.789213112714907,0.999996658127392,0.0017882201169334,13.893233739739696,-0.0091542654325249,J2341+0000,3.75,3.75,measured,0.008957452370558,0.0091542654325249,1.688306011365568,-0.844153005682784,0.8884603344580723,39,3.75,sersic_n_final,1.0,2.5735499999999996,1.0,4.767823518569889,0.4194786137134331,0.7471941150378951,25,2.1649130069738196,0.9238246495620902,0.9945484554301687,6,best_contiguous,2.140773535331835,0.9342417434593266,0.999326294791541,33,fraction_window,2.656177856450378,0.7529616268515728,0.9900127503117435,41,fraction_window,1.4760317837415737,-0.27538828372281454,-0.2819405131171351,-0.07259250260851413
J2347-0005,33.608,15.5936405349847,-0.7679009607404739,6.281,4.0,11.829999923706056,6.760828566222668,1.7892131127149071,0.9999966581273918,0.0017882201169327,15.604854654732623,-0.7671820722067362,J2347-0005,4.45,4.45,measured,0.0091575699982224,0.7671820722067362,1.68809298040896,-0.84404649020448,0.8884806210539379,39,4.45,sersic_n_final,1.0,2.1983499999999996,1.0,4.776974931664734,0.4186750042883347,0.747117815792829,25,2.1686428652599496,0.922235759533539,0.9946331038886176,6,best_contiguous,2.1349584996569964,0.9367863592296156,0.999313623203046,33,fraction_window,2.6864786680297263,0.7444689674259753,0.9897547132605979,41,fraction_window,1.4837372674765632,-0.2745374227893578,-0.2836590231846232,-0.05678849392617824
