n,hilbert_dim,subsystem_size,d_A,topology,seed,eta_zz,hx,hz,hz_random,j_disorder,j,A_sites,n_edges_input,ground_energy,mean_hz_random,std_hz_random,mean_single_entropy,mean_MI,max_MI,K_gap_ratio,candidate_L,g2_plateau,C_modular,t_dip,g2_dip,t_ramp,g2_ramp,slope_ramp,log_t_dip,log_t_ramp,delta3_proxy,family,spearman_lambda_kappa,fit_ok,r2,A_fit,beta,B_fit,source_csv,source_run,log_C_modular,log_slope_ramp,rmt_distance,rmt_score,regime
9,512,4,16,grid,2,0.5,0.4,0.0,0.6,0.2,1.0,"3,4,5,6",12,-16.274092099239247,-0.0045017134613861,0.37526458736446,0.0584604972667389,0.0142332098083947,0.0809011278688105,0.5311846589463632,induced,0.0420393528490639,0.6726296455850228,26.744868035190617,1.1468414602725873e-07,30.967741935483872,0.0404833493585796,0.0095866548777651,3.2863426057848977,3.432946079976768,0.0046075599013251,pos,1.0,1,0.9914130739819248,41.228992087514605,0.431527961160923,-0.0954032708093524,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.39656040454704855,-4.647383264516679,0.0011846589463632151,0.9998903640714578,0.5_0.4_0.6
9,512,4,16,grid,3,0.5,0.4,0.0,0.6,0.2,1.0,"2,3,5,8",12,-16.007477535310088,0.1618977723061314,0.3777356967496346,0.0641451544631741,0.0156954968038551,0.1157856072002186,0.5447507203180735,induced,0.0619199718219241,0.9907195491507862,60.410557184750736,2.464965885835148e-05,62.639296187683286,0.0600204759987154,0.0269191799761727,4.101163877494172,4.137392815790631,0.0050969354000873,pos,1.0,1,0.9711327673689956,25.37334929615292,0.1107273430018641,-5.628613673078694,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.009323782533272292,-3.614916236178758,0.014750720318073451,0.983144932774858,0.5_0.4_0.6
9,512,4,16,er,2,0.5,0.4,0.0,0.6,0.2,1.0,"0,1,2,6",18,-22.65023138239927,-0.097401683690775,0.7629828739051298,0.0406096136895154,0.0107613381976833,0.0483757117304922,0.4948409792490325,induced,0.0652093169739303,1.0433490715828857,75.89442815249268,7.568090554776549e-06,77.53665689149561,0.0535139839361831,0.0325815853631415,4.329343271331333,4.350750816682119,0.0038884234680843,pos,1.0,1,0.9693703328869876,33.26983381985105,0.2621672347183081,-0.7543052683742806,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,0.04243580035441646,-3.424008016367772,0.03515902075096755,0.9079420306407568,0.5_0.4_0.6
9,512,4,16,er,3,0.5,0.4,0.0,0.6,0.2,1.0,"0,5,7,8",20,-23.69435089630282,0.1657511718644417,0.4967801281990787,0.0409540289586338,0.0112282737522905,0.0554242835315893,0.4900353584931188,induced,0.062392116838619,0.9982738694179052,103.81231671554252,2.8685935564461825e-06,104.51612903225806,0.0711742828598942,0.1011227177700884,4.642584621838359,4.649341404301238,0.0049093078183967,pos,1.0,1,0.9655393620937242,149.1632648547473,0.7977516748691958,0.4152138864965595,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.0017276220620612635,-2.291420472262716,0.03996464150688123,0.8826918614237084,0.5_0.4_0.6
9,512,4,16,chain,2,0.5,0.6,0.0,0.2,0.2,1.0,"1,3,5,7",8,-13.847540887950704,-0.0166908633277139,0.1169251035127263,0.0813876448418903,0.0194253600354656,0.1621232754015356,0.4701737242078257,induced,0.0603229680701209,0.9651674891219344,28.38709677419355,0.0001172381303031,32.72727272727273,0.0743956982935564,0.0171141587268036,3.345934702987141,3.488208758651816,0.0033742096997194,pos,1.0,1,0.9532695308683372,97.5381029240508,0.4278691763398849,0.2129157357688375,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.035453628846687894,-4.067849162353369,0.05982627579217431,0.7560682014057131,0.5_0.6_0.2
9,512,4,16,chain,3,0.5,0.6,0.0,0.2,0.2,1.0,"0,1,4,5",8,-13.105873857928142,-0.0304372749288179,0.1121511028154929,0.0946472829470842,0.0228644052684495,0.3250309118330722,0.4970686719677309,induced,0.0756370866635743,1.2101933866171897,6.803519061583578,3.4196172080556924e-06,10.205278592375366,0.1034899235934733,0.0304214636688848,1.9174399873769856,2.322905095485101,0.0026994473487855,pos,1.0,1,0.936335060766675,28.426083938844556,0.1760776505957977,1.6562874186512535,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,0.1907801704887807,-3.492606877960541,0.032931328032269114,0.9187654579736267,0.5_0.6_0.2
9,512,4,16,grid,0,0.5,0.6,0.0,0.2,0.2,1.0,"0,2,4,6",12,-17.819928711005275,0.0538066478323158,0.1377142408094708,0.0485299257844949,0.0118944256195776,0.0597632928796149,0.5822160382189355,induced,0.0645017165495351,1.0320274647925618,60.29325513196481,0.000114109816694,63.92961876832845,0.0701120462423213,0.0192494325170474,4.099220242285601,4.15778277149368,0.0036440740604291,pos,1.0,1,0.9606631425024698,556.0429589621577,0.8903983877344301,1.0292721562652043,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,0.03152527987633385,-3.9502736983167783,0.0522160382189355,0.8081488987407784,0.5_0.6_0.2
9,512,4,16,grid,2,0.5,0.6,0.0,0.2,0.2,1.0,"3,4,5,6",12,-17.886947744269893,-0.0015005711537953,0.1250881957881533,0.0507744724584174,0.0123734224176033,0.0670046955539806,0.5702046345222537,induced,0.051765755681571,0.8282520909051363,59.82404692082112,2.847346853968849e-05,61.46627565982405,0.0569515801614439,0.0346621060397864,4.091407702548808,4.118488661151478,0.0039676752196731,pos,1.0,1,0.9921392228929374,46.408881104461,0.4414265927433488,-0.0585867685488552,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.18843771331979306,-3.3621082337078185,0.040204634522253646,0.881366057325523,0.5_0.6_0.2
9,512,4,16,grid,3,0.5,0.6,0.0,0.2,0.2,1.0,"2,3,5,8",12,-17.540570333772536,0.0539659241020438,0.1259118989165448,0.0545355296937052,0.0133443544026211,0.1039602249804859,0.5387070036657345,induced,0.0555978941512355,0.8895663064197695,17.008797653958947,4.7545917957176925e-05,40.469208211143695,0.0560839035952685,0.0023885497459953,2.833730719251053,3.700541393861804,0.0043458236941155,pos,1.0,1,0.9739179071068912,27.322524074666216,0.1094257159774879,-6.095607248312771,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.11702123118087127,-6.037068898055644,0.008707003665734514,0.9940946995462897,0.5_0.6_0.2
9,512,4,16,er,2,0.5,0.6,0.0,0.2,0.2,1.0,"0,1,2,6",18,-23.77980323425732,-0.032467227896925,0.2543276246350432,0.0374589822321442,0.0099727246608927,0.0390679295874683,0.5545633879011657,induced,0.0458409153139114,0.7334546450225832,83.16715542521995,0.0001475423773736,83.87096774193549,0.0578856737962865,0.082036261724372,4.420852503362559,4.429279519524439,0.0038625297122257,pos,1.0,1,0.9672427278955718,35.12435468049477,0.264983835158052,-0.7481704229113849,papers/paper14_modular_spectral_action/results/sff_features_v3_N9_fixed/paper14_v3_sff_features.csv,sff_features_v3_N9_fixed,-0.3099895169542559,-2.5005939133157518,0.024563387901165634,0.9539562177150525,0.5_0.6_0.2
