ring_id,R_mean,n_cells,sigma_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.5737534207374327,0.77095227133926,3.08380908535704
1,5.0,4,0.18887560283756183,0.28889253187478064,1.1555701274991226
2,8.333333333333334,4,0.06217652402211629,0.053489357231894255,0.21395742892757702
