name,theta_E_obs_arcsec,theta_E_BuP_arcsec,log_residual_BuP,Re_arcsec,sersic_n,logMs,Mstar_rel,J_spectral_over_h0,density_pearson,density_rmse,theta_E_baryon_arcsec,log_residual_baryon,name_key,sersic_n_measured,sersic_n_final,n_source,delta_kOR,C_obs,sqrtM_proxy,sqrtM_shuffle,Phi_true_phi_mid_mean,Phi_true_phi_inner_minus_outer,Phi_true_force_mid_mean,Phi_true_force_inner_minus_outer,Phi_true_grad_rms,Phi_true_amp_used,Phi_shuffle_phi_mid_mean,Phi_shuffle_phi_inner_minus_outer,Phi_shuffle_force_mid_mean,Phi_shuffle_force_inner_minus_outer,Phi_shuffle_grad_rms,Phi_shuffle_amp_used
J1430+4105,28.064,17.496440217354646,-0.4724901721033174,10.959,4.0,11.93000030517578,8.511386362914989,1.7892131127149076,0.999996658127392,0.0017882201169328,17.48928686873557,-0.4728991016477089,J1430+4105,5.2,5.2,measured,0.0090710645644678,0.47289910164773014,2.91742803902941,2.2387206469639778,178246.4869281472,1163228.553094131,33797.216750099586,-79335.55562888803,38079.89305176928,2.91742803902941,232285.032369423,1515881.6691357708,44043.43513826763,-103387.51926804932,49624.47978619699,2.2387206469639778
J1432+6317,6.143,13.58146401874111,0.7933927011144337,6.718,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169327,13.577360541141855,0.7930905173714347,J1432+6317,3.65,3.65,measured,0.0088811327771843,-0.7930905173715238,2.264644407052447,1.14815347022194,161854.74511746888,1052775.3941585524,49797.98064276043,-117188.86634932771,56223.96344883107,2.264644407052447,319246.03474237956,2076518.4848047867,98222.6863409712,-231146.024667931,110897.44313840235,1.14815347022194
J1436-0000,20.629,13.272295175448455,-0.4410190597052441,7.005,4.0,11.6899995803833,4.897783461428336,1.7892131127149071,0.9999966581273916,0.0017882201169333,13.267883189828042,-0.4413515356668096,J1436-0000,2.95,2.95,measured,0.0079411447588098,0.44135153566683627,2.213093640456349,1.7782794100389228,135370.6596165923,878053.6783200968,39765.49471459514,-93774.77087992615,44974.15636481956,2.213093640456349,168470.68255311446,1092750.1049423132,49488.71531470421,-116704.01620525587,55970.967712854515,1.7782794100389228
J1443+0304,4.589,6.656,0.3718565681061432,1.664,4.0,11.119999885559082,1.3182563911826832,1.7892131127149076,0.9999966581273916,0.0017882201169332,6.656,0.3718565681061432,J1443+0304,4.15,4.15,measured,0.0091153906227638,-0.37185656810621087,1.14815347022194,1.216186107472075,362611.2368386599,2361796.8023712593,451400.1021944473,-1061183.9572127664,509218.6836119032,1.14815347022194,342327.0065297548,2229679.467370239,426149.0821002844,-1001822.0356887375,480733.3306931988,1.216186107472075
J1451-0239,5.221,9.39609856836934,0.5876056027739056,3.451,4.0,11.390000343322754,2.454710856206481,1.7892131127149076,0.999996658127392,0.001788220116933,9.402939590355771,0.5883334083382803,J1451-0239,3.35,3.35,measured,0.0085885603812816,-0.5883334083383654,1.5667516893900197,2.6302684539632835,215209.03347676055,1398366.478412083,128683.49630062965,-303064.01227172976,145381.92443093486,1.5667516893900197,128191.9026817026,832954.158992901,76651.90422653485,-180523.79914710968,86598.52790924204,2.6302684539632835
J1525+3327,32.832,19.406563791146137,-0.525792300953186,12.13,4.0,12.020000457763672,10.47129651766654,1.7892131127149071,0.9999966581273916,0.0017882201169331,19.39869556889201,-0.5261978244565313,J1525+3327,4.55,4.55,measured,0.0091634329840212,0.5261978244565526,3.2359382746997105,2.1134881116278548,140982.3088454575,919045.3861067111,24108.718400805214,-56639.770811337985,27182.22961417113,3.2359382746997105,215856.45466473914,1407140.231389167,36912.592234442876,-86720.52697096561,41618.4112783922,2.1134881116278548
J1531-0105,12.99,13.120414364120492,0.0099895349658485,5.433,4.0,11.68000030517578,4.786304286528679,1.7892131127149071,0.999996658127392,0.0017882201169334,13.12976819927659,0.0107022031943002,J1531-0105,3.85,3.85,measured,0.0090100335817804,-0.010702203194300867,2.187762392612296,1.949844428490238,176615.4116551053,1149464.6917935335,67255.28140953957,-158200.50144735086,75906.14682493932,2.187762392612296,198165.8367560557,1289721.154143058,75461.69958184977,-177503.95902962892,85168.13444698183,1.949844428490238
J1538+5817,6.28,8.278392513805192,0.2762788282244659,2.512,4.0,11.279999732971191,1.9054595463785964,1.7892131127149076,0.9999966581273918,0.0017882201169333,8.28466846407646,0.2770366531917232,J1538+5817,4.05,4.05,measured,0.0091004436738233,-0.2770366531917618,1.380383840233794,2.483132996240525,294370.0645710932,1916856.276158434,242649.0381899494,-570541.5792643686,273770.6361130692,1.380383840233794,163641.52871188155,1065588.2820029685,134889.59761531773,-317166.40883382346,152190.2218119191,2.483132996240525
J1614+4522,7.64,10.302708127808554,0.2990091825283558,7.761,4.0,11.470000267028809,2.951211041237279,1.7892131127149076,0.9999966581273918,0.0017882201169329,10.297792906348125,0.2985319881586115,J1614+4522,,4.0,default_4,0.0090800974320499,-0.2985319881586456,1.717908915291285,2.4266113739545707,233627.4858169183,1521125.290567432,62319.33266729177,-146545.66304762868,70317.7903647725,1.717908915291285,165395.55699475604,1076873.998150804,44118.699090142836,-103746.36144812805,49781.17225627605,2.4266113739545707
J1621+3931,19.146,13.426026491269225,-0.3548987178776008,5.817,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.999996658127392,0.001788220116933,13.435580218778714,-0.3541873882825062,J1621+3931,4.35,4.35,measured,0.0091467975678433,0.3541873882825284,2.2387206469639778,1.7988713891492383,194888.66514653174,1269938.5589302212,69450.33460508904,-163213.33952550893,78324.10915757522,2.2387206469639778,242541.67411680595,1580456.3282227928,86431.91445566603,-203121.28780348308,97475.45123829274,1.7988713891492383
J1627-0053,14.221,13.4260513833606,-0.0575227927279895,6.736,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.421917924817532,-0.0578307086473115,J1627-0053,3.65,3.65,measured,0.0088811327771943,0.05783070864731561,2.2387206469639778,3.273405942450678,163728.97801497672,1064966.2401710753,50240.015864085726,-118229.10143517752,56723.039352993605,2.2387206469639778,111976.1646995325,728342.8783491384,34359.7349690206,-80858.26648009411,38793.55062269263,3.273405942450678
J1630+4520,26.86,16.141633907960248,-0.5092362999222382,6.414,4.0,11.859999656677246,7.244353873869618,1.789213112714908,0.999996658127392,0.0017882201169332,16.153235445836,-0.5085178242877517,J1630+4520,4.6,4.6,measured,0.0091646506801271,0.5085178242877763,2.6915337400578165,2.91742803902941,171341.94370676484,1117062.5116930017,55420.66936413065,-130192.98122144223,62482.265946088264,2.6915337400578165,158075.06349737325,1030569.1860564991,51129.487830402286,-120112.23473545765,57644.310189940334,2.91742803902941
J1636+4707,14.455,12.386456200042662,-0.1544367417202705,6.132,4.0,11.630000114440918,4.265796312095559,1.789213112714907,0.999996658127392,0.0017882201169335,12.38274359768,-0.1547365174434096,J1636+4707,3.1500000000000004,3.1500000000000004,measured,0.0083253380787222,0.15473651744342098,2.06538042793466,1.717908915291285,154003.8517488116,999857.2399997063,51757.337964648104,-121968.41842904579,58502.89317325163,2.06538042793466,185153.32100723294,1202092.5868298046,62225.995679209154,-146638.2657435948,70335.93537148951,1.717908915291285
J1644+2625,7.438,9.83892259385558,0.2797442170721584,3.755,4.0,11.43000030517578,2.691536695250786,1.7892131127149071,0.9999966581273918,0.0017882201169333,9.84603584720837,0.2804669266154573,J1644+2625,,4.0,default_4,0.0090800974320547,-0.2804669266154903,1.6405903496152798,3.0199518530332417,244637.99921913515,1592813.646684881,134874.7078853236,-317161.6679634125,152185.38178349196,1.6405903496152798,132899.71534574148,865296.8095707368,73270.75246468736,-172298.2346465568,82674.78471913158,3.0199518530332417
J1719+2939,11.859,10.18468545245678,-0.152201907191992,4.451,4.0,11.460000038146973,2.8840317564502844,1.7892131127149071,0.999996658127392,0.0017882201169329,10.191886943941746,-0.1514950668417403,J1719+2939,,4.0,default_4,0.0090800974320544,0.15149506684175404,1.698243727045763,2.3173934286556954,236332.82678230788,1538739.4962366126,109921.58898816467,-258483.70729566432,124029.62165193676,1.698243727045763,173190.5916408251,1127626.6924403943,80553.28283071094,-189423.30957218827,90892.00114239044,2.3173934286556954
J2238-0754,7.462,10.068080908748328,0.2995466386702574,4.41,4.0,11.449999809265137,2.818381693478142,1.7892131127149071,0.9999966581273918,0.0017882201169332,10.075245963448234,0.3002580459812298,J2238-0754,2.85,2.85,measured,0.0077416824833195,-0.30025804598126443,1.678803649471296,2.2387206469639778,173139.3894380679,1122436.9117894485,80719.9762503177,-190428.0908935147,91322.63916579803,1.678803649471296,129836.22518826209,841708.9382687742,60531.44262090191,-142800.92230821872,68482.31812606788,2.2387206469639778
J2300+0022,16.462,12.674988101556666,-0.2614240838068293,5.548,4.0,11.649999618530272,4.466831997992276,1.789213112714907,0.9999966581273916,0.0017882201169331,12.683990499772442,-0.2607140868676407,J2300+0022,4.05,4.05,measured,0.0091004436738294,0.2607140868676591,2.1134881116278548,3.2359382746997105,192262.1077018141,1251957.5602901247,71756.59342811823,-168721.54300712087,80959.92620783758,2.1134881116278548,125572.13546869892,817690.9440878888,46866.378302008234,-110197.08831789231,52877.35033432345,3.2359382746997105
J2303+1422,11.687,13.581482000560516,0.1502301343415366,7.899,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169332,13.576389459052969,0.1498551018891731,J2303+1422,3.55,3.55,measured,0.0088128866711814,-0.14985510188918508,2.264644407052447,1.5310872599536518,157502.04179484176,1024132.1428023314,41192.260246829675,-96960.68305424791,46517.06026439038,2.264644407052447,232962.63192343016,1514802.7080469956,60927.82832347836,-143415.38473170967,68803.78607386093,1.5310872599536518
J2321-0939,3.814,11.96594941939619,1.1433865607536065,6.346,4.0,11.600000381469728,3.981075202376568,1.7892131127149076,0.999996658127392,0.0017882201169333,11.96196053716278,1.143053152421863,J2321-0939,4.25,4.25,measured,0.0091283829740377,-1.1430531524220418,1.99526319125487,1.6405903496152798,213666.84181764667,1391997.1330851167,69770.4170932794,-163992.7445446568,78695.8240835543,1.99526319125487,259858.64473965424,1692927.5755015907,84853.81201993654,-199445.69774321027,95708.76801536459,1.6405903496152798
J2341+0000,14.021,13.897876068759452,-0.0088201780862533,7.353,4.0,11.729999542236328,5.3703123031766005,1.789213112714907,0.999996658127392,0.0017882201169334,13.893233739739696,-0.0091542654325249,J2341+0000,3.75,3.75,measured,0.008957452370558,0.009154265432525854,2.3173934286556954,1.380383840233794,162445.3654610227,1056938.6613610722,45685.739806101665,-107486.99653990123,51571.35017997615,2.3173934286556954,272713.87170380703,1774392.4777796757,76697.38654975357,-180449.56167203627,86578.17070448953,1.380383840233794
J2347-0005,33.608,15.5936405349847,-0.7679009607404739,6.281,4.0,11.829999923706056,6.760828566222668,1.7892131127149071,0.9999966581273918,0.0017882201169327,15.604854654732623,-0.7671820722067362,J2347-0005,4.45,4.45,measured,0.0091575699982224,0.7671820722067704,2.6001593347759804,1.99526319125487,171630.2635402387,1118614.035784206,56662.67544447771,-133140.38694896604,63894.25237235574,2.6001593347759804,223662.73948344853,1457739.8794686564,73840.87723486364,-173504.03755064082,83264.82307165711,1.99526319125487
