mode,max,median,mean
logM,12.917284192171923,12.917284192171923,12.917284192171923
combined,12.57438028771699,10.631602479288652,8.075124078901263
sqrtM_true,12.254543573429856,12.254543573429856,12.254543573429856
Phi_true,10.489524181492053,6.761927180659246,8.238380407396011
Phi_shuffle,2.5269122474147774,2.513076462312567,0.12450502373769794
sqrtM_shuffle,-2.5907930633680687,-2.5907930633680687,-2.5907930633680687
