mi_file,N,k,lambda,d_s_heat,alpha_pred,R2_threshold,n,median,mean,std,iqr,cv,delta,q05,q25,q75,q95
MI_N800_d3_lam0p3_k12_seed0.csv,800,12,0.3,2.9640329244211854,0.9640329244211854,0.7,300,1.1933955791954731,1.2175586200728867,0.3830394041113937,0.4827441389964189,0.31459627306334476,0.22936265477428774,0.6580834744239209,0.9682107722354227,1.4509549112318416,1.8752068981832268
MI_N800_d3_lam0p3_k12_seed0.csv,800,12,0.3,2.9640329244211854,0.9640329244211854,0.85,202,1.1546576931467198,1.1573555684424637,0.34248862152689113,0.45053035665334407,0.2959234230734351,0.19062476872553447,0.6317388655590197,0.9255991872615534,1.3761295439148975,1.7601307966802469
