N,A_size,state_kind,Jxy,Jz,eta_micro,energy_baseline,energy_perturbed,S_A_baseline,S_A_perturbed,fit_rel_err_baseline,fit_r2_baseline,fit_rel_err_perturbed,fit_r2_perturbed,xxz_regime_baseline,xxz_regime_perturbed,mean_abs_xx_baseline,mean_abs_yy_baseline,mean_abs_zz_baseline,mean_abs_cross_baseline,eta_eff_baseline,amplification_baseline,delta_near,delta_far,locality_score,compact_locality,xi_upper_bound
8,5,random,1.0,1.0,1.0,0.12126331670411086,0.09465564257477344,1.9845265281106554,1.9206292099810474,0.43629169010182095,0.8096495611480967,0.4275509700538764,0.8172001680059893,generic_anisotropic,generic_anisotropic,0.2663127109882314,0.26223640859944647,0.2912890722784988,0.2713511278030444,1.102221388641169,1.102221388641169,0.35782026777484166,0.42729718267095684,-0.06947691489611518,False,nan
8,6,random,1.0,1.0,1.0,0.12126331670411086,0.09465564257477344,1.3598493036064543,1.3398960576378984,0.23272728315530922,0.9458380116751486,0.23191474170999637,0.9462155525775857,generic_anisotropic,generic_anisotropic,0.07864090620108881,0.09945161959178392,0.07749345478144501,0.07877186337953823,0.8702606067991013,0.8702606067991013,0.09675151284937396,0.12439231717113952,-0.027640804321765564,False,nan
8,3,ground,1.0,1.1,1.1,-15.098273500764398,-15.110238621338247,1.0234183765760076,1.0152875027025121,2.0493827620657562e-15,1.0,0.0034244774152308445,0.9999882729544326,xxz_like,xxz_like,0.4817232885977963,0.4817232885977963,0.5432173295482736,3.595079563762508e-16,1.1276542828757037,1.0251402571597306,0.004138998046448719,0.004941133076031966,-0.0008021350295832471,False,nan
8,4,ground,1.0,1.1,1.1,-15.098273500764398,-15.110238621338247,1.050905745623207,1.0453636671408344,0.002561926207209683,0.9999934365341088,0.0038627888298348903,0.9999850788624561,xxz_like,xxz_like,0.5045311765692567,0.5045311765690854,0.5628822051361018,2.6545124123502874e-15,1.115653960105537,1.0142308728232154,0.006983428376757345,0.002275655597953528,0.004707772778803817,False,nan
8,5,ground,1.0,1.1,1.1,-15.098273500764398,-15.110238621338247,1.0234183772385903,1.01796851530726,0.1148922267203106,0.9867997762392487,0.11578256690646434,0.9865943972005501,heisenberg_like,heisenberg_like,1.2377537493719801,1.2377537493719788,1.3071060439136992,1.993341834187016e-15,1.0560307691064625,0.9600279719149659,0.013220822517830579,0.005515887188245452,0.007704935329585127,False,nan
8,6,ground,1.0,1.1,1.1,-15.098273500764398,-15.110238621338247,0.9277480921164012,0.9237868475776474,0.18117693234984314,0.9671749191843003,0.18114234961235284,0.9671874491769161,heisenberg_like,heisenberg_like,0.47291118292030637,0.4729111829203067,0.5153204590706,4.3186850671356655e-16,1.089677042290286,0.9906154929911689,0.0035821523989303995,0.002020512345011385,0.0015616400539190146,False,nan
8,3,thermal,1.0,1.1,1.1,-15.0111705431707,-15.02406049299687,1.0386112825334692,1.0309156872611607,1.3314385062004921e-15,1.0,0.003339278547761529,0.9999888492187805,xxz_like,xxz_like,0.46025666521921854,0.4602566652192184,0.5282208613594354,2.890517802845059e-16,1.1476658596738534,1.043332599703503,0.004282877750209713,0.004829003952731181,-0.0005461262025214684,False,nan
8,4,thermal,1.0,1.1,1.1,-15.0111705431707,-15.02406049299687,1.081783325529724,1.07643221562829,0.008871576252186313,0.9999212951348017,0.009160402859806988,0.999916087019446,xxz_like,xxz_like,0.4517816657842543,0.4517816657842533,0.5092795897912703,2.9276349862901916e-15,1.1272692726633895,1.0247902478758086,0.0069913325451093555,0.0008730512589565113,0.006118281286152844,False,nan
8,5,thermal,1.0,1.1,1.1,-15.0111705431707,-15.02406049299687,1.077942991731789,1.0723506078443161,0.030021918057385463,0.9990986844361557,0.030039249220897884,0.9990976435062447,heisenberg_like,heisenberg_like,0.4896220019065788,0.48962200190673083,0.5434372392549144,8.649206929371248e-14,1.1099118036744584,1.009010730613144,0.0073869492455504076,0.00040656438181296356,0.006980384863737444,False,nan
8,6,thermal,1.0,1.1,1.1,-15.0111705431707,-15.02406049299687,1.0194564974541402,1.0148672552050653,0.05774628641387234,0.996665366405407,0.057615091596420726,0.996680501220336,heisenberg_like,heisenberg_like,0.5133813441182855,0.5133813439811642,0.5696104381654354,6.829848009044464e-11,1.1095269525615337,1.0086608659650305,0.007178998702553657,0.000187434292038336,0.006991564410515322,False,nan
8,3,random,1.0,1.1,1.1,0.27084429152307055,-0.23940466720409093,1.9410695311463515,1.9631916845730557,0.17434769156363306,0.9696028824464322,0.12118649759764472,0.985313832800016,generic_anisotropic,generic_anisotropic,0.07625515271286112,0.09739445867488189,0.05920744236530562,0.06746442472000952,0.6819185127123728,0.6199259206476115,0.07759855084954081,0.11328415453188281,-0.035685603682342,False,nan
8,4,random,1.0,1.1,1.1,0.27084429152307055,-0.23940466720409093,2.2613866053894736,2.2749106427996173,0.39993923213904015,0.840048610596035,0.41492893905479394,0.827833975534863,generic_anisotropic,generic_anisotropic,0.1126361854528931,0.115903442273586,0.09672389799348935,0.1286030800346878,0.8464518731889289,0.7695017028990262,0.16196721578986129,0.12347599677367253,0.03849121901618875,False,nan
8,5,random,1.0,1.1,1.1,0.27084429152307055,-0.23940466720409093,1.9770017213056361,1.9592757748301532,0.43688128634148643,0.8091347416446082,0.4313885930689816,0.8139038817699646,generic_anisotropic,generic_anisotropic,0.2721190717238202,0.3415457044212354,0.26298265728609566,0.275546139910832,0.8570889759653825,0.7791717963321658,0.4194421190991247,0.37563930310160176,0.04380281599752295,False,nan
8,6,random,1.0,1.1,1.1,0.27084429152307055,-0.23940466720409093,1.3590685124296578,1.355414153910263,0.23306050999602745,0.9456827986803916,0.23234151337805906,0.9460174211611933,generic_anisotropic,generic_anisotropic,0.0669554642244203,0.07235972921483454,0.07001123999123687,0.085501331666926,1.0050768801719197,0.913706254701745,0.1216372808412116,0.1273124687523491,-0.005675187911137511,False,nan
8,3,ground,1.0,1.25,1.25,-15.865611697125235,-15.878913916068864,1.02202668184966,1.0114309845146425,1.6503600743715045e-15,1.0,0.004079326662973886,0.9999833590939767,xxz_like,xxz_like,0.4527709960833271,0.4527709960833272,0.602754608073153,2.3001290303499066e-16,1.3312571107408635,1.0650056885926908,0.004000081871652909,0.0059445760728933,-0.0019444942012403913,False,nan
8,4,ground,1.0,1.25,1.25,-15.865611697125235,-15.878913916068864,1.0493829632170666,1.0413709767934523,0.0025645719194356616,0.99999342297087,0.003578485484657054,0.9999871944416361,xxz_like,xxz_like,0.47758595845342794,0.4775859584536808,0.6185364443001401,5.8336823026571156e-15,1.2951311347238725,1.036104907779098,0.006933036186090495,0.002174394009872702,0.0047586421762177925,False,nan
