center,alpha,R2_free,R2_newton,n_pairs
595,0.9840651229318892,0.8999798944411546,0.899974529686733,185
590,1.473249414302581,0.8521692785704938,0.8474117632774498,185
579,1.3472215925661402,0.922395053092907,0.9189440367252172,189
3,1.3535125701191626,0.8901108156303341,0.8869848604337827,221
312,1.409234443946204,0.9374491439029137,0.932338271913236,218
732,1.6073472119136814,0.8813020875130565,0.8691796101922524,190
15,1.3858588870631192,0.8417143367071798,0.8378106456757048,189
232,0.7254965904533507,0.8791896910907852,0.877417346393683,203
156,1.7033582704110235,0.8102639354360195,0.7967568234962423,190
287,0.7480897153789566,0.8115184287229845,0.8102425937360215,215
1,1.0630880879124964,0.9227574163461189,0.9226320666007521,215
114,1.5650268519596227,0.8708060607862937,0.8616738478639765,205
626,1.5312009769941433,0.8016450950006573,0.7948113092735203,228
38,0.7785403889104779,0.8983625063315087,0.8969156918493736,196
196,1.4256459993052046,0.8430753610294242,0.8395053843334774,192
553,1.070336438299231,0.8728098125130053,0.8726807653388778,208
206,1.1987373990577286,0.9091111498229664,0.9081858356420498,202
597,1.7972282581645986,0.8355437575174188,0.8205545621496383,194
5,1.1781176456397398,0.8327037400802126,0.8319680328671339,226
305,1.1230333207434917,0.8620857420300161,0.8617588454801651,216
502,1.5580086054377442,0.8807250576965437,0.8713431639867856,218
798,1.0345583623451757,0.8862534693681337,0.8862266174472102,207
375,1.4124694949278065,0.8797619114427486,0.8761887059621419,205
96,0.7748354181809474,0.9049562276733079,0.9035891731924205,183
756,0.46993504135658376,0.9221585446969109,0.9144606550350528,222
548,1.1954227604555157,0.8967485306111664,0.8958813746191971,174
518,1.173370121527687,0.8538531421532338,0.8530839294447511,164
324,0.8480562005369529,0.8882839210396295,0.8876310518279308,185
278,1.3412989423966075,0.9110308340100106,0.9075711689924527,230
430,1.9449301672232562,0.7917631251588888,0.7698267353766063,200
115,1.104202910663955,0.8929792685719532,0.8927025199091778,213
528,0.9718109669116262,0.9240410510255533,0.9240191051020783,209
374,0.7738697614482901,0.8118363145875744,0.8106610264017258,194
700,1.385670151350776,0.9144338905482889,0.9111289523303073,207
519,1.1046159806999416,0.9182120550411313,0.9179338860666116,208
22,1.272079783721257,0.8591979847883674,0.8570943912381169,212
301,1.1831673604613997,0.7444808977299799,0.7436896096846692,212
350,0.7987943429145131,0.8970133505263863,0.895823546256888,217
351,1.1572367850466405,0.9002099272943499,0.8995564743250759,212
366,1.3494376259459346,0.8744460263849712,0.870510275957415,217
692,1.4994955357905513,0.8314373678637311,0.8252621113373917,232
656,1.089239368955066,0.9031761931047103,0.9029469638158419,206
86,1.584972686489101,0.8792730641415831,0.8692003936650424,209
26,1.0978093892686376,0.8996113739167001,0.8993618845607882,178
466,0.9876834926130128,0.8821422934223799,0.8821373057596441,191
439,2.254862884931618,0.7755306035453989,0.7517053857047022,171
19,1.720599202291409,0.8136841438102302,0.8005947108536843,225
378,0.9605375191846492,0.8910555795449584,0.8910166284054261,203
604,1.1673413250917715,0.8994017423201509,0.8986940493810808,199
535,2.0078087060880634,0.8255101150072577,0.8066054325986445,166
249,1.0056951978715485,0.9153081838353434,0.9153073467403837,243
491,1.9911514995396187,0.7597907029225217,0.7351803997570145,184
496,1.1670473821216014,0.8498757280026846,0.849143294643299,204
399,0.943406640531119,0.8834513071131471,0.8833707269830477,216
418,1.6857343239785907,0.8583614034883644,0.846749263957998,190
177,0.8277870708247864,0.9010857868902863,0.9003020958179807,208
484,1.0257611474087498,0.8044684552966141,0.8044538207173708,178
169,1.5005670138285272,0.893044476313432,0.88584243332488,184
186,1.4692050131790013,0.9213733078345305,0.916320886333896,197
679,1.1022038428828944,0.895807325736444,0.8955391731194016,233
403,1.4452037800001052,0.8329219417268301,0.8283099754045048,209
793,1.4065494906764144,0.7797916234869053,0.7763160873651086,211
725,1.1349903197183115,0.8370901267520544,0.836616175789031,176
119,0.9608630845164967,0.8826969905244388,0.8826643959058352,205
201,1.486323487830002,0.8778791734181779,0.8717714049675601,179
363,1.1645959763342013,0.8528105786586688,0.8522673702434619,188
501,1.4496548792383417,0.9061498376056517,0.899725631783943,229
490,1.1309513030056606,0.8514206544345035,0.8508774348109356,192
371,1.7636960754029793,0.8647217704389258,0.8494172898844841,231
525,1.1128189445355217,0.929444440439612,0.929028391816067,176
521,1.2054551951138703,0.8512617360869154,0.8501513364751311,202
49,1.082241128731782,0.9030670862776364,0.9028891377683584,208
684,0.9055304626747135,0.7955276330344507,0.7953813386656357,196
36,1.1142916402129215,0.8183467186778913,0.8179720043702499,205
702,0.7673246008820009,0.8893492425385531,0.8881593634356759,193
270,1.0005504091156063,0.890886596574311,0.8908865883542502,211
498,0.7688913115605858,0.8319977039893925,0.8308161006045053,204
609,0.751424419028615,0.8597851334849842,0.8585841716080813,194
179,1.1502331818221654,0.8934757633601599,0.8930082934770538,197
770,1.1398148950029787,0.9084944035306247,0.9080076239931225,209
461,1.3709161890811927,0.8526923961617087,0.8496521620361508,199
716,0.5733133639467488,0.8713980138896935,0.8672511088706691,201
176,0.9633417509005624,0.8953214701469064,0.8952857169860522,186
673,1.2445358088114393,0.8217381147649012,0.8201822280469553,200
261,2.0284937285533804,0.8100198881305556,0.7897074264432085,184
662,1.072800049281112,0.8844257393690079,0.8842757946354471,192
589,1.5559873234050756,0.8881314298826117,0.8801333974912721,182
605,0.8410418465237927,0.8786117543141545,0.8780398805415177,184
282,1.7358187058075476,0.7908302771339095,0.7787428055655727,226
180,1.9679518817569746,0.8907637424298627,0.8705906463807805,204
266,1.0543595552146803,0.8303245145639078,0.8302492540019997,193
289,0.2494554246944727,0.8672461545832917,0.8529933427942255,182
777,0.5695787849528249,0.8577670199573835,0.8522759764985578,169
40,1.4310645791722068,0.8713321269138758,0.8664186098613949,207
53,0.6277637531483055,0.9030844891919474,0.89981014193456,218
437,1.943738865961837,0.8072666414679702,0.7904994460311152,213
624,1.7151173737615568,0.8042467850050647,0.7907131957382999,204
60,1.5768478840426272,0.8811536222739436,0.8721522087534047,220
697,1.6366959270295043,0.8100866558038669,0.7992488857618161,250
153,0.9894979353803849,0.8828908040413337,0.8828879423474048,200
236,2.063365663294115,0.8400098473570883,0.814305731432914,195
291,1.0940466135986873,0.8674794939219739,0.8672882261370563,207
255,1.2796071100677537,0.8810172360646534,0.8788149556199916,177
44,1.0759986339589935,0.8335290322471007,0.8333977147997336,201
238,1.0334945029455922,0.8676741710552697,0.8676431534432877,195
704,1.6135192293197098,0.7942326568573564,0.7849338598568836,210
485,1.029004641934763,0.851899568138152,0.8518755831091818,176
331,1.0069496356769452,0.9262178241434712,0.9262166158995584,227
782,1.4836331422751632,0.9094221644159688,0.9036006240602523,202
377,1.240828654549195,0.93152699424227,0.9295433454194809,215
509,0.7678273706010081,0.8504249389261953,0.8490241524894113,240
536,1.14346383601624,0.8910640432854721,0.8904868335963956,193
62,0.9594864596314984,0.8709142294836142,0.8708656207789318,173
402,1.2084925953833858,0.9033653942638826,0.9020973846210145,228
415,0.8457283552301286,0.8486877968213669,0.8481415516963241,184
591,0.7841471518468035,0.8511019348264759,0.8501082400677166,219
344,0.8808906333923625,0.9014385125636019,0.9010356125233644,222
387,1.8816487689325199,0.8723750714494735,0.8522887747884071,207
436,0.6727052845295334,0.8743482474039054,0.8715932525599444,248
733,1.743995576433441,0.7995648538856985,0.7876963906660517,217
562,1.0003708300558116,0.9060463637735646,0.9060463597756284,212
421,1.1548148900562922,0.8926136089110102,0.8918460208860599,214
645,1.3532621077338458,0.9109861668640395,0.9078664706304787,223
451,0.9665750459134296,0.8501236743305923,0.8500947483585551,193
70,1.3236478824010935,0.9136014795698704,0.9107141670744598,229
761,0.9544601947373277,0.8894113520367805,0.8893631904518113,228
243,1.3981043106356301,0.7625736489754977,0.759793827508167,155
464,0.9390044913227638,0.8816613641112361,0.8815513351949273,207
532,1.1897781386096369,0.865913397186062,0.8651064285643293,208
55,0.9700952158021007,0.9151018357394314,0.9150732948074661,198
567,1.7343696283954453,0.8284837635515284,0.8167859385641955,228
429,1.4390840066690382,0.8801513368121346,0.8749851792739746,209
754,1.2635130284533524,0.8575393075952362,0.8556736115968837,219
576,1.1001550333260273,0.8821632709830942,0.881863162439526,214
223,1.3531452919450764,0.8942293784198736,0.8916404712900031,178
707,0.903197323305276,0.8709324353528543,0.8707136598964957,194
607,1.8713419347302223,0.8501887730958855,0.828087146137113,241
268,1.9292993862603542,0.8821110131450715,0.8612669004925334,198
755,0.971269082487947,0.8854583490315261,0.8854374934973887,203
540,2.117227526401912,0.9012396567669276,0.8716243648417956,253
