mi_file,N,k,lambda,d_s_heat,alpha_pred,R2_threshold,n,median,mean,std,iqr,cv,delta,q05,q25,q75,q95
MI_N800_d3_lam0p3_k12_seed0.csv,800,12,0.3,2.9640329244211854,0.9640329244211854,0.7,150,1.1671943536066864,1.2343252932021143,0.37193126690934414,0.48803166768843576,0.3013235400403814,0.20316142918550106,0.7356634966698734,0.9748745059166919,1.4629061736051276,1.9443940816556176
MI_N800_d3_lam0p3_k12_seed0.csv,800,12,0.3,2.9640329244211854,0.9640329244211854,0.85,109,1.1046159806999416,1.1499973095994687,0.3285379476405392,0.3923990232173491,0.2856858402170346,0.14058305627875622,0.6457403657007966,0.9608630845164967,1.3532621077338458,1.7325113748332235
