candidate_L,family,n_runs,mean_r2,median_r2,mean_spearman,mean_beta,std_beta,mean_C,std_C,mean_gap_ratio,max_gap_ratio
induced,neg,15,-3.7007434154171886e-16,0.0,1.0,2.135264056784569e-15,7.193594635054317e-15,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
induced,pos,15,0.9731064229197862,0.9741868661868266,1.0,0.43418376803220343,0.2542827918431141,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
input_induced,neg,15,-4.4408920985006264e-17,0.0,0.9592806134577414,0.15512601478865695,0.22709096806140394,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
input_induced,pos,15,0.559436745428585,0.8295228810009758,0.9592806134577414,0.6430076151874637,0.28774601178782816,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
mi_normalized,neg,15,-2.5905203907920318e-15,-6.661338147750939e-16,1.0,2.7260562571919384e-14,4.326435555154325e-14,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
mi_normalized,pos,15,0.9542417540563207,0.9613273045636801,1.0,0.8555121639739641,0.3841436363883639,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
schur,neg,15,-1.4802973661668754e-17,0.0,1.0,1.50836788293444e-17,2.7750762022147484e-17,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
schur,pos,15,0.9627854407501089,0.9702265493903036,1.0,0.8689023826115141,0.45825290577323813,1.00479726475999,0.12969107037174302,0.48926007982936726,0.595430820912223
