0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.2784661073198389,0.25973348543511976,0.2784661073198381,0.12437698035423306,0.11034824615947009,0.10409051900339705,0.11034824615947014,0.026256884021022775,0.024194357675285605,0.02310760493592784,0.024194357675286604,0.00379903658038655,0.003560024834804887,0.003425466074234551,0.003560024834804998
0.2784661073198389,0.0,0.2784661073198398,0.25973348543511965,0.11034824615947125,0.12437698035423378,0.11034824615947081,0.10409051900339761,0.024194357675286604,0.02625688402102322,0.02419435767528666,0.023107604935929338,0.003560024834805886,0.00379903658038655,0.003560024834805553,0.0034254660742364385
0.25973348543511976,0.2784661073198398,0.0,0.27846610731983834,0.10409051900339861,0.11034824615947064,0.12437698035423406,0.11034824615947031,0.023107604935928505,0.02419435767528555,0.026256884021024274,0.024194357675286993,0.003425466074237049,0.003560024834806552,0.0037990365803873827,0.0035600248348057195
0.2784661073198381,0.25973348543511965,0.27846610731983834,0.0,0.11034824615947075,0.10409051900339755,0.11034824615947114,0.12437698035423239,0.02419435767528666,0.023107604935928283,0.024194357675286604,0.02625688402102333,0.0035600248348063857,0.0034254660742367715,0.0035600248348057195,0.0037990365803866055
0.12437698035423306,0.11034824615947125,0.10409051900339861,0.11034824615947075,0.0,0.05723798159631793,0.052325085782271186,0.05723798159631632,0.024926901386108258,0.015823593953433163,0.014492581174798957,0.015823593953432025,0.0038097553391469585,0.002685244671719933,0.0024793245450093204,0.0026852446717207934
0.11034824615947009,0.12437698035423378,0.11034824615947064,0.10409051900339755,0.05723798159631793,0.0,0.057237981596318155,0.05232508578226924,0.015823593953432885,0.02492690138610737,0.01582359395343244,0.014492581174799235,0.0026852446717210154,0.0038097553391452377,0.002685244671719461,0.0024793245450088763
0.10409051900339705,0.11034824615947081,0.12437698035423406,0.11034824615947114,0.052325085782271186,0.057237981596318155,0.0,0.057237981596317766,0.014492581174799124,0.015823593953432386,0.02492690138610823,0.015823593953433024,0.002479324545010597,0.0026852446717200162,0.0038097553391454597,0.0026852446717200162
0.11034824615947014,0.10409051900339761,0.11034824615947031,0.12437698035423239,0.05723798159631632,0.05232508578226924,0.057237981596317766,0.0,0.01582359395343208,0.01449258117479807,0.01582359395343161,0.024926901386107536,0.0026852446717212375,0.0024793245450095702,0.0026852446717196,0.0038097553391455707
0.026256884021022775,0.024194357675286604,0.023107604935928505,0.02419435767528666,0.024926901386108258,0.015823593953432885,0.014492581174799124,0.01582359395343208,0.0,0.006354858032953256,0.005732793092955796,0.006354858032955157,0.00386808217327915,0.0014750222854102296,0.0013295606203940769,0.001475022285410084
0.024194357675285605,0.02625688402102322,0.02419435767528555,0.023107604935928283,0.015823593953433163,0.02492690138610737,0.015823593953432386,0.01449258117479807,0.006354858032953256,0.0,0.0063548580329537835,0.00573279309295438,0.0014750222854101325,0.003868082173278206,0.0014750222854091125,0.0013295606203941046
0.02310760493592784,0.02419435767528666,0.026256884021024274,0.024194357675286604,0.014492581174798957,0.01582359395343244,0.02492690138610823,0.01582359395343161,0.005732793092955796,0.0063548580329537835,0.0,0.006354858032955088,0.0013295606203964014,0.0014750222854097647,0.0038680821732778523,0.0014750222854090084
0.024194357675286604,0.023107604935929338,0.024194357675286993,0.02625688402102333,0.015823593953432025,0.014492581174799235,0.015823593953433024,0.024926901386107536,0.006354858032955157,0.00573279309295438,0.006354858032955088,0.0,0.0014750222854107709,0.0013295606203947707,0.0014750222854086475,0.003868082173278359
0.00379903658038655,0.003560024834805886,0.003425466074237049,0.0035600248348063857,0.0038097553391469585,0.0026852446717210154,0.002479324545010597,0.0026852446717212375,0.00386808217327915,0.0014750222854101325,0.0013295606203964014,0.0014750222854107709,0.0,0.0005270926919483075,0.0004679440406983766,0.0005270926919487932
0.003560024834804887,0.00379903658038655,0.003560024834806552,0.0034254660742367715,0.002685244671719933,0.0038097553391452377,0.0026852446717200162,0.0024793245450095702,0.0014750222854102296,0.003868082173278206,0.0014750222854097647,0.0013295606203947707,0.0005270926919483075,0.0,0.0005270926919465364,0.00046794404069917285
0.003425466074234551,0.003560024834805553,0.0037990365803873827,0.0035600248348057195,0.0024793245450093204,0.002685244671719461,0.0038097553391454597,0.0026852446717196,0.0013295606203940769,0.0014750222854091125,0.0038680821732778523,0.0014750222854086475,0.0004679440406983766,0.0005270926919465364,0.0,0.0005270926919471782
0.003560024834804998,0.0034254660742364385,0.0035600248348057195,0.0037990365803866055,0.0026852446717207934,0.0024793245450088763,0.0026852446717200162,0.0038097553391455707,0.001475022285410084,0.0013295606203941046,0.0014750222854090084,0.003868082173278359,0.0005270926919487932,0.00046794404069917285,0.0005270926919471782,0.0
