geometry,laplacian,N_actual,target_dim,t,Z,ds
interval,unnormalized_rescaled,64,1,0.0006072929115942474,19.380516918996406,2.0217408116679323
interval,unnormalized_rescaled,64,1,0.0006451622279176172,18.211400375147335,2.090933113485171
interval,unnormalized_rescaled,64,1,0.0006853929831634911,17.077922407022687,2.1560675142416557
interval,unnormalized_rescaled,64,1,0.0007281324309484144,15.984604468244424,2.215831353430019
interval,unnormalized_rescaled,64,1,0.0007735370072681076,14.935630086418803,2.2687788259492123
interval,unnormalized_rescaled,64,1,0.0008217729030884109,13.934758255611886,2.3133560950169496
interval,unnormalized_rescaled,64,1,0.0008730166726416126,12.985241059862041,2.3479432028594687
interval,unnormalized_rescaled,64,1,0.0009274558796546691,12.08974882492737,2.370916029959794
interval,unnormalized_rescaled,64,1,0.0009852897838746448,11.25030620160027,2.380730357866341
interval,unnormalized_rescaled,64,1,0.001046730070404225,10.468242512657037,2.3760277625405095
interval,unnormalized_rescaled,64,1,0.0011120016245168216,9.744159416879072,2.355759432117125
interval,unnormalized_rescaled,64,1,0.0011813433547872782,9.077918438476901,2.3193191871300414
interval,unnormalized_rescaled,64,1,0.001255009067551007,8.468650175195787,2.266671588186341
interval,unnormalized_rescaled,64,1,0.0013332683958922876,7.914786049828786,2.198456247033107
interval,unnormalized_rescaled,64,1,0.001416407786562026,7.414112347249149,2.1160470143007615
interval,unnormalized_rescaled,64,1,0.0015047315484373153,6.963845045855033,2.02154638872835
interval,unnormalized_rescaled,64,1,0.0015985629663604,6.56072269419163,1.917702426769928
interval,unnormalized_rescaled,64,1,0.0016982454844339404,6.20111340326369,1.8077473347167192
interval,unnormalized_rescaled,64,1,0.0018041439631037062,5.881131033869886,1.6951716145075402
interval,unnormalized_rescaled,64,1,0.0019166460146299066,5.596754963977679,1.5834613657762944
interval,unnormalized_rescaled,64,1,0.0020361634218352773,5.343947514256314,1.4758350152367896
interval,unnormalized_rescaled,64,1,0.0021631336453228744,5.1187632495384765,1.3750165080998578
interval,unnormalized_rescaled,64,1,0.0022980214246803047,4.917444975778637,1.2830745129316767
interval,unnormalized_rescaled,64,1,0.0024413204795311924,4.7365022803894465,1.2013437789858301
interval,unnormalized_rescaled,64,1,0.0025935553166600957,4.572769830834672,1.130429412504462
interval,unnormalized_rescaled,64,1,0.0027552831498253547,4.423444219063851,1.070281522204418
interval,unnormalized_rescaled,64,1,0.0029270959392868274,4.286099754787886,1.0203191228552946
interval,unnormalized_rescaled,64,1,0.0031096225585136345,4.158685097203147,0.9795791965886416
interval,unnormalized_rescaled,64,1,0.003303531096002573,4.039503817206226,0.9468685999991919
interval,unnormalized_rescaled,64,1,0.0035095313006323204,3.927182784581427,0.9209014010618368
interval,unnormalized_rescaled,64,1,0.003728377179504047,3.8206326183098906,0.9004104389404013
interval,unnormalized_rescaled,64,1,0.003960869757777061,3.7190043290981882,0.8842279900296965
interval,unnormalized_rescaled,64,1,0.004207860010601131,3.6216457885311333,0.8713354968155151
interval,unnormalized_rescaled,64,1,0.0044702519778770135,3.52806089224855,0.860885959877713
interval,unnormalized_rescaled,64,1,0.004749006073245904,3.4378733823012015,0.8522047447307735
interval,unnormalized_rescaled,64,1,0.00504514259941947,3.350796391944827,0.8447753677772702
interval,unnormalized_rescaled,64,1,0.005359745482717365,3.266607986299805,0.8382165736558633
interval,unnormalized_rescaled,64,1,0.005693966240481433,3.1851323674214576,0.832256031369603
interval,unnormalized_rescaled,64,1,0.006049028195888296,3.1062260213267368,0.8267046004215111
interval,unnormalized_rescaled,64,1,0.006426230955587437,3.02976789684754,0.8214336598017518
interval,unnormalized_rescaled,64,1,0.0068269551665539685,2.955652683181107,0.8163566916561997
interval,unnormalized_rescaled,64,1,0.007252667569567212,2.8837863423471886,0.8114153145693734
interval,unnormalized_rescaled,64,1,0.007704926367811982,2.8140832018378847,0.806569319243124
interval,unnormalized_rescaled,64,1,0.008185386930252884,2.7464640782906344,0.8017899433869573
interval,unnormalized_rescaled,64,1,0.008695807850657152,2.6808550557110724,0.7970555552445102
interval,unnormalized_rescaled,64,1,0.009238057384443573,2.6171866663658427,0.7923490024189555
interval,unnormalized_rescaled,64,1,0.009814120286917685,2.5553933148756696,0.7876560401676986
interval,unnormalized_rescaled,64,1,0.01042610507792279,2.4954128492728485,0.7829644205686517
interval,unnormalized_rescaled,64,1,0.011076251759497018,2.437186223109669,0.7782633669828929
interval,unnormalized_rescaled,64,1,0.01176694001478481,2.380657216874374,0.7735432647859195
interval,unnormalized_rescaled,64,1,0.012500697918212672,2.325772200722519,0.7687954707994695
interval,unnormalized_rescaled,64,1,0.013280211188810462,2.2724799280531967,0.7640121878131403
interval,unnormalized_rescaled,64,1,0.014108333020547289,2.2207313534887962,0.7591863757226225
interval,unnormalized_rescaled,64,1,0.01498809452566348,2.1704794709864195,0.7543116843451898
interval,unnormalized_rescaled,64,1,0.015922715829223406,2.121679169021807,0.7493823999428653
interval,unnormalized_rescaled,64,1,0.016915617855497774,2.0742871005112318,0.7443934010127542
interval,unnormalized_rescaled,64,1,0.017970434849316208,2.0282615656042733,0.7393401207834476
interval,unnormalized_rescaled,64,1,0.019091027678221045,1.9835624057976735,0.7342185150836151
interval,unnormalized_rescaled,64,1,0.020281497964111356,1.9401509080313237,0.7290250353922207
interval,unnormalized_rescaled,64,1,0.021546203096101883,1.8979897175435971,0.723756608236954
interval,unnormalized_rescaled,64,1,0.022889772179547747,1.8570427582855678,0.7184106236608834
interval,unnormalized_rescaled,64,1,0.024317122979611614,1.8172751596359091,0.7129849366738821
interval,unnormalized_rescaled,64,1,0.025833479921390748,1.7786531880806304,0.7074778850339456
interval,unnormalized_rescaled,64,1,0.02744439321248841,1.7411441825730167,0.7018883218668464
interval,unnormalized_rescaled,64,1,0.029155759158022546,1.7047164927422502,0.6962156491051505
interval,unnormalized_rescaled,64,1,0.03097384174242922,1.6693394203735379,0.6904598140441536
interval,unnormalized_rescaled,64,1,0.032905295557055236,1.6349831670973964,0.6846211947344543
interval,unnormalized_rescaled,64,1,0.034957190157459635,1.6016187953621055,0.678700252836288
interval,unnormalized_rescaled,64,1,0.03713703593957788,1.5692182155454975,0.6726967836141204
interval,unnormalized_rescaled,64,1,0.03945281162946089,1.537754218921225,0.666608557602145
interval,unnormalized_rescaled,64,1,0.04191299348720766,1.5072005828016128,0.6604291477867026
interval,unnormalized_rescaled,64,1,0.04452658633198448,1.4775322784916909,0.65414479052777
interval,unnormalized_rescaled,64,1,0.047303156501689224,1.4487258122866118,0.6477302510896745
interval,unnormalized_rescaled,64,1,0.05025286686790076,1.4207597224373811,0.6411438540403234
interval,unnormalized_rescaled,64,1,0.05338651403427541,1.3936152395826076,0.6343220741205711
interval,unnormalized_rescaled,64,1,0.05671556785454587,1.367277095011643,0.6271743251411532
interval,unnormalized_rescaled,64,1,0.06025221341476665,1.3417344326579324,0.6195787818410272
interval,unnormalized_rescaled,64,1,0.06400939563347081,1.3169817510786972,0.6113801706828443
interval,unnormalized_rescaled,64,1,0.06800086664298456,1.2930197761226239,0.6023904306835792
interval,unnormalized_rescaled,64,1,0.07224123612532592,1.2698561488395737,0.5923929575481743
interval,unnormalized_rescaled,64,1,0.07674602478692814,1.2475058106602213,0.5811508141873487
interval,unnormalized_rescaled,64,1,0.08153172116791797,1.2259909811132899,0.5684188550184532
interval,unnormalized_rescaled,64,1,0.08661584199388206,1.2053406518973502,0.5539592265034532
interval,unnormalized_rescaled,64,1,0.09201699629102437,1.1855895619502685,0.5375592376954592
interval,unnormalized_rescaled,64,1,0.09775495349938933,1.1667766662059758,0.5190502063602911
interval,unnormalized_rescaled,64,1,0.1038507158334606,1.1489431598440842,0.4983256323609617
interval,unnormalized_rescaled,64,1,0.11032659515499188,1.132130163859493,0.47535696738819766
interval,unnormalized_rescaled,64,1,0.11720629463944121,1.1163762115348825,0.4502053549149152
interval,unnormalized_rescaled,64,1,0.12451499553492706,1.101714695446499,0.42302800019210274
interval,unnormalized_rescaled,64,1,0.13227944933126182,1.0881714396169744,0.3940782692471707
interval,unnormalized_rescaled,64,1,0.14052807567642428,1.0757625520288023,0.3636991616859284
interval,unnormalized_rescaled,64,1,0.14929106639886594,1.0644926912429453,0.3323103952211356
interval,unnormalized_rescaled,64,1,0.1586004960163965,1.0543538506410342,0.30038991570492535
interval,unnormalized_rescaled,64,1,0.16849043913613632,1.0453247284273823,0.26845114401582326
interval,unnormalized_rescaled,64,1,0.1789970951752454,1.0373707142622728,0.23701764078117982
interval,unnormalized_rescaled,64,1,0.19015892085893565,1.0304444868088587,0.20659707863417764
interval,unnormalized_rescaled,64,1,0.20201677098073823,1.0244871823089476,0.1776564453435559
interval,unnormalized_rescaled,64,1,0.21461404794024064,1.0194300636629634,0.1506002635500598
interval,unnormalized_rescaled,64,1,0.2279968606056352,1.0151965931725975,0.125753323231307
interval,unnormalized_rescaled,64,1,0.24221419308255118,1.011704790940627,0.10334901278909078
interval,unnormalized_rescaled,64,1,0.25731808400690526,1.0088697459825196,0.08352384411287372
interval,unnormalized_rescaled,64,1,0.27336381701801526,1.0066061396884343,0.06631824208784988
interval,unnormalized_rescaled,64,1,0.29041012310916164,1.0048306426683529,0.05168315785624638
interval,unnormalized_rescaled,64,1,0.30851939559623703,1.0034640570962146,0.039491613866890846
interval,unnormalized_rescaled,64,1,0.3277579184913221,1.00243309748987,0.02955393740595613
interval,unnormalized_rescaled,64,1,0.3481961091170839,1.00167173232569,0.021635217972097387
interval,unnormalized_rescaled,64,1,0.36990877585002185,1.0011220446445757,0.015473449685124032
interval,unnormalized_rescaled,64,1,0.3929753919359582,1.0007346084304256,0.010796895278348281
interval,unnormalized_rescaled,64,1,0.41748038638000007,1.0004684149401213,0.007339420117601329
interval,unnormalized_rescaled,64,1,0.4435134529756956,1.000290415190094,0.0048528653896712315
interval,unnormalized_rescaled,64,1,0.47116987860450044,1.0001747679423094,0.003115918859062033
interval,unnormalized_rescaled,64,1,0.5005508920072043,1.0001018945092823,0.0019393507195224929
interval,unnormalized_rescaled,64,1,0.5317640343038997,1.0000574418904955,0.0011678600645632295
interval,unnormalized_rescaled,64,1,0.56492355261868,1.0000312452849587,0.0006790786692036984
interval,unnormalized_rescaled,64,1,0.6001508182498183,1.000016362518532,0.0003804704796196754
interval,unnormalized_rescaled,64,1,0.6375747709160342,1.0000082299543351,0.00020493382946301794
interval,unnormalized_rescaled,64,1,0.6773323907048704,1.000003965828275,0.00010586657220657857
interval,unnormalized_rescaled,64,1,0.7195691994506388,1.000001825992788,5.231840375001966e-05
interval,unnormalized_rescaled,64,1,0.7644397933770778,1.0000008010506423,2.466790140930714e-05
interval,unnormalized_rescaled,64,1,0.8121084089543162,1.0000003338157477,1.1065054577082135e-05
interval,unnormalized_rescaled,64,1,0.8627495240413097,1.0000001317188663,4.707668722752528e-06
interval,unnormalized_rescaled,64,1,0.916548496514063,1.0000000490461265,1.8936421151930235e-06
interval,unnormalized_rescaled,64,1,0.9737022427171643,1.0000000171713659,7.177197601377175e-07
interval,unnormalized_rescaled,64,1,1.0344199582219145,1.0000000056308476,2.553958300081128e-07
interval,unnormalized_rescaled,64,1,1.0989238835291892,1.0000000017223263,8.499982571082185e-08
interval,unnormalized_rescaled,64,1,1.1674501175196785,1.0000000004891596,2.635198607199502e-08
interval,unnormalized_rescaled,64,1,1.2402494816289151,1.0000000001282796,7.57789720096435e-09
interval,unnormalized_rescaled,64,1,1.3175884379101657,1.0000000000307683,2.012349728240443e-09
interval,unnormalized_rescaled,64,1,1.3997500643455028,1.0000000000065514,4.914117548454691e-10
interval,unnormalized_rescaled,64,1,1.487035090974912,1.0000000000010425,1.1012926780651359e-10
interval,unnormalized_rescaled,64,1,1.579763000635917,0.9999999999998896,2.29145375069698e-11
interval,unnormalized_rescaled,64,1,1.6782731983426344,0.9999999999996564,4.8380232974296355e-12
interval,unnormalized_rescaled,64,1,1.7829262535845078,0.999999999999597,1.4884813710986165e-12
interval,unnormalized_rescaled,64,1,1.8941052200917665,0.9999999999995663,9.654022209591948e-13
interval,unnormalized_rescaled,64,1,2.0122170378982704,0.9999999999995386,9.36036373933849e-13
interval,unnormalized_rescaled,64,1,2.1376940228336,0.9999999999995097,9.837558753501126e-13
interval,unnormalized_rescaled,64,1,2.270995448896268,0.9999999999994791,1.0424875694008962e-12
interval,unnormalized_rescaled,64,1,2.412609229299893,0.9999999999994467,1.1067253597689463e-12
interval,unnormalized_rescaled,64,1,2.5630537023453526,0.9999999999994121,1.1764692464542484e-12
interval,unnormalized_rescaled,64,1,2.7228795286555925,0.9999999999993755,1.2113411897969003e-12
interval,unnormalized_rescaled,128,1,4.423895472674319e-06,123.32984755316755,0.07663767165229164
interval,unnormalized_rescaled,128,1,4.718690262931269e-06,123.02535605906894,0.07918083407598431
interval,unnormalized_rescaled,128,1,5.033129271479413e-06,122.70148414674523,0.0844351911865715
interval,unnormalized_rescaled,128,1,5.368521528617204e-06,122.35706261563394,0.09003660796577151
interval,unnormalized_rescaled,128,1,5.726263294396733e-06,121.9908605463349,0.09600777865111354
interval,unnormalized_rescaled,128,1,6.107843871346326e-06,121.60158328400485,0.1023728481409023
interval,unnormalized_rescaled,128,1,6.514851804534962e-06,121.18787054842173,0.10915749973980837
interval,unnormalized_rescaled,128,1,6.948981494790052e-06,120.74829470948936,0.11638904742736145
interval,unnormalized_rescaled,128,1,7.412040252599647e-06,120.28135927259396,0.12409653274794152
interval,unnormalized_rescaled,128,1,7.905955822065012e-06,119.78549762444209,0.13231082639426006
interval,unnormalized_rescaled,128,1,8.43278440622626e-06,119.25907209683616,0.14106473452314106
interval,unnormalized_rescaled,128,1,8.994719227170995e-06,118.70037341329494,0.1503931098005893
interval,unnormalized_rescaled,128,1,9.594099656562357e-06,118.10762059151527,0.1603329671200271
interval,unnormalized_rescaled,128,1,1.0233420954597191e-05,117.47896138339453,0.17092360387337635
interval,unnormalized_rescaled,128,1,1.0915344657938645e-05,116.81247334367244,0.18220672457304943
interval,unnormalized_rescaled,128,1,1.1642709659868525e-05,116.10616562816698,0.19422656952563955
interval,unnormalized_rescaled,128,1,1.2418544028786984e-05,115.35798163300653,0.20703004713728035
interval,unnormalized_rescaled,128,1,1.3246077614260637e-05,114.56580259709834,0.22066686928386048
interval,unnormalized_rescaled,128,1,1.41287554930991e-05,113.72745230118555,0.2351896890022971
interval,unnormalized_rescaled,128,1,1.507025231143645e-05,112.840703008043,0.25065423954262656
interval,unnormalized_rescaled,128,1,1.6074487582525162e-05,111.90328279939709,0.26711947356004373
interval,unnormalized_rescaled,128,1,1.7145642003927857e-05,110.91288447571921,0.2846477009110231
interval,unnormalized_rescaled,128,1,1.8288174862036545e-05,109.86717619473359,0.30330472313615076
interval,unnormalized_rescaled,128,1,1.9506842596375484e-05,108.76381403281738,0.3231599622533281
interval,unnormalized_rescaled,128,1,2.0806718600972306e-05,107.60045665985584,0.34428658092957676
interval,unnormalized_rescaled,128,1,2.2193214345231172e-05,106.37478232184122,0.366761590431949
interval,unnormalized_rescaled,128,1,2.3672101902236435e-05,105.08450832572105,0.39066594194980553
interval,unnormalized_rescaled,128,1,2.5249537978272917e-05,103.72741321673148,0.41608459590869984
interval,unnormalized_rescaled,128,1,2.6932089543599615e-05,102.30136182854879,0.44310656272185156
interval,unnormalized_rescaled,128,1,2.8726761171179305e-05,100.80433336976992,0.47182490700781443
interval,unnormalized_rescaled,128,1,3.0641024197177e-05,99.23445268503723,0.5023367055957095
interval,unnormalized_rescaled,128,1,3.26828478246246e-05,97.59002479396224,0.5347429475745145
interval,unnormalized_rescaled,128,1,3.486073229973759e-05,95.86957276415636,0.5691483621548343
interval,unnormalized_rescaled,128,1,3.718374429899994e-05,94.07187891433294,0.6056611571069084
interval,unnormalized_rescaled,128,1,3.9661554674335344e-05,92.19602926776179,0.6443926469144969
interval,unnormalized_rescaled,128,1,4.230447871350059e-05,90.24146108352281,0.6854567454154363
interval,unnormalized_rescaled,128,1,4.5123519083307745e-05,88.20801318136284,0.7289692924364601
interval,unnormalized_rescaled,128,1,4.813041163445055e-05,86.09597864412422,0.7750471776016354
interval,unnormalized_rescaled,128,1,5.1337674258624004e-05,83.90615932875656,0.8238072168982882
interval,unnormalized_rescaled,128,1,5.4758659001331294e-05,81.63992144258876,0.8753647284949579
interval,unnormalized_rescaled,128,1,5.840760764732877e-05,79.29925124647876,0.9298317434761145
interval,unnormalized_rescaled,128,1,6.229971101011365e-05,76.88680973256896,0.9873147743197421
interval,unnormalized_rescaled,128,1,6.645117217228079e-05,74.4059848950821,1.047912048843827
interval,unnormalized_rescaled,128,1,7.087927394002316e-05,71.86093997325654,1.1117100997587812
interval,unnormalized_rescaled,128,1,7.560245079259063e-05,69.25665580378808,1.1787795797650915
interval,unnormalized_rescaled,128,1,8.064036562624292e-05,66.59896518629208,1.2491701493851224
interval,unnormalized_rescaled,128,1,8.601399161217997e-05,63.89457695258248,1.3229042598068261
interval,unnormalized_rescaled,128,1,9.174569950923553e-05,61.15108725533412,1.399969626898688
interval,unnormalized_rescaled,128,1,9.7859350794819e-05,58.37697547352883,1.4803101670624201
interval,unnormalized_rescaled,128,1,0.00010438039700181723,55.58158209348743,1.5638151439612358
interval,unnormalized_rescaled,128,1,0.00011133598567500222,52.77506599020033,1.6503062627215996
interval,unnormalized_rescaled,128,1,0.00011875507338804702,49.968338730481705,1.7395224533789388
interval,unnormalized_rescaled,128,1,0.00012666854629164953,47.17297387353963,1.8311021209592937
interval,unnormalized_rescaled,128,1,0.00013510934869461098,44.40108978014845,1.92456272456716
interval,unnormalized_rescaled,128,1,0.00014411262021316322,41.66520517817477,2.0192777091133323
interval,unnormalized_rescaled,128,1,0.00015371584205950496,38.97806768109456,2.1144510876336255
interval,unnormalized_rescaled,128,1,0.0001639589930785567,36.35245661672652,2.209090407184192
interval,unnormalized_rescaled,128,1,0.00017488471618252373,33.80096287900761,2.3019794843039065
interval,unnormalized_rescaled,128,1,0.00018653849587614915,31.335750029395893,2.391653227591675
interval,unnormalized_rescaled,128,1,0.0001989688476117008,28.968302485888184,2.47637812358537
interval,unnormalized_rescaled,128,1,0.00021222751976199473,26.70916826021537,2.5541435540434634
interval,unnormalized_rescaled,128,1,0.0002263697090522786,24.56770522490841,2.6226709504893932
interval,unnormalized_rescaled,128,1,0.0002414542903478333,22.55184117551068,2.679449618916692
interval,unnormalized_rescaled,128,1,0.00025754406175391515,20.66785884614571,2.7218093661834786
interval,unnormalized_rescaled,128,1,0.0002747060060484016,18.92021737965105,2.7470399737631013
interval,unnormalized_rescaled,128,1,0.0002930115695355081,17.311421396526036,2.752564906912987
interval,unnormalized_rescaled,128,1,0.00031253695948145607,15.84194762879406,2.736170104363161
interval,unnormalized_rescaled,128,1,0.0003333634613703409,14.51023701548479,2.6962773525501973
interval,unnormalized_rescaled,128,1,0.000355577777300955,13.312757199678984,2.6322359840012197
interval,unnormalized_rescaled,128,1,0.0003792723869333338,12.244136620504218,2.544589138969343
interval,unnormalized_rescaled,128,1,0.0004045459324876716,11.297367060913277,2.4352571304678605
interval,unnormalized_rescaled,128,1,0.0004315036293983791,10.46406690421324,2.3075780711724576
interval,unnormalized_rescaled,128,1,0.00046025770433286443,9.734792871600806,2.1661614430753744
interval,unnormalized_rescaled,128,1,0.000490927862398541,9.099384120244418,2.016545064054341
interval,unnormalized_rescaled,128,1,0.000523641785483071,8.547319744750709,1.864692706665835
interval,unnormalized_rescaled,128,1,0.0005585356638024743,8.068069354495451,1.716413400835286
interval,unnormalized_rescaled,128,1,0.0005957547628699623,7.651416777864813,1.5768073340257835
interval,unnormalized_rescaled,128,1,0.0006354540282458372,7.287739163568009,1.4498371322546255
interval,unnormalized_rescaled,128,1,0.0006777987305860621,6.968227667297554,1.3380894506174563
interval,unnormalized_rescaled,128,1,0.000722965153674887,6.685041146282508,1.2427436435997876
interval,unnormalized_rescaled,128,1,0.0007711413283058472,6.431390245146985,1.1637191117903143
interval,unnormalized_rescaled,128,1,0.0008225278150663404,6.2015552254496775,1.0999436681802806
interval,unnormalized_rescaled,128,1,0.0008773385392845615,5.990846132063048,1.049676219244592
interval,unnormalized_rescaled,128,1,0.0009358016816147265,5.795517772845575,1.010824755721707
interval,unnormalized_rescaled,128,1,0.0009981606279681633,5.61265410346129,0.9812178376511298
interval,unnormalized_rescaled,128,1,0.0010646749827448914,5.440036837590217,0.9588073042262693
interval,unnormalized_rescaled,128,1,0.0011356216495838273,5.276011629815567,0.9417969795168908
interval,unnormalized_rescaled,128,1,0.0012112959841308715,5.1193624438797505,0.9287044048117217
interval,unnormalized_rescaled,128,1,0.0012920130236239143,4.969201313280049,0.9183697357447116
interval,unnormalized_rescaled,128,1,0.001378108798413596,4.82487723630029,0.9099285752071182
interval,unnormalized_rescaled,128,1,0.001469941730879788,4.685904935151152,0.9027647836876085
interval,unnormalized_rescaled,128,1,0.0015678941275675611,4.551911976073427,0.8964564308287422
interval,unnormalized_rescaled,128,1,0.0016723737707545125,4.422601407792925,0.8907241698006345
interval,unnormalized_rescaled,128,1,0.0017838156160752316,4.29772655569519,0.8853873883659169
interval,unnormalized_rescaled,128,1,0.0019026836032702526,4.177074710930686,0.8803301969992248
interval,unnormalized_rescaled,128,1,0.0020294725875977505,4.06045693321756,0.8754770055537975
interval,unnormalized_rescaled,128,1,0.002164710399948556,3.947701818927336,0.8707761560736529
interval,unnormalized_rescaled,128,1,0.0023089600442409183,3.838651707805251,0.8661896367211597
interval,unnormalized_rescaled,128,1,0.002462822041242896,3.733160319854258,0.861687011960484
interval,unnormalized_rescaled,128,1,0.0026269369285798474,3.6310911973847713,0.8572420827194733
interval,unnormalized_rescaled,128,1,0.0028019879273347504,3.5323165852333447,0.8528312247701031
interval,unnormalized_rescaled,128,1,0.002988703786342559,3.4367165427647284,0.8484327236810785
interval,unnormalized_rescaled,128,1,0.003187861816019602,3.344178175645798,0.8440266877523399
interval,unnormalized_rescaled,128,1,0.003400291124358014,3.2545949292665064,0.8395952823371076
interval,unnormalized_rescaled,128,1,0.003626876068556913,3.1678659168254524,0.8351231170537687
interval,unnormalized_rescaled,128,1,0.003868559936659666,3.083895274025677,0.83059766156466
interval,unnormalized_rescaled,128,1,0.004126348874524109,3.0025915444178075,0.8260095897883915
