geometry,laplacian,N_actual,target_dim,t,Z,ds
interval,unnormalized_rescaled,1024,1,9.317526859332348e-06,175.70308897774618,3.2413951601759834
interval,unnormalized_rescaled,1024,1,1.004628536792355e-05,154.98268411902814,3.422540120561493
interval,unnormalized_rescaled,1024,1,1.083204279606306e-05,135.78309755809033,3.5987498034042673
interval,unnormalized_rescaled,1024,1,1.1679257241723444e-05,118.19159151269358,3.7645422262822663
interval,unnormalized_rescaled,1024,1,1.2592735487338236e-05,102.26497039076312,3.9128851357058068
interval,unnormalized_rescaled,1024,1,1.3577660271713229e-05,88.02706709897055,4.035073823583751
interval,unnormalized_rescaled,1024,1,1.4639619694976008e-05,75.46757323916432,4.120825233981755
interval,unnormalized_rescaled,1024,1,1.5784638923395768e-05,64.54241813013088,4.158762336905895
interval,unnormalized_rescaled,1024,1,1.7019214373955705e-05,55.17580240783538,4.137489512006226
interval,unnormalized_rescaled,1024,1,1.8350350572627957e-05,47.26386466255751,4.047401674564917
interval,unnormalized_rescaled,1024,1,1.9785599895471624e-05,40.67981461155738,3.883152653313111
interval,unnormalized_rescaled,1024,1,2.1333105418030358e-05,35.280219472390286,3.646303769351441
interval,unnormalized_rescaled,1024,1,2.3001647116141087e-05,30.912001229583513,3.3472082783510615
interval,unnormalized_rescaled,1024,1,2.480069168028004e-05,27.419612334302425,3.004998822429158
interval,unnormalized_rescaled,1024,1,2.6740446226074474e-05,24.65182439920247,2.6450085180397025
interval,unnormalized_rescaled,1024,1,2.8831916205713862e-05,22.467600095823745,2.294070821052685
interval,unnormalized_rescaled,1024,1,3.108696784882854e-05,20.740623481555502,1.9752843461666814
interval,unnormalized_rescaled,1024,1,3.351839548710196e-05,19.362226369790235,1.7041512660511415
interval,unnormalized_rescaled,1024,1,3.61399941445918e-05,18.24264404720777,1.4872377967261983
interval,unnormalized_rescaled,1024,1,3.896663780561095e-05,17.310730451280435,1.323255074320322
interval,unnormalized_rescaled,1024,1,4.20143638042313e-05,16.512427216214167,1.2055663237672576
interval,unnormalized_rescaled,1024,1,4.530046381420483e-05,15.808385566786885,1.124964898166013
interval,unnormalized_rescaled,1024,1,4.884358195554563e-05,15.171170889168375,1.0719305220308257
interval,unnormalized_rescaled,1024,1,5.26638205743937e-05,14.582439573221984,1.0380577918527152
interval,unnormalized_rescaled,1024,1,5.678285429631633e-05,14.030384364366046,1.0167044837978523
interval,unnormalized_rescaled,1024,1,6.122405300014291e-05,13.507625485192998,1.0030720270951008
interval,unnormalized_rescaled,1024,1,6.601261441004169e-05,13.009608923992442,0.9939577686719119
interval,unnormalized_rescaled,1024,1,7.117570705811754e-05,12.533482650770848,0.9873757393868132
interval,unnormalized_rescaled,1024,1,7.674262442864764e-05,12.077366882022487,0.9821769130806004
interval,unnormalized_rescaled,1024,1,8.274495115851178e-05,11.639914996825375,0.9777373761319623
interval,unnormalized_rescaled,1024,1,8.921674223677757e-05,11.22006824176117,0.9737353684615186
interval,unnormalized_rescaled,1024,1,9.61947162201548e-05,10.816927848992956,0.970009257035894
interval,unnormalized_rescaled,1024,1,0.00010371846356054929,10.4296920231642,0.9664760785600031
interval,unnormalized_rescaled,1024,1,0.00011183067122669108,10.057625745045472,0.9630892100176105
interval,unnormalized_rescaled,1024,1,0.00012057736489425916,9.700045905836955,0.959818309183543
interval,unnormalized_rescaled,1024,1,0.00013000817007859702,9.356313184691174,0.9566405473653781
interval,unnormalized_rescaled,1024,1,0.0001401765936915921,9.025826840328596,0.9535369899700434
interval,unnormalized_rescaled,1024,1,0.00015114032762016818,8.708020840271583,0.9504911133661871
interval,unnormalized_rescaled,1024,1,0.00016296157604878323,8.402360706300763,0.9474881476581096
interval,unnormalized_rescaled,1024,1,0.00017570740838304008,8.108340824075396,0.9445147309571063
interval,unnormalized_rescaled,1024,1,0.00018945013977676817,7.825482099888088,0.9415586881254612
interval,unnormalized_rescaled,1024,1,0.00020426774142154704,7.553329897577469,0.9386088679447617
interval,unnormalized_rescaled,1024,1,0.00022024428292650267,7.2914522095981145,0.9356550141231992
interval,unnormalized_rescaled,1024,1,0.00023747040929827687,7.039438027135178,0.9326876594365885
interval,unnormalized_rescaled,1024,1,0.000256043855227378,6.796895881088677,0.929698037219719
interval,unnormalized_rescaled,1024,1,0.00027606999959878465,6.563452530770558,0.9266780064691957
interval,unnormalized_rescaled,1024,1,0.00029766246337288994,6.338751781021424,0.9236199878763962
interval,unnormalized_rescaled,1024,1,0.0003209437542289442,6.1224534115188405,0.9205169087687111
interval,unnormalized_rescaled,1024,1,0.00034604596162846323,5.9142322045227225,0.9173621553979991
interval,unnormalized_rescaled,1024,1,0.0003731115062421378,5.713777059322531,0.9141495313567809
interval,unnormalized_rescaled,1024,1,0.0004022939479922145,5.52079018331575,0.9108732211606245
interval,unnormalized_rescaled,1024,1,0.00043375885729488375,5.334986351030699,0.907527758235485
interval,unnormalized_rescaled,1024,1,0.00046768475444578276,5.156092223565761,0.9041079967040986
interval,unnormalized_rescaled,1024,1,0.0005042641224783401,4.983845721894571,0.9006090864872895
interval,unnormalized_rescaled,1024,1,0.0005437044992415474,4.8179954483166085,0.8970264513316231
interval,unnormalized_rescaled,1024,1,0.0005862296548932044,4.6583001510412405,0.8933557694499896
interval,unnormalized_rescaled,1024,1,0.0006320808614892995,4.504528227501873,0.8895929565204668
interval,unnormalized_rescaled,1024,1,0.0006815182618727096,4.356457262521947,0.8857341508343737
interval,unnormalized_rescaled,1024,1,0.0007348223456277867,4.213873597909873,0.8817757004201567
interval,unnormalized_rescaled,1024,1,0.0007922955404748551,4.0765719304561765,0.8777141519966918
interval,unnormalized_rescaled,1024,1,0.0008542639281336054,3.9443549356523127,0.8735462416297217
interval,unnormalized_rescaled,1024,1,0.0009210790943905575,3.8170329147538213,0.8692688869808407
interval,unnormalized_rescaled,1024,1,0.0009931201238672042,3.6944234630768515,0.8648791810489023
interval,unnormalized_rescaled,1024,1,0.0010707957508063943,3.576351157651531,0.8603743873115555
interval,unnormalized_rescaled,1024,1,0.0011545466780797495,3.4626472625623053,0.8557519361798533
interval,unnormalized_rescaled,1024,1,0.001244848077573287,3.353149450487821,0.8510094226819795
interval,unnormalized_rescaled,1024,1,0.0013422122861375275,3.2477015391140927,0.8461446052938726
interval,unnormalized_rescaled,1024,1,0.001447191712397907,3.146153241237131,0.8411554058354032
interval,unnormalized_rescaled,1024,1,0.0015603819709176698,3.0483599274972097,0.8360399103504896
interval,unnormalized_rescaled,1024,1,0.0016824252614953221,2.9541824007982833,0.8307963708893897
interval,unnormalized_rescaled,1024,1,0.0018140140127695383,2.863486681564598,0.8254232081101875
interval,unnormalized_rescaled,1024,1,0.0019558948108039874,2.776143803073556,0.8199190146156123
interval,unnormalized_rescaled,1024,1,0.0021088726349414283,2.692029616180858,0.8142825589404996
interval,unnormalized_rescaled,1024,1,0.0022738154249597273,2.611024602821929,0.8085127901036859
interval,unnormalized_rescaled,1024,1,0.00245165900544221,2.5330136977336513,0.8026088426374081
interval,unnormalized_rescaled,1024,1,0.0026434123953013172,2.4578861178935365,0.7965700420064934
interval,unnormalized_rescaled,1024,1,0.002850163532579968,2.3855351992202105,0.7903959103284848
interval,unnormalized_rescaled,1024,1,0.003073085447010902,2.3158582401205807,0.7840861723056456
interval,unnormalized_rescaled,1024,1,0.0033134429153549713,2.2487563515054996,0.7776407612793221
interval,unnormalized_rescaled,1024,1,0.003572599637278204,2.184134312928173,0.7710598253168168
interval,unnormalized_rescaled,1024,1,0.003852025972480944,2.1219004345281087,0.7643437332409757
interval,unnormalized_rescaled,1024,1,0.004153307282976787,2.061966424488793,0.7574930805097679
interval,unnormalized_rescaled,1024,1,0.00447815292785213,2.0042472617402995,0.750508694833945
interval,unnormalized_rescaled,1024,1,0.004828405961539524,1.9486610736607792,0.7433916413152541
interval,unnormalized_rescaled,1024,1,0.005206053590629005,1.895129018563635,0.7361432264109666
interval,unnormalized_rescaled,1024,1,0.005613238448545758,1.8435751728381042,0.7287649982223119
interval,unnormalized_rescaled,1024,1,0.0060522707520622,1.7939264228664307,0.7212587347726185
interval,unnormalized_rescaled,1024,1,0.006525641408616356,1.7461123626156578,0.7136263958735007
interval,unnormalized_rescaled,1024,1,0.007036036148802274,1.7000651998825929,0.7058699763167429
interval,unnormalized_rescaled,1024,1,0.0075863507642154136,1.6557196790161883,0.6979911221107784
interval,unnormalized_rescaled,1024,1,0.008179707537106487,1.6130130376730458,0.6899902429975073
interval,unnormalized_rescaled,1024,1,0.00881947295506003,1.5718850318735864,0.6818646773325217
interval,unnormalized_rescaled,1024,1,0.009509276811203735,1.5322780877078013,0.6736052833059993
interval,unnormalized_rescaled,1024,1,0.01025303279831666,1.4941376657685386,0.6651907413143245
interval,unnormalized_rescaled,1024,1,0.011054960713679101,1.45741294603712,0.6565789953417518
interval,unnormalized_rescaled,1024,1,0.011919610400646853,1.4220579412644034,0.6476957650600843
interval,unnormalized_rescaled,1024,1,0.01285188756278492,1.3880331094082532,0.6384209623244823
interval,unnormalized_rescaled,1024,1,0.013857081597021207,1.35530745030573,0.6285750205492748
interval,unnormalized_rescaled,1024,1,0.014940895603734504,1.3238609427372918,0.6179082908714957
interval,unnormalized_rescaled,1024,1,0.016109478744043792,1.2936870281049322,0.6060973659702222
interval,unnormalized_rescaled,1024,1,0.01736946112788124,1.2647947141946911,0.5927520832516517
interval,unnormalized_rescaled,1024,1,0.018727991430792006,1.2372097999575606,0.5774358377393511
interval,unnormalized_rescaled,1024,1,0.020192777452883576,1.2109747436016236,0.5596997822020775
interval,unnormalized_rescaled,1024,1,0.02177212985004236,1.1861468233784833,0.5391288655609761
interval,unnormalized_rescaled,1024,1,0.023475009285531083,1.1627944576319293,0.5153950046503015
interval,unnormalized_rescaled,1024,1,0.02531107726948907,1.1409918182578265,0.4883105885267873
interval,unnormalized_rescaled,1024,1,0.02729075097477864,1.1208121369287423,0.4578744710141496
interval,unnormalized_rescaled,1024,1,0.029425262340183948,1.1023203148155354,0.4243029020487019
interval,unnormalized_rescaled,1024,1,0.03172672179629051,1.085565566844924,0.38803950180543834
interval,unnormalized_rescaled,1024,1,0.03420818697560421,1.0705748452616675,0.34974114196275696
interval,unnormalized_rescaled,1024,1,0.03688373679674383,1.057347701250292,0.31023999137664404
interval,unnormalized_rescaled,1024,1,0.03976855134303552,1.045853081259746,0.27048541026424505
interval,unnormalized_rescaled,1024,1,0.04287899798870913,1.0360283479484174,0.23147224421613133
interval,unnormalized_rescaled,1024,1,0.046232724261345386,1.02778059473216,0.19416391333776678
interval,unnormalized_rescaled,1024,1,0.049848757967442106,1.0209901113041364,0.15941926170975904
interval,unnormalized_rescaled,1024,1,0.05374761514917284,1.0155156706247415,0.12793141139420453
interval,unnormalized_rescaled,1024,1,0.05795141648484754,1.0112011556870357,0.10018503845222856
interval,unnormalized_rescaled,1024,1,0.06248401279348553,1.0078829353132743,0.07643588281563216
interval,unnormalized_rescaled,1024,1,0.06737112035557077,1.0053973418628672,0.05671332496422242
interval,unnormalized_rescaled,1024,1,0.07264046681774584,1.0035876098811662,0.04084393812092152
interval,unnormalized_rescaled,1024,1,0.07832194850925812,1.002309709687144,0.028491454737381267
interval,unnormalized_rescaled,1024,1,0.08444780006270929,1.0014366513566997,0.019206894538268123
interval,unnormalized_rescaled,1024,1,0.09105277730147837,1.0008610279343317,0.012481895420842319
interval,unnormalized_rescaled,1024,1,0.09817435443144942,1.0004957851495528,0.0077986276812839345
interval,unnormalized_rescaled,1024,1,0.10585293665584194,1.0002734135917066,0.004670954073301935
interval,unnormalized_rescaled,1024,1,0.11413208941943677,1.0001439231037192,0.0026734653844197953
interval,unnormalized_rescaled,1024,1,0.12305878558285074,1.0000720515916235,0.001457294260446086
interval,unnormalized_rescaled,1024,1,0.13268367192922925,1.0000341707438758,0.0007537544825303048
interval,unnormalized_rescaled,1024,1,0.14306135651542437,1.0000152870918793,0.00036847325155896476
interval,unnormalized_rescaled,1024,1,0.15425071849797575,1.0000064220386529,0.0001695229099708941
interval,unnormalized_rescaled,1024,1,0.16631524219174104,1.0000025209340957,7.306528555541019e-05
interval,unnormalized_rescaled,1024,1,0.17932337725649175,1.0000009197848108,2.935750604879814e-05
interval,unnormalized_rescaled,1024,1,0.19334892705505133,1.000000310142953,1.0938510607942488e-05
interval,unnormalized_rescaled,1024,1,0.20847146738636463,1.000000096052019,3.7580470715738166e-06
interval,unnormalized_rescaled,1024,1,0.2247767979692482,1.0000000271404799,1.1832612184225573e-06
interval,unnormalized_rescaled,1024,1,0.24235742923836087,1.0000000069456811,3.3920697821278826e-07
interval,unnormalized_rescaled,1024,1,0.26131310721430895,1.0000000015962551,8.791406662679605e-08
interval,unnormalized_rescaled,1024,1,0.28175137942579126,1.0000000003252494,2.04463645414658e-08
interval,unnormalized_rescaled,1024,1,0.3037882050946332,1.000000000056527,4.235478627191142e-09
interval,unnormalized_rescaled,1024,1,0.3275486130456576,1.0000000000062936,7.782603410699452e-10
interval,unnormalized_rescaled,1024,1,0.35316741107414873,0.9999999999979196,1.298641199291037e-10
interval,unnormalized_rescaled,1024,1,0.38078995079558026,0.9999999999965141,2.4260880929577875e-11
interval,unnormalized_rescaled,1024,1,0.41057295231710084,0.9999999999960926,9.85561430568585e-12
interval,unnormalized_rescaled,1024,1,0.4426853934096448,0.9999999999957719,8.664389719452131e-12
interval,unnormalized_rescaled,1024,1,0.4773094682255063,0.9999999999954401,9.145007559942088e-12
interval,unnormalized_rescaled,1024,1,0.5146416210007991,0.9999999999950833,9.845294290716628e-12
interval,unnormalized_rescaled,1024,1,0.5548936606076241,0.9999999999946987,1.0611923974933418e-11
interval,unnormalized_rescaled,1024,1,0.5982939622795329,0.9999999999942841,1.1441948036884179e-11
interval,unnormalized_rescaled,1024,1,0.6450887633284028,0.999999999993837,1.1873914378183878e-11
circle,unnormalized_rescaled,64,1,0.0006394691314509068,61.651799184069496,0.07659547636922173
circle,unnormalized_rescaled,64,1,0.0006745010727211624,61.525997334701614,0.07868244202997232
circle,unnormalized_rescaled,64,1,0.0007114521635622154,61.39361819709587,0.0829694386248292
circle,unnormalized_rescaled,64,1,0.0007504275404564186,61.25433597455219,0.08748861467644531
circle,unnormalized_rescaled,64,1,0.0007915380995622256,61.107810759472756,0.09225238256105683
circle,unnormalized_rescaled,64,1,0.0008349008122456633,60.953688155732124,0.09727379902138011
circle,unnormalized_rescaled,64,1,0.0008806390578975164,60.79159892063029,0.1025665962729363
circle,unnormalized_rescaled,64,1,0.0009288829749831794,60.62115863133322,0.10814521431041157
circle,unnormalized_rescaled,64,1,0.0009797698313240304,60.44196738129119,0.11402483441638367
circle,unnormalized_rescaled,64,1,0.0010334444146638624,60.25360951276211,0.12022141386900387
circle,unnormalized_rescaled,64,1,0.0010900594446316644,60.05565339225405,0.12675172183325856
circle,unnormalized_rescaled,64,1,0.0011497760072728988,59.84765123644356,0.13363337641182227
circle,unnormalized_rescaled,64,1,0.0012127640133856297,59.62913899692211,0.14088488281657874
circle,unnormalized_rescaled,64,1,0.001279202681965626,59.39963631297516,0.14852567260710714
circle,unnormalized_rescaled,64,1,0.001349281050135949,59.15864654250519,0.15657614392441133
circle,unnormalized_rescaled,64,1,0.0014231985110119464,58.90565688217103,0.16505770262598674
circle,unnormalized_rescaled,64,1,0.0015011653810320254,58.64013858882913,0.17399280420463015
circle,unnormalized_rescaled,64,1,0.0015834034983684088,58.36154731542296,0.18340499634315677
circle,unnormalized_rescaled,64,1,0.0016701468541205492,58.06932357557071,0.19331896192406361
circle,unnormalized_rescaled,64,1,0.0017616422580871206,57.76289335224001,0.20376056227318884
circle,unnormalized_rescaled,64,1,0.001858150041010879,57.441668867062745,0.21475688037079976
circle,unnormalized_rescaled,64,1,0.0019599447952945146,57.105049528018625,0.22633626371082016
circle,unnormalized_rescaled,64,1,0.0020673161562950286,56.75242307439015,0.23852836642574005
circle,unnormalized_rescaled,64,1,0.002180569626419627,56.38316693904001,0.2513641902242938
circle,unnormalized_rescaled,64,1,0.002300027444367949,55.99664984916443,0.2648761236056174
circle,unnormalized_rescaled,64,1,0.0024260295019938663,55.592233687701004,0.27909797871680553
circle,unnormalized_rescaled,64,1,0.0025589343113955713,55.169275638483484,0.2940650251094752
circle,unnormalized_rescaled,64,1,0.002699120024985616,54.72713063899835,0.3098140195223351
circle,unnormalized_rescaled,64,1,0.0028469855114433068,54.26515416515993,0.32638323066608166
circle,unnormalized_rescaled,64,1,0.0030029514906108365,53.78270537282948,0.34381245781476366
circle,unnormalized_rescaled,64,1,0.003167461730562242,53.2791506207938,0.3621430418066467
circle,unnormalized_rescaled,64,1,0.0033409843102512275,52.75386739951993,0.3814178668269079
circle,unnormalized_rescaled,64,1,0.0035240129513304445,52.20624868913499,0.4016813510745436
circle,unnormalized_rescaled,64,1,0.0037170684229315878,51.63570776865154,0.422979424107254
circle,unnormalized_rescaled,64,1,0.003920700023403385,51.04168349637308,0.4453594882993599
circle,unnormalized_rescaled,64,1,0.004135487143223416,50.42364607856096,0.4688703614320531
circle,unnormalized_rescaled,64,1,0.0043620409135306576,49.78110333970866,0.4935621969587487
circle,unnormalized_rescaled,64,1,0.0046010059449693745,49.11360750302647,0.5194863779343706
circle,unnormalized_rescaled,64,1,0.004853062161791841,48.420762483862006,0.5466953799613634
circle,unnormalized_rescaled,64,1,0.005118926736438387,47.70223169163705,0.5752425977716342
circle,unnormalized_rescaled,64,1,0.005399356130099299,46.957746327336594,0.6051821292194148
circle,unnormalized_rescaled,64,1,0.005695148245064508,46.187114153517115,0.6365685094921787
circle,unnormalized_rescaled,64,1,0.006007144694985119,45.39022870209061,0.6694563872370622
circle,unnormalized_rescaled,64,1,0.0063362331995063135,44.567078871690086,0.7039001330324055
circle,unnormalized_rescaled,64,1,0.00668335011008511,43.71775885116094,0.73995336919279
circle,unnormalized_rescaled,64,1,0.007049483074179613,42.84247828861136,0.7776684082600553
circle,unnormalized_rescaled,64,1,0.0074356738453900915,41.94157260650965,0.8170955856920727
circle,unnormalized_rescaled,64,1,0.00784302124754765,41.015513342605786,0.8582824701981906
circle,unnormalized_rescaled,64,1,0.008272684301184116,40.06491837413475,0.9012729328852771
circle,unnormalized_rescaled,64,1,0.008725885521278814,39.09056185906819,0.9461060538706079
circle,unnormalized_rescaled,64,1,0.009203914395665341,38.09338370347834,0.9928148423120007
circle,unnormalized_rescaled,64,1,0.00970813105399541,37.074498338845345,1.0414247429436756
circle,unnormalized_rescaled,64,1,0.010239970137698888,36.03520256801016,1.0919518992674995
circle,unnormalized_rescaled,64,1,0.01080094488195138,34.97698221424223,1.144401140661813
circle,unnormalized_rescaled,64,1,0.01139265142126357,33.90151728553115,1.1987636580293923
circle,unnormalized_rescaled,64,1,0.012016773330943014,32.81068534687948,1.255014330502533
circle,unnormalized_rescaled,64,1,0.012675086417350195,31.70656277842019,1.3131086645768022
circle,unnormalized_rescaled,64,1,0.013369463770578403,30.591423588133484,1.372979307439678
circle,unnormalized_rescaled,64,1,0.014101881093933854,29.46773544648563,1.434532099009786
circle,unnormalized_rescaled,64,1,0.014874422325379904,28.338152618272176,1.4976416333989064
circle,unnormalized_rescaled,64,1,0.015689285566939964,27.205505486210875,1.5621463116017011
circle,unnormalized_rescaled,64,1,0.01654878933893009,26.072786393283025,1.6278428850901747
circle,unnormalized_rescaled,64,1,0.017455379176816173,24.94313157825458,1.6944805170140924
circle,unnormalized_rescaled,64,1,0.01841163458946576,23.819799042783217,1.7617544268073786
circle,unnormalized_rescaled,64,1,0.01942027639859284,22.706142270222465,1.829299238611739
circle,unnormalized_rescaled,64,1,0.02048417448027821,21.605579816311867,1.896682227891425
circle,unnormalized_rescaled,64,1,0.02160635593059245,20.52156091029066,1.9633967578564793
circle,unnormalized_rescaled,64,1,0.022790013678555012,19.4575273405513,2.028856321249009
circle,unnormalized_rescaled,64,1,0.02403851557093564,18.416872049569495,2.092389755566252
circle,unnormalized_rescaled,64,1,0.02535541395474728,17.40289502499271,2.1532383796616372
circle,unnormalized_rescaled,64,1,0.026744455784695125,16.418757242451058,2.2105560002323656
circle,unnormalized_rescaled,64,1,0.028209593284340497,15.467433584328088,2.2634129428965366
circle,unnormalized_rescaled,64,1,0.029754995191313815,14.551665819310776,2.310805447277808
circle,unnormalized_rescaled,64,1,0.03138505861857224,13.673916870536681,2.351671886058462
circle,unnormalized_rescaled,64,1,0.03310442156545086,12.836327714958816,2.3849172636966287
circle,unnormalized_rescaled,64,1,0.03491797611410492,12.040678331882205,2.4094472437378727
circle,unnormalized_rescaled,64,1,0.036830882348890724,11.288354143199099,2.4242124566163525
circle,unnormalized_rescaled,64,1,0.038848583038289954,10.580319351184158,2.4282629709660455
circle,unnormalized_rescaled,64,1,0.04097681912115161,9.917098473129187,2.420811523244872
circle,unnormalized_rescaled,64,1,0.04322164604131431,9.298767189819383,2.401302418228134
circle,unnormalized_rescaled,64,1,0.045589450977085985,8.724953365126918,2.3694810775768076
circle,unnormalized_rescaled,64,1,0.04808697101460334,8.194848760143351,2.3254573136592924
circle,unnormalized_rescaled,64,1,0.05072131231677983,7.707231566517852,2.26975397540307
circle,unnormalized_rescaled,64,1,0.05349997034238327,7.2604994356142285,2.203332173492555
circle,unnormalized_rescaled,64,1,0.05643085117277196,6.852712204667,2.127585324433717
circle,unnormalized_rescaled,64,1,0.05952229400697049,6.481643045837455,2.044297017468999
circle,unnormalized_rescaled,64,1,0.06278309488908963,6.144836320646122,1.9555620689118527
circle,unnormalized_rescaled,64,1,0.06622253173560187,5.839670044360038,1.863675461350745
circle,unnormalized_rescaled,64,1,0.06985039073368292,5.5634205853288465,1.7709991290677287
circle,unnormalized_rescaled,64,1,0.07367699418572875,5.313327071579149,1.6798205388206675
circle,unnormalized_rescaled,64,1,0.0777132298792753,5.086652972125421,1.5922187197689937
circle,unnormalized_rescaled,64,1,0.08197058206588613,4.880742473557888,1.5099523509592458
circle,unnormalized_rescaled,64,1,0.08646116413715105,4.693069580426473,1.434380959222704
circle,unnormalized_rescaled,64,1,0.0911977530907698,4.521278313276987,1.3664250771957462
circle,unnormalized_rescaled,64,1,0.09619382588478613,4.363212929491381,1.3065655513591672
circle,unnormalized_rescaled,64,1,0.1014635977834093,4.216937706217248,1.2548772194829958
circle,unnormalized_rescaled,64,1,0.10702206280353062,4.08074645080412,1.21108869571405
circle,unnormalized_rescaled,64,1,0.11288503637701378,3.953162489102418,1.1746583300022948
circle,unnormalized_rescaled,64,1,0.11906920035014801,3.8329303762789246,1.144856426959322
circle,unnormalized_rescaled,64,1,0.12559215044829972,3.719000938744192,1.120845109513958
circle,unnormalized_rescaled,64,1,0.13247244634081168,3.61051146430633,1.1017492774581932
circle,unnormalized_rescaled,64,1,0.13972966444860188,3.5067629033584993,1.0867144554989032
circle,unnormalized_rescaled,64,1,0.14738445364471142,3.4071958375590152,1.0749495762304946
circle,unnormalized_rescaled,64,1,0.15545859400628806,3.311366740922576,1.065754658568867
circle,unnormalized_rescaled,64,1,0.16397505878517146,3.2189257399794275,1.0585347957736104
circle,unnormalized_rescaled,64,1,0.17295807977340166,3.129596718769519,1.0528028209180498
circle,unnormalized_rescaled,64,1,0.18243321624963835,3.0431602541640106,1.0481734939970622
circle,unnormalized_rescaled,64,1,0.1924274277026611,2.9594395439415835,1.0443521173081365
circle,unnormalized_rescaled,64,1,0.20296915053886888,2.878289229992923,1.0411202249014835
circle,unnormalized_rescaled,64,1,0.2140883789920363,2.7995868350931996,1.0383205136071183
circle,unnormalized_rescaled,64,1,0.22581675046553726,2.7232264247227644,1.035842596146903
circle,unnormalized_rescaled,64,1,0.23818763554985636,2.649114066401324,1.0336105598715086
circle,unnormalized_rescaled,64,1,0.2512362329715197,2.577164672575865,1.031572785013907
circle,unnormalized_rescaled,64,1,0.2649996697435951,2.50729986144445,1.029694062483209
circle,unnormalized_rescaled,64,1,0.27951710680272435,2.4394465362686675,1.0279497712551908
circle,unnormalized_rescaled,64,1,0.2948298504332534,2.373535953994867,1.0263217214822316
circle,unnormalized_rescaled,64,1,0.3109814697954911,2.309503118931967,1.0247952162086094
circle,unnormalized_rescaled,64,1,0.3280179208925051,2.2472863916648076,1.0233568992422768
circle,unnormalized_rescaled,64,1,0.3459876773281678,2.186827245648545,1.0219930079619388
circle,unnormalized_rescaled,64,1,0.36494186822850344,2.128070134690616,1.0206877138063248
circle,unnormalized_rescaled,64,1,0.3849344237187598,2.0709624556036776,1.0194212962317462
circle,unnormalized_rescaled,64,1,0.4060222283701256,2.0154546037585543,1.0181679541375015
circle,unnormalized_rescaled,64,1,0.42826528305269906,1.9615001267834344,1.016893115595364
circle,unnormalized_rescaled,64,1,0.45172687565522385,1.9090559843597552,1.0155501695615623
circle,unnormalized_rescaled,64,1,0.4764737611573347,1.858082920522474,1.014076619858395
circle,unnormalized_rescaled,64,1,0.5025763515666775,1.8085459493187785,1.0123897570960203
circle,unnormalized_rescaled,64,1,0.5301089162613266,1.760414945322629,1.0103820582739473
circle,unnormalized_rescaled,64,1,0.5591497933075253,1.7136653178226655,1.0079166500781689
circle,unnormalized_rescaled,64,1,0.5897816123540224,1.6682787324759405,1.0048232974678868
circle,unnormalized_rescaled,64,1,0.6220915297371868,1.6242438284223946,1.0008954860267085
circle,unnormalized_rescaled,64,1,0.6561714764658575,1.5815568643849647,0.9958892342060874
circle,unnormalized_rescaled,64,1,0.6921184197915082,1.54022221653329,0.9895242803503788
circle,unnormalized_rescaled,64,1,0.7300346391079666,1.500252646192645,0.9814882240576672
circle,unnormalized_rescaled,64,1,0.7700280169657154,1.4616692586701352,0.9714440543029594
circle,unnormalized_rescaled,64,1,0.8122123460287756,1.4245010865003978,0.9590412695921682
circle,unnormalized_rescaled,64,1,0.8567076528475699,1.3887842510847974,0.9439305000339475
circle,unnormalized_rescaled,64,1,0.9036405393689871,1.3545606845870906,0.9257811988015368
circle,unnormalized_rescaled,64,1,0.9531445431553321,1.3218764265476444,0.9043016100244108
circle,unnormalized_rescaled,64,1,1.0053605173371054,1.2907795437370353,0.8792598764761577
circle,unnormalized_rescaled,64,1,1.0604370313806784,1.2613177537631803,0.8505048616355606
circle,unnormalized_rescaled,64,1,1.1185307938111548,1.2335358595807728,0.8179850654068583
circle,unnormalized_rescaled,64,1,1.179807098093205,1.2074731207156173,0.7817639464617065
circle,unnormalized_rescaled,64,1,1.2444402929385217,1.1831606960933703,0.742030054498763
circle,unnormalized_rescaled,64,1,1.3126142783780486,1.1606192923671859,0.6991006371532951
circle,unnormalized_rescaled,64,1,1.3845230290104769,1.1398571411674812,0.653417814586692
circle,unnormalized_rescaled,64,1,1.460371145915765,1.120868410217429,0.6055369830377648
circle,unnormalized_rescaled,64,1,1.5403744388040685,1.1036321288004318,0.5561077664916709
circle,unnormalized_rescaled,64,1,1.6247605400564475,1.088111679880929,0.5058485131791466
circle,unnormalized_rescaled,64,1,1.7137695524044576,1.0742548814293715,0.45551595004731116
circle,unnormalized_rescaled,64,1,1.8076547320915,1.0619946500401856,0.4058720844945597
circle,unnormalized_rescaled,64,1,1.9066832094596693,1.0512502122018768,0.35765071485019584
circle,unnormalized_rescaled,64,1,2.011136749012423,1.0419288036278636,0.31152594289936286
circle,unnormalized_rescaled,64,1,2.1213125511156474,1.0339277756344059,0.2680848708813305
circle,unnormalized_rescaled,64,1,2.237524097618177,1.0271370102468709,0.22780624360922874
circle,unnormalized_rescaled,64,1,2.3601020437978324,1.0214415330760913,0.19104622289597406
circle,unnormalized_rescaled,64,1,2.489395159170804,1.01672420559984,0.1580318314815254
circle,unnormalized_rescaled,64,1,2.6257713198412356,1.0128683768703508,0.12886195488276428
circle,unnormalized_rescaled,64,1,2.7696185552145662,1.009760379294071,0.10351521030335728
circle,unnormalized_rescaled,64,1,2.921346152052813,1.0072917641707901,0.08186353236767786
