width,center,logM_low,logM_high,n,frac_Phi_better_logM,mean_delta_logM_minus_Phi,median_delta_logM_minus_Phi,p_mean_delta_one_sided,p_frac_one_sided,mean_abs_err_logM,mean_abs_err_Phi,names,tag
0.25,11.445000076293953,11.320000076293953,11.570000076293953,15,0.5333333333333333,0.002964709793958279,0.0466547183770932,0.25658113962012663,0.3008997000999667,0.3226214124436417,0.3196567026496834,J0044+0113;J0252+0039;J1016+3859;J1023+4230;J1103+5322;J1106+5228;J1134+6027;J1142+1001;J1153+4612;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J2238-0754,measured_n_only
0.15,11.495000076293953,11.420000076293954,11.570000076293953,12,0.5,0.0024416106998841197,-0.001591536179727862,0.27190936354548484,0.41886037987337554,0.2875082186741518,0.2850666079742677,J0044+0113;J0252+0039;J1016+3859;J1023+4230;J1103+5322;J1134+6027;J1142+1001;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J2238-0754,measured_n_only
0.2,11.420000076293952,11.320000076293953,11.520000076293952,12,0.5,0.002126989679842576,0.009927275661844759,0.29323558813728756,0.46217927357547484,0.3393901132586848,0.3372631235788422,J0044+0113;J0252+0039;J1016+3859;J1106+5228;J1134+6027;J1153+4612;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J2238-0754,measured_n_only
0.1,11.470000076293955,11.420000076293954,11.520000076293956,9,0.4444444444444444,0.0011502841830384563,-0.049837790736548926,0.31756081306231254,0.6261246251249584,0.2981620885043793,0.29701180432134083,J0044+0113;J0252+0039;J1016+3859;J1134+6027;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J2238-0754,measured_n_only
0.15,11.670000076293956,11.595000076293957,11.745000076293955,22,0.4090909090909091,-0.002330880923741191,-0.022653728792410698,0.2542485838053982,0.748750416527824,0.3882589468192863,0.39058982774302753,J0008-0004;J0037-0942;J0157-0056;J0728+3835;J0822+2652;J0841+3824;J0936+0913;J0959+4416;J1112+0826;J1143-0144;J1205+4910;J1416+5136;J1432+6317;J1436-0000;J1531-0105;J1621+3931;J1627-0053;J1636+4707;J2300+0022;J2303+1422;J2321-0939;J2341+0000,measured_n_only
0.15,11.395000076293952,11.320000076293953,11.470000076293951,7,0.5714285714285714,-0.002438496720494359,0.06969234206023844,0.37887370876374543,0.3688770409863379,0.36405046395888935,0.3664889606793837,J0252+0039;J1106+5228;J1153+4612;J1204+0358;J1403+0006;J1451-0239;J2238-0754,measured_n_only
0.2,11.695000076293956,11.595000076293957,11.795000076293956,24,0.4166666666666667,-0.003642238447294003,-0.022653728792410698,0.26724425191602796,0.716427857380873,0.3676291595887422,0.3712713980360362,J0008-0004;J0037-0942;J0157-0056;J0728+3835;J0822+2652;J0841+3824;J0936+0913;J0959+4416;J1112+0826;J1143-0144;J1205+4910;J1250+0523;J1402+6321;J1416+5136;J1432+6317;J1436-0000;J1531-0105;J1621+3931;J1627-0053;J1636+4707;J2300+0022;J2303+1422;J2321-0939;J2341+0000,measured_n_only
0.3,11.720000076293957,11.570000076293956,11.870000076293957,33,0.42424242424242425,-0.00789097698065347,-0.030902166577213702,0.25791402865711427,0.7237587470843052,0.36671707646618074,0.3746080534468342,J0008-0004;J0029-0055;J0037-0942;J0157-0056;J0330-0020;J0728+3835;J0822+2652;J0841+3824;J0936+0913;J0946+1006;J0956+5100;J0959+4416;J1020+1122;J1100+5329;J1112+0826;J1143-0144;J1205+4910;J1218+0830;J1250+0523;J1402+6321;J1416+5136;J1432+6317;J1436-0000;J1531-0105;J1621+3931;J1627-0053;J1630+4520;J1636+4707;J2300+0022;J2303+1422;J2321-0939;J2341+0000;J2347-0005,measured_n_only
0.1,11.670000076293958,11.620000076293957,11.720000076293958,14,0.35714285714285715,-0.008918046293327247,-0.03690650690088908,0.38253915361546154,0.8530489836721094,0.38129087168757714,0.3902089179809044,J0008-0004;J0728+3835;J0822+2652;J0841+3824;J0936+0913;J1416+5136;J1432+6317;J1436-0000;J1531-0105;J1621+3931;J1627-0053;J1636+4707;J2300+0022;J2303+1422,measured_n_only
0.2,11.470000076293953,11.370000076293953,11.570000076293953,13,0.46153846153846156,-0.009898490652363642,-0.049837790736548926,0.3938687104298567,0.5558147284238587,0.29136272607750036,0.30126121672986406,J0044+0113;J0252+0039;J1016+3859;J1023+4230;J1103+5322;J1134+6027;J1142+1001;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J2238-0754,measured_n_only
0.1,11.495000076293955,11.445000076293955,11.545000076293956,9,0.4444444444444444,-0.012438959553258268,-0.049837790736548926,0.4348550483172276,0.6241252915694768,0.3294420414136777,0.34188100096693597,J0044+0113;J0252+0039;J1016+3859;J1103+5322;J1134+6027;J1204+0358;J1213+6708;J1251-0208;J2238-0754,measured_n_only
0.3,11.420000076293952,11.270000076293952,11.570000076293953,17,0.47058823529411764,-0.012705262918899993,-0.049837790736548926,0.42952349216927693,0.5001666111296235,0.3191356290032571,0.33184089192215704,J0044+0113;J0252+0039;J1016+3859;J1023+4230;J1029+0420;J1103+5322;J1106+5228;J1134+6027;J1142+1001;J1153+4612;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J1538+5817;J2238-0754,measured_n_only
0.15,11.445000076293953,11.370000076293953,11.520000076293952,10,0.4,-0.014762714923199066,-0.05055517542040633,0.4795068310563146,0.7514161946017994,0.3021075611457097,0.3168702760689088,J0044+0113;J0252+0039;J1016+3859;J1134+6027;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J2238-0754,measured_n_only
0.25,11.420000076293952,11.295000076293952,11.545000076293952,13,0.46153846153846156,-0.014845650899202431,-0.049837790736548926,0.4515161612795735,0.5524825058313896,0.3363401100078824,0.35118576090708475,J0044+0113;J0252+0039;J1016+3859;J1103+5322;J1106+5228;J1134+6027;J1153+4612;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J2238-0754,measured_n_only
0.25,11.395000076293952,11.270000076293952,11.520000076293952,14,0.42857142857142855,-0.01678116002661165,-0.05055517542040633,0.4815061646117961,0.6687770743085638,0.3327618475360688,0.34954300756268036,J0044+0113;J0252+0039;J1016+3859;J1029+0420;J1106+5228;J1134+6027;J1153+4612;J1204+0358;J1213+6708;J1251-0208;J1403+0006;J1451-0239;J1538+5817;J2238-0754,measured_n_only
