ring_id,R_mean,n_cells,sigma_target_mean,sigma_coupling_mean,rho_ent_mean,rho_ent_sum
0,2.5,4,0.4345982085070782,0.4345982085070782,0.6400134798999595,2.560053919599838
1,7.5,4,0.0820849986238988,0.0820849986238988,0.11311237091597226,0.45244948366388904
