xi,h0,j0,control_mode,ground_state_energy,mean_single_site_entropy,max_single_site_entropy,mean_mutual_information,max_mutual_information,verdict,corr_rho_sigma,rmse_normalized,kl_rho_ent_to_sigma,kl_sigma_to_rho_ent,R_ent_fit,R_sigma_fit,R_d_target,R_d_relative_error,J_eff_mean,J_eff_sum_norm,J_eff_max,J_eff_spectral,J_eff_mean_over_h0,J_eff_spectral_over_h0,xi_over_h0,h0_over_xi
2.0,0.3,1.0,none,-2.425547688495297,0.050020035182333826,0.09646954164039599,0.015863546218819486,0.07790176586030764,weak_or_failed_closure,1.0,0.11535445577857426,0.06657502968163424,0.09763217243572987,1.6180350949990205,2.9999999850123515,3.0,0.4606549683336598,0.016641325403412465,0.016641325403412465,0.07419190095621893,0.18715721764127838,0.05547108467804155,0.6238573921375946,6.666666666666667,0.15
2.0,0.5,1.0,none,-4.0142169908146546,0.018875798255238142,0.036530752949647825,0.005787498317798906,0.029905582217394117,weak_or_failed_closure,1.0,0.12191856984144292,0.07646358065663142,0.11785730502555364,1.5334955381486894,2.9999999850123515,3.0,0.48883482061710354,0.016641325403412465,0.016641325403412465,0.07419190095621893,0.18715721764127838,0.03328265080682493,0.37431443528255676,4.0,0.25
2.0,0.8,1.0,none,-6.408534138234713,0.00784890261631863,0.01521471030873147,0.002366740291728356,0.01260514988436615,weak_or_failed_closure,1.0,0.12489638697656168,0.0813377472382291,0.1286090353147031,1.4935920623345273,2.9999999850123515,3.0,0.5021359792218242,0.016641325403412465,0.016641325403412465,0.07419190095621893,0.18715721764127838,0.02080165675426558,0.23394652205159797,2.5,0.4
2.0,1.0,1.0,none,-8.006738691427223,0.005195341813668804,0.010076503047424348,0.0015582170391733572,0.008388815094653185,weak_or_failed_closure,1.0,0.12585411961064358,0.0829617678913848,0.13231859729722056,1.4805070048592832,2.9999999850123515,3.0,0.5064976650469056,0.016641325403412465,0.016641325403412465,0.07419190095621893,0.18715721764127838,0.016641325403412465,0.18715721764127838,2.0,0.5
2.5,0.3,1.0,none,-2.4612291176238186,0.10920781022924325,0.20543453751721524,0.037528188496017176,0.1624130839233056,moderate_closure,1.0,0.07973117749839533,0.02824570860828167,0.03453871504629248,2.037391877542798,2.9999999850123515,3.0,0.3208693741524007,0.025908345687879347,0.025908345687879347,0.1056580972432006,0.2775014811244027,0.08636115229293116,0.9250049370813423,8.333333333333334,0.12
2.5,0.5,1.0,none,-4.032470511893955,0.040002496912558944,0.07614601649731381,0.012848673359663294,0.06040042305741468,weak_or_failed_closure,1.0,0.09913460253790483,0.046329122235882064,0.06168653603784921,1.8140573130890272,2.9999999850123515,3.0,0.39531422897032426,0.025908345687879347,0.025908345687879347,0.1056580972432006,0.2775014811244027,0.05181669137575869,0.5550029622488054,5.0,0.2
2.5,0.8,1.0,none,-6.418979271559271,0.01624720981061467,0.031063798101828296,0.005060038094053855,0.024878091939279708,weak_or_failed_closure,1.0,0.10691454411305355,0.05536832209293028,0.07692412759448673,1.7217435613566816,2.9999999850123515,3.0,0.4260854795477728,0.025908345687879347,0.025908345687879347,0.1056580972432006,0.2775014811244027,0.032385432109849184,0.34687685140550334,3.125,0.32
2.5,1.0,1.0,none,-8.01485885739439,0.010672634559327506,0.020431778110362488,0.003292375615449723,0.016437250370164268,weak_or_failed_closure,1.0,0.10919250623119309,0.058240415350799705,0.08202846513024745,1.6941868233726516,2.9999999850123515,3.0,0.4352710588757828,0.025908345687879347,0.025908345687879347,0.1056580972432006,0.2775014811244027,0.025908345687879347,0.2775014811244027,2.5,0.4
3.0,0.3,1.0,none,-2.515176030027251,0.18853632304054538,0.34185566560175323,0.07159443290014637,0.26944648741603605,strong_closure,1.0,0.03159357157628148,0.003959282228902912,0.004210781663533673,2.597044393910773,2.9999999850123515,3.0,0.13431853536307573,0.035278657474717416,0.035278657474717416,0.1337417422483989,0.36306996031023964,0.11759552491572473,1.2102332010341321,10.0,0.09999999999999999
3.0,0.5,1.0,none,-4.058343186602148,0.06832818291612626,0.1274592736896335,0.023136029014205983,0.09909007628801741,moderate_closure,1.0,0.07133805632433964,0.022105024394521652,0.02622606799019614,2.132959765387537,2.9999999850123515,3.0,0.28901341153748766,0.035278657474717416,0.035278657474717416,0.1337417422483989,0.36306996031023964,0.07055731494943483,0.7261399206204793,6.0,0.16666666666666666
3.0,0.8,1.0,none,-6.433169918578221,0.027104105873208332,0.05104589070175117,0.008739696531581156,0.03987153961431753,moderate_closure,1.0,0.08663645632577499,0.03401953595468454,0.0427596146293977,1.9585654796725547,2.9999999850123515,3.0,0.3471448401091484,0.035278657474717416,0.035278657474717416,0.1337417422483989,0.36306996031023964,0.044098321843396765,0.45383745038779955,3.75,0.26666666666666666
3.0,1.0,1.0,none,-8.025738376584286,0.017651750746690453,0.03332858326363268,0.005609908691071619,0.026123465011942154,weak_or_failed_closure,1.0,0.09088836868150428,0.03792507633016878,0.048551792998757934,1.9097606688059026,2.9999999850123515,3.0,0.3634131103980325,0.035278657474717416,0.035278657474717416,0.1337417422483989,0.36306996031023964,0.035278657474717416,0.36306996031023964,3.0,0.3333333333333333
4.0,0.3,1.0,none,-2.6734352624620334,0.3714644080441186,0.6068657519765983,0.1773426258621989,0.4919380712967498,weak_or_failed_closure,1.0,0.07544940117150228,0.019096815310281748,0.01731368606250553,4.222669996347109,2.9999999850123515,3.0,0.4075566654490362,0.0529339755881539,0.0529339755881539,0.1795652172368227,0.5134000883584663,0.17644658529384635,1.7113336278615543,13.333333333333334,0.075
4.0,0.5,1.0,none,-4.129610242801541,0.1415481751606253,0.2510974396672632,0.0537947036297094,0.191679337266554,strong_closure,1.0,0.008678574581859555,0.00028609983082087016,0.00029051173164050363,2.8849912974463807,2.9999999850123515,3.0,0.03833623418453976,0.0529339755881539,0.0529339755881539,0.1795652172368227,0.5134000883584663,0.1058679511763078,1.0268001767169326,8.0,0.125
4.0,0.8,1.0,none,-6.4698247832623625,0.05404098563960116,0.09848030172334345,0.018695822905423043,0.07444127353416696,strong_closure,1.0,0.043871398689611596,0.007832495048821782,0.008575907677670642,2.450166006369178,2.9999999850123515,3.0,0.18327799787694068,0.0529339755881539,0.0529339755881539,0.1795652172368227,0.5134000883584663,0.06616746948519238,0.6417501104480828,5.0,0.2
4.0,1.0,1.0,none,-8.053235881108419,0.0345919696511623,0.06344855788267531,0.011660736931820372,0.04797590721019333,moderate_closure,1.0,0.05324591074597938,0.011781074289481573,0.013222274348969769,2.340550927143348,2.9999999850123515,3.0,0.21981635761888407,0.0529339755881539,0.0529339755881539,0.1795652172368227,0.5134000883584663,0.0529339755881539,0.5134000883584663,4.0,0.25
