site,x,y,R,theta,ring_id,sigma_target,sigma_coupling
0,2.5,0.0,2.5,0.0,0,0.4345982085070782,0.4345982085070782
1,1.5308084989341916e-16,2.5,2.5,1.5707963267948966,0,0.4345982085070782,0.4345982085070782
2,-2.5,3.061616997868383e-16,2.5,3.141592653589793,0,0.4345982085070782,0.4345982085070782
3,-4.592425496802574e-16,-2.5,2.5,4.71238898038469,0,0.4345982085070782,0.4345982085070782
4,7.5,0.0,7.5,0.0,1,0.0820849986238988,0.0820849986238988
5,4.592425496802575e-16,7.5,7.5,1.5707963267948966,1,0.0820849986238988,0.0820849986238988
6,-7.5,9.18485099360515e-16,7.5,3.141592653589793,1,0.0820849986238988,0.0820849986238988
7,-1.3777276490407722e-15,-7.5,7.5,4.71238898038469,1,0.0820849986238988,0.0820849986238988
