mode,omega2,omega,k2_line,k_line
0,0.0021600626369965717,0.04647647401639427,2.9615198132081634e-08,0.00017209066834689683
1,1.478064629469337,1.2157568134579122,1.4759607665703651,1.2148912570968502
2,1.4780646294693596,1.2157568134579215,1.4759607665703645,1.21489125709685
3,2.7961695438735883,1.672175093665011,2.7941289115853034,1.6715648092686395
4,5.335037109290129,2.309769925618162,5.3330032343938845,2.3093296071357776
5,5.335552686213998,2.309881530774684,5.333479078028779,2.309432631195112
6,6.3854035858961185,2.526935611743227,6.383417408943274,2.5265425800772237
7,6.3854035858961335,2.5269356117432302,6.383417408943274,2.5265425800772237
8,9.712512404477511,3.1164903985858055,9.710566394731636,3.116178171210952
9,10.217212604744333,3.1964374864439837,10.215232343872582,3.1961277108201704
10,10.217212604744354,3.1964374864439873,10.215232343872579,3.1961277108201696
11,10.855623736361412,3.2947873582920963,10.853775385764875,3.294506850162081
12,10.914498115693146,3.30370975052185,10.912529919798091,3.3034118604555034
13,13.790359938747923,3.713537388898612,13.788476574798413,3.713283799388139
14,13.790359938747958,3.713537388898617,13.788476574798416,3.7132837993881394
15,14.684593314083521,3.8320481878603148,14.682768002101891,3.831810016441563
16,14.806095284345608,3.847868927646264,14.804151857145888,3.8476163864327595
17,15.036015671202419,3.8776301617356985,15.034172347643883,3.8773924675797113
18,15.03601567120245,3.8776301617357025,15.034172347643887,3.877392467579712
19,16.708628276641566,4.087618900612136,16.706739463171964,4.0873878532838015
20,17.159532803832622,4.142406643948976,17.157521701207205,4.142163891157279
21,17.590367652846354,4.1940872252310575,17.588284868672233,4.193838917826033
22,17.590367652846393,4.194087225231063,17.58828486867222,4.193838917826032
23,17.71313660420137,4.208697732577307,17.711221387386264,4.2084701956157735
24,17.801136095034572,4.219139259971703,17.79906320115107,4.218893599173967
25,17.81303334716971,4.2205489390800475,17.811047148769617,4.220313631564557
26,17.865415464195724,4.226749988371174,17.86330479217533,4.2265003007423685
27,17.865415464195774,4.22674998837118,17.86330479217534,4.226500300742369
28,17.897695976995518,4.230566862371462,17.895552495968936,4.230313522183543
29,18.095430508055,4.253872413231854,18.093378933156018,4.253631264361783
30,18.128334656590678,4.257738209024914,18.126205850459016,4.257488209080445
31,18.12833465659071,4.257738209024917,18.126205850459016,4.257488209080445
32,18.14186175240507,4.259326443512527,18.139727477320488,4.2590758947593885
33,18.22895018914769,4.2695374678233815,18.22693805917045,4.269301823386401
34,18.332450633422443,4.28164111450533,18.33022824192392,4.281381580976393
35,18.49910432785932,4.301058512489608,18.497073485743943,4.300822419694161
36,18.499104327859364,4.301058512489613,18.49707348574394,4.300822419694161
37,18.715680380822942,4.326162315589065,18.71377574825582,4.325942180410624
38,19.016361960012166,4.360775385182338,19.014009698673267,4.360505670065487
39,19.024265927225432,4.361681548121714,19.022254004293405,4.361450905867611
40,19.024265927225475,4.361681548121719,19.022254004293416,4.3614509058676125
41,19.094037481035883,4.36967246839347,19.091721637423426,4.3694074698319705
