lambda_bup,weight_width,x_center_cap,x_center_used,r_cut_factor,r_cut_kpc,alpha_bary_max_arcsec,alpha_bup_max_arcsec,delta_alpha_max_arcsec,enhancement_max_raw,enhancement_mean_robust,enhancement_median_robust,R_alpha_bup_max_kpc,R_delta_alpha_max_kpc,R_ratio_max_kpc,thetaE_bary_arcsec,thetaE_bup_arcsec,delta_thetaE_arcsec,score
1.0,0.6,4.0,4.0,4.0,12.682278375757395,0.20834474031126876,0.229930140364566,0.03116800395905281,1.193935196343604,1.0781225935045404,1.0683966943660126,6.1,10.04,12.05,0.07570895818061268,0.07697986233289109,0.0012709041522784015,4.326275829467813
2.0,0.5,2.0,2.0,3.0,9.511708781818047,0.20834474031126876,0.2394405729612914,0.032217760162460085,1.159130239227971,1.062353283344555,1.047868133558602,6.1,6.43,7.06,0.07570895818061268,0.07738498765643377,0.0016760294758210864,4.308482378601177
1.0,0.8,2.0,2.0,5.0,15.852847969696743,0.20834474031126876,0.23545262675422823,0.029560942029053877,1.1636071615642811,1.0759203467319018,1.0603141052727711,6.1,7.06,9.04,0.07570895818061268,0.07718882540069028,0.0014798672200775909,4.3046743626138975
3.0,0.4,4.0,4.0,2.0,6.341139187878698,0.20834474031126876,0.2290302206173859,0.03167942719099484,1.1887125218990338,1.0620835726297726,1.0418443390237546,6.1,10.04,10.04,0.07570895818061268,0.07689283716637571,0.001183878985763026,4.277438771182283
1.0,0.5,4.0,4.0,4.0,12.682278375757395,0.20834474031126876,0.22761882268563982,0.030030622408563634,1.1868889480115732,1.0692977941012687,1.060449845511401,6.1,10.04,12.05,0.07570895818061268,0.07685121793648089,0.001142259755868208,4.2772885288148235
3.0,0.5,2.0,2.0,2.0,6.341139187878698,0.20834474031126876,0.23900012442577728,0.03139283853900657,1.1527668619222309,1.0583964048088903,1.0399355527833172,5.78,6.43,6.43,0.07570895818061268,0.0773665791906776,0.0016576210100649191,4.276045565956712
1.0,0.4,3.0,3.0,5.0,15.852847969696743,0.20834474031126876,0.23141455441511619,0.030158176384703056,1.172007749127666,1.0609748879207053,1.0423994291943532,6.1,9.04,9.04,0.07570895818061268,0.07697266589447868,0.001263707713865997,4.266376295534086
1.0,0.6,3.0,3.0,4.0,12.682278375757395,0.20834474031126876,0.2321043905531397,0.02868453727965356,1.166173653209831,1.0687302597769028,1.0520951468395046,6.1,9.04,10.04,0.07570895818061268,0.0770496165589752,0.0013406583783625164,4.262494728113126
1.0,0.5,3.0,3.0,4.0,12.682278375757395,0.20834474031126876,0.23047010064183893,0.027278723877847272,1.1557174964361359,1.060421202021198,1.0437706268246993,6.1,8.04,10.04,0.07570895818061268,0.07693852769437053,0.0012295695137578416,4.216324245005175
2.0,0.4,2.0,2.0,3.0,9.511708781818047,0.20834474031126876,0.2364240389082188,0.0289276199458485,1.1409001149479001,1.0513030210488048,1.0357756930243935,6.1,6.43,6.74,0.07570895818061268,0.07718353966457285,0.0014745814839601662,4.207479369183932
3.0,0.4,2.0,2.0,2.0,6.341139187878698,0.20834474031126876,0.23668637438809417,0.028855240538023103,1.1396117439453421,1.0498913009538533,1.032548409149177,5.78,6.1,6.43,0.07570895818061268,0.07720342705788631,0.0014944688772736275,4.192456825442268
2.0,0.8,3.0,3.0,2.0,6.341139187878698,0.20834474031126876,0.23252793348478729,0.026148486018710393,1.1381846650930045,1.0593411716351937,1.046366511332478,6.1,7.06,8.04,0.07570895818061268,0.07702339297885724,0.001314434798244557,4.188492136164154
1.0,0.8,2.0,2.0,4.0,12.682278375757395,0.20834474031126876,0.23160136451729454,0.025188129070851106,1.1356815878881372,1.0617943524919486,1.0493331634564158,6.1,7.06,9.04,0.07570895818061268,0.07696520165246089,0.0012562434718482035,4.176867054412433
1.0,0.4,4.0,4.0,4.0,12.682278375757395,0.20834474031126876,0.22446919284567934,0.028503633696778885,1.1771471303301035,1.058544774198227,1.0402256548305016,6.1,11.04,12.05,0.07570895818061268,0.07668535586216943,0.0009763976815567454,4.172040164568541
1.0,0.6,2.0,2.0,5.0,15.852847969696743,0.20834474031126876,0.23224459649738294,0.025570221509636004,1.1328947798090232,1.05648721225822,1.0426973797973336,6.1,7.06,8.04,0.07570895818061268,0.07701927010741873,0.0013103119268060431,4.1675291813363815
