N_input,N_actual,m_grid,k,epsilon,mode_index,graph_lambda_raw,scale_c,graph_lambda_scaled,target_lambda,abs_error,rel_error
1024,1024,32,32,0.004882812500000001,3,263.54322734038135,0.1568961677809424,41.34892241432752,39.47841760435743,1.870504809970086,0.0473804403387138
1024,1024,32,32,0.004882812500000001,4,264.75485535157094,0.1568961677809424,41.53902220605921,39.47841760435743,2.060604601701776,0.05219572431581799
1024,1024,32,32,0.004882812500000001,5,514.6177581276987,0.1568961677809424,80.74155412225585,78.95683520871486,1.7847189135409849,0.02260372909860496
1024,1024,32,32,0.004882812500000001,6,515.818236263174,0.1568961677809424,80.92990454121673,78.95683520871486,1.973069332501865,0.024989215022185783
1024,1024,32,32,0.004882812500000001,7,519.4256837333736,0.1568961677809424,81.49589922476211,78.95683520871486,2.5390640160472486,0.03215762143119687
1024,1024,32,32,0.004882812500000001,8,522.1395653787889,0.1568961677809424,81.92169685473881,78.95683520871486,2.964861646023948,0.03755041141386454
1024,1024,32,32,0.004882812500000001,9,984.6464677017632,0.1568961677809424,154.48725740144812,157.91367041742973,3.426413015981609,0.021698013901673065
1024,1024,32,32,0.004882812500000001,10,991.8806428734364,0.1568961677809424,155.62227176293968,157.91367041742973,2.2913986544900524,0.014510451491837018
1024,1024,32,32,0.004882812500000001,11,994.0926965360902,0.1568961677809424,155.96933450553587,157.91367041742973,1.9443359118938588,0.012312650999461872
1024,1024,32,32,0.004882812500000001,12,1012.2976353692426,0.1568961677809424,158.82561964314394,157.91367041742973,0.9119492257142099,0.0057749859356923255
1024,1024,32,32,0.004882812500000001,13,1213.6663842672156,0.1568961677809424,190.41960465607877,197.39208802178717,6.972483365708399,0.0353230133770043
1024,1024,32,32,0.004882812500000001,14,1219.097609820807,0.1568961677809424,191.2717431317912,197.39208802178717,6.120344889995977,0.031006029427686297
1024,1024,32,32,0.004882812500000001,15,1220.7668291174798,0.1568961677809424,191.53363724262516,197.39208802178717,5.858450779162013,0.029679258362753553
1024,1024,32,32,0.004882812500000001,16,1223.460188755984,0.1568961677809424,191.95621504836234,197.39208802178717,5.435872973424836,0.027538454189839922
1024,1024,32,32,0.004882812500000001,17,1230.773907934086,0.1568961677809424,193.10370955963253,197.39208802178717,4.28837846215464,0.021725179084590814
1024,1024,32,32,0.004882812500000001,18,1234.7409365398507,0.1568961677809424,193.72612114535437,197.39208802178717,3.6659668764328046,0.01857200515568878
1024,1024,32,32,0.004882812500000001,19,1243.840981048176,0.1568961677809424,195.1538832553466,197.39208802178717,2.2382047664405604,0.011338877808483987
1024,1024,32,32,0.004882812500000001,20,1248.9205713384677,0.1568961677809424,195.95085150579067,197.39208802178717,1.4412365159965077,0.007301389485466262
