mi_file,N,k,lambda,d_s_heat,alpha_pred,R2_threshold,n,median,mean,std,iqr,cv,delta,q05,q25,q75,q95
MI_N800_d3_lam0p3_k12_seed1.csv,800,12,0.3,2.97042306888682,0.9704230688868201,0.7,150,1.2931454863161564,1.297089838849663,0.3974626951641808,0.5407097429609862,0.3064264966537461,0.3227224174293364,0.7068172324622353,1.0455402439232213,1.5862499868842075,1.9836295853652797
MI_N800_d3_lam0p3_k12_seed1.csv,800,12,0.3,2.97042306888682,0.9704230688868201,0.85,104,1.259707713778825,1.2873153817024903,0.4009107527343552,0.549747425086266,0.31143164948734975,0.289284644892005,0.7196398806502415,1.0363115541456687,1.5860589792319346,1.9927431660328987
