ring_id,R_mean,n_cells,sigma_target_mean,sigma_coupling_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.5737534207374327,0.5737534207374327,0.6107242062087503,2.4428968248350014
1,5.0,4,0.18887560283756183,0.18887560283756183,0.24755563414892853,0.9902225365957141
2,8.333333333333334,4,0.06217652402211629,0.06217652402211629,0.08022149995014113,0.32088599980056454
