0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.12238283020627516,0.1157662901639741,0.12238283020627538,0.14759518850302622,0.12959561565609418,0.12044843203979216,0.1295956156560945,0.13500808294571864,0.11993783611420683,0.11157254206029543,0.11993783611420739
0.12238283020627516,0.0,0.12238283020627572,0.11576629016397366,0.1295956156560945,0.1475951885030261,0.12959561565609456,0.12044843203979239,0.11993783611420716,0.13500808294571798,0.11993783611420716,0.11157254206029582
0.1157662901639741,0.12238283020627572,0.0,0.12238283020627533,0.12044843203979183,0.1295956156560949,0.14759518850302566,0.12959561565609512,0.11157254206029565,0.11993783611420711,0.13500808294571848,0.11993783611420694
0.12238283020627538,0.11576629016397366,0.12238283020627533,0.0,0.12959561565609407,0.12044843203979205,0.1295956156560939,0.147595188503026,0.11993783611420655,0.11157254206029477,0.11993783611420722,0.13500808294571803
0.14759518850302622,0.1295956156560945,0.12044843203979183,0.12959561565609407,0.0,0.1484527382247105,0.12866713149351716,0.1484527382247106,0.26700243298295234,0.13893896458577526,0.11899785810633223,0.1389389645857757
0.12959561565609418,0.1475951885030261,0.1295956156560949,0.12044843203979205,0.1484527382247105,0.0,0.14845273822471083,0.1286671314935176,0.13893896458577548,0.2670024329829523,0.13893896458577637,0.1189978581063319
0.12044843203979216,0.12959561565609456,0.14759518850302566,0.1295956156560939,0.12866713149351716,0.14845273822471083,0.0,0.1484527382247106,0.11899785810633112,0.13893896458577581,0.26700243298295334,0.13893896458577604
0.1295956156560945,0.12044843203979239,0.12959561565609512,0.147595188503026,0.1484527382247106,0.1286671314935176,0.1484527382247106,0.0,0.13893896458577615,0.11899785810633245,0.13893896458577726,0.26700243298295256
0.13500808294571864,0.11993783611420716,0.11157254206029565,0.11993783611420655,0.26700243298295234,0.13893896458577548,0.11899785810633112,0.13893896458577615,0.0,0.1312234364896524,0.11032801681895876,0.13122343648965218
0.11993783611420683,0.13500808294571798,0.11993783611420711,0.11157254206029477,0.13893896458577526,0.2670024329829523,0.13893896458577581,0.11899785810633245,0.1312234364896524,0.0,0.1312234364896524,0.11032801681895865
0.11157254206029543,0.11993783611420716,0.13500808294571848,0.11993783611420722,0.11899785810633223,0.13893896458577637,0.26700243298295334,0.13893896458577726,0.11032801681895876,0.1312234364896524,0.0,0.13122343648965284
0.11993783611420739,0.11157254206029582,0.11993783611420694,0.13500808294571803,0.1389389645857757,0.1189978581063319,0.13893896458577604,0.26700243298295256,0.13122343648965218,0.11032801681895865,0.13122343648965284,0.0
