ring_id,R_mean,n_cells,sigma_target_mean,sigma_coupling_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.5737534207374327,0.06217652402211629,1.3742230996659595,5.496892398663838
1,5.0,4,0.18887560283756183,0.18887560283756183,1.616685680058782,6.466742720235128
2,8.333333333333334,4,0.06217652402211629,0.5737534207374327,1.523109407293528,6.092437629174112
