0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.034491808125866136,0.027021805951209052,0.03449180812586613,0.04709654875168939,0.02901803011865666,0.02046807571435048,0.029018030118656654,0.03567399334725239,0.022567191507279018,0.015503853599009318,0.022567191507279018
0.034491808125866136,0.0,0.034491808125866136,0.027021805951209052,0.02901803011865666,0.04709654875168939,0.02901803011865666,0.02046807571435048,0.022567191507279018,0.03567399334725239,0.022567191507279018,0.015503853599009318
0.027021805951209052,0.034491808125866136,0.0,0.034491808125866136,0.02046807571435048,0.02901803011865666,0.04709654875168939,0.02901803011865666,0.015503853599009318,0.022567191507279018,0.03567399334725239,0.022567191507279018
0.03449180812586613,0.027021805951209052,0.034491808125866136,0.0,0.02901803011865666,0.02046807571435048,0.02901803011865666,0.04709654875168939,0.022567191507279018,0.015503853599009318,0.022567191507279018,0.03567399334725239
0.04709654875168939,0.02901803011865666,0.02046807571435048,0.02901803011865666,0.0,0.032243667241307325,0.01550385359900932,0.03224366724130732,0.14306668275440818,0.02899376707251759,0.011743628457021362,0.02899376707251759
0.02901803011865666,0.04709654875168939,0.02901803011865666,0.02046807571435048,0.032243667241307325,0.0,0.03224366724130733,0.01550385359900932,0.02899376707251759,0.14306668275440818,0.02899376707251759,0.011743628457021362
0.02046807571435048,0.02901803011865666,0.04709654875168939,0.02901803011865666,0.01550385359900932,0.03224366724130733,0.0,0.032243667241307325,0.011743628457021362,0.02899376707251759,0.14306668275440818,0.028993767072517603
0.029018030118656654,0.02046807571435048,0.02901803011865666,0.04709654875168939,0.03224366724130732,0.01550385359900932,0.032243667241307325,0.0,0.028993767072517575,0.011743628457021362,0.028993767072517603,0.14306668275440818
0.03567399334725239,0.022567191507279018,0.015503853599009318,0.022567191507279018,0.14306668275440818,0.02899376707251759,0.011743628457021362,0.028993767072517575,0.0,0.030142057887318937,0.008895389037043951,0.030142057887318923
0.022567191507279018,0.03567399334725239,0.022567191507279018,0.015503853599009318,0.02899376707251759,0.14306668275440818,0.02899376707251759,0.011743628457021362,0.030142057887318937,0.0,0.030142057887318937,0.008895389037043951
0.015503853599009318,0.022567191507279018,0.03567399334725239,0.022567191507279018,0.011743628457021362,0.02899376707251759,0.14306668275440818,0.028993767072517603,0.008895389037043951,0.030142057887318937,0.0,0.030142057887318937
0.022567191507279018,0.015503853599009318,0.022567191507279018,0.03567399334725239,0.02899376707251759,0.011743628457021362,0.028993767072517603,0.14306668275440818,0.030142057887318923,0.008895389037043951,0.030142057887318937,0.0
