xi,h0,j0,control_mode,ground_state_energy,mean_single_site_entropy,max_single_site_entropy,mean_mutual_information,max_mutual_information,verdict,corr_rho_sigma,rmse_normalized,kl_rho_ent_to_sigma,kl_sigma_to_rho_ent,R_ent_fit,R_sigma_fit,R_d_target,R_d_relative_error,J_eff_mean,J_eff_sum_norm,J_eff_max,J_eff_spectral,J_eff_mean_over_h0,J_eff_spectral_over_h0,xi_over_h0,h0_over_xi
2.0,0.3,1.0,none,-3.8513944842427215,0.23873593607628882,0.5747877556087958,0.0721055682225343,0.46040156207372873,strong_closure,0.998884024575344,0.04563331964100429,0.033357530715940775,0.05186369327955897,2.6036049630918545,2.999999999747567,3.0,0.13213167896938183,0.023871957505862913,0.023871957505862913,0.1765648836289511,0.4927697336194424,0.07957319168620972,1.6425657787314747,6.666666666666667,0.15
2.0,0.5,1.0,none,-6.119986177625707,0.0885725330873181,0.23127595255342984,0.021064012882023586,0.17597921449496645,weak_or_failed_closure,0.9969330339869742,0.10023749440138151,0.07280483097596993,0.11498353257725026,1.9161254733313267,2.999999999747567,3.0,0.3612915088895578,0.023871957505862913,0.023871957505862913,0.1765648836289511,0.4927697336194424,0.047743915011725827,0.9855394672388847,4.0,0.25
2.0,0.8,1.0,none,-9.665394461733893,0.03398676181197375,0.09091276443337841,0.007343834773365853,0.06890466824240536,weak_or_failed_closure,0.9927867323684585,0.12503803198643204,0.09974620807920116,0.15488692174946336,1.6717013220673,2.999999999747567,3.0,0.44276622597756665,0.023871957505862913,0.023871957505862913,0.1765648836289511,0.4927697336194424,0.02983994688232864,0.615962167024303,2.5,0.4
2.0,1.0,1.0,none,-12.050076341446099,0.021844248539822333,0.05875589891585671,0.004598620430550748,0.04463861866875746,weak_or_failed_closure,0.9915162888153354,0.1314587024255737,0.10785054755771677,0.16672395406442558,1.6103234320865747,2.999999999747567,3.0,0.4632255226378084,0.023871957505862913,0.023871957505862913,0.1765648836289511,0.4927697336194424,0.023871957505862913,0.4927697336194424,2.0,0.5
2.5,0.3,1.0,none,-4.134587509138175,0.3973266877887469,0.8029271270950449,0.16519436854910668,0.6861237847431145,moderate_closure,0.9644463287970417,0.07296242973145914,0.027506969531606616,0.026165998194618987,3.9397542077380767,2.999999999747567,3.0,0.3132514025793589,0.03423939301331936,0.03423939301331936,0.22349536639929748,0.6575000729333008,0.11413131004439787,2.1916669097776693,8.333333333333334,0.12
2.5,0.5,1.0,none,-6.244701523701282,0.16923279105741162,0.4057934439115415,0.04820805178746757,0.30806514783114625,strong_closure,0.999207379741674,0.04180731226571743,0.025867980499247142,0.036923636949702146,2.6204813840258105,2.999999999747567,3.0,0.1265062053247298,0.03423939301331936,0.03423939301331936,0.22349536639929748,0.6575000729333008,0.06847878602663872,1.3150001458666016,5.0,0.2
2.5,0.8,1.0,none,-9.724713715604013,0.0625867775405063,0.15944337460191013,0.014916350466092292,0.11751784567030571,moderate_closure,0.9985373899252133,0.08268386847428935,0.05228477290698666,0.07627180601158327,2.0869289408367266,2.999999999747567,3.0,0.30435701972109114,0.03423939301331936,0.03423939301331936,0.22349536639929748,0.6575000729333008,0.0427992412666492,0.8218750911666259,3.125,0.32
2.5,1.0,1.0,none,-12.093393713980578,0.03933016512693575,0.10151716948911521,0.0089517611519777,0.07464400089168291,moderate_closure,0.9971151521601315,0.09482373006721788,0.06282878652134655,0.09145482156203359,1.9592390602780294,2.999999999747567,3.0,0.34692031324065686,0.03423939301331936,0.03423939301331936,0.22349536639929748,0.6575000729333008,0.03423939301331936,0.6575000729333008,2.5,0.4
3.0,0.3,1.0,none,-4.50062774836692,0.5219086718742537,0.9003022836150566,0.275261378180228,0.8156592572922656,weak_or_failed_closure,0.9107855114869416,0.12314742937781058,0.058273317618188436,0.05453618031468457,5.358891937027301,2.999999999747567,3.0,0.7862973123424336,0.04430979245870376,0.04430979245870376,0.2615238599832006,0.8043343912123081,0.14769930819567922,2.6811146373743604,10.0,0.09999999999999999
3.0,0.5,1.0,none,-6.420909243557787,0.2689723596878604,0.5810672588138219,0.09350283082765787,0.45134577838378787,strong_closure,0.9854665216865486,0.045513149249049055,0.015451933837720377,0.015887202444084522,3.461558981520497,2.999999999747567,3.0,0.15385299384016568,0.04430979245870376,0.04430979245870376,0.2615238599832006,0.8043343912123081,0.08861958491740753,1.6086687824246162,6.0,0.16666666666666666
