ring_id,R_mean,n_cells,sigma_target_mean,sigma_coupling_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.5737534207374327,0.5737534207374327,0.7709522713392531,3.0838090853570126
1,5.0,4,0.18887560283756183,0.18887560283756183,0.2888925318747723,1.1555701274990893
2,8.333333333333334,4,0.06217652402211629,0.06217652402211629,0.05348935723188545,0.2139574289275418
