galaxy,fit_quality_category,legacy_chi2_red_BuP,n_points,rotmod,R_d_est,R_d_source,f_lambda_used,lambda_corr,bup_mode,rt_min_factor,rt_max_factor,w_min_factor,w_max_factor,chi2_red_BuP_fresh,chi2_BuP_fresh,AIC_BuP_fresh,BIC_BuP_fresh,k_BuP,A_v2_BuP,r_trans_BuP,width_BuP,rt_over_Rd,width_over_Rd,width_over_rt,rt_min,rt_max,w_min,w_max,rt_at_lower_bound,rt_at_upper_bound,w_at_lower_bound,w_at_upper_bound,rmse_BuP,mae_BuP,chi2_red_NFW_2param,chi2_NFW_2param,AIC_NFW_2param,BIC_NFW_2param,log10_M200_NFW_2param,c_NFW_2param,rmse_NFW_2param,mae_NFW_2param,chi2_red_NFW_cfixed,chi2_NFW_cfixed,AIC_NFW_cfixed,BIC_NFW_cfixed,log10_M200_NFW_cfixed,c_NFW_cfixed,rmse_NFW_cfixed,mae_NFW_cfixed,winner_chi2red_vs_NFW2,winner_chi2red_vs_NFWcfixed,delta_chi2red_BuP_minus_NFW2,delta_chi2red_BuP_minus_NFWcfixed,delta_AIC_BuP_minus_NFW2,delta_AIC_BuP_minus_NFWcfixed
NGC2976,excellent,1.1237782468993267,27,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC2976_rotmod.dat,1.0976114711322686,SBdisk_expfit,1.0,1.0976114711322686,semi_flexible,0.1,10.0,0.05,5.0,0.35618611279430845,8.548466707063403,14.548466707063403,18.435977305076392,3,4474.469908096374,1.1033765888701732,0.40526735506808903,1.0052524211795613,0.36922660315314065,0.36729740249706716,0.10976114711322688,10.976114711322687,0.05488057355661344,5.4880573556613435,False,False,False,False,1.9833416474114824,1.6241131749873587,1.8941173922632921,47.352934806582304,51.352934806582304,53.94460853859096,13.799999999999986,1.1729460562671556,4.700051595794321,4.022839485731064,2.4352618388231835,63.31680780940277,65.31680780940277,66.6126446754071,10.827095771132909,10.0,5.506039531317746,4.729705296333044,BuP_fresh,BuP_fresh,-1.5379312794689837,-2.079075726028875,-36.8044680995189,-50.76834110233937
F561-1,excellent,1.2424656291056166,6,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/F561-1_rotmod.dat,3.5628991965111645,SBdisk_expfit,1.0,3.5628991965111645,semi_flexible,0.1,10.0,0.05,5.0,0.4002448404263485,1.2007345212790455,7.2007345212790455,6.576012928963211,3,885.4362520519235,1.7429546268316778,0.17814495982556186,0.48919560467453044,0.05000000000000102,0.10220860433377525,0.35628991965111645,35.628991965111645,0.17814495982555822,17.814495982555822,False,False,True,False,2.280686155425398,2.0478399937129868,0.42336841783368734,1.6934736713347494,5.69347367133475,5.2769926097908595,9.623179881798592,11.04802606794605,3.964700647535298,3.1032158591202763,0.34098470924710567,1.7049235462355283,3.7049235462355283,3.4966830154635833,9.658879233269635,10.0,3.8365046179564772,3.1157892019946214,BuP_fresh,NFW_cfixed,-0.023123577407338836,0.059260131179242836,1.5072608499442959,3.495810975043517
NGC4559,excellent,1.2666711463231055,32,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC4559_rotmod.dat,2.0936251105684427,SBdisk_expfit,1.0,2.0936251105684427,semi_flexible,0.1,10.0,0.05,5.0,0.18128970642159145,5.257401486226152,11.257401486226152,15.654609194625332,3,10573.540766914477,4.116760066612937,3.6810072726204437,1.9663310522174575,1.7581978999196322,0.8941515203845707,0.20936251105684428,20.936251105684427,0.10468125552842214,10.468125552842213,False,False,False,False,2.192944518505473,1.8318155250103694,0.3903955191087703,11.71186557326311,15.71186557326311,18.64333737886256,11.597411509983822,5.929215460903888,3.3010410405791,2.776873098561235,0.9504427112615421,29.463724049107807,31.463724049107807,32.92945995190753,11.25902815550471,10.0,5.453272149979631,4.444283374770489,BuP_fresh,BuP_fresh,-0.20910581268717884,-0.7691530048399506,-4.454464087036957,-20.206322562881653
NGC6789,excellent,1.3271611984245262,4,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC6789_rotmod.dat,0.299910652862089,SBdisk_expfit,1.0,0.299910652862089,semi_flexible,0.1,10.0,0.05,5.0,0.02628777894533912,0.02628777894533912,6.026287778945339,4.185170862305011,3,8940.044442030496,0.6476281872089232,0.2681581829001419,2.159403745844029,0.8941269019325292,0.41406193892798354,0.0299910652862089,2.99910652862089,0.01499553264310445,1.499553264310445,False,False,False,False,0.3556093884763214,0.35059033081420976,2.0407115424285487,4.081423084857097,8.081423084857096,6.854011807096878,13.799999999997304,3.2051113259408646,6.034263106028694,5.383969476060486,1.4564235875110123,4.369270762533037,6.369270762533037,5.755565123652928,11.905152328727535,10.0,6.240082033063372,5.5648375893369,BuP_fresh,BuP_fresh,-2.0144237634832094,-1.4301358085656732,-2.055135305911757,-0.34298298358769763
UGC02885,excellent,1.3454163940997452,19,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC02885_rotmod.dat,10.092325807304436,SBdisk_expfit,1.0,10.092325807304436,semi_flexible,0.1,10.0,0.05,5.0,2.0924849916133645,33.47975986581383,39.47975986581383,42.31307680331315,3,64889.20346826464,1.0092326557704752,24.40195205956705,0.10000000743535564,2.417872007452025,24.178718276746554,1.0092325807304436,100.92325807304435,0.5046162903652218,50.461629036522176,True,False,False,False,13.274383693853805,10.071430870555817,2.5992315445419907,44.186936257213844,48.186936257213844,50.07581421554673,12.57682678479973,7.406739490536028,15.250010570697604,7.999960232779149,2.786917927007716,50.16452268613888,52.16452268613888,53.10896166530532,12.444094446695662,10.0,16.24880929826113,11.48439659596757,BuP_fresh,BuP_fresh,-0.5067465529286261,-0.6944329353943512,-8.707176391400012,-12.684762820325048
NGC4100,excellent,1.3493087007814046,24,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC4100_rotmod.dat,2.2648272243881364,SBdisk_expfit,1.0,2.2648272243881364,semi_flexible,0.1,10.0,0.05,5.0,0.87070936763704,18.28489672037784,24.28489672037784,27.819058211421677,3,20526.30994138771,2.704527357771126,0.46018670258416927,1.1941429035505253,0.20318843646384235,0.17015420504506248,0.22648272243881365,22.648272243881365,0.11324136121940682,11.324136121940683,False,False,False,False,5.29500794306605,4.23248516298247,0.857993302699505,18.87585265938911,22.87585265938911,25.231960320085,11.520099159436615,20.080009560177345,6.286654097508185,4.721297347703085,3.1525215538679165,72.50799573896208,74.50799573896208,75.68604956931003,11.913203670846801,10.0,11.220189061881591,9.051083711728266,NFW_2param,BuP_fresh,0.012716064937534965,-2.2818121862308764,1.4090440609887303,-50.223099018584236
NGC0024,excellent,1.4638012926470632,29,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC0024_rotmod.dat,1.2802911467669695,SBdisk_expfit,1.0,1.2802911467669695,semi_flexible,0.1,10.0,0.05,5.0,0.49897730810479324,12.973410010724624,18.973410010724624,23.075297500684044,3,9743.318301652847,0.8322635953139103,0.5532919415128117,0.6500580726622751,0.4321610306452571,0.6648037288043616,0.12802911467669695,12.802911467669695,0.06401455733834847,6.4014557338348475,False,False,False,False,3.9342749637598575,3.300570005263468,0.9312027327096146,25.142473783159595,29.142473783159595,31.877065443132544,11.007534082127789,22.606302509519768,6.398621756160415,5.029798145088659,4.197340319766812,117.52552895347074,119.52552895347074,120.89282478345721,11.520894706525944,10.0,15.578951582397735,14.153795501225282,BuP_fresh,BuP_fresh,-0.4322254246048214,-3.6983630116620185,-10.16906377243497,-100.55211894274612
UGC06628,excellent,1.6675780954867088,7,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC06628_rotmod.dat,2.7205402074604845,SBdisk_expfit,1.0,2.7205402074604845,semi_flexible,0.1,10.0,0.05,5.0,0.4667017508493871,1.8668070033975483,7.866807003397549,7.704537450563488,3,631.0330058852464,0.3020685272468,13.602701027323443,0.1110325539091256,4.999999996331986,45.031838143831465,0.27205402074604845,27.205402074604844,0.13602701037302423,13.602701037302422,False,False,False,True,4.2707701664532225,3.3808835231799903,0.2669388809943955,1.3346944049719776,5.3346944049719776,5.226514703082604,8.848084903194952,32.97523040003003,3.6111656402609302,3.056076701793508,0.29483143052900956,1.7689885831740573,3.7689885831740573,3.7148987322293703,9.143816847951872,10.0,4.157373127866836,3.3287982933198044,NFW_2param,NFW_cfixed,0.1997628698549916,0.17187032032037752,2.532112598425571,4.097818420223492
F574-2,excellent,1.6784940731799909,5,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/F574-2_rotmod.dat,4.543064335070312,SBdisk_expfit,1.0,4.543064335070312,semi_flexible,0.1,10.0,0.05,5.0,0.030955599577841022,0.061911199155682044,6.061911199155682,4.890224936457983,3,166.5150354867309,2.6877517944876037,0.22715321675361388,0.5916164941225747,0.05000000000002163,0.08451420894574034,0.45430643350703126,45.43064335070312,0.22715321675351563,22.71532167535156,False,False,True,False,1.0332606880032082,0.7778942947069627,0.04402574946073857,0.1320772483822157,4.132077248382216,3.3509530732504165,8.997258369042855,1.1370215847600933,1.60499433387183,1.1706263050008665,0.057215539895554106,0.22886215958221642,2.2288621595822162,1.8383000720163167,8.282189749895824,10.0,2.093176492781916,1.6619102229884173,BuP_fresh,BuP_fresh,-0.013070149882897546,-0.026259940317713084,1.9298339507734665,3.833049039573466
UGC07089,excellent,1.7472298956084855,12,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC07089_rotmod.dat,2.304922002024503,SBdisk_expfit,1.0,2.304922002024503,semi_flexible,0.1,10.0,0.05,5.0,0.09090187540230138,0.8181168786207124,6.818116878620712,8.272836827984714,3,5622.472019471227,4.056853626199208,2.717918667582925,1.7600828239028978,1.17918032158818,0.669957291540068,0.23049220020245031,23.04922002024503,0.11524610010122516,11.524610010122515,False,False,False,False,1.326605047510414,1.1620451857763623,0.28629280148310254,2.8629280148310254,6.862928014831025,7.832741314407026,12.761031124835512,1.0,2.392896260158681,1.9574022132356264,2.23031016332077,24.533411796528473,26.533411796528473,27.018318446316474,10.473626720120194,10.0,7.3358908699628165,6.475473842721109,BuP_fresh,BuP_fresh,-0.19539092608080116,-2.1394082879184686,-0.04481113621031341,-19.715294917907762
NGC7793,excellent,1.912612689668095,46,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC7793_rotmod.dat,1.1522012133596637,SBdisk_expfit,1.0,1.1522012133596637,semi_flexible,0.1,10.0,0.05,5.0,0.75461118965101,32.44828115499343,38.44828115499343,43.934205344460715,3,6704.329992862313,1.2135866029530358,1.2607407754027833,1.0532766229384367,1.0942019161103231,1.038855218354427,0.11522012133596637,11.522012133596638,0.05761006066798319,5.761006066798319,False,False,False,False,5.83153564325675,4.8180374946383635,0.8918180375570265,39.23999365250916,43.23999365250916,46.89727644548735,11.047358089865961,12.621412404196528,6.608538978081342,5.277614072422725,0.9392759467809596,42.26741760514318,44.26741760514318,46.09605900163228,11.27735536554481,10.0,6.716628789893344,5.360467822626206,BuP_fresh,BuP_fresh,-0.13720684790601645,-0.18466475712994956,-4.791712497515732,-5.819136450149749
D512-2,excellent,1.9979021230137768,4,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/D512-2_rotmod.dat,1.2496841810412087,SBdisk_expfit,1.0,1.2496841810412087,semi_flexible,0.1,10.0,0.05,5.0,0.07965896380882023,0.07965896380882023,6.0796589638088205,4.238542047168492,3,1127.3858237352013,0.888034573087252,0.5460782905175139,0.7106071970498671,0.43697303590938774,0.6149290884239708,0.12496841810412088,12.496841810412088,0.06248420905206044,6.248420905206044,False,False,False,False,0.7204833809530576,0.5334924271863892,0.31335867763950725,0.6267173552790145,4.626717355279014,3.3993060775187955,10.320184783806495,6.747362026236706,1.7382920014395828,1.5351790036885644,0.337691731367783,1.0130751941033491,3.013075194103349,2.39936955522324,9.9289128348808,10.0,1.6028228782659526,1.4975956859769761,BuP_fresh,BuP_fresh,-0.23369971383068702,-0.25803276755896276,1.4529416085298061,3.0665837697054714
NGC0289,good,2.014091737336545,28,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC0289_rotmod.dat,5.220654690375897,SBdisk_expfit,1.0,5.220654690375897,semi_flexible,0.1,10.0,0.05,5.0,2.215347246338445,55.38368115846113,61.38368115846113,65.38029468898674,3,21758.756312266876,6.919227888878233,0.5494085148186084,1.325356358395739,0.10523747449365398,0.07940315359488474,0.5220654690375897,52.20654690375896,0.26103273451879483,26.10327345187948,False,False,False,False,13.943806987775822,9.922913187273512,1.9525937228404129,50.767436793850734,54.767436793850734,57.43184581420114,11.823654959659809,9.257794498622365,9.596090930226751,7.321627927881198,1.9129842577297895,51.65057495870432,53.65057495870432,54.98277946887952,11.796783403190316,10.0,9.7607132389932,7.668346579618354,NFW_2param,NFW_cfixed,0.26275352349803227,0.3023629886086556,6.616244364610395,7.733106199756811
NGC2998,good,2.151615543156156,13,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC2998_rotmod.dat,5.033712543191046,SBdisk_expfit,1.0,5.033712543191046,semi_flexible,0.1,10.0,0.05,5.0,0.6948253236857328,6.948253236857328,12.948253236857328,14.643101309241938,3,31221.57973759219,0.6880415166264785,11.2338456012069,0.1366866921229286,2.23172171728451,16.327278703016827,0.5033712543191047,50.337125431910465,0.25168562715955234,25.168562715955233,False,False,False,False,5.761293541277159,4.798677932236303,2.4559014381046045,27.014915819150648,31.014915819150648,32.144814534073724,11.941520409149312,11.459462612552027,21.018321089683322,14.383006712054087,2.378989883089448,28.547878597073378,30.547878597073378,31.112827954534914,11.996952957535346,10.0,22.744443308708696,15.123260653827495,BuP_fresh,BuP_fresh,-1.7610761144188718,-1.6841645594037153,-18.06666258229332,-17.599625360216052
UGC08837,good,2.210352173193124,8,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC08837_rotmod.dat,1.196333259883891,SBdisk_expfit,1.0,1.196333259883891,semi_flexible,0.1,10.0,0.05,5.0,0.2548272104108317,1.2741360520541583,7.274136052054159,7.5124606770936655,3,2126.620471359808,2.5916461139469718,0.7292581885637193,2.166324552573671,0.6095777932601295,0.28138802772462196,0.1196333259883891,11.96333259883891,0.05981666299419455,5.981666299419455,False,False,False,False,1.040085024398068,0.9940580546427064,4.272106456954178,25.632638741725067,29.632638741725067,29.79152182508474,11.80589521927742,1.0000000000000002,4.718402187244041,4.248295953815205,8.356734045770239,58.49713832039167,60.49713832039167,60.576579862071505,9.392356506288477,10.0,7.2639999591782445,6.443227938041121,BuP_fresh,BuP_fresh,-4.017279246543346,-8.101906835359406,-22.358502689670907,-53.22300226833751
NGC3992,good,2.220805435895877,9,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC3992_rotmod.dat,4.996380497865593,SBdisk_expfit,1.0,4.996380497865593,semi_flexible,0.1,10.0,0.05,5.0,0.5149180309568605,3.0895081857411633,9.089508185741163,9.681181917749822,3,43134.19861268114,4.536671780230232,0.24981902731454825,0.9079916515902373,0.050000000484604526,0.05506658612668474,0.4996380497865593,49.96380497865593,0.24981902489327965,24.981902489327965,False,False,True,False,3.855311199619064,2.815229714571097,0.4151638472969463,2.906146931078624,6.906146931078624,7.300596085751064,12.041716615978979,18.51016308597051,4.01422247998765,2.990730762970281,3.6907143291441953,29.525714633153562,31.525714633153562,31.72293921048978,12.29842348844548,10.0,12.14235777700104,10.746919197080539,NFW_2param,BuP_fresh,0.09975418365991423,-3.175796298187335,2.1833612546625396,-22.4362064474124
UGC06930,good,2.296574615919709,10,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC06930_rotmod.dat,2.8681026453467573,SBdisk_expfit,1.0,2.8681026453467573,semi_flexible,0.1,10.0,0.05,5.0,0.16632483080790927,1.164273815655365,7.164273815655365,8.072029094637502,3,7967.946917044801,2.2382300735734435,0.8838567286405463,0.7803870189948654,0.3081677463930817,0.39489091808574706,0.28681026453467573,28.681026453467574,0.14340513226733786,14.340513226733787,False,False,False,False,2.1464425716669244,1.849879887173286,0.27738925850846335,2.219114068067707,6.219114068067707,6.824284254055799,11.16881215103589,10.911728845758063,3.7193000263141784,2.0857994566356384,0.26328510057684634,2.369565905191617,4.369565905191617,4.672150998185662,11.220598026359799,10.0,3.690822648690035,2.4429869781223474,BuP_fresh,BuP_fresh,-0.11106442770055408,-0.09696026976893707,0.9451597475876579,2.794707910463748
UGC07690,good,2.3471740044036675,7,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC07690_rotmod.dat,0.5128133036803428,SBdisk_expfit,1.0,0.5128133036803428,semi_flexible,0.1,10.0,0.05,5.0,0.12253159708461961,0.49012638833847844,6.490126388338479,6.327856835504418,3,2262.5027982639585,0.4899343577451806,0.15240836267090382,0.9553854282426659,0.29720048520017744,0.3110791481788114,0.051281330368034284,5.128133036803428,0.025640665184017142,2.564066518401714,False,False,False,False,1.1404658698728847,1.01002483338378,0.33573437541986206,1.6786718770993103,5.67867187709931,5.570492175209937,9.933978111897195,29.105084185545056,2.1106253865411717,1.6606830810808657,1.7962787471684123,10.777672483010473,12.777672483010473,12.723582632065787,10.680295157140153,10.0,5.347991903664814,4.601896653317738,BuP_fresh,BuP_fresh,-0.21320277833524245,-1.6737471500837926,0.8114545112391687,-6.2875460946719945
NGC3972,good,2.430978887733159,10,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC3972_rotmod.dat,2.344318584248802,SBdisk_expfit,1.0,2.344318584248802,semi_flexible,0.1,10.0,0.05,5.0,1.1526709054843562,8.068696338390493,14.068696338390493,14.976451617372632,3,13261.931475629452,2.5441987439834355,2.2278082082126507,1.0852615173882953,0.9503009630094771,0.8756423661795327,0.23443185842488024,23.44318584248802,0.11721592921244012,11.72159292124401,False,False,False,False,4.508957421423313,3.8739642139437955,1.1451672197857146,9.161337758285717,13.161337758285717,13.766507944273808,12.423221969305242,4.954493927859115,4.762597683867144,3.453365650434688,1.57948182605609,14.215336434504811,16.215336434504813,16.517921527498856,11.593365916305023,10.0,5.865645220139358,3.733470062298055,NFW_2param,BuP_fresh,0.007503685698641682,-0.42681092057173387,0.907358580104777,-2.1466400961143197
UGC10310,good,2.5856070723927425,7,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC10310_rotmod.dat,1.8415005995880764,SBdisk_expfit,1.0,1.8415005995880764,semi_flexible,0.1,10.0,0.05,5.0,0.03977407305717528,0.1590962922287011,6.159096292228701,5.99682673939464,3,3734.607730092143,1.3398757471191678,0.65697596035791,0.7275999515932188,0.3567611981798259,0.4903260334179919,0.18415005995880765,18.415005995880765,0.09207502997940382,9.207502997940383,False,False,False,False,0.7628366074543067,0.6945793755768557,0.5686680369066277,2.8433401845331385,6.8433401845331385,6.735160482643765,10.73211821722315,10.663129734041624,3.22489744573845,2.6877508119919122,0.48157065805914706,2.8894239483548825,4.8894239483548825,4.835334097410196,10.78117540180251,10.0,3.2509263515869935,2.84569988207566,BuP_fresh,BuP_fresh,-0.5288939638494524,-0.4417965850019718,-0.6842438923044378,1.2696723438738182
UGC04305,good,2.710265298991983,22,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC04305_rotmod.dat,1.0925533945824555,SBdisk_expfit,1.0,1.0925533945824555,semi_flexible,0.1,10.0,0.05,5.0,1.7701170232382397,33.632223441526556,39.632223441526556,42.9053508016015,3,254.76039204564688,0.5439001892163795,0.05462766972972318,0.49782481287721736,0.05000000000054954,0.10043693827065518,0.10925533945824556,10.925533945824554,0.05462766972912278,5.462766972912277,False,False,True,False,4.3398643014848055,3.522085140212158,1.9436450701789891,38.87290140357978,42.87290140357978,45.054986310296414,8.72968711797239,12.126555628262809,4.696966813451885,3.7488618117952384,1.862329865045962,39.108927165965206,41.108927165965206,42.199969619323525,8.78906206471925,10.0,4.731963179295139,3.7678472335133746,BuP_fresh,BuP_fresh,-0.17352804694074941,-0.09221284180772238,-3.2406779620532262,-1.47670372443865
UGC05414,good,2.743753828502665,6,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC05414_rotmod.dat,1.472974188890301,SBdisk_expfit,1.0,1.472974188890301,semi_flexible,0.1,10.0,0.05,5.0,0.1288578370597456,0.3865735111792368,6.386573511179237,5.761851918863402,3,3138.061708640909,1.7858898177401186,0.9958650762394734,1.2124379579832012,0.6760913285179364,0.5576296288533915,0.1472974188890301,14.72974188890301,0.07364870944451506,7.364870944451505,False,False,False,False,0.6217438198193715,0.5518082182935776,1.0599206790554159,4.2396827162216635,8.239682716221663,7.823201654677773,13.105465417620168,1.0000000000025968,2.069026935330445,1.6649738041074695,3.838482592254335,19.192412961271675,21.192412961271675,20.98417243049973,10.428018083347114,10.0,4.394795173812445,3.571423991519523,BuP_fresh,BuP_fresh,-0.9310628419956702,-3.7096247551945893,-1.8531092050424265,-14.805839450092439
UGC05750,good,2.8365730891070893,11,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC05750_rotmod.dat,3.844006818175638,SBdisk_expfit,1.0,3.844006818175638,semi_flexible,0.1,10.0,0.05,5.0,0.06508414898152276,0.5206731918521821,6.5206731918521825,7.7143590102472945,3,4389.145977967743,4.098564159201382,1.235896532323393,1.0662218755237685,0.32151257549276363,0.3015437807771713,0.3844006818175638,38.44006818175638,0.1922003409087819,19.22003409087819,False,False,False,False,1.5984874815741903,1.2364160786592693,1.0049286870359582,9.044358183323624,13.044358183323624,13.840148728920365,11.623854010809387,2.3234986695859643,6.932381103107253,6.1891742475470926,2.596454816209203,25.96454816209203,27.96454816209203,28.3624434348904,10.355286482798126,10.0,12.333567977823389,11.136734727531202,BuP_fresh,BuP_fresh,-0.9398445380544354,-2.53137066722768,-6.523684991471441,-21.443874970239847
UGC01230,good,2.9108522423844625,11,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC01230_rotmod.dat,4.207616495220026,SBdisk_expfit,1.0,4.207616495220026,semi_flexible,0.1,10.0,0.05,5.0,0.1549183502982403,1.2393468023859224,7.239346802385922,8.433032620781034,3,9081.387089508886,2.4996017727659567,0.5556991471314122,0.5940659695591499,0.13206981856894576,0.22231507161898767,0.42076164952200257,42.07616495220026,0.21038082476100128,21.03808247610013,False,False,False,False,3.723345591357989,3.145906048671662,1.0903859978739936,9.813473980865941,13.813473980865941,14.609264526462683,11.196281474419603,11.457916162413769,10.142452615984046,8.015828458749075,1.0334045188040322,10.334045188040323,12.334045188040323,12.731940460838693,11.253438453198727,10.0,10.389027208389983,8.938066389543737,BuP_fresh,BuP_fresh,-0.9354676475757533,-0.8784861685057919,-6.574127178480019,-5.0946983856544
UGC12506,good,2.912917702464387,31,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC12506_rotmod.dat,7.9922517693439366,SBdisk_expfit,1.0,7.9922517693439366,semi_flexible,0.1,10.0,0.05,5.0,0.23306789182514173,6.525900971103969,12.525900971103969,16.82786258455941,3,43506.77869501293,1.0769208596467945,4.444595267495858,0.1347456124665097,0.5561130199306401,4.127132674311447,0.7992251769343937,79.92251769343936,0.3996125884671968,39.96125884671968,False,False,False,False,5.569355568890595,4.303033211141659,0.16756184200953378,4.859293418276479,8.85929341827648,11.727267827246772,12.018527806367773,20.329643811645592,5.888471494771913,4.542415493801588,1.9205744798372675,57.617234395118025,59.617234395118025,61.051221599603174,12.321390060393318,10.0,20.2469449265347,15.808932997393326,NFW_2param,BuP_fresh,0.06550604981560795,-1.6875065880121258,3.6666075528274895,-47.09133342401405
UGC02487,good,3.0567799600153944,17,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC02487_rotmod.dat,7.903252728386338,SBdisk_expfit,1.0,7.903252728386338,semi_flexible,0.1,10.0,0.05,5.0,10.240285791820353,143.36400108548494,149.36400108548494,151.8636411176536,3,90566.83644847467,2.274188181302688,4.09486208131034,0.2877534427229464,0.5181236412449152,1.800581902138258,0.7903252728386339,79.03252728386337,0.3951626364193169,39.51626364193169,False,False,False,False,8.83734708969497,6.8989170944473095,4.461479881191342,66.92219821787013,70.92219821787013,72.58862490598257,12.47210552634463,23.793256187371004,10.932159072675761,8.59004033266796,27.474828138245474,439.5972502119276,441.5972502119276,442.4304635559838,12.739863471374624,10.0,26.87773571572999,20.85530710364328,NFW_2param,BuP_fresh,5.7788059106290115,-17.234542346425123,78.44180286761481,-292.2332491264426
UGC00191,good,3.0944102192685263,9,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC00191_rotmod.dat,1.5833013831592402,SBdisk_expfit,1.0,1.5833013831592402,semi_flexible,0.1,10.0,0.05,5.0,2.961537542493726,17.769225254962354,23.769225254962354,24.360898986971012,3,4866.644906750051,1.1620003916917345,0.6573018998727329,0.7339097938341576,0.4151464192882758,0.5656640949283842,0.15833013831592402,15.833013831592401,0.07916506915796201,7.916506915796201,False,False,False,False,2.4384112378012386,2.0719523477483817,3.584836211049289,25.09385347734502,29.09385347734502,29.48830263201746,10.905575920525425,10.367182829313462,5.178607197820928,3.7112549160301125,3.1758408847882165,25.40672707830573,27.40672707830573,27.60395165564195,10.929532307052387,10.0,5.3102782972380425,3.8099522266522956,BuP_fresh,BuP_fresh,-0.623298668555563,-0.21430334229449066,-5.3246282223826675,-3.637501823343378
UGC07261,good,3.4672749993831333,7,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC07261_rotmod.dat,0.9327061778044238,SBdisk_expfit,1.0,0.9327061778044238,semi_flexible,0.1,10.0,0.05,5.0,0.026581671829820935,0.10632668731928374,6.106326687319283,5.944057134485223,3,4998.62853802862,0.8126784295478379,3.0491122283815875,0.871312369197415,3.269102640189595,3.7519295671205004,0.09327061778044238,9.327061778044238,0.04663530889022119,4.663530889022119,False,False,False,False,0.6975712174892095,0.6029540757871601,0.04872577709700594,0.2436288854850297,4.2436288854850295,4.135449183595656,10.592544644373065,15.745805203145387,1.055921907545671,0.9068587754528343,0.3239448157783262,1.943668894669957,3.943668894669957,3.88957904372527,10.93985415294721,10.0,2.9824869594275767,2.2790501295326777,BuP_fresh,BuP_fresh,-0.022144105267185007,-0.29736314394850527,1.862697801834254,2.1626577926493264
NGC4138,good,3.50664611448779,7,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/NGC4138_rotmod.dat,1.5022238519034143,SBdisk_expfit,1.0,1.5022238519034143,semi_flexible,0.1,10.0,0.05,5.0,0.8741744457061358,3.496697782824543,9.496697782824544,9.334428229990483,3,16565.06467119765,2.66422337316541,0.07511119259521366,1.7735195522223053,0.05000000000002859,0.028192528206061326,0.15022238519034145,15.022238519034143,0.07511119259517073,7.511119259517072,False,False,True,False,6.684992885064606,5.482742833424644,0.9378840407961212,4.689420203980606,8.689420203980607,8.581240502091232,11.21171499204727,28.18046696741951,10.614258651626933,7.5763604828252085,2.0660366673484476,12.396220004090686,14.396220004090686,14.342130153146,11.76959208991974,10.0,12.503360950111109,11.432132064537862,BuP_fresh,BuP_fresh,-0.06370959508998542,-1.1918622216423118,0.8072775788439372,-4.8995222212661425
UGC06818,good,3.6058781919458633,8,/Users/dualcomputer/bottomup/sparc/Rotmod_LTG 2/UGC06818_rotmod.dat,1.3663662185572634,SBdisk_expfit,1.0,1.3663662185572634,semi_flexible,0.1,10.0,0.05,5.0,0.25911913149840127,1.2955956574920062,7.295595657492006,7.533920282531513,3,5099.508387389657,3.6042006441983583,0.5474026199210438,2.6377998776960463,0.40062657615982517,0.15187906389234787,0.13663662185572634,13.663662185572633,0.06831831092786317,6.831831092786317,False,False,False,False,2.195470282645363,1.8865205966569087,3.6009292840367055,21.605575704220232,25.605575704220232,25.764458787579905,12.909746664010314,1.0000000000000546,8.09523141965996,7.493050473225871,6.208627704162731,43.460393929139116,45.460393929139116,45.53983547081895,10.467133009318172,10.0,11.831983449675306,11.24716988544975,BuP_fresh,BuP_fresh,-3.3418101525383044,-5.949508572664329,-18.309980046728228,-38.16479827164711
