ring_id,R_mean,n_cells,sigma_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.9983330558955689,6.371635608781288,25.486542435125152
1,5.0,4,0.9950074991627065,5.467954136570425,21.8718165462817
2,8.333333333333334,4,0.9916930202234904,3.6717977072061667,14.687190828824667
