ring_id,R_mean,n_cells,sigma_target_mean,sigma_coupling_mean,rho_ent_mean,rho_ent_sum
0,1.6666666666666667,4,0.5737534207374327,0.3813145117874973,0.16526438840968607,0.6610575536387443
1,5.0,4,0.18887560283756183,0.2534202876086682,0.05958352346070022,0.23833409384280088
2,8.333333333333334,4,0.06217652402211629,0.19007074820094538,0.015655926984509853,0.06262370793803941
