center,alpha,R2_free,R2_newton,n_pairs
595,1.2705473374612755,0.9137457684608755,0.9121736203749166,360
590,1.653738009058916,0.8459478042784216,0.8376513938227934,326
579,0.9045391869809739,0.8983790945442115,0.8981851256522048,302
3,1.1127832077527082,0.8574242375192779,0.8571376180066524,377
312,1.6114799347318127,0.91079448605638,0.9035097084741748,384
732,1.3608968662721919,0.8346454785944442,0.8325979760343981,332
15,2.2642428336790057,0.7966670441569216,0.7649822727685309,314
232,1.3075254703467525,0.8558581789338475,0.8539085380466036,354
156,2.139701811582585,0.7436267409798394,0.7237507626569613,343
287,0.7358373552566162,0.8316592856209855,0.8303907426788973,391
1,0.8779949613149762,0.9171274067750369,0.9167932315158264,392
114,1.5792851145568754,0.8203049411019349,0.8129650713849725,344
626,0.9475676784955845,0.7740320325884151,0.7739798815533703,377
38,1.5125106679029012,0.8913896625546875,0.8865979321119689,338
196,1.1424235468374693,0.8270618355054733,0.8265675114263653,320
553,1.1429059105134831,0.8380321416553678,0.8376013616975257,332
206,1.2998755820927208,0.87933259726819,0.8773417253603879,348
597,0.3810812331499632,0.8238811973252929,0.8157691769610642,332
5,0.6960951630870282,0.830544586614782,0.8284608537240807,349
305,0.7049573031059466,0.8848723344522089,0.8830075601875402,369
502,1.5427721570648412,0.8592897714060133,0.8531595978906159,368
798,1.0007928833391406,0.8738965765256472,0.8738965628518828,350
375,0.8233960702601322,0.863773235101838,0.8631193853758486,367
96,1.639335123369448,0.9038863736639453,0.8951852189252674,356
756,1.02350733886505,0.9184033698860626,0.9183920729392583,374
548,1.4203503472286392,0.9050982856263252,0.9014397704670821,299
518,0.8388314260130324,0.8681529097241427,0.867636780790776,329
324,0.9196808676121626,0.8725822459262297,0.8724553280621552,310
278,0.763042839185195,0.8879596348908596,0.8866825724395746,386
430,1.283028217634483,0.7356153957054221,0.7342950342505737,348
115,0.7048787260271413,0.8924183493464681,0.8904782451826626,373
528,1.5544876775093328,0.9036153625793903,0.8971031610358916,345
374,1.415302218301225,0.8459061489391488,0.8427251603761474,336
700,1.1174002292080232,0.9077139052672063,0.907442838781319,368
519,1.396217543747728,0.9003129204859008,0.8967822902210428,361
22,1.4212666497214261,0.8424763278627683,0.8393953049759814,379
301,1.0874648703377954,0.7323027124241641,0.7321907609284206,365
350,1.4940491043737025,0.8980425423210466,0.8927950697595852,384
351,1.2792587521410657,0.8993080056044161,0.8974459038494009,348
366,1.4404737514940529,0.8299810451774692,0.8260161053090326,373
692,1.4581139127829092,0.8223319739432782,0.8189206693946393,389
656,1.3628618324302366,0.8829941678960731,0.8801085455114002,357
86,1.506283216657562,0.8396615379915726,0.833605252666038,361
26,1.1781643886477193,0.8445313576418825,0.8437751019411885,305
466,1.0716106683770084,0.8593162469428584,0.8592057994916601,322
439,1.6805800434793947,0.7871464853504646,0.7776132889703954,324
19,1.2121923990094914,0.7884460723458597,0.7876132920651691,373
378,1.0924428152192578,0.8644208130985273,0.8642330285109636,353
604,1.0882874980625696,0.8824329677100881,0.8822596278400084,361
535,0.8391610124242739,0.7782642978918579,0.7776977450093301,322
249,1.1932853625503388,0.9262631180831296,0.9253537188197287,407
491,1.4649321265209765,0.7313816484548057,0.7267415301053164,337
496,1.0436969304812778,0.8255970614054163,0.8255637845905028,364
399,0.9000954135355651,0.8859042224454662,0.8857049252884078,396
418,0.9542452763394842,0.8078352174521086,0.807784906593073,331
177,1.1491043917865478,0.8879502614346312,0.8874529825910771,357
484,1.6906859419394744,0.8273359662097988,0.8171984304263462,319
169,1.121359244691462,0.8864553010009494,0.8861961325662374,317
186,1.021139938140162,0.8996346631914388,0.8996247327314162,338
679,1.1396655694058908,0.899715043622671,0.8992572141778546,390
403,0.9964966628589154,0.8073597453919723,0.8073595450319858,371
793,0.7006323063507824,0.7652222611531758,0.7636045650395084,354
725,1.3335672973740063,0.8395786171729016,0.8373826811170861,326
119,0.7852582277185771,0.885168626059499,0.8842418469825735,344
201,1.1508445352609369,0.8496520369359106,0.8492222537998209,323
363,0.9980860111375501,0.8486486115489811,0.8486485450087599,317
501,1.1905444150981956,0.8881623901168127,0.8874311756044376,398
490,1.1789512192068312,0.8418724732351444,0.8412732885128986,330
371,1.6530248539716823,0.8641789091190673,0.8557640048649247,400
525,1.4105079529552065,0.8914737289328731,0.8884930029130022,316
521,1.1478579794650572,0.8294284813092305,0.8290123953852548,382
49,1.1508628339698697,0.8824750795188679,0.8819673474638949,331
684,0.8803113508330415,0.8076819539621086,0.8073469860766581,350
36,1.6652612119577128,0.8087944316247123,0.8003892707933509,367
702,1.0456887216211626,0.8862088975504183,0.8861626843910471,346
270,1.0551005059043566,0.8850665767541938,0.8850008288221394,380
498,1.0923035780246495,0.8097111154908526,0.8095204912697199,353
609,0.794130919124267,0.8713665200930558,0.8704279281478988,344
179,0.7002773201610554,0.8686975649075682,0.8664242208419607,354
770,1.1325649162285092,0.891343945090697,0.8909300274512492,365
461,1.3043647501399325,0.8355120065595318,0.8337543042206351,345
716,0.9326396188722406,0.8771130339349618,0.877007272104395,368
176,0.9818397110748933,0.8742476250111122,0.8742402060220852,331
673,1.758226112390937,0.7997542322788301,0.7875006340418821,331
261,0.691757970148432,0.7558919955675958,0.7542359213263965,334
662,1.4457445897632524,0.869177046951297,0.8652609576579577,341
589,0.7965776105556124,0.8537719821459153,0.8529537663336846,310
605,1.0058343119864888,0.8998548660985786,0.8998542208944912,318
282,0.852688319888584,0.7102690593391708,0.7098529048874432,376
180,1.5754129216854442,0.8513436637105686,0.8438885611169196,353
266,0.688981527609113,0.8238170534648056,0.8220337119803384,317
289,0.6876273355101074,0.8891617363285408,0.8872353525035768,323
777,1.3996353892083364,0.8653960945542007,0.8624274545222036,283
40,1.240707387379652,0.8043814548964425,0.8033160246874997,374
53,0.8061514954816572,0.9093625064157507,0.908627484217811,400
437,1.9476509279334246,0.8022732614135966,0.7847610193674806,364
624,1.4947625653383976,0.7520677232699473,0.7475745683865056,371
60,1.4971078175031407,0.878971912551112,0.8731355366109586,379
697,1.6593359762077218,0.7720562256575709,0.7634872317556607,411
153,1.6268508391367458,0.8820418642643302,0.8743411334157594,364
236,0.8807294894826646,0.8007721361956477,0.8005064347889204,328
291,0.7971506165695683,0.889310247805992,0.8884376054268806,342
255,1.0829950233916497,0.8682949564425069,0.86816472995973,315
44,1.3889266776844436,0.85658672477641,0.8537676683990804,323
238,1.4691966093205393,0.8639968852500328,0.859099964144517,351
704,1.3424723390627444,0.8167650141017335,0.8144289600506035,353
485,1.161545799876731,0.7734027674905986,0.7729793650237244,320
331,1.2472062046741217,0.93137516956673,0.9300946037705856,396
782,1.34942033700152,0.8647053696552329,0.8617151712407116,344
377,1.3944203460410882,0.8719531666607042,0.868380613488434,367
509,1.1775476575965418,0.8758540793227961,0.8752535388079279,381
536,1.520559688633753,0.8807768731025475,0.8755268490202562,339
62,1.795150492509548,0.8739192052529257,0.8593859746927409,288
402,1.057706552413483,0.8982316463526183,0.8981562295569268,397
415,1.6935770261794765,0.8439677832605904,0.8352909559573127,334
591,1.3428447044763259,0.8557374840310208,0.853259353882579,364
344,1.1272141020955746,0.9028237985914328,0.9024785927040855,376
387,1.9057639775202502,0.7872416710722945,0.7725981105448554,355
436,1.1967589568845052,0.8678695730092653,0.8670966329120946,424
733,1.9773103263083658,0.7487848045634844,0.7330157245525571,377
562,1.513437677505401,0.8738187621624001,0.8676337449741689,371
421,1.5061066533318388,0.8497297939882976,0.844870797704418,377
645,1.3722097048087938,0.8850209940538755,0.8815767969265281,374
451,1.335672858224619,0.844260521562441,0.8419336249319953,337
70,1.2115047547125812,0.8921397805438163,0.8909906068967786,412
761,0.7854142023696776,0.8831538941177831,0.8821509810476266,374
243,1.4736681883733915,0.7911740145777287,0.7865649894618986,290
464,1.2778194343543223,0.8582723183085291,0.8565436257882131,330
532,1.1292736012516724,0.867942542604757,0.8675622476159208,376
55,1.484642779211435,0.9035811192429357,0.8986511247142267,357
567,1.18259441475678,0.8378030876352599,0.837068125438811,430
429,0.7438141991290111,0.8508236108006069,0.8495775119515138,331
754,1.3409167042727836,0.8346185418028316,0.8323252580254591,346
576,1.6669686075367691,0.8449121850432446,0.837633617102953,390
223,1.3992894526906172,0.8589145755471042,0.8559565508996474,309
707,0.7662178315931338,0.8874305448542098,0.8861448542156773,331
607,1.127989193144519,0.8126703197999415,0.8123201571317551,395
268,1.3962506234017578,0.7694168101286145,0.766502880908839,347
755,0.9669597207622358,0.895601593140958,0.895580128247049,332
540,1.3568232927764343,0.8698919437348944,0.8669470752509566,424
625,1.4548432947953536,0.8319543021537662,0.8282536793335344,352
333,1.1087370998696768,0.8292298608684336,0.8290146618237189,338
740,1.4018839472615936,0.8808027640212153,0.8773960423538623,370
736,0.8551187192446708,0.8860693107561997,0.8855974034249565,324
325,1.5982734414645994,0.7935263276671041,0.7871045974967905,324
269,0.8306789109279116,0.7916533314799894,0.7910816421783397,330
660,0.6134602575050997,0.7537938666758618,0.751266797348021,347
83,0.8831623063242213,0.9002083274116953,0.8999171347221719,368
277,1.9835367927109135,0.8069733986088177,0.791374914011876,327
10,0.9966011745151364,0.8536371417941669,0.8536369217054077,334
